season,season_id,school_id,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2020,15204,100,696.0,500,173,23,0,6,21,10,70,0,0.9669540229885057,0.47619047619047616
2020,15204,101,534.0,353,158,23,0,0,25,11,29,0,0.9569288389513109,0.44
2020,15204,102,579.0,429,137,13,0,1,24,13,14,0,0.9775474956822107,0.5416666666666666
2020,15204,103,807.0,588,197,22,0,4,22,17,51,0,0.9727385377942999,0.7727272727272727
2020,15204,104,548.0,411,129,8,0,6,18,8,26,0,0.9854014598540146,0.4444444444444444
2020,15204,105,606.0,435,150,21,0,5,28,10,44,0,0.9653465346534653,0.35714285714285715
2020,15204,106,408.0,293,100,15,0,2,18,4,18,0,0.9632352941176471,0.2222222222222222
2020,15204,107,588.0,431,135,22,0,6,44,10,19,0,0.9625850340136054,0.22727272727272727
2020,15204,108,667.0,471,179,17,0,5,38,16,33,0,0.974512743628186,0.42105263157894735
2020,15204,109,525.0,390,121,14,0,1,14,4,20,0,0.9733333333333334,0.2857142857142857
2020,15204,110,565.0,402,148,15,0,1,14,8,32,0,0.9734513274336283,0.5714285714285714
2020,15204,111,585.0,426,141,18,0,1,46,6,17,0,0.9692307692307692,0.13043478260869565
2020,15204,112,752.0,547,176,29,0,3,30,10,33,0,0.961436170212766,0.3333333333333333
2020,15204,115,569.0,418,138,13,0,2,32,20,22,0,0.9771528998242531,0.625
2020,15204,116,549.0,376,147,26,0,9,62,13,31,0,0.9526411657559198,0.20967741935483872
2020,15204,117,459.0,312,132,15,0,7,22,12,30,0,0.9673202614379085,0.5454545454545454
2020,15204,118,58.0,37,18,3,0,0,10,5,2,0,0.9482758620689655,0.5
2020,15204,120,395.0,269,110,16,0,2,30,17,27,0,0.959493670886076,0.5666666666666667
2020,15204,121,162.0,125,31,6,0,4,10,4,6,0,0.9629629629629629,0.4
2020,15204,122,377.0,268,92,17,0,3,28,4,11,0,0.9549071618037135,0.14285714285714285
2020,15204,123,392.0,270,97,25,0,0,48,0,15,0,0.9362244897959183,0.0
2020,15204,124,591.0,387,168,36,0,13,40,13,29,0,0.9390862944162437,0.325
2020,15204,125,470.0,329,126,15,0,3,36,6,12,0,0.9680851063829787,0.16666666666666666
2020,15204,127,436.0,300,117,19,0,1,20,14,13,0,0.9564220183486238,0.7
2020,15204,128,673.0,486,170,17,0,1,32,7,34,0,0.974739970282318,0.21875
2020,15204,129,592.0,435,136,21,0,2,18,9,17,0,0.964527027027027,0.5
2020,15204,130,800.0,573,205,22,1,13,44,12,44,0,0.9725,0.2727272727272727
2020,15204,132,539.0,384,137,18,0,6,12,6,21,0,0.9666048237476809,0.5
2020,15204,134,577.0,402,152,23,0,4,62,20,16,0,0.9601386481802426,0.3225806451612903
2020,15204,136,681.0,447,213,21,0,2,56,14,50,0,0.9691629955947136,0.25
2020,15204,137,231.0,159,66,6,0,1,20,2,12,0,0.974025974025974,0.1
2020,15204,139,516.0,375,119,22,1,4,20,8,26,0,0.9573643410852714,0.4
2020,15204,140,511.0,367,129,15,0,5,32,6,26,0,0.9706457925636007,0.1875
2020,15204,141,597.0,426,150,21,0,5,63,13,32,0,0.964824120603015,0.20634920634920634
2020,15204,142,539.0,376,130,33,0,1,34,4,34,0,0.9387755102040817,0.11764705882352941
2020,15204,143,528.0,365,142,21,0,5,44,7,20,4,0.9602272727272727,0.1590909090909091
2020,15204,144,436.0,271,123,42,0,5,16,11,10,0,0.9036697247706422,0.6875
2020,15204,145,362.0,256,91,15,0,9,42,8,13,0,0.9585635359116023,0.19047619047619047
2020,15204,146,312.0,207,88,17,0,7,44,10,10,0,0.9455128205128205,0.22727272727272727
2020,15204,147,621.0,468,130,23,2,2,26,22,21,0,0.9629629629629629,0.8461538461538461
2020,15204,149,620.0,423,174,23,0,4,28,2,59,0,0.9629032258064516,0.07142857142857142
2020,15204,150,235.0,157,64,14,0,2,14,12,13,0,0.9404255319148936,0.8571428571428571
2020,15204,151,38.0,27,7,4,0,0,8,2,2,0,0.8947368421052632,0.25
2020,15204,152,325.0,222,73,30,0,5,30,12,14,0,0.9076923076923077,0.4
2020,15204,155,634.0,446,166,22,0,1,48,14,40,0,0.9652996845425867,0.2916666666666667
2020,15204,158,297.0,195,95,7,0,1,14,13,30,0,0.9764309764309764,0.9285714285714286
2020,15204,159,793.0,564,209,20,1,0,20,22,62,0,0.9747793190416141,1.1
2020,15204,160,397.0,267,115,15,0,2,30,1,31,0,0.9622166246851386,0.03333333333333333
2020,15204,161,352.0,249,86,17,0,2,20,8,14,0,0.9517045454545454,0.4
2020,15204,164,490.0,342,119,29,0,1,26,17,12,0,0.9408163265306122,0.6538461538461539
2020,15204,165,429.0,318,86,25,1,0,48,6,12,0,0.9417249417249417,0.125
2020,15204,166,315.0,212,80,23,0,6,22,4,17,0,0.926984126984127,0.18181818181818182
2020,15204,167,303.0,225,64,14,0,4,20,9,15,0,0.9537953795379538,0.45
2020,15204,168,392.0,284,92,16,0,4,44,2,31,0,0.9591836734693877,0.045454545454545456
2020,15204,169,547.0,382,148,17,0,2,22,8,37,0,0.9689213893967094,0.36363636363636365
2020,15204,170,251.0,174,70,7,0,2,10,8,8,0,0.9721115537848606,0.8
2020,15204,172,249.0,174,64,11,0,1,14,3,13,0,0.9558232931726908,0.21428571428571427
2020,15204,173,619.0,429,170,20,0,0,20,12,23,0,0.9676898222940227,0.6
2020,15204,174,258.0,186,65,7,0,0,18,2,12,0,0.9728682170542635,0.1111111111111111
2020,15204,175,494.0,354,114,26,0,1,40,21,20,0,0.9473684210526315,0.525
2020,15204,177,283.0,192,77,14,0,0,16,4,15,0,0.950530035335689,0.25
2020,15204,178,438.0,321,103,14,1,3,70,10,12,0,0.9680365296803652,0.14285714285714285
2020,15204,179,240.0,171,60,9,0,3,26,9,4,0,0.9625,0.34615384615384615
2020,15204,180,523.0,370,138,15,0,9,40,5,34,0,0.97131931166348,0.125
2020,15204,181,793.0,543,223,27,0,10,59,18,58,0,0.9659520807061791,0.3050847457627119
2020,15204,182,318.0,225,82,11,0,0,16,5,17,0,0.9654088050314465,0.3125
2020,15204,185,490.0,333,131,26,0,8,34,6,22,0,0.9469387755102041,0.17647058823529413
2020,15204,190,358.0,248,94,16,0,1,38,13,20,0,0.9553072625698324,0.34210526315789475
2020,15204,192,346.0,231,96,19,0,7,22,12,10,0,0.9450867052023122,0.5454545454545454
2020,15204,193,588.0,430,151,7,0,2,12,10,32,0,0.9880952380952381,0.8333333333333334
2020,15204,195,395.0,270,110,15,0,4,36,12,20,0,0.9620253164556962,0.3333333333333333
2020,15204,196,614.0,459,149,6,0,4,14,6,16,0,0.990228013029316,0.42857142857142855
2020,15204,197,534.0,413,108,13,0,5,26,11,29,0,0.9756554307116105,0.4230769230769231
2020,15204,198,555.0,402,137,16,1,1,16,8,23,0,0.9711711711711711,0.5
2020,15204,200,175.0,120,50,5,0,1,6,2,9,0,0.9714285714285714,0.3333333333333333
2020,15204,201,481.0,369,96,16,0,2,30,3,10,0,0.9667359667359667,0.1
2020,15204,202,483.0,360,105,18,1,8,30,14,12,0,0.9627329192546584,0.4666666666666667
2020,15204,203,624.0,444,153,27,0,0,40,19,32,0,0.9567307692307693,0.475
2020,15204,204,477.0,346,118,13,0,0,40,16,20,0,0.9727463312368972,0.4
2020,15204,205,591.0,434,127,30,1,5,32,8,14,0,0.949238578680203,0.25
2020,15204,206,697.0,494,161,42,0,13,90,15,40,0,0.93974175035868,0.16666666666666666
2020,15204,208,690.0,489,184,17,0,2,38,12,55,0,0.9753623188405797,0.3157894736842105
2020,15204,211,350.0,252,84,14,0,6,18,8,8,0,0.96,0.4444444444444444
2020,15204,212,149.0,105,38,6,0,0,20,2,11,0,0.959731543624161,0.1
2020,15204,213,474.0,306,143,25,1,1,76,7,21,0,0.9472573839662447,0.09210526315789473
2020,15204,214,394.0,279,95,20,0,11,66,3,19,0,0.949238578680203,0.045454545454545456
2020,15204,216,466.0,315,121,30,0,4,30,12,39,0,0.9356223175965666,0.4
2020,15204,217,543.0,378,150,15,0,1,20,16,34,0,0.9723756906077348,0.8
2020,15204,218,513.0,347,140,26,0,7,40,14,13,0,0.949317738791423,0.35
2020,15204,219,561.0,407,143,11,0,5,26,8,29,0,0.9803921568627451,0.3076923076923077
2020,15204,220,372.0,273,88,11,0,2,38,7,13,0,0.9704301075268817,0.18421052631578946
2020,15204,221,365.0,258,91,16,2,6,26,14,14,0,0.9561643835616438,0.5384615384615384
2020,15204,222,458.0,324,113,21,1,6,38,14,22,0,0.9541484716157205,0.3684210526315789
2020,15204,225,601.0,424,153,24,0,1,38,12,39,0,0.9600665557404326,0.3157894736842105
2020,15204,228,553.0,399,125,29,0,8,70,15,19,0,0.9475587703435805,0.21428571428571427
2020,15204,229,572.0,414,148,10,0,3,32,8,41,0,0.9825174825174825,0.25
2020,15204,230,913.0,629,254,30,0,8,51,25,41,0,0.9671412924424972,0.49019607843137253
2020,15204,231,566.0,402,138,26,0,3,22,8,29,0,0.9540636042402827,0.36363636363636365
2020,15204,233,794.0,573,191,30,0,15,32,17,35,0,0.9622166246851386,0.53125
2020,15204,234,635.0,465,138,32,0,8,18,5,22,0,0.9496062992125984,0.2777777777777778
2020,15204,235,626.0,471,145,10,0,1,24,0,17,0,0.9840255591054313,0.0
2020,15204,236,603.0,425,161,17,0,12,40,12,25,0,0.9718076285240465,0.3
2020,15204,238,151.0,105,42,4,0,0,20,2,0,0,0.9735099337748344,0.1
2020,15204,239,290.0,188,87,15,1,3,12,10,10,0,0.9482758620689655,0.8333333333333334
2020,15204,241,552.0,375,153,24,0,4,44,5,46,0,0.9565217391304348,0.11363636363636363
2020,15204,242,205.0,135,60,10,0,0,16,7,13,0,0.9512195121951219,0.4375
2020,15204,244,661.0,461,161,39,0,8,63,14,19,0,0.9409984871406959,0.2222222222222222
2020,15204,245,389.0,270,81,38,0,5,54,0,8,0,0.9023136246786633,0.0
2020,15204,246,387.0,276,92,19,0,3,64,10,11,0,0.9509043927648578,0.15625
2020,15204,248,533.0,381,123,29,0,7,52,3,15,0,0.9455909943714822,0.057692307692307696
2020,15204,249,607.0,423,170,14,0,1,36,10,35,0,0.9769357495881383,0.2777777777777778
2020,15204,251,613.0,442,141,30,0,4,66,9,20,0,0.9510603588907015,0.13636363636363635
2020,15204,253,571.0,423,141,7,2,1,16,6,31,0,0.9877408056042032,0.375
2020,15204,254,602.0,429,148,25,0,6,62,13,25,0,0.9584717607973422,0.20967741935483872
2020,15204,255,588.0,429,138,21,1,7,42,10,31,0,0.9642857142857143,0.23809523809523808
2020,15204,257,690.0,492,175,23,0,4,10,15,27,0,0.9666666666666667,1.5
2020,15204,258,275.0,180,84,11,0,1,12,4,20,0,0.96,0.3333333333333333
2020,15204,259,222.0,150,67,5,0,1,8,0,21,0,0.9774774774774775,0.0
2020,15204,260,599.0,415,163,21,0,4,20,3,29,0,0.9649415692821369,0.15
2020,15204,261,538.0,393,112,33,1,9,84,10,28,0,0.9386617100371747,0.11904761904761904
2020,15204,262,484.0,343,124,17,0,6,28,10,18,0,0.9648760330578512,0.35714285714285715
2020,15204,263,689.0,476,183,30,0,8,56,21,36,0,0.9564586357039188,0.375
2020,15204,264,250.0,182,56,12,0,2,32,4,5,0,0.952,0.125
2020,15204,265,347.0,242,84,21,0,3,18,6,15,0,0.9394812680115274,0.3333333333333333
2020,15204,266,40.0,27,11,2,0,0,4,0,0,0,0.95,0.0
2020,15204,267,106.0,69,30,7,0,0,8,0,6,0,0.9339622641509434,0.0
2020,15204,268,292.0,209,64,19,1,2,14,2,2,0,0.934931506849315,0.14285714285714285
2020,15204,269,607.0,426,164,17,0,7,24,11,24,0,0.9719934102141681,0.4583333333333333
2020,15204,271,572.0,389,154,29,0,2,48,10,14,0,0.9493006993006993,0.20833333333333334
2020,15204,272,422.0,290,121,11,0,2,23,8,29,0,0.9739336492890995,0.34782608695652173
2020,15204,275,226.0,150,63,13,0,1,8,4,32,0,0.9424778761061947,0.5
2020,15204,276,403.0,282,104,17,0,4,20,15,48,0,0.9578163771712159,0.75
2020,15204,277,647.0,461,173,13,2,3,42,10,30,0,0.9799072642967542,0.23809523809523808
2020,15204,278,447.0,320,110,17,0,1,18,14,12,0,0.9619686800894854,0.7777777777777778
2020,15204,279,284.0,192,62,30,0,0,48,8,9,0,0.8943661971830986,0.16666666666666666
2020,15204,280,473.0,331,106,36,0,12,32,12,17,0,0.9238900634249472,0.375
2020,15204,281,272.0,184,68,20,0,2,36,4,19,0,0.9264705882352942,0.1111111111111111
2020,15204,283,524.0,357,144,23,0,1,66,14,25,0,0.9561068702290076,0.21212121212121213
2020,15204,285,497.0,367,110,20,0,3,82,13,16,0,0.959758551307847,0.15853658536585366
2020,15204,286,109.0,66,35,8,0,0,18,0,6,0,0.926605504587156,0.0
2020,15204,287,595.0,438,132,25,0,4,68,19,27,0,0.957983193277311,0.27941176470588236
2020,15204,288,581.0,419,144,18,0,1,36,7,31,0,0.9690189328743546,0.19444444444444445
2020,15204,296,252.0,176,67,9,0,0,28,6,3,0,0.9642857142857143,0.21428571428571427
2020,15204,297,319.0,213,86,20,0,5,20,12,28,0,0.9373040752351097,0.6
2020,15204,299,550.0,409,120,21,0,4,46,11,29,0,0.9618181818181818,0.2391304347826087
2020,15204,300,378.0,258,108,12,0,5,32,14,15,0,0.9682539682539683,0.4375
2020,15204,301,473.0,342,115,16,0,2,18,8,38,0,0.9661733615221987,0.4444444444444444
2020,15204,302,568.0,404,150,14,0,9,20,6,17,0,0.9753521126760564,0.3
2020,15204,303,475.0,334,112,29,0,8,20,13,16,0,0.9389473684210526,0.65
2020,15204,305,515.0,375,129,11,0,1,10,10,24,0,0.9786407766990292,1.0
2020,15204,306,537.0,387,127,23,0,3,28,4,35,0,0.957169459962756,0.14285714285714285
2020,15204,307,289.0,216,64,9,0,4,19,6,6,0,0.9688581314878892,0.3157894736842105
2020,15204,308,515.0,363,132,20,0,5,80,14,28,0,0.9611650485436893,0.175
2020,15204,309,514.0,378,114,22,0,10,18,9,8,0,0.9571984435797666,0.5
2020,15204,310,563.0,393,145,25,0,4,66,28,21,0,0.955595026642984,0.42424242424242425
2020,15204,312,542.0,390,141,11,0,3,18,5,33,0,0.9797047970479705,0.2777777777777778
2020,15204,313,269.0,172,74,23,0,3,26,10,3,0,0.9144981412639405,0.38461538461538464
2020,15204,314,557.0,411,120,26,1,13,58,25,18,0,0.9533213644524237,0.43103448275862066
2020,15204,315,634.0,440,175,19,0,2,32,29,51,0,0.9700315457413249,0.90625
2020,15204,316,661.0,479,165,17,0,5,44,14,28,0,0.9742813918305597,0.3181818181818182
2020,15204,317,593.0,420,159,14,0,5,54,12,45,0,0.9763912310286678,0.2222222222222222
2020,15204,319,347.0,247,83,17,0,6,86,4,16,0,0.9510086455331412,0.046511627906976744
2020,15204,320,356.0,261,82,13,0,1,46,4,16,0,0.9634831460674157,0.08695652173913043
2020,15204,321,397.0,267,108,22,0,11,62,7,8,0,0.9445843828715366,0.11290322580645161
2020,15204,322,466.0,324,122,20,0,4,26,10,19,0,0.9570815450643777,0.38461538461538464
2020,15204,325,332.0,237,77,18,0,2,15,0,16,0,0.9457831325301205,0.0
2020,15204,326,251.0,174,62,15,0,2,18,2,6,0,0.9402390438247012,0.1111111111111111
2020,15204,327,639.0,443,183,13,0,1,12,17,40,0,0.9796557120500783,1.4166666666666667
2020,15204,328,635.0,437,179,19,2,1,22,9,44,0,0.9700787401574803,0.4090909090909091
2020,15204,329,397.0,270,114,13,0,3,26,9,19,0,0.9672544080604534,0.34615384615384615
2020,15204,330,312.0,216,78,18,0,2,26,2,23,0,0.9423076923076923,0.07692307692307693
2020,15204,331,501.0,360,127,14,0,3,26,14,24,0,0.9720558882235529,0.5384615384615384
2020,15204,333,374.0,291,75,8,0,2,26,8,13,0,0.9786096256684492,0.3076923076923077
2020,15204,334,645.0,456,161,28,1,2,32,12,27,0,0.9565891472868217,0.375
2020,15204,335,465.0,330,103,32,0,4,34,10,24,0,0.9311827956989247,0.29411764705882354
2020,15204,336,306.0,216,83,7,0,0,26,4,11,0,0.9771241830065359,0.15384615384615385
2020,15204,337,145.0,96,42,7,0,2,28,6,6,0,0.9517241379310345,0.21428571428571427
2020,15204,339,320.0,224,86,10,0,4,16,4,9,0,0.96875,0.25
2020,15204,340,480.0,352,110,18,1,0,32,8,15,0,0.9625,0.25
2020,15204,341,649.0,468,145,36,0,3,16,6,36,0,0.9445300462249615,0.375
2020,15204,342,487.0,353,116,18,0,0,34,16,23,0,0.9630390143737166,0.47058823529411764
2020,15204,346,578.0,436,134,8,0,2,16,6,25,0,0.986159169550173,0.375
2020,15204,347,548.0,362,152,34,1,6,54,15,29,0,0.9379562043795621,0.2777777777777778
2020,15204,348,122.0,81,34,7,1,0,12,6,10,0,0.9426229508196722,0.5
2020,15204,349,536.0,392,120,24,0,2,76,18,19,0,0.9552238805970149,0.23684210526315788
2020,15204,351,398.0,279,101,18,0,5,18,5,14,0,0.9547738693467337,0.2777777777777778
2020,15204,352,566.0,395,145,26,0,6,18,10,29,0,0.9540636042402827,0.5555555555555556
2020,15204,354,357.0,273,74,10,0,2,28,11,15,0,0.9719887955182073,0.39285714285714285
2020,15204,355,645.0,444,182,19,0,3,20,15,39,0,0.9705426356589147,0.75
2020,15204,357,274.0,179,74,21,0,3,90,9,18,0,0.9233576642335767,0.1
2020,15204,358,691.0,492,161,38,0,9,48,15,22,0,0.9450072358900145,0.3125
2020,15204,360,439.0,296,114,29,0,4,24,9,20,0,0.9339407744874715,0.375
2020,15204,361,436.0,305,112,19,1,3,34,12,20,0,0.9564220183486238,0.35294117647058826
2020,15204,363,597.0,435,120,42,0,5,74,9,14,0,0.9296482412060302,0.12162162162162163
2020,15204,364,381.0,255,110,16,2,7,35,19,17,0,0.958005249343832,0.5428571428571428
2020,15204,365,619.0,453,153,13,0,4,26,13,18,0,0.9789983844911146,0.5
2020,15204,366,638.0,446,171,21,0,2,48,7,25,0,0.9670846394984326,0.14583333333333334
2020,15204,367,588.0,451,120,17,0,7,16,6,17,0,0.9710884353741497,0.375
2020,15204,368,526.0,363,132,31,0,9,36,9,25,0,0.94106463878327,0.25
2020,15204,370,631.0,464,145,22,0,5,28,9,19,0,0.96513470681458,0.32142857142857145
2020,15204,374,607.0,397,177,33,0,11,30,22,23,0,0.9456342668863262,0.7333333333333333
2020,15204,376,79.0,60,15,4,0,2,8,2,0,0,0.9493670886075949,0.25
2020,15204,380,444.0,318,110,16,0,4,44,15,11,0,0.963963963963964,0.3409090909090909
2020,15204,381,489.0,359,112,18,0,1,34,14,21,0,0.9631901840490797,0.4117647058823529
2020,15204,382,343.0,238,93,12,0,2,26,10,22,0,0.9650145772594753,0.38461538461538464
2020,15204,383,487.0,350,120,17,1,2,22,6,19,0,0.9650924024640657,0.2727272727272727
2020,15204,384,461.0,333,111,17,0,2,46,6,26,0,0.9631236442516269,0.13043478260869565
2020,15204,385,460.0,324,121,15,0,3,22,10,22,0,0.967391304347826,0.45454545454545453
2020,15204,386,447.0,328,101,18,0,3,22,6,15,0,0.959731543624161,0.2727272727272727
2020,15204,388,590.0,417,151,22,0,4,34,8,31,0,0.9627118644067797,0.23529411764705882
2020,15204,390,401.0,267,109,25,0,4,50,15,8,0,0.9376558603491272,0.3
2020,15204,391,489.0,335,135,19,0,7,20,12,19,0,0.9611451942740287,0.6
2020,15204,392,559.0,399,137,23,0,8,64,14,28,0,0.9588550983899821,0.21875
2020,15204,393,532.0,372,127,33,0,5,64,6,17,0,0.9379699248120301,0.09375
2020,15204,394,619.0,456,141,22,0,8,42,25,26,0,0.9644588045234249,0.5952380952380952
2020,15204,395,609.0,426,161,22,2,5,36,13,36,0,0.9638752052545156,0.3611111111111111
2020,15204,396,710.0,493,178,39,0,2,22,13,19,0,0.9450704225352112,0.5909090909090909
2020,15204,398,105.0,78,22,5,0,0,12,0,6,0,0.9523809523809523,0.0
2020,15204,399,131.0,91,36,4,0,4,16,2,3,0,0.9694656488549618,0.125
2020,15204,400,292.0,202,79,11,0,1,10,5,2,0,0.9623287671232876,0.5
