R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,OPP DP,GDP,score,player_id,division
1,6,3,1,0,4,0,1,0,0,0,0,0,,1,0,0,0,02/24/2023,home,16340,12799,Wheeling,9,True,12,17,-5,loss,2421502,985,2818790.0,2023,0.0,0.0,,2818790.0,2.0
3,3,2,0,0,5,1,3,3,0,0,0,0,,0,0,0,0,02/25/2023,home,16340,12799,Wheeling,9,True,25,6,19,win,2421665,985,2818790.0,2023,0.0,0.0,,2818790.0,2.0
2,4,2,0,0,2,0,1,1,0,0,0,0,,0,0,0,0,03/01/2023,away,16340,1439,West Virginia St.,9,True,8,6,2,win,2392524,985,2818790.0,2023,0.0,0.0,,2818790.0,2.0
1,1,1,1,0,2,0,0,0,0,0,0,0,,0,0,0,0,02/12/2023,home,16340,593,St. Anselm,9,True,10,0,10,win,2408918,1318,2674521.0,2023,0.0,0.0,,2674521.0,2.0
0,4,1,0,0,1,0,0,0,0,0,0,2,,0,0,0,0,02/18/2023,home,16340,468,Southern N.H.,9,True,0,9,-9,loss,2418684,1318,2674521.0,2023,0.0,0.0,,2674521.0,2.0
0,4,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,02/25/2023,neutral,16340,560,Queens (NY),9,True,4,6,-2,loss,2391950,1318,2674521.0,2023,0.0,0.0,,2674521.0,2.0
1,3,1,0,0,1,0,1,1,1,0,0,1,,0,0,2,0,02/26/2023,away,16340,30,Arkansas St.,9,True,10,14,-4,loss,2392025,299,2795907.0,2023,0.0,0.0,,2795907.0,1.0
1,3,2,0,0,5,1,3,0,0,0,2,1,,0,0,0,0,03/01/2023,away,16340,31,Arkansas,11,True,9,10,-1,loss,2392535,299,2795907.0,2023,0.0,0.0,,2795907.0,1.0
2,2,2,0,0,5,1,1,2,0,0,0,0,,0,0,1,0,03/04/2023,away,16340,1004,Central Ark.,9,True,3,4,-1,loss,2392646,299,2795907.0,2023,0.0,0.0,,2795907.0,1.0
2,4,1,0,0,1,0,0,1,0,0,0,1,,0,0,1,0,03/04/2023,away,16340,1004,Central Ark.,10,True,8,6,2,win,2392936,299,2795907.0,2023,0.0,0.0,,2795907.0,1.0
1,4,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,03/05/2023,away,16340,1004,Central Ark.,9,True,10,22,-12,loss,2393367,299,2795907.0,2023,0.0,0.0,,2795907.0,1.0
0,4,1,0,0,1,0,1,0,0,0,0,1,,0,0,0,0,03/10/2023,away,16340,463,Nebraska,9,True,3,8,-5,loss,2394238,299,2795907.0,2023,0.0,0.0,,2795907.0,1.0
0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,03/11/2023,away,16340,463,Nebraska,9,True,0,12,-12,loss,2394546,299,2795907.0,2023,0.0,0.0,,2795907.0,1.0
0,4,0,0,0,0,0,1,1,0,0,0,3,,0,0,0,0,03/15/2023,home,16340,771,Western Ill.,9,True,6,1,5,win,2424700,299,2795907.0,2023,0.0,0.0,,2795907.0,1.0
2,4,1,0,0,1,0,0,0,1,0,0,1,,0,0,0,0,02/17/2023,home,16340,509,Northwestern,9,True,12,4,8,win,2390442,670,2466189.0,2023,0.0,0.0,,2466189.0,1.0
2,4,2,0,0,2,0,2,0,0,1,0,1,,0,0,0,0,02/18/2023,home,16340,509,Northwestern,9,True,20,5,15,win,2390775,670,2466189.0,2023,0.0,0.0,,2466189.0,1.0
2,4,2,0,0,5,1,2,0,0,0,0,0,,0,0,0,0,02/19/2023,home,16340,509,Northwestern,9,True,24,9,15,win,2390914,670,2466189.0,2023,0.0,0.0,,2466189.0,1.0
1,4,1,0,0,4,1,2,0,0,0,0,1,,0,0,0,0,02/24/2023,home,16340,527,Oral Roberts,9,True,3,2,1,win,2391533,670,2466189.0,2023,0.0,0.0,,2466189.0,1.0
0,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,02/25/2023,home,16340,527,Oral Roberts,9,True,3,6,-3,loss,2391945,670,2466189.0,2023,1.0,1.0,,2466189.0,1.0
2,3,0,0,0,0,0,0,2,0,0,0,1,,0,0,1,0,02/26/2023,home,16340,527,Oral Roberts,9,True,4,8,-4,loss,2392200,670,2466189.0,2023,0.0,0.0,,2466189.0,1.0
0,5,1,0,0,1,0,0,0,0,0,0,1,,0,1,0,0,03/03/2023,away,16340,1104,Grand Canyon,9,True,3,5,-2,loss,2392865,670,2466189.0,2023,0.0,0.0,,2466189.0,1.0
0,3,1,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,03/04/2023,away,16340,1104,Grand Canyon,9,True,3,0,3,win,2393315,670,2466189.0,2023,0.0,0.0,,2466189.0,1.0
0,2,1,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,03/05/2023,away,16340,1104,Grand Canyon,9,True,0,11,-11,loss,2393584,670,2466189.0,2023,0.0,0.0,,2466189.0,1.0
0,4,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,03/07/2023,home,16340,706,UTSA,9,True,2,11,-9,loss,2393926,670,2466189.0,2023,0.0,0.0,,2466189.0,1.0
1,4,1,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,03/10/2023,home,16340,493,North Dakota St.,9,True,8,7,1,win,2394440,670,2466189.0,2023,0.0,0.0,,2466189.0,1.0
0,6,2,0,0,2,0,0,0,0,0,0,2,,0,0,1,0,03/11/2023,home,16340,493,North Dakota St.,9,True,19,18,1,win,2394863,670,2466189.0,2023,0.0,0.0,,2466189.0,1.0
2,3,0,0,0,0,0,0,2,0,0,0,0,,0,0,1,0,03/14/2023,home,16340,698,TCU,9,True,8,4,4,win,2395500,670,2466189.0,2023,0.0,0.0,,2466189.0,1.0
0,3,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,03/17/2023,home,16340,664,Southern Miss.,9,True,2,4,-2,loss,2396036,670,2466189.0,2023,0.0,0.0,,2466189.0,1.0
0,3,0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,03/18/2023,home,16340,664,Southern Miss.,9,True,3,2,1,win,2396496,670,2466189.0,2023,0.0,0.0,,2466189.0,1.0
0,3,1,0,0,1,0,1,2,0,0,0,0,,0,0,2,0,03/19/2023,home,16340,664,Southern Miss.,9,True,8,5,3,win,2396714,670,2466189.0,2023,0.0,0.0,,2466189.0,1.0
1,4,1,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,03/21/2023,home,16340,26172,A&M-Corpus Christi,9,True,7,5,2,win,2397034,670,2466189.0,2023,1.0,1.0,,2466189.0,1.0
0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,03/24/2023,away,16340,149,Coastal Carolina,9,True,0,19,-19,loss,2397482,670,2466189.0,2023,0.0,0.0,,2466189.0,1.0
1,4,3,0,0,3,0,1,0,0,0,0,0,,1,0,0,0,03/18/2023,home,16340,320,John Carroll,9,True,7,13,-6,loss,2396285,390,2495001.0,2023,0.0,0.0,,2495001.0,3.0
4,3,2,0,1,4,0,1,1,1,0,0,0,,0,0,0,0,02/24/2023,neutral,16340,177,DePauw,9,True,16,5,11,win,2391504,759,2309701.0,2023,0.0,0.0,,2309701.0,3.0
2,5,2,0,0,2,0,0,0,0,0,0,1,,0,0,0,0,02/25/2023,neutral,16340,4,Adrian,9,True,4,9,-5,loss,2391980,759,2309701.0,2023,1.0,0.0,,2309701.0,3.0
1,4,1,0,0,4,1,3,0,0,0,0,1,,0,0,0,0,02/26/2023,away,16340,28593,Birmingham-So.,9,True,5,6,-1,loss,2392005,759,2309701.0,2023,0.0,0.0,,2309701.0,3.0
0,4,1,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,03/04/2023,home,16340,798,Wis.-Oshkosh,9,True,3,14,-11,loss,2393299,759,2309701.0,2023,0.0,0.0,,2309701.0,3.0
