season,season_id,school_id,division,date,game_id,opponent_id,opponent_name,runs_scored,runs_allowed,run_difference,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2018,12973,4,3.0,04/22/2018,101199,15,Albion,18,1,17,25.0,16,8,1,0,0,0,2,0,0,0.96,inf
2018,12973,4,3.0,04/22/2018,101251,15,Albion,11,4,7,38.0,27,8,3,0,0,0,0,2,0,0.9210526315789473,
2018,12973,4,3.0,04/27/2018,102191,30037,Trine,3,1,2,25.0,18,5,2,0,0,0,0,2,0,0.92,
2018,12973,4,3.0,04/27/2018,102217,30037,Trine,15,5,10,43.0,26,11,6,0,0,0,0,2,0,0.8604651162790697,
2018,12973,4,3.0,04/28/2018,102498,30037,Trine,6,5,1,22.0,16,5,1,0,0,0,0,0,0,0.9545454545454546,
2018,12973,4,3.0,04/28/2018,102723,30037,Trine,2,1,1,31.0,24,7,0,0,1,0,2,0,0,1.0,inf
2018,12973,4,3.0,04/30/2018,103381,1163,La Roche,5,17,-12,26.0,22,3,1,0,2,4,0,0,0,0.9615384615384616,0.0
2018,12973,4,3.0,05/04/2018,103975,286,Hope,9,2,7,23.0,19,3,1,0,0,2,0,2,0,0.9565217391304348,0.0
2018,12973,4,3.0,05/04/2018,104019,286,Hope,11,8,3,35.0,26,8,1,0,3,4,0,2,0,0.9714285714285714,0.0
2018,12973,4,3.0,05/05/2018,104600,286,Hope,9,11,-2,20.0,16,3,1,0,0,0,2,2,0,0.95,inf
2018,12973,4,3.0,05/05/2018,104608,286,Hope,12,17,-5,30.0,22,7,1,0,0,2,0,2,0,0.9666666666666667,0.0
2018,12973,4,3.0,05/07/2018,104921,46,Baldwin Wallace,4,9,-5,22.0,17,5,0,0,0,8,2,1,0,1.0,0.25
2018,12973,4,3.0,05/07/2018,104937,46,Baldwin Wallace,5,7,-2,27.0,18,7,2,0,0,4,0,0,0,0.9259259259259259,0.0
2018,12973,4,3.0,05/09/2018,105072,114,Calvin,9,2,7,29.0,23,6,0,0,0,0,0,3,0,1.0,
2018,12973,4,3.0,05/10/2018,105191,21,Alma,5,4,1,35.0,24,11,0,0,0,0,0,0,0,1.0,
2018,12973,4,3.0,05/11/2018,105332,286,Hope,3,2,1,32.0,23,9,0,0,0,0,0,1,0,1.0,
2018,12973,4,3.0,05/17/2018,106024,531,Otterbein,11,5,6,32.0,23,6,3,0,0,0,0,0,0,0.90625,
2018,12973,4,3.0,05/19/2018,106381,1163,La Roche,1,0,1,30.0,21,8,1,0,0,0,6,3,0,0.9666666666666667,inf
2018,12973,4,3.0,05/19/2018,106415,807,Wooster,4,17,-13,29.0,19,6,4,0,0,3,0,3,0,0.8620689655172413,0.0
2018,12973,4,3.0,05/20/2018,106485,747,Wabash,0,4,-4,32.0,20,12,0,0,0,2,2,1,0,1.0,1.0
2018,12973,6,1.0,02/16/2018,85321,308,Purdue Fort Wayne,8,7,1,37.0,30,5,2,0,0,0,2,0,0,0.9459459459459459,inf
2018,12973,6,1.0,02/18/2018,85867,308,Purdue Fort Wayne,4,7,-3,35.0,27,5,3,0,0,0,2,0,0,0.9142857142857143,inf
2018,12973,6,1.0,02/18/2018,85988,308,Purdue Fort Wayne,5,2,3,34.0,21,11,2,0,0,0,0,0,0,0.9411764705882353,
2018,12973,6,1.0,02/20/2018,86143,454,Murray St.,4,1,3,36.0,27,8,1,0,0,0,0,2,0,0.9722222222222222,
2018,12973,6,1.0,02/23/2018,86368,444,Morehead St.,0,5,-5,38.0,27,10,1,0,0,0,2,6,0,0.9736842105263158,inf
2018,12973,6,1.0,02/24/2018,86599,444,Morehead St.,0,5,-5,44.0,27,14,3,0,0,0,0,3,0,0.9318181818181818,
2018,12973,6,1.0,02/25/2018,87005,444,Morehead St.,1,7,-6,41.0,27,13,1,0,0,0,0,3,0,0.975609756097561,
2018,12973,6,1.0,02/27/2018,87347,434,Missouri,3,7,-4,40.0,24,12,4,0,0,0,3,5,0,0.9,inf
2018,12973,6,1.0,02/28/2018,87456,434,Missouri,0,14,-14,31.0,24,6,1,0,0,6,0,3,0,0.967741935483871,0.0
2018,12973,6,1.0,03/02/2018,87693,314,Jackson St.,0,8,-8,39.0,27,10,2,0,1,4,0,0,0,0.9487179487179487,0.0
2018,12973,6,1.0,03/03/2018,87894,314,Jackson St.,4,8,-4,40.0,27,11,2,0,0,10,2,0,0,0.95,0.2
2018,12973,6,1.0,03/04/2018,88443,314,Jackson St.,0,11,-11,30.0,21,7,2,0,0,2,0,0,0,0.9333333333333333,0.0
2018,12973,6,1.0,03/09/2018,89490,7,Alabama St.,4,5,-1,43.0,30,10,3,0,0,8,0,2,0,0.9302325581395349,0.0
2018,12973,6,1.0,03/10/2018,89830,7,Alabama St.,7,6,1,37.0,27,9,1,0,0,4,0,3,0,0.972972972972973,0.0
2018,12973,6,1.0,03/11/2018,90384,7,Alabama St.,3,0,3,40.0,27,12,1,0,0,4,0,3,0,0.975,0.0
2018,12973,6,1.0,03/13/2018,90761,8,Alabama,0,15,-15,21.0,18,1,2,0,0,0,0,0,0,0.9047619047619048,
2018,12973,6,1.0,03/14/2018,90938,8,Alabama,0,14,-14,25.0,18,7,0,0,0,0,0,3,0,1.0,
2018,12973,6,1.0,03/16/2018,91281,625,Samford,2,6,-4,32.0,24,6,2,0,0,4,0,0,0,0.9375,0.0
2018,12973,6,1.0,03/17/2018,91605,625,Samford,2,3,-1,34.0,24,9,1,0,0,6,0,3,0,0.9705882352941176,0.0
2018,12973,6,1.0,03/18/2018,92154,625,Samford,2,9,-7,36.0,24,9,3,0,1,8,4,0,0,0.9166666666666666,0.5
2018,12973,6,1.0,03/21/2018,92730,692,Tennessee Tech,0,17,-17,32.0,24,8,0,0,2,0,0,0,0,1.0,
2018,12973,6,1.0,03/23/2018,92924,432,Mississippi Val.,5,10,-5,36.0,24,8,4,0,1,2,2,2,0,0.8888888888888888,1.0
2018,12973,6,1.0,03/24/2018,93222,432,Mississippi Val.,8,6,2,43.0,27,12,4,0,0,0,2,3,0,0.9069767441860465,inf
2018,12973,6,1.0,03/25/2018,93669,432,Mississippi Val.,7,12,-5,41.0,24,14,3,0,2,12,4,0,0,0.926829268292683,0.3333333333333333
2018,12973,6,1.0,03/27/2018,94099,487,North Ala.,10,13,-3,35.0,24,11,0,0,1,4,2,1,0,1.0,0.5
2018,12973,6,1.0,03/30/2018,94913,17,Alcorn,11,1,10,27.0,21,6,0,0,0,0,1,0,0,1.0,inf
2018,12973,6,1.0,03/30/2018,94962,17,Alcorn,4,15,-11,33.0,24,7,2,0,0,10,0,1,0,0.9393939393939394,0.0
2018,12973,6,1.0,03/31/2018,95210,17,Alcorn,4,5,-1,41.0,27,11,3,0,0,0,0,0,0,0.926829268292683,
2018,12973,6,1.0,04/03/2018,95846,37,Auburn,5,19,-14,33.0,24,8,1,0,1,0,0,0,0,0.9696969696969697,
2018,12973,6,1.0,04/04/2018,95933,9,UAB,3,6,-3,32.0,24,8,0,0,0,4,0,3,0,1.0,0.0
2018,12973,6,1.0,04/06/2018,96257,314,Jackson St.,2,13,-11,34.0,23,10,1,0,0,6,0,3,0,0.9705882352941176,0.0
2018,12973,6,1.0,04/07/2018,96569,314,Jackson St.,6,16,-10,34.0,23,9,2,0,0,8,0,0,0,0.9411764705882353,0.0
2018,12973,6,1.0,04/08/2018,97017,314,Jackson St.,7,10,-3,35.0,24,9,2,0,0,8,0,0,0,0.9428571428571428,0.0
2018,12973,6,1.0,04/10/2018,97642,487,North Ala.,5,10,-5,36.0,27,9,0,0,0,4,4,2,0,1.0,1.0
2018,12973,6,1.0,04/13/2018,98271,7,Alabama St.,11,12,-1,60.0,43,15,2,0,0,4,0,3,0,0.9666666666666667,0.0
2018,12973,6,1.0,04/14/2018,98625,7,Alabama St.,4,12,-8,35.0,24,10,1,0,0,4,2,0,0,0.9714285714285714,0.5
2018,12973,6,1.0,04/15/2018,99258,7,Alabama St.,5,15,-10,32.0,22,10,0,0,0,4,1,6,0,1.0,0.25
2018,12973,6,1.0,04/17/2018,99418,716,Troy,2,10,-8,33.0,24,7,2,0,0,8,0,3,0,0.9393939393939394,0.0
2018,12973,6,1.0,04/18/2018,99761,692,Tennessee Tech,8,12,-4,42.0,27,11,4,0,0,2,0,3,0,0.9047619047619048,0.0
2018,12973,6,1.0,04/20/2018,99941,488,N.C. A&T,5,15,-10,36.0,24,9,3,0,0,2,2,0,0,0.9166666666666666,1.0
2018,12973,6,1.0,04/21/2018,100302,488,N.C. A&T,1,13,-12,32.0,24,8,0,0,0,2,0,0,0,1.0,0.0
2018,12973,6,1.0,04/22/2018,101028,488,N.C. A&T,4,5,-1,37.0,24,9,4,0,0,2,4,0,0,0.8918918918918919,2.0
2018,12973,6,1.0,04/27/2018,102171,432,Mississippi Val.,7,2,5,40.0,27,12,1,0,0,4,1,5,0,0.975,0.25
2018,12973,6,1.0,04/28/2018,102415,432,Mississippi Val.,12,2,10,36.0,24,10,2,0,0,0,2,2,0,0.9444444444444444,inf
2018,12973,6,1.0,04/29/2018,103134,432,Mississippi Val.,15,5,10,31.0,21,7,3,0,0,0,0,2,0,0.9032258064516129,
2018,12973,6,1.0,05/01/2018,103483,454,Murray St.,5,13,-8,34.0,24,7,3,0,0,10,0,3,0,0.9117647058823529,0.0
2018,12973,6,1.0,05/04/2018,103931,17,Alcorn,3,4,-1,53.0,31,19,3,0,0,0,4,3,0,0.9433962264150944,inf
2018,12973,6,1.0,05/05/2018,104234,17,Alcorn,8,4,4,40.0,27,13,0,0,0,0,0,9,0,1.0,
2018,12973,6,1.0,05/06/2018,104732,17,Alcorn,12,7,5,42.0,27,13,2,0,0,0,2,6,0,0.9523809523809523,inf
2018,12973,7,1.0,02/16/2018,85364,553,Prairie View,8,7,1,37.0,27,8,2,0,0,2,0,3,0,0.9459459459459459,0.0
2018,12973,7,1.0,02/17/2018,85721,474,New Orleans,6,3,3,37.0,27,9,1,0,0,0,0,0,0,0.972972972972973,
2018,12973,7,1.0,02/18/2018,85920,2678,Ark.-Pine Bluff,5,8,-3,48.0,27,17,4,0,0,1,2,0,0,0.9166666666666666,2.0
2018,12973,7,1.0,02/20/2018,86153,9,UAB,7,6,1,43.0,30,11,2,0,0,6,2,0,0,0.9534883720930233,0.3333333333333333
2018,12973,7,1.0,02/21/2018,86208,9,UAB,1,2,-1,37.0,24,12,1,0,0,0,2,3,0,0.972972972972973,inf
2018,12973,7,1.0,02/23/2018,86353,665,Southern U.,14,0,14,30.0,26,2,2,0,0,0,0,0,0,0.9333333333333333,
2018,12973,7,1.0,02/24/2018,86836,665,Southern U.,12,6,6,40.0,27,13,0,0,0,1,0,3,0,1.0,0.0
2018,12973,7,1.0,02/24/2018,86851,665,Southern U.,3,7,-4,35.0,27,4,4,0,2,11,0,2,0,0.8857142857142857,0.0
2018,12973,7,1.0,02/28/2018,87457,8,Alabama,1,11,-10,35.0,24,9,2,0,0,0,0,0,0,0.9428571428571428,
2018,12973,7,1.0,03/02/2018,87678,17,Alcorn,5,0,5,31.0,27,3,1,0,0,0,0,0,0,0.967741935483871,
2018,12973,7,1.0,03/03/2018,87883,17,Alcorn,6,1,5,36.0,27,7,2,0,0,1,1,3,0,0.9444444444444444,1.0
2018,12973,7,1.0,03/04/2018,88424,17,Alcorn,12,0,12,32.0,21,10,1,0,0,2,0,0,0,0.96875,0.0
2018,12973,7,1.0,03/09/2018,89490,6,Alabama A&M,5,4,1,48.0,30,14,4,0,0,0,0,8,0,0.9166666666666666,
2018,12973,7,1.0,03/10/2018,89830,6,Alabama A&M,6,7,-1,41.0,24,11,6,0,0,0,1,2,0,0.8536585365853658,inf
2018,12973,7,1.0,03/11/2018,90384,6,Alabama A&M,0,3,-3,39.0,24,14,1,0,0,2,2,0,0,0.9743589743589743,1.0
2018,12973,7,1.0,03/13/2018,90760,228,Florida A&M,10,13,-3,39.0,30,7,2,0,1,4,2,0,0,0.9487179487179487,0.5
2018,12973,7,1.0,03/14/2018,90937,625,Samford,14,4,10,37.0,24,11,2,0,0,2,0,3,0,0.9459459459459459,0.0
2018,12973,7,1.0,03/16/2018,91312,314,Jackson St.,0,2,-2,42.0,27,12,3,0,0,1,0,5,0,0.9285714285714286,0.0
2018,12973,7,1.0,03/17/2018,91630,314,Jackson St.,4,3,1,40.0,27,11,2,0,0,3,1,0,0,0.95,0.3333333333333333
2018,12973,7,1.0,03/18/2018,92183,314,Jackson St.,9,8,1,42.0,30,12,0,0,0,4,2,0,0,1.0,0.5
2018,12973,7,1.0,03/20/2018,92635,444,Morehead St.,5,7,-2,43.0,27,12,4,0,0,4,2,0,0,0.9069767441860465,0.5
2018,12973,7,1.0,03/21/2018,92691,444,Morehead St.,4,9,-5,37.0,27,9,1,0,0,0,0,0,0,0.972972972972973,
2018,12973,7,1.0,03/27/2018,94067,716,Troy,1,14,-13,36.0,24,8,4,0,0,4,0,2,0,0.8888888888888888,0.0
2018,12973,7,1.0,03/30/2018,94981,432,Mississippi Val.,2,0,2,39.0,27,11,1,0,0,1,0,0,0,0.9743589743589743,0.0
2018,12973,7,1.0,03/30/2018,95033,432,Mississippi Val.,7,10,-3,35.0,26,8,1,0,0,3,0,0,0,0.9714285714285714,0.0
2018,12973,7,1.0,03/31/2018,95193,432,Mississippi Val.,5,1,4,36.0,27,9,0,0,0,2,0,0,0,1.0,0.0
2018,12973,7,1.0,04/03/2018,95845,625,Samford,6,15,-9,35.0,24,10,1,0,0,0,0,0,0,0.9714285714285714,
2018,12973,7,1.0,04/06/2018,96286,17,Alcorn,6,5,1,43.0,33,9,1,0,1,3,2,0,0,0.9767441860465116,0.6666666666666666
2018,12973,7,1.0,04/08/2018,97249,17,Alcorn,16,3,13,34.0,20,11,3,0,1,1,0,2,0,0.9117647058823529,0.0
2018,12973,7,1.0,04/08/2018,97334,17,Alcorn,17,5,12,28.0,21,6,1,0,0,6,0,2,0,0.9642857142857143,0.0
2018,12973,7,1.0,04/10/2018,97630,646,South Alabama,7,18,-11,33.0,21,9,3,0,0,0,0,0,0,0.9090909090909091,
2018,12973,7,1.0,04/11/2018,97882,430,Mississippi St.,4,15,-11,40.0,27,10,3,0,1,0,0,5,0,0.925,
2018,12973,7,1.0,04/13/2018,98271,6,Alabama A&M,12,11,1,61.0,45,14,2,0,0,2,0,3,0,0.9672131147540983,0.0
2018,12973,7,1.0,04/14/2018,98625,6,Alabama A&M,12,4,8,37.0,27,9,1,0,0,0,0,0,0,0.972972972972973,
2018,12973,7,1.0,04/15/2018,99258,6,Alabama A&M,15,5,10,32.0,24,8,0,0,0,2,0,0,0,1.0,0.0
2018,12973,7,1.0,04/17/2018,99636,315,Jacksonville St.,5,10,-5,33.0,24,8,1,0,0,0,0,0,0,0.9696969696969697,
2018,12973,7,1.0,04/18/2018,99743,716,Troy,2,10,-8,36.0,27,7,2,0,0,2,0,0,0,0.9444444444444444,0.0
2018,12973,7,1.0,04/20/2018,100055,314,Jackson St.,7,9,-2,32.0,24,4,4,0,0,3,1,0,0,0.875,0.3333333333333333
2018,12973,7,1.0,04/21/2018,100902,314,Jackson St.,13,14,-1,44.0,26,14,4,0,0,3,0,0,0,0.9090909090909091,0.0
2018,12973,7,1.0,04/21/2018,100953,314,Jackson St.,14,6,8,40.0,27,10,3,0,0,6,0,3,0,0.925,0.0
2018,12973,7,1.0,04/24/2018,101687,315,Jacksonville St.,6,2,4,38.0,27,11,0,0,0,0,1,4,0,1.0,inf
2018,12973,7,1.0,04/27/2018,102027,228,Florida A&M,8,2,6,40.0,27,13,0,0,0,1,0,0,0,1.0,0.0
2018,12973,7,1.0,04/28/2018,102314,228,Florida A&M,9,4,5,41.0,27,13,1,0,1,1,0,3,0,0.975609756097561,0.0
2018,12973,7,1.0,04/29/2018,102995,228,Florida A&M,2,5,-3,33.0,24,7,2,0,0,4,0,3,0,0.9393939393939394,0.0
2018,12973,7,1.0,05/04/2018,103911,432,Mississippi Val.,6,5,1,41.0,27,13,1,0,0,3,1,2,0,0.975609756097561,0.3333333333333333
2018,12973,7,1.0,05/06/2018,104804,432,Mississippi Val.,8,7,1,51.0,36,15,0,0,0,6,0,0,0,1.0,0.0
2018,12973,7,1.0,05/06/2018,104846,432,Mississippi Val.,9,1,8,39.0,27,12,0,0,0,1,0,4,0,1.0,0.0
2018,12973,7,1.0,05/16/2018,105931,553,Prairie View,7,2,5,35.0,27,8,0,0,0,0,0,2,0,1.0,
