season,season_id,school_id,stats_player_seq,division,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,IBB,TB,GDP,HBP,SH,SF,DP,Picked,OPP DP,RC,PA,BA,OBP,SLG,OPS,OPS+,ISO,BAbip,XR,XRR,XRB,RS%,HR%,K%,BB%,K-BB%,BB/K
2014,11620,460,1216352.0,1.0,57,9,95,22,7,0,0,16,0,0,7,13,0,0,0.0,3,3,2,5.0,0,0.0,3.5749999999999997,21,2.4444444444444446,1.5238095238095237,4.0,5.523809523809524,171.0,0.778,-11.0,18.985999999999997,18.304,18.308,2.96875,0.0,0.6190476190476191,0.3333333333333333,0.28571428571428575,0.5384615384615384
2014,11620,460,1216358.0,1.0,57,27,132,35,5,1,2,14,3,1,17,40,0,0,0.0,8,5,0,1.0,0,0.0,6.801052631578948,49,1.2962962962962963,1.2244897959183674,2.074074074074074,3.2985638699924413,51.0,0.296,-2.2,28.56,28.663999999999998,29.368,2.2413793103448274,0.04081632653061224,0.8163265306122449,0.3469387755102041,0.46938775510204084,0.425
2014,11620,460,1216359.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,460,1216362.0,1.0,57,32,215,62,11,0,5,34,1,1,18,49,0,0,0.0,12,4,2,7.0,0,0.0,10.491764705882353,56,1.9375,1.6428571428571428,3.25,4.892857142857142,130.0,0.344,-2.85,53.268,52.88,53.580000000000005,2.413793103448276,0.08928571428571429,0.875,0.32142857142857145,0.5535714285714286,0.3673469387755102
2014,11620,460,1216365.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,460,1216366.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,460,1216367.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,460,1221628.0,1.0,57,15,71,16,4,0,0,2,0,3,7,17,0,0,0.0,2,1,0,2.0,0,0.0,2.08,23,1.0666666666666667,1.0869565217391304,1.6,2.6869565217391305,20.0,0.267,-8.0,10.593999999999996,10.677999999999999,12.616,2.84,0.0,0.7391304347826086,0.30434782608695654,0.4347826086956521,0.4117647058823529
2014,11620,460,1315421.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,460,1315423.0,1.0,57,22,177,54,15,0,1,22,1,2,17,36,2,0,0.0,9,1,4,5.0,0,0.0,9.242264150943397,44,2.4545454545454546,1.8181818181818181,4.0,5.818181818181818,178.0,0.682,-4.818181818181818,47.13199999999999,44.885999999999996,46.192,2.2278481012658227,0.022727272727272728,0.8181818181818182,0.38636363636363635,0.4318181818181819,0.4722222222222222
2014,11620,460,1315425.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,460,1315428.0,1.0,57,21,184,58,3,0,6,38,1,2,22,23,7,0,0.0,1,1,3,11.0,0,0.0,6.900833333333334,47,2.761904761904762,1.7234042553191489,4.190476190476191,5.913880445795339,187.0,0.143,-10.4,48.105999999999995,43.29599999999999,44.512,2.3733333333333335,0.1276595744680851,0.48936170212765956,0.46808510638297873,0.021276595744680826,0.9565217391304348
2014,11620,460,1422489.0,1.0,57,18,85,21,2,1,0,12,8,1,11,17,0,0,0.0,0,3,0,1.0,0,0.0,2.9493750000000003,32,1.1666666666666667,1.0,1.5555555555555556,2.5555555555555554,15.0,0.278,21.0,14.353999999999997,14.394,15.028,2.65625,0.0,0.53125,0.34375,0.1875,0.6470588235294118
2014,11620,460,1422490.0,1.0,57,12,53,15,3,0,4,12,1,0,7,19,0,0,0.0,1,0,0,1.0,0,0.0,2.418,19,1.25,1.2105263157894737,3.0833333333333335,4.293859649122807,110.0,0.25,-1.0,16.058,16.224,16.227999999999998,2.5789473684210527,0.21052631578947367,1.0,0.3684210526315789,0.631578947368421,0.3684210526315789
2014,11620,460,1422491.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,460,1422492.0,1.0,57,6,35,9,1,1,0,5,0,0,7,10,0,0,0.0,0,0,2,0.0,0,0.0,2.010666666666667,15,1.5,1.0666666666666667,2.3333333333333335,3.4000000000000004,62.0,0.667,-4.5,7.1899999999999995,6.554,6.548,2.1875,0.0,0.6666666666666666,0.4666666666666667,0.19999999999999996,0.7
2014,11620,460,1422493.0,1.0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,-0.09,-0.098,-0.096,,0.0,0.0,0.0,0.0,
2014,11620,460,1422494.0,1.0,57,0,13,1,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,-0.3333333333333333,0.566,0.598,0.596,13.0,,,,,0.0
2014,11620,460,1422495.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,460,1422496.0,1.0,57,3,16,2,0,0,1,1,0,0,5,8,0,0,0.0,0,0,0,1.0,0,0.0,1.1375,8,0.6666666666666666,0.875,2.0,2.875,38.0,0.0,-0.16666666666666666,2.2859999999999996,2.342,2.344,2.5,0.125,1.0,0.625,0.375,0.625
2014,11620,460,1422497.0,1.0,57,4,55,14,3,0,0,7,0,0,7,11,1,0,0.0,0,0,0,0.0,0,0.0,2.978181818181818,11,3.5,1.9090909090909092,5.0,6.909090909090909,239.0,0.75,-2.0,10.562000000000001,10.14,10.120000000000001,2.619047619047619,0.0,1.0,0.6363636363636364,0.36363636363636365,0.6363636363636364
2014,11620,460,1422498.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,460,1422499.0,1.0,57,33,187,46,2,1,1,24,0,1,26,20,1,0,0.0,18,8,2,2.0,0,0.0,11.496781609195402,69,1.393939393939394,1.3043478260869565,1.7272727272727273,3.0316205533596836,32.0,0.152,3.2142857142857144,35.38,33.814,34.608,2.0898876404494384,0.014492753623188406,0.2898550724637681,0.37681159420289856,-0.08695652173913043,1.3
2014,11620,460,1533224.0,1.0,57,35,223,60,12,3,4,29,9,1,19,39,2,0,0.0,9,2,0,3.0,0,0.0,9.136000000000001,56,1.7142857142857142,1.5714285714285714,3.1142857142857143,4.685714285714286,120.0,0.6,-7.0,55.07799999999999,54.239999999999995,54.919999999999995,2.607142857142857,0.07142857142857142,0.6964285714285714,0.3392857142857143,0.3571428571428571,0.48717948717948717
2014,11620,460,1533225.0,1.0,57,9,86,21,4,0,2,10,0,1,11,27,0,0,0.0,0,0,0,2.0,0,0.0,4.433000000000001,20,2.3333333333333335,1.6,4.111111111111111,5.71111111111111,180.0,0.444,-0.95,16.803999999999995,17.116,17.732,2.8,0.1,1.35,0.55,0.8,0.4074074074074074
2014,11620,460,1533226.0,1.0,57,0,24,5,0,0,0,2,1,1,2,9,0,0,0.0,0,0,0,2.0,0,0.0,1.82,2,,3.5,,,,,-0.5555555555555556,2.738,2.8500000000000005,3.48,3.4285714285714284,0.0,4.5,1.0,3.5,0.2222222222222222
2014,11620,460,1533227.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,460,1533228.0,1.0,57,21,168,38,4,1,1,21,9,2,24,32,0,0,0.0,1,1,3,4.0,0,0.0,8.065199999999999,49,1.8095238095238095,1.2857142857142858,2.5238095238095237,3.8095238095238093,79.0,0.333,-4.111111111111111,28.104,27.336,28.592000000000002,2.693548387096774,0.02040816326530612,0.6530612244897959,0.4897959183673469,0.16326530612244894,0.75
2014,11620,460,1533229.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,460,1533230.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,460,1533231.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,460,1533232.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,460,1533233.0,1.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,460,1548542.0,1.0,57,2,7,0,0,0,0,0,0,0,2,4,0,0,0.0,0,0,0,0.0,0,0.0,0.26,4,0.0,0.5,0.0,0.5,-88.0,0.0,-0.0,-0.21200000000000002,-0.196,-0.192,3.5,0.0,1.0,0.5,0.5,0.5
2014,11620,463,1105742.0,1.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,463,1105755.0,1.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,463,1216015.0,1.0,62,45,239,75,21,4,3,49,5,3,27,24,0,0,0.0,0,1,5,1.0,0,0.0,8.983333333333334,78,1.6666666666666667,1.3076923076923077,3.1333333333333333,4.441025641025641,115.0,0.733,3.130434782608696,65.438,63.98,65.84,2.3838383838383836,0.038461538461538464,0.3076923076923077,0.34615384615384615,-0.038461538461538436,1.125
2014,11620,463,1216018.0,1.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,463,1301771.0,1.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,463,1301772.0,1.0,62,20,92,23,2,1,0,15,2,0,11,14,0,0,0.0,1,2,3,4.0,0,0.0,3.0497297297297297,36,1.15,0.9722222222222222,1.5,2.4722222222222223,11.0,0.25,2.5555555555555554,16.028,14.964,14.968,2.6285714285714286,0.0,0.3888888888888889,0.3055555555555556,0.08333333333333331,0.7857142857142857
2014,11620,463,1301773.0,1.0,62,34,231,67,10,3,3,36,5,3,27,37,1,0,0.0,0,6,2,6.0,0,0.0,9.013333333333332,69,1.9705882352941178,1.3623188405797102,3.176470588235294,4.538789428815004,119.0,0.559,-16.0,52.324000000000005,51.314,53.168,2.5054945054945055,0.043478260869565216,0.5362318840579711,0.391304347826087,0.1449275362318841,0.7297297297297297
2014,11620,463,1301774.0,1.0,62,22,201,65,8,2,2,27,2,1,16,30,1,0,0.0,0,4,2,8.0,0,0.0,7.185454545454546,44,2.9545454545454546,1.8409090909090908,4.318181818181818,6.159090909090909,197.0,0.636,-7.875,48.38,47.474,48.028,2.518987341772152,0.045454545454545456,0.6818181818181818,0.36363636363636365,0.3181818181818181,0.5333333333333333
2014,11620,463,1301775.0,1.0,62,37,244,76,10,1,4,55,3,2,21,26,2,0,0.0,5,1,7,5.0,0,0.0,8.869295774647888,66,2.054054054054054,1.5454545454545454,3.108108108108108,4.653562653562654,119.0,0.351,5.142857142857143,60.711999999999996,57.372,58.624,2.4489795918367347,0.06060606060606061,0.3939393939393939,0.3181818181818182,0.07575757575757575,0.8076923076923077
2014,11620,463,1301776.0,1.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,463,1313461.0,1.0,62,7,65,17,0,0,0,13,0,0,5,11,0,0,0.0,1,6,0,2.0,0,0.0,2.0526315789473686,18,2.4285714285714284,1.2777777777777777,2.4285714285714284,3.706349206349206,73.0,0.0,-4.25,9.892000000000001,9.81,9.8,2.8260869565217392,0.0,0.6111111111111112,0.2777777777777778,0.33333333333333337,0.45454545454545453
2014,11620,463,1320710.0,1.0,62,13,63,17,1,0,0,8,5,3,7,3,0,0,0.0,1,3,0,2.0,0,0.0,2.08,23,1.3076923076923077,1.0869565217391304,1.4615384615384615,2.5484949832775916,12.0,0.077,1.7,9.956,9.882000000000001,11.804000000000002,2.52,0.0,0.13043478260869565,0.30434782608695654,-0.1739130434782609,2.3333333333333335
2014,11620,463,1417614.0,1.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,463,1417616.0,1.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,463,1417619.0,1.0,62,44,199,54,8,0,0,25,3,0,33,36,0,0,0.0,2,11,2,6.0,0,0.0,8.893695652173914,90,1.2272727272727273,0.9888888888888889,1.5909090909090908,2.5797979797979798,17.0,0.182,5.4,35.772,34.93999999999999,34.94,2.235955056179775,0.0,0.4,0.36666666666666664,0.03333333333333338,0.9166666666666666
2014,11620,463,1417622.0,1.0,62,14,149,42,10,1,3,27,1,0,13,27,0,0,0.0,1,6,3,2.0,0,0.0,5.64972972972973,36,3.0,1.5555555555555556,5.5,7.055555555555555,260.0,0.929,-3.0,37.73400000000001,36.814,36.76800000000001,2.7547169811320753,0.08333333333333333,0.75,0.3611111111111111,0.3888888888888889,0.48148148148148145
2014,11620,463,1417623.0,1.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,463,1417624.0,1.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,463,1417627.0,1.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,463,1527802.0,1.0,62,47,238,74,12,6,2,31,7,4,25,35,1,0,0.0,3,4,1,3.0,0,0.0,8.6775,77,1.574468085106383,1.3246753246753247,2.6382978723404253,3.9629731970157502,86.0,0.638,6.545454545454546,59.029999999999994,58.376000000000005,60.912000000000006,2.36,0.025974025974025976,0.45454545454545453,0.3246753246753247,0.12987012987012986,0.7142857142857143
2014,11620,463,1527803.0,1.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,463,1527806.0,1.0,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,-0.09,-0.098,-0.096,,0.0,0.0,0.0,0.0,
2014,11620,463,1527807.0,1.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,463,1527808.0,1.0,62,5,12,2,1,1,0,3,0,0,1,1,0,0,0.0,1,1,0,0.0,0,0.0,0.325,7,0.4,0.5714285714285714,1.4,1.9714285714285713,-4.0,0.8,0.5,2.8619999999999997,2.796,2.8119999999999994,3.0,0.0,0.14285714285714285,0.14285714285714285,0.0,1.0
2014,11620,463,1527809.0,1.0,62,19,117,37,3,0,2,13,0,0,13,24,0,0,0.0,3,0,0,3.0,0,0.0,6.299428571428572,32,1.9473684210526316,1.65625,2.6842105263157894,4.340460526315789,97.0,0.158,-5.0,25.988,26.293999999999997,26.288,2.2549019607843137,0.0625,0.75,0.40625,0.34375,0.5416666666666666
2014,11620,463,1527810.0,1.0,62,5,29,7,0,0,0,5,1,0,4,7,0,0,0.0,4,1,1,0.0,0,0.0,2.184,11,1.4,1.3636363636363635,1.4,2.7636363636363637,15.0,0.0,-7.0,5.574,5.196,5.232,1.9333333333333333,0.0,0.6363636363636364,0.36363636363636365,0.2727272727272727,0.5714285714285714
2014,11620,463,1527820.0,1.0,62,17,60,18,1,0,0,6,1,0,5,12,0,0,0.0,2,0,1,0.0,0,0.0,1.8616,23,1.0588235294117647,1.0869565217391304,1.1764705882352942,2.2634271099744243,-5.0,0.059,3.0,10.943999999999999,10.658000000000001,10.676,2.4,0.0,0.5217391304347826,0.21739130434782608,0.30434782608695654,0.4166666666666667
2014,11620,463,1527821.0,1.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,463,1527822.0,1.0,62,33,187,49,11,0,0,18,4,2,14,18,0,0,0.0,5,13,1,3.0,0,0.0,5.081818181818182,61,1.4848484848484849,1.1147540983606556,2.1515151515151514,3.266269249875807,53.0,0.333,3.0625,36.386,35.717999999999996,37.016000000000005,2.75,0.0,0.29508196721311475,0.22950819672131148,0.06557377049180327,0.7777777777777778
2014,11620,463,1527823.0,1.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,463,1527824.0,1.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,464,1110084.0,1.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,464,1219862.0,1.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,464,1219866.0,1.0,51,29,186,57,15,2,4,40,5,1,17,22,0,0,0.0,0,5,2,4.0,0,0.0,6.20566037735849,53,1.9655172413793103,1.3962264150943395,3.7586206896551726,5.154847104749512,154.0,0.724,10.6,51.004,50.46399999999999,51.047999999999995,2.6,0.07547169811320754,0.41509433962264153,0.32075471698113206,0.09433962264150947,0.7727272727272727
2014,11620,464,1312736.0,1.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,464,1312740.0,1.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,464,1312741.0,1.0,51,40,187,64,17,2,9,48,4,1,18,29,3,0,0.0,9,4,2,4.0,0,0.0,7.764383561643837,64,1.6,1.421875,3.5,4.921875,139.0,0.575,13.75,67.338,65.002,65.684,2.1707317073170733,0.140625,0.453125,0.28125,0.171875,0.6206896551724138
2014,11620,464,1312769.0,1.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,464,1312781.0,1.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,464,1428696.0,1.0,51,25,163,49,9,1,1,32,6,5,14,19,0,0,0.0,2,3,2,1.0,0,0.0,5.550434782608696,44,1.96,1.4772727272727273,2.96,4.4372727272727275,109.0,0.48,6.857142857142857,36.48799999999999,35.952,39.124,2.53125,0.022727272727272728,0.4318181818181818,0.3181818181818182,0.11363636363636365,0.7368421052631579
2014,11620,464,1428700.0,1.0,51,1,21,5,0,0,0,4,0,0,3,5,0,0,0.0,0,1,0,0.0,0,0.0,1.3519999999999999,5,5.0,1.6,5.0,6.6,232.0,0.0,-1.25,2.8600000000000003,2.892,2.884,2.625,0.0,1.0,0.6,0.4,0.6
2014,11620,464,1428702.0,1.0,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,-0.09,-0.098,-0.096,,0.0,0.0,0.0,0.0,
2014,11620,464,1428703.0,1.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,464,1428704.0,1.0,51,47,188,60,7,2,1,18,34,4,27,36,0,0,0.0,9,5,0,1.0,0,0.0,10.015909090909089,79,1.2765957446808511,1.2151898734177216,1.7872340425531914,3.0024239159709127,34.0,0.277,5.9,47.541999999999994,47.64399999999999,50.267999999999994,1.9684210526315788,0.012658227848101266,0.45569620253164556,0.34177215189873417,0.11392405063291139,0.75
2014,11620,464,1428705.0,1.0,51,9,100,18,1,0,0,10,0,0,6,26,0,0,0.0,3,3,1,4.0,0,0.0,2.966363636363636,19,2.0,1.4210526315789473,2.2222222222222223,3.6432748538011697,64.0,0.111,-1.125,11.831999999999999,11.592,11.604000000000001,3.7037037037037037,0.0,1.368421052631579,0.3157894736842105,1.0526315789473686,0.23076923076923078
2014,11620,464,1428706.0,1.0,51,3,69,11,4,0,0,9,0,0,2,17,0,0,0.0,0,2,1,4.0,0,0.0,1.04,8,3.6666666666666665,1.625,6.333333333333333,7.958333333333333,311.0,1.333,-0.8461538461538461,9.413999999999998,9.164,9.148,5.3076923076923075,0.0,2.125,0.25,1.875,0.11764705882352941
2014,11620,464,1428708.0,1.0,51,43,182,55,7,1,1,23,10,3,30,25,1,0,0.0,6,1,2,6.0,0,0.0,9.848292682926829,76,1.2790697674418605,1.1973684210526316,1.7674418604651163,2.9648102815177477,32.0,0.233,2.8421052631578947,40.14999999999999,39.01599999999999,40.971999999999994,2.011111111111111,0.013157894736842105,0.32894736842105265,0.39473684210526316,-0.06578947368421051,1.2
2014,11620,464,1428709.0,1.0,51,9,53,14,4,0,2,7,0,0,2,12,0,0,0.0,0,1,1,0.0,0,0.0,0.72,13,1.5555555555555556,1.2307692307692308,3.3333333333333335,4.564102564102564,125.0,0.444,-3.0,13.523999999999996,13.249999999999998,13.239999999999998,3.642857142857143,0.15384615384615385,0.9230769230769231,0.15384615384615385,0.7692307692307693,0.16666666666666666
2014,11620,464,1428710.0,1.0,51,5,38,7,2,0,0,2,0,0,4,14,0,0,0.0,0,1,0,1.0,0,0.0,1.1960000000000002,10,1.4,1.1,2.2,3.3000000000000003,55.0,0.4,-0.7777777777777778,5.047999999999999,5.135999999999999,5.132,3.4545454545454546,0.0,1.4,0.4,0.9999999999999999,0.2857142857142857
2014,11620,464,1428729.0,1.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,464,1428739.0,1.0,51,21,139,46,5,2,1,29,4,2,18,30,1,0,0.0,2,2,1,3.0,0,0.0,7.2681818181818185,42,2.1904761904761907,1.5714285714285714,3.142857142857143,4.714285714285714,122.0,0.524,-5.0,33.93,33.31,34.559999999999995,2.123076923076923,0.023809523809523808,0.7142857142857143,0.42857142857142855,0.28571428571428575,0.6
2014,11620,464,1428740.0,1.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,464,1537011.0,1.0,51,5,44,6,1,0,0,4,0,0,6,10,0,0,0.0,0,1,0,2.0,0,0.0,1.6033333333333333,12,1.2,1.0,1.6,2.6,18.0,0.2,-1.2,3.77,3.8179999999999996,3.816,3.6666666666666665,0.0,0.8333333333333334,0.5,0.33333333333333337,0.6
2014,11620,464,1537012.0,1.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,464,1537013.0,1.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,464,1537014.0,1.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,464,1537015.0,1.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,464,1537016.0,1.0,51,3,27,4,0,0,1,3,0,1,2,8,0,0,0.0,0,0,1,2.0,0,0.0,0.52,6,1.3333333333333333,1.0,2.6666666666666665,3.6666666666666665,80.0,0.0,-0.6,3.516,3.218,3.856,5.2,0.16666666666666666,1.3333333333333333,0.3333333333333333,1.0,0.25
2014,11620,464,1537017.0,1.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,464,1537018.0,1.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,464,1537019.0,1.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,464,1537020.0,1.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,464,1537021.0,1.0,51,3,31,6,1,0,0,3,0,0,4,7,0,0,0.0,1,0,1,2.0,0,0.0,1.6466666666666667,8,2.0,1.375,2.6666666666666665,4.041666666666666,89.0,0.333,-2.0,4.643999999999999,4.343999999999999,4.348,2.8181818181818183,0.0,0.875,0.5,0.375,0.5714285714285714
2014,11620,464,1537022.0,1.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,464,1537024.0,1.0,51,6,50,9,1,0,0,5,0,1,5,13,0,0,0.0,1,0,1,3.0,0,0.0,1.72,12,1.5,1.25,1.8333333333333333,3.083333333333333,37.0,0.167,-1.5,5.776,5.523999999999999,6.168,3.3333333333333335,0.0,1.0833333333333333,0.4166666666666667,0.6666666666666665,0.38461538461538464
2014,11620,465,1218331.0,1.0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,0.0,0.0,0.0,,,,,,
2014,11620,465,1315015.0,1.0,61,28,161,47,6,1,0,15,4,1,17,32,1,0,0.0,3,1,0,5.0,0,0.0,6.706938775510205,46,1.6785714285714286,1.4565217391304348,2.2142857142857144,3.670807453416149,65.0,0.321,-11.75,32.36399999999999,32.111999999999995,32.744,2.4029850746268657,0.0,0.6956521739130435,0.3695652173913043,0.32608695652173914,0.53125
