season,season_id,school_id,stats_player_seq,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,OPP DP,GDP,PA,BA,OBP,SLG,OPS,BAbip,RS%,HR%,K%,BB%,BB/K
2014,11620,5,1436924.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,5,1436926.0,13,29,0,127,3,0,5,15,9,1,0,5,40,3.0,1,0,0,1,0.0,0.0,27,2.230769230769231,1.4444444444444444,4.230769230769231,5.6752136752136755,-0.75,3.588235294117647,0.18518518518518517,1.4814814814814814,0.3333333333333333,0.225
2014,11620,5,1441460.0,5,17,0,71,6,0,0,6,4,3,0,0,7,2.0,0,0,0,0,0.0,0.0,9,3.4,2.6666666666666665,5.8,8.466666666666667,-8.5,2.9583333333333335,0.0,0.7777777777777778,0.4444444444444444,0.5714285714285714
2014,11620,5,1541416.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,5,1541417.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,5,1541418.0,1,1,0,3,0,0,0,1,0,0,0,1,0,0.0,0,0,0,0,0.0,0.0,2,1.0,0.5,1.0,1.5,1.0,3.0,0.0,0.0,0.0,
2014,11620,5,1541419.0,0,0,0,4,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0.0,1,,1.0,,,,4.0,0.0,0.0,1.0,
2014,11620,5,1541420.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,5,1541421.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,5,1541422.0,1,0,0,4,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0.0,0.0,2,0.0,0.5,0.0,0.5,,4.0,0.0,0.5,0.5,1.0
2014,11620,5,1541424.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,5,1541438.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,5,1543278.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,5,1543279.0,13,20,0,85,5,0,1,10,10,3,0,3,16,3.0,1,2,0,0,0.0,0.0,26,1.5384615384615385,1.2692307692307692,2.6153846153846154,3.8846153846153846,-4.75,2.625,0.038461538461538464,0.6153846153846154,0.38461538461538464,0.625
2014,11620,5,1543280.0,10,12,0,58,0,0,0,8,10,3,1,2,10,0.0,1,0,0,0,0.0,0.0,23,1.2,1.0869565217391304,1.2,2.28695652173913,12.0,2.32,0.0,0.43478260869565216,0.43478260869565216,1.0
2014,11620,5,1543281.0,13,27,0,112,5,0,0,12,12,0,1,0,24,2.0,1,1,0,0,0.0,0.0,26,2.076923076923077,1.5,2.8461538461538463,4.346153846153847,-2.7,2.871794871794872,0.0,0.9230769230769231,0.46153846153846156,0.5
2014,11620,5,1543283.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,5,1543284.0,25,57,0,207,7,0,0,22,21,1,1,2,36,5.0,2,0,0,0,0.0,0.0,49,2.28,1.6122448979591837,2.84,4.452244897959184,-5.7,2.6202531645569622,0.0,0.7346938775510204,0.42857142857142855,0.5833333333333334
2014,11620,5,1543287.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1106896.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1322592.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1322599.0,27,42,0,133,4,2,0,18,24,3,2,2,21,3.0,18,4,0,0,0.0,0.0,55,1.5555555555555556,1.2545454545454546,2.074074074074074,3.3286195286195284,5.25,1.9275362318840579,0.0,0.38181818181818183,0.43636363636363634,1.1428571428571428
2014,11620,6,1322600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1322601.0,16,36,0,123,9,1,3,20,10,2,3,6,32,3.0,0,0,0,0,0.0,0.0,35,2.25,1.3714285714285714,4.3125,5.683928571428572,-2.0625,2.6666666666666665,0.08571428571428572,0.9142857142857143,0.2857142857142857,0.3125
2014,11620,6,1322602.0,4,5,0,40,1,0,1,7,3,0,0,0,15,0.0,0,0,0,0,0.0,0.0,7,1.25,1.1428571428571428,2.75,3.892857142857143,-0.3333333333333333,5.571428571428571,0.14285714285714285,2.142857142857143,0.42857142857142855,0.2
2014,11620,6,1322607.0,52,65,0,198,16,1,8,45,24,6,3,2,25,8.0,14,6,0,0,0.0,0.0,81,1.25,1.1728395061728396,2.5384615384615383,3.7113010446343777,2.590909090909091,2.1839080459770117,0.09876543209876543,0.30864197530864196,0.2962962962962963,0.96
2014,11620,6,1329019.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1329021.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1420389.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1420390.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1420395.0,1,1,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,1,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,
2014,11620,6,1420396.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1440361.0,4,5,0,26,0,0,0,0,4,1,0,1,3,0.0,0,1,0,0,0.0,0.0,9,1.25,1.1111111111111112,1.25,2.361111111111111,5.0,2.6,0.0,0.3333333333333333,0.4444444444444444,1.3333333333333333
2014,11620,6,1440362.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1440363.0,28,41,0,160,8,0,0,20,21,3,1,12,25,6.0,2,1,0,0,0.0,0.0,62,1.4642857142857142,1.0483870967741935,2.0357142857142856,3.084101382488479,10.25,2.4615384615384617,0.0,0.4032258064516129,0.3387096774193548,0.84
2014,11620,6,1440368.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1440371.0,5,15,0,52,2,0,1,6,3,2,0,1,18,2.0,0,1,0,0,0.0,0.0,9,3.0,2.2222222222222223,4.6,6.822222222222222,-1.0,2.6842105263157894,0.1111111111111111,2.0,0.3333333333333333,0.16666666666666666
2014,11620,6,1530723.0,1,0,0,2,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0.0,2,0.0,0.5,0.0,0.5,0.0,2.0,0.0,0.0,0.5,
2014,11620,6,1530724.0,1,1,0,4,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,0.0,0.0,1,1.0,1.0,1.0,2.0,,4.0,0.0,1.0,0.0,0.0
2014,11620,6,1530725.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0.0,0.0,1,,2.0,,,,0.5,0.0,0.0,1.0,
2014,11620,6,1530726.0,0,1,0,3,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0,,,,,-1.0,3.0,,,,0.0
2014,11620,6,1530727.0,0,1,0,4,1,0,0,3,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,4.0,,,,
2014,11620,6,1530728.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1530730.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1530731.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1530732.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1530738.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1530739.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,1,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,
2014,11620,6,1530740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1530741.0,2,2,0,2,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,2,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,
2014,11620,6,1530742.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1530743.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,1,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,
2014,11620,6,1530744.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1530745.0,1,1,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,1,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,
2014,11620,6,1530746.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1530747.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1548771.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1548772.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1548773.0,21,28,0,119,6,0,0,11,10,2,3,6,22,3.0,4,1,0,0,0.0,0.0,40,1.3333333333333333,1.0,1.9047619047619047,2.9047619047619047,14.0,2.975,0.0,0.55,0.25,0.45454545454545453
2014,11620,6,1548774.0,21,29,0,124,3,3,1,17,13,5,1,4,22,2.0,1,3,0,0,0.0,0.0,39,1.380952380952381,1.205128205128205,2.2857142857142856,3.490842490842491,-28.0,2.6739130434782608,0.02564102564102564,0.5641025641025641,0.3333333333333333,0.5909090909090909
2014,11620,6,1548775.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1548776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1548780.0,1,0,0,4,0,0,0,0,0,0,0,0,2,0.0,0,1,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,-0.0,,0.0,2.0,0.0,0.0
2014,11620,6,1548781.0,18,41,0,146,5,3,0,14,7,2,1,9,34,4.0,4,6,0,0,0.0,0.0,35,2.2777777777777777,1.4285714285714286,3.3333333333333335,4.761904761904762,-2.7333333333333334,2.92,0.0,0.9714285714285714,0.2,0.20588235294117646
2014,11620,6,1548782.0,0,4,0,37,0,0,0,1,5,1,0,0,15,0.0,0,0,0,0,0.0,0.0,5,,2.0,,,-0.26666666666666666,3.7,0.0,3.0,1.0,0.3333333333333333
2014,11620,6,1548783.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1548784.0,9,13,0,70,1,0,0,10,4,4,1,1,10,4.0,1,0,0,0,0.0,0.0,15,1.4444444444444444,1.4,1.6666666666666667,3.0666666666666664,,3.3333333333333335,0.0,0.6666666666666666,0.26666666666666666,0.4
2014,11620,6,1548785.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1548786.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1548788.0,28,68,0,171,12,2,5,42,34,10,5,1,29,6.0,6,4,0,1,0.0,0.0,68,2.4285714285714284,1.6470588235294117,4.214285714285714,5.8613445378151265,-63.0,1.5514018691588785,0.07352941176470588,0.4264705882352941,0.5,1.1724137931034482
2014,11620,6,1548789.0,6,9,0,57,0,0,2,6,12,5,1,6,11,3.0,2,1,0,0,0.0,0.0,25,1.5,1.04,2.8333333333333335,3.8733333333333335,-1.1666666666666667,2.2916666666666665,0.08,0.44,0.48,1.0909090909090908
2014,11620,6,1548791.0,12,14,0,59,1,2,0,2,7,0,0,1,22,0.0,7,2,0,0,0.0,0.0,20,1.1666666666666667,1.05,1.8333333333333333,2.8833333333333333,-1.4,2.8095238095238093,0.0,1.1,0.35,0.3181818181818182
2014,11620,6,1548792.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,6,1559817.0,0,0,0,3,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0,,,,,-0.0,,,,,0.0
2014,11620,6,1773871.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,7,1216735.0,0,0,0,3,0,0,0,0,2,0,0,0,2,0.0,0,0,0,0,0.0,0.0,2,,1.0,,,-0.0,1.5,0.0,1.0,1.0,1.0
2014,11620,7,1316331.0,66,71,0,211,14,4,4,27,37,10,3,2,43,6.0,17,8,0,0,0.0,0.0,108,1.0757575757575757,1.0925925925925926,1.9242424242424243,3.016835016835017,3.0454545454545454,1.8157894736842106,0.037037037037037035,0.39814814814814814,0.3425925925925926,0.8604651162790697
2014,11620,7,1316333.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,7,1316334.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,7,1316335.0,19,22,0,94,4,1,0,11,6,2,0,2,18,1.0,5,3,0,0,0.0,0.0,27,1.1578947368421053,1.1111111111111112,1.736842105263158,2.847953216374269,22.0,3.1333333333333333,0.0,0.6666666666666666,0.2222222222222222,0.3333333333333333
2014,11620,7,1316336.0,41,58,0,173,9,1,1,20,29,14,1,9,16,2.0,5,2,0,0,0.0,0.0,80,1.4146341463414633,1.2625,2.024390243902439,3.2868902439024392,2.28,1.72,0.0125,0.2,0.3625,1.8125
2014,11620,7,1316337.0,48,47,0,174,8,2,4,33,27,15,3,5,24,6.0,7,1,0,1,0.0,0.0,83,0.9791666666666666,1.072289156626506,1.7708333333333333,2.843122489959839,1.8695652173913044,2.0,0.04819277108433735,0.2891566265060241,0.3253012048192771,1.125
2014,11620,7,1316339.0,51,70,0,202,12,2,6,60,30,11,5,1,22,6.0,7,3,0,1,0.0,0.0,87,1.3725490196078431,1.2758620689655173,2.4313725490196076,3.707234617985125,2.2857142857142856,1.8666666666666667,0.06896551724137931,0.25287356321839083,0.3448275862068966,1.3636363636363635
2014,11620,7,1316340.0,44,73,0,222,16,8,4,58,15,13,5,6,34,2.0,7,5,0,2,0.0,0.0,70,1.6590909090909092,1.4428571428571428,3.2954545454545454,4.738311688311688,6.2727272727272725,2.247422680412371,0.05714285714285714,0.4857142857142857,0.21428571428571427,0.4411764705882353
2014,11620,7,1316341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,7,1316343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,7,1316349.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,7,1316350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,7,1430238.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,7,1430239.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,7,1430240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,7,1430241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,7,1430242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,7,1430243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,7,1430244.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,,,,,,,,,,
2014,11620,7,1430245.0,8,15,0,65,1,0,0,11,6,4,0,2,10,3.0,0,0,0,0,0.0,0.0,16,1.875,1.5625,2.125,3.6875,-7.5,2.6,0.0,0.625,0.375,0.6
2014,11620,7,1430246.0,41,60,0,201,9,0,7,40,27,8,3,1,40,5.0,6,3,0,0,0.0,0.0,72,1.4634146341463414,1.3194444444444444,2.5853658536585367,3.904810298102981,-17.666666666666668,2.2045454545454546,0.09722222222222222,0.5555555555555556,0.375,0.675
2014,11620,7,1430273.0,22,58,0,209,7,1,2,41,12,3,3,6,37,5.0,3,2,0,0,0.0,0.0,43,2.6363636363636362,1.697674418604651,3.772727272727273,5.470401691331924,-4.0,2.915492957746479,0.046511627906976744,0.8604651162790697,0.27906976744186046,0.32432432432432434
2014,11620,7,1430274.0,1,1,0,13,0,0,0,0,1,3,0,0,7,0.0,0,0,0,0,0.0,0.0,2,1.0,2.5,1.0,3.5,-0.16666666666666666,2.6,0.0,3.5,0.5,0.14285714285714285
2014,11620,7,1430276.0,50,56,0,207,6,1,4,42,31,8,5,5,32,1.0,12,3,0,0,0.0,0.0,91,1.12,1.043956043956044,1.74,2.783956043956044,2.736842105263158,2.230769230769231,0.04395604395604396,0.3516483516483517,0.34065934065934067,0.96875
2014,11620,7,1430277.0,0,1,0,9,1,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0.0,0.0,0,,,,,-0.5,9.0,,,,0.0
2014,11620,7,1430278.0,15,25,0,116,6,1,3,12,11,3,1,1,39,0.0,3,3,0,1,0.0,0.0,28,1.6666666666666667,1.3928571428571428,3.466666666666667,4.859523809523809,-0.8461538461538461,3.138888888888889,0.10714285714285714,1.3928571428571428,0.39285714285714285,0.28205128205128205
2014,11620,7,1536241.0,1,3,0,11,0,0,0,1,1,1,0,0,2,0.0,0,0,0,0,0.0,0.0,2,3.0,2.5,3.0,5.5,-3.0,2.2,0.0,1.0,0.5,0.5
