AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/14/2013,home,11320,14,UAlbany,9,True,4,1,3,win,672379,62,1436245,2013
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,04/16/2013,away,11320,386,Marist,9,True,11,9,2,win,672960,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/17/2013,home,11320,596,St. Bonaventure,9,True,2,4,-2,loss,673270,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/20/2013,home,11320,391,UMBC,9,True,1,0,1,win,673882,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/21/2013,home,11320,391,UMBC,9,True,0,1,-1,loss,674768,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/21/2013,home,11320,391,UMBC,9,True,9,0,9,win,674865,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/23/2013,home,11320,167,Cornell,9,True,6,5,1,win,675006,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/25/2013,home,11320,116,Canisius,11,True,6,7,-1,loss,675434,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/27/2013,home,11320,683,Stony Brook,9,True,1,5,-4,loss,676193,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/27/2013,home,11320,683,Stony Brook,9,True,3,1,2,win,676431,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/28/2013,home,11320,683,Stony Brook,9,True,4,8,-4,loss,676685,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/30/2013,home,11320,386,Marist,9,True,2,9,-7,loss,677037,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/01/2013,home,11320,639,Siena,9,True,3,10,-7,loss,677273,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/04/2013,home,11320,272,Hartford,9,True,3,2,1,win,677896,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/04/2013,home,11320,272,Hartford,10,True,6,5,1,win,678016,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/05/2013,home,11320,272,Hartford,9,True,8,2,6,win,678179,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/11/2013,home,11320,380,Maine,10,True,4,3,1,win,679120,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/12/2013,home,11320,380,Maine,9,True,3,4,-1,loss,679367,62,1436245,2013
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/12/2013,home,11320,380,Maine,10,True,7,13,-6,loss,679378,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/17/2013,away,11320,14,UAlbany,9,True,3,2,1,win,679807,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/17/2013,away,11320,14,UAlbany,9,True,4,5,-1,loss,679831,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/18/2013,away,11320,14,UAlbany,9,True,10,3,7,win,679903,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/22/2013,neutral,11320,14,UAlbany,9,True,9,0,9,win,680176,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/23/2013,home,11320,380,Maine,9,True,10,2,8,win,680247,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/24/2013,away,11320,380,Maine,9,True,1,6,-5,loss,680327,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/26/2013,neutral,11320,380,Maine,9,True,4,0,4,win,680453,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/31/2013,away,11320,490,NC State,9,True,1,4,-3,loss,680478,62,1436245,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/01/2013,neutral,11320,433,Ole Miss,9,True,4,8,-4,loss,680539,62,1436245,2013
