,jersey,stats_player_seq,name,position,class_year,games_played,games_started,season,season_id,school,school_id
317570,10,1886116,Tyler Villaroman,OF,Fr,54,30,2017,12560,San Francisco,629
317571,24,1886117,Grant Young,P,Fr,13,1,2017,12560,San Francisco,629
317915,19,1894787,Ben Bellestri,P,So,2,0,2017,12560,Trine,30037
317916,13,1896750,Tony Bottone,P,Fr,4,0,2017,12560,Trine,30037
317917,29,1894790,Derek Bowyer,INF,Fr,4,2,2017,12560,Trine,30037
317918,3,1665551,Colton Conn,INF,Jr,37,37,2017,12560,Trine,30037
317919,12,1894778,Caleb Deiter,P,Fr,10,5,2017,12560,Trine,30037
317920,2,1894776,Jacob Douglass,INF,Fr,19,5,2017,12560,Trine,30037
317921,11,1554408,Andy Farrell,P,Sr,13,4,2017,12560,Trine,30037
317922,4,1554409,Grant Frankland,P,Sr,9,8,2017,12560,Trine,30037
317923,25,1783761,Chris Frantz,DH,So,23,20,2017,12560,Trine,30037
317924,38,1894792,Mike Gustin,P,Fr,7,1,2017,12560,Trine,30037
317925,6,1894777,Chase Hall,INF,Fr,37,35,2017,12560,Trine,30037
317926,22,1779130,Jacob Heller,1B,So,33,33,2017,12560,Trine,30037
317927,16,1779129,Jason Hoida,C,So,0,0,2017,12560,Trine,30037
317928,33,1665563,Dylan Hutchison,OF,Fr,11,0,2017,12560,Trine,30037
317929,31,1894791,Kyler Jeter,INF,Fr,6,3,2017,12560,Trine,30037
317930,14,1665554,Christian Jones,P,Jr,0,0,2017,12560,Trine,30037
317931,5,1781032,Dean Klann,SS,Fr,6,0,2017,12560,Trine,30037
317932,27,1665558,Jake Labounty,INF,Jr,29,29,2017,12560,Trine,30037
317933,18,1894780,Shawn Ligocki,P,Fr,5,2,2017,12560,Trine,30037
317934,35,1665568,Chase Mahoy,C,Jr,13,8,2017,12560,Trine,30037
317935,28,1665564,Kevin O'Malley,C,Jr,35,29,2017,12560,Trine,30037
317936,10,1554415,Drew Palmer,OF,Sr,37,37,2017,12560,Trine,30037
317937,20,1554416,Alec Patterson,OF,Sr,7,0,2017,12560,Trine,30037
317938,30,1554418,Ben Pritchett,OF,Sr,34,26,2017,12560,Trine,30037
317939,24,1894789,Nick Ricci,INF,Fr,24,16,2017,12560,Trine,30037
317940,21,1894788,Jake Roddy,INF,Fr,7,1,2017,12560,Trine,30037
317941,37,1554420,Robert Ross,1B,Sr,26,13,2017,12560,Trine,30037
317942,9,1779127,Zachary Schulte,OF,So,32,21,2017,12560,Trine,30037
317943,34,1554421,Zach Seder,INF,Sr,25,18,2017,12560,Trine,30037
317944,32,1554422,Shaun Seigneur,P,Sr,10,0,2017,12560,Trine,30037
317945,23,1779131,Morgan Sims,INF,Fr,2,0,2017,12560,Trine,30037
317946,8,1554425,Vinny Slobodecki,P,Sr,9,7,2017,12560,Trine,30037
317947,7,1554426,Jacob Stauffer,P,Sr,13,0,2017,12560,Trine,30037
317948,36,1895858,L. Thiel,P,,1,0,2017,12560,Trine,30037
317949,26,1665566,Jacob Thoma,P,Jr,0,0,2017,12560,Trine,30037
317950,15,1894779,Gordan Wallace,P,Fr,3,1,2017,12560,Trine,30037
317951,17,1665555,Ben Wheaton,P,Jr,11,9,2017,12560,Trine,30037
318306,15,1878439,Cale Backward,2B,,16,2,2017,12560,Rogers St.,30180
318307,35,1878521,Spencer Bivens,P,,14,13,2017,12560,Rogers St.,30180
318308,26,1878520,Derek Brumble,PR/DH,,22,15,2017,12560,Rogers St.,30180
318309,33,1893551,Sam Casinelli,LF,Jr,34,33,2017,12560,Rogers St.,30180
318310,24,1761153,Colton Crocker,OF,Sr,0,0,2017,12560,Rogers St.,30180
318311,2,1761127,Samuel Davison,1B,Sr,50,49,2017,12560,Rogers St.,30180
318312,22,1878438,Bradley Degnan,RF,,50,50,2017,12560,Rogers St.,30180
318313,13,1761135,Danny Donoghue,INF,Sr,9,3,2017,12560,Rogers St.,30180
318314,20,1878436,Brooks Douglass,CF,,44,43,2017,12560,Rogers St.,30180
318315,12,1761134,Joshua Eclavea,P,Sr,18,6,2017,12560,Rogers St.,30180
318316,4,1761129,Jordan Garr,OF,Sr,26,20,2017,12560,Rogers St.,30180
318317,30,1880187,Seth Gerardy,C,,2,0,2017,12560,Rogers St.,30180
318318,37,1655194,Garrett Hall,C,Jr,38,37,2017,12560,Rogers St.,30180
318319,5,1761130,Rusty Huber,P,Sr,25,0,2017,12560,Rogers St.,30180
318320,22,1655196,Cameron Kirk,OF,Sr,0,0,2017,12560,Rogers St.,30180
318321,1,1761052,Brock Knoten,P,So,15,2,2017,12560,Rogers St.,30180
318322,16,1761150,Tyler Kruse,P,Sr,0,0,2017,12560,Rogers St.,30180
318323,24,1878441,Tim Luce,P,,16,14,2017,12560,Rogers St.,30180
318324,17,1761151,Andrew Lucio,P,Sr,7,0,2017,12560,Rogers St.,30180
318325,11,1761133,Justin Magstadt,P,Sr,28,0,2017,12560,Rogers St.,30180
318326,10,1761132,Jason Marley,C,Sr,49,49,2017,12560,Rogers St.,30180
318327,35,1761156,Bo Mcspadden,1B,So,0,0,2017,12560,Rogers St.,30180
318328,21,1761152,Chris Miguel,INF,Sr,49,49,2017,12560,Rogers St.,30180
318329,19,1878440,Chris Nakashima,PH/1B,,12,4,2017,12560,Rogers St.,30180
318330,14,1761136,Landon Nealon,P,Jr,21,7,2017,12560,Rogers St.,30180
318331,3,1761128,Ismael Orozco,INF,Sr,49,49,2017,12560,Rogers St.,30180
318332,33,1761155,Brooks Owen,P,So,0,0,2017,12560,Rogers St.,30180
318333,25,1655197,Travis Peet,OF,Jr,3,0,2017,12560,Rogers St.,30180
318334,6,1761131,Blake Roley,P,Sr,0,0,2017,12560,Rogers St.,30180
318335,8,1878437,Matt Seubert,3B,,47,47,2017,12560,Rogers St.,30180
318336,26,1761154,Tanner Smith,OF,Sr,0,0,2017,12560,Rogers St.,30180
318337,34,1880188,Devland Zakar,P,,12,8,2017,12560,Rogers St.,30180
318560,9,1896096,Anthony Aumick,LF,,27,27,2017,12560,Wells,761
318561,11,1895767,Greyson Avots,RF,Fr,34,34,2017,12560,Wells,761
318562,14,1895777,Jared Bieber,P,Fr,9,0,2017,12560,Wells,761
318563,21,1896380,Manny Carrillo,PH/2B,Fr,1,0,2017,12560,Wells,761
318564,35,1895773,Mike Diehr,SS,Fr,30,27,2017,12560,Wells,761
318565,19,1895770,Connor Dunham,LF,Jr,7,4,2017,12560,Wells,761
318566,4,1895772,Tanner Dunkel,3B,Fr,28,28,2017,12560,Wells,761
318567,22,1896382,Chris Forney,PH/3B,Fr,7,0,2017,12560,Wells,761
318568,3,1895766,Justin Forster,CF,Jr,25,23,2017,12560,Wells,761
318569,6,1896300,Garrett Gagnon,P,,8,0,2017,12560,Wells,761
318570,7,1896126,Johnny Hall,P,Fr,5,1,2017,12560,Wells,761
318571,8,1895776,Christian Jorden,P,Jr,13,2,2017,12560,Wells,761
318572,16,1896125,Zach Kemp,P,Fr,9,7,2017,12560,Wells,761
318573,36,1896101,Mccann,DH,,9,2,2017,12560,Wells,761
318574,1,1895774,A.J. Nesci,2B,Fr,32,31,2017,12560,Wells,761
318575,15,1895771,Dylan Nolan,C,Fr,33,33,2017,12560,Wells,761
318576,13,1896102,Keandre Sadler,LF,,17,9,2017,12560,Wells,761
318577,23,1895768,Brandon Shirley,1B,Fr,33,33,2017,12560,Wells,761
318578,10,1896381,Jaylun Smolin,RF,Fr,5,0,2017,12560,Wells,761
318579,2,1896103,Jared Strait,P,Fr,12,8,2017,12560,Wells,761
318580,55,1895775,Aaron Wintermute,P,Jr,12,8,2017,12560,Wells,761
318581,20,1896095,Mark Yorkey,2B,,30,29,2017,12560,Wells,761
318582,24,1895769,Tyler Young,DH,Fr,25,25,2017,12560,Wells,761
318748,12,1537410,Jacques Boilard,P,Sr,11,0,2017,12560,Western New Eng.,775
318749,27,1664142,Carmen Caruso,OF,Jr,5,0,2017,12560,Western New Eng.,775
318750,33,1759505,Joe Cassella,OF,So,37,36,2017,12560,Western New Eng.,775
318751,18,1891128,Kyle Coolidge,INF,Fr,1,0,2017,12560,Western New Eng.,775
318752,24,1759502,Liam Davey,P,So,12,0,2017,12560,Western New Eng.,775
318753,37,1759507,Andrew Foley,P,So,6,0,2017,12560,Western New Eng.,775
318754,21,1759501,Sean Halligan,P,So,4,3,2017,12560,Western New Eng.,775
318755,32,1759504,Bob Hamel,P,So,10,9,2017,12560,Western New Eng.,775
318756,9,1891125,Jon Hogg,OF,Fr,9,5,2017,12560,Western New Eng.,775
318757,3,1891127,Kevin Johnson,INF,Fr,33,31,2017,12560,Western New Eng.,775
318758,35,1664145,Jake Kawiecki,P,Jr,7,7,2017,12560,Western New Eng.,775
318759,19,1891118,Cody Kozin,P,Jr,10,0,2017,12560,Western New Eng.,775
318760,42,1759510,Will Krasovec,P,So,14,0,2017,12560,Western New Eng.,775
318761,13,1759500,Ben Lacroix,OF,So,40,40,2017,12560,Western New Eng.,775
318762,2,1781841,Erik Lacaire,OF,So,40,39,2017,12560,Western New Eng.,775
318763,1,1781842,Alex Loparco,INF,So,40,39,2017,12560,Western New Eng.,775
318764,46,1891120,Drew Mcdonald,P,Fr,0,0,2017,12560,Western New Eng.,775
318765,44,1891126,Josh Minuskin,C,Fr,5,2,2017,12560,Western New Eng.,775
318766,22,1891122,Jason Montanaro,P,Sr,3,1,2017,12560,Western New Eng.,775
318767,8,1537419,Daniel Morin,INF,Sr,40,40,2017,12560,Western New Eng.,775
318768,39,1759508,Jeremy Morris,P,So,7,0,2017,12560,Western New Eng.,775
318769,14,1537420,Andrew Mulvey,P,Sr,9,2,2017,12560,Western New Eng.,775
318770,28,1891132,Zac Nussbaum,INF,Fr,15,10,2017,12560,Western New Eng.,775
318771,6,1891116,Aaron Rios,INF,So,33,29,2017,12560,Western New Eng.,775
318772,15,1664150,Steve Rivela,C,Jr,21,20,2017,12560,Western New Eng.,775
318773,5,1664146,Jared Rosenblatt,INF,Jr,36,33,2017,12560,Western New Eng.,775
318774,31,1891117,Brian Scheid,P,Fr,2,0,2017,12560,Western New Eng.,775
318775,11,1891121,Jamie Schofield,INF,Fr,20,15,2017,12560,Western New Eng.,775
318776,36,1891119,Connor Scully,P,Fr,3,0,2017,12560,Western New Eng.,775
318777,7,1891124,John Sirois,OF,Jr,10,3,2017,12560,Western New Eng.,775
318778,16,1537430,Matt Thomas,P,Sr,10,8,2017,12560,Western New Eng.,775
318779,30,1759503,Brian Valeriano,C,So,20,18,2017,12560,Western New Eng.,775
318780,48,1891129,Matt Vigliotti,P,Fr,10,1,2017,12560,Western New Eng.,775
318781,25,1891131,Wes Walton,P,Fr,6,0,2017,12560,Western New Eng.,775
318782,40,1891130,Patrick Westerlind,P,Fr,10,0,2017,12560,Western New Eng.,775
318783,10,1759499,Paul Wetmore,INF,So,10,9,2017,12560,Western New Eng.,775
318784,26,1891123,Jeff Zebrowski,P,Fr,2,0,2017,12560,Western New Eng.,775
319149,25,1530520,Akira Abderrahman,OF,Sr,32,24,2017,12560,Lewis & Clark,22235
319150,35,1764595,Jeramy Albert,P,So,14,1,2017,12560,Lewis & Clark,22235
319151,5,1530521,Ben Beck,OF,Sr,36,35,2017,12560,Lewis & Clark,22235
319152,3,1530522,Jacob Burton,INF,Sr,20,15,2017,12560,Lewis & Clark,22235
319153,18,1764584,Austin Conniff,P,So,15,0,2017,12560,Lewis & Clark,22235
319154,21,1764586,Matthew Donovan,OF,So,37,37,2017,12560,Lewis & Clark,22235
319155,11,1656756,Connor Eggleston,INF,Jr,27,17,2017,12560,Lewis & Clark,22235
319156,20,1764585,Ryan Ericksen,C,So,15,13,2017,12560,Lewis & Clark,22235
319157,17,1530524,Drake Gilliland,P,Sr,9,8,2017,12560,Lewis & Clark,22235
319158,31,1656757,Max Gordon,INF,Jr,6,0,2017,12560,Lewis & Clark,22235
319159,6,1656758,Spencer Gutterman,OF,Jr,1,0,2017,12560,Lewis & Clark,22235
319160,42,1764598,Max Haddad,INF,So,3,0,2017,12560,Lewis & Clark,22235
319161,15,1877346,Justin Katona,INF,Fr,6,0,2017,12560,Lewis & Clark,22235
319162,23,1764588,Nathan Klein,P,So,0,0,2017,12560,Lewis & Clark,22235
319163,34,1764594,Cooper Larson,C,So,36,28,2017,12560,Lewis & Clark,22235
319164,32,1530532,Nick Lockwood,INF,Sr,37,34,2017,12560,Lewis & Clark,22235
319165,24,1530534,Tommy Massari,INF,Sr,35,35,2017,12560,Lewis & Clark,22235
319166,41,1656763,Robert Mckendry,1B,Jr,0,0,2017,12560,Lewis & Clark,22235
319167,16,1656764,Zachary Merzlak,P,Jr,9,2,2017,12560,Lewis & Clark,22235
319168,30,1764592,Grant Mohn,C,So,7,3,2017,12560,Lewis & Clark,22235
319169,43,1877350,Shota Narukawa,OF,Fr,2,0,2017,12560,Lewis & Clark,22235
319170,40,1764591,Justin Ninomiya,C,So,1,0,2017,12560,Lewis & Clark,22235
319171,2,1764579,Kellen Ochi,INF,So,23,13,2017,12560,Lewis & Clark,22235
319172,26,1877347,Joey Oda,INF,Fr,12,1,2017,12560,Lewis & Clark,22235
319173,28,1764590,Cameron Paton,OF,So,7,0,2017,12560,Lewis & Clark,22235
319174,10,1877345,Cole Petters,INF,Fr,11,2,2017,12560,Lewis & Clark,22235
319175,33,1764593,Robert Reaser,P,So,13,13,2017,12560,Lewis & Clark,22235
319176,38,1764597,Nat Richman,P,So,15,1,2017,12560,Lewis & Clark,22235
319177,44,1764599,Dj Sekiya,P,So,1,0,2017,12560,Lewis & Clark,22235
319178,4,1656765,Sean Shepherd,OF,Jr,38,38,2017,12560,Lewis & Clark,22235
319179,9,1530535,Conner Sick,OF,Sr,31,28,2017,12560,Lewis & Clark,22235
319180,8,1877344,Chandler Vieira,INF,Jr,30,19,2017,12560,Lewis & Clark,22235
319181,27,1877348,Andrew Yarak,P,Fr,12,10,2017,12560,Lewis & Clark,22235
319481,7,1770057,Cole Blocker,P,Fr,39,39,2017,12560,Bluefield St.,985
319482,35,1657362,Carlos Bobadilla,OF,Jr,0,0,2017,12560,Bluefield St.,985
319483,10,1448966,Justin Bowler,INF,Sr,44,44,2017,12560,Bluefield St.,985
319484,48,1657373,John Bowman,P,Jr,0,0,2017,12560,Bluefield St.,985
319485,21,1661528,Broeker,P,So,0,0,2017,12560,Bluefield St.,985
319486,19,1448967,Romero Cartwright,P,Jr,11,0,2017,12560,Bluefield St.,985
319487,12,1657374,Chase Chambers,C,Jr,40,39,2017,12560,Bluefield St.,985
319488,13,1889257,Brandon Chandler,P,Fr,17,7,2017,12560,Bluefield St.,985
319489,0,1880278,Drew D'Angelo,SS,,44,44,2017,12560,Bluefield St.,985
319490,18,1770055,Peyton Durham,SS,Fr,40,40,2017,12560,Bluefield St.,985
319491,9,1657372,Sam Harris,C,Jr,43,40,2017,12560,Bluefield St.,985
319492,8,1657366,Jerome Heath,OF,Jr,0,0,2017,12560,Bluefield St.,985
319493,11,1884503,Tanner Hill,LF,Fr,9,0,2017,12560,Bluefield St.,985
319494,5,1770050,Will Kapke,P,Fr,0,0,2017,12560,Bluefield St.,985
319495,21,1657368,Broeker Kenneth,P,Jr,0,0,2017,12560,Bluefield St.,985
319496,7,1770056,Isaac Koontz,P,Fr,0,0,2017,12560,Bluefield St.,985
319497,23,1657370,Austin Lyons,INF,Jr,0,0,2017,12560,Bluefield St.,985
319498,4,1880285,Addison Meeks,P,,20,4,2017,12560,Bluefield St.,985
319499,1,1657363,Caleb Morrow,INF,Jr,8,3,2017,12560,Bluefield St.,985
319500,6,1884487,Kevon Moxey,C,Fr,17,10,2017,12560,Bluefield St.,985
319501,3,1657364,Tanner Muovich,P,Jr,17,13,2017,12560,Bluefield St.,985
319502,23,1892323,T. Nelson,PH,Fr,9,0,2017,12560,Bluefield St.,985
319503,11,1543063,Boston New,C,Sr,0,0,2017,12560,Bluefield St.,985
319504,14,1657367,Levi Nolan,OF,Jr,0,0,2017,12560,Bluefield St.,985
319505,21,1880280,Billy O'Hara,C,,31,30,2017,12560,Bluefield St.,985
319506,22,1657369,Zachary Quarles,INF,Jr,0,0,2017,12560,Bluefield St.,985
319507,8,1770049,Chaz Rutherford,SS,Fr,35,31,2017,12560,Bluefield St.,985
319508,8,1880281,Chaz Rutherford,RF,,4,4,2017,12560,Bluefield St.,985
319509,26,1775278,T.J. Sauers,P,Fr,24,13,2017,12560,Bluefield St.,985
319510,24,1543067,Shannon Smith,INF,Sr,24,14,2017,12560,Bluefield St.,985
319511,47,1770054,Carson Thigpen,C,Fr,11,3,2017,12560,Bluefield St.,985
319512,32,1775279,Justin Thomas,P,Fr,12,6,2017,12560,Bluefield St.,985
319513,7,1657365,Brandon Tucker,P,Jr,0,0,2017,12560,Bluefield St.,985
319514,22,1770053,Bo Williams,1B,Fr,8,8,2017,12560,Bluefield St.,985
319515,16,1770048,Sean Williams,CF,Fr,0,0,2017,12560,Bluefield St.,985
319516,15,1889256,Jordan Wilson,PR,Fr,19,0,2017,12560,Bluefield St.,985
319517,20,1884488,Brandon Wortkoetter,P,Fr,16,10,2017,12560,Bluefield St.,985
319518,55,1880279,Logan Wriston,CF,,39,38,2017,12560,Bluefield St.,985
319913,2,1750963,Johnny Aiello,INF,So,63,63,2017,12560,Wake Forest,749
319914,18,1875059,Carter Bach,P,Fr,18,0,2017,12560,Wake Forest,749
319915,39,1541540,Ben Breazeale,C,Sr,60,59,2017,12560,Wake Forest,749
319916,20,1750967,Ben Casstevens,P,So,0,0,2017,12560,Wake Forest,749
319917,42,1875065,Rhyse Dee,P,Fr,3,0,2017,12560,Wake Forest,749
319918,7,1875055,Nick Diponzio,OF,Fr,28,6,2017,12560,Wake Forest,749
319919,36,1541549,Parker Dunshee,P,Sr,17,17,2017,12560,Wake Forest,749
319920,4,1660605,Stuart Fairchild,OF,Jr,63,63,2017,12560,Wake Forest,749
319921,32,1541548,Chris Farish,P,Jr,24,0,2017,12560,Wake Forest,749
319922,5,1875054,Patrick Frick,INF,Fr,22,13,2017,12560,Wake Forest,749
319923,15,1750966,Logan Harvey,C,So,62,59,2017,12560,Wake Forest,749
319924,34,1750971,Bobby Hearn,P,Fr,3,0,2017,12560,Wake Forest,749
319925,27,1541546,Parker Johnson,P,Jr,3,0,2017,12560,Wake Forest,749
319926,3,1541547,Connor Johnstone,P,Sr,16,15,2017,12560,Wake Forest,749
319927,14,1875058,Shane Kubrak,P,Fr,5,0,2017,12560,Wake Forest,749
319928,23,1660608,Drew Loepprich,P,Jr,18,5,2017,12560,Wake Forest,749
319929,19,1875060,Christian Long,OF,Fr,14,5,2017,12560,Wake Forest,749
319930,13,1660609,Keegan Maronpot,INF,Jr,61,60,2017,12560,Wake Forest,749
319931,28,1875062,Chase Mascolo,INF,Fr,6,0,2017,12560,Wake Forest,749
319932,45,1541550,John Mccarren,P,Sr,29,4,2017,12560,Wake Forest,749
319933,35,1875064,Morgan Mcsweeney,P,Fr,25,1,2017,12560,Wake Forest,749
319934,6,1750964,Jake Mueller,INF,So,62,60,2017,12560,Wake Forest,749
319935,44,1750974,David Peljovich,P,So,0,0,2017,12560,Wake Forest,749
319936,8,1875056,Colin Peluse,P,Fr,20,7,2017,12560,Wake Forest,749
319937,11,1541542,Jonathan Pryor,OF,Sr,63,63,2017,12560,Wake Forest,749
319938,43,1750973,Griffin Roberts,P,So,29,0,2017,12560,Wake Forest,749
319939,10,1875057,Zach Seal,INF,Fr,11,1,2017,12560,Wake Forest,749
319940,1,1660610,Donnie Sellers,P,Jr,20,14,2017,12560,Wake Forest,749
319941,24,1660611,Gavin Sheets,INF,Jr,63,63,2017,12560,Wake Forest,749
319942,17,1660612,Bruce Steel,INF,So,53,52,2017,12560,Wake Forest,749
319943,9,1750969,Rayne Supple,P,So,10,0,2017,12560,Wake Forest,749
319944,21,1875061,Holden White,P,Fr,8,0,2017,12560,Wake Forest,749
319945,12,1750965,Tyler Witt,P,So,0,0,2017,12560,Wake Forest,749
320307,14,1653139,Garrett Ball,INF,Jr,29,19,2017,12560,Colorado Mesa,11416
320308,25,1653131,Josh Ballard,P,Jr,1,0,2017,12560,Colorado Mesa,11416
320309,55,1540723,John Ballard,OF,Jr,20,3,2017,12560,Colorado Mesa,11416
320310,43,1771110,John Beaudrie,P,So,6,0,2017,12560,Colorado Mesa,11416
320311,9,1770801,Nick Borowski,P,Sr,0,0,2017,12560,Colorado Mesa,11416
320312,35,1774606,Jarrett Bott,P,Sr,9,0,2017,12560,Colorado Mesa,11416
320313,23,1653132,Nick Cardinale,P,Jr,0,0,2017,12560,Colorado Mesa,11416
320314,2,1770796,Jj Carr,INF,Jr,58,49,2017,12560,Colorado Mesa,11416
320315,13,1770799,Andrew Contreras,3B,Fr,49,46,2017,12560,Colorado Mesa,11416
320316,42,1771111,Conner Cremers,P,Fr,0,0,2017,12560,Colorado Mesa,11416
320317,21,1771108,Tyler Day,P,Fr,23,6,2017,12560,Colorado Mesa,11416
320318,34,1770798,Will Dixon,PH,Fr,35,27,2017,12560,Colorado Mesa,11416
320319,40,1540716,Jake Druce,C,Sr,17,6,2017,12560,Colorado Mesa,11416
320320,33,1884410,Taylor Dye,P,Fr,11,0,2017,12560,Colorado Mesa,11416
320321,8,1891534,Keenan Eaton,PH/LF,Jr,27,16,2017,12560,Colorado Mesa,11416
320322,17,1540722,Trevor Elcock,OF,Sr,9,2,2017,12560,Colorado Mesa,11416
320323,99,1540720,Kevan Elcock,INF,Sr,32,23,2017,12560,Colorado Mesa,11416
320324,7,1540721,Pj Gonzales,OF,Sr,61,60,2017,12560,Colorado Mesa,11416
320325,14,1884688,Matt Haggerty,CF,Sr,32,24,2017,12560,Colorado Mesa,11416
320326,26,1771614,Tanner Herdt,P,Fr,0,0,2017,12560,Colorado Mesa,11416
320327,15,1653140,Cameron Johnson,INF,Jr,9,0,2017,12560,Colorado Mesa,11416
320328,3,1770797,Lane Lacrone,2B,Fr,34,27,2017,12560,Colorado Mesa,11416
320329,22,1778225,Aj Landis,P,Fr,17,5,2017,12560,Colorado Mesa,11416
320330,44,1771112,Kyle Leahy,P,Fr,17,15,2017,12560,Colorado Mesa,11416
320331,27,1653147,Bligh Madris,OF,Jr,62,62,2017,12560,Colorado Mesa,11416
320332,28,1770800,Jr Mcdermott,P,Fr,16,14,2017,12560,Colorado Mesa,11416
320333,20,1653141,Zach Mcleod,INF,Jr,58,54,2017,12560,Colorado Mesa,11416
320334,45,1884723,Jake Mielock,P,Jr,14,4,2017,12560,Colorado Mesa,11416
320335,12,1884419,Tanner Nieslanik,RF,Jr,30,17,2017,12560,Colorado Mesa,11416
320336,45,1670976,Colt Olson,P,So,0,0,2017,12560,Colorado Mesa,11416
320337,16,1884424,Brick Paskiewicz,P,Sr,21,8,2017,12560,Colorado Mesa,11416
320338,32,1653133,Taylor Prokopis,P,Jr,8,3,2017,12560,Colorado Mesa,11416
320339,24,1884689,Chris Ramirez,P,Jr,16,15,2017,12560,Colorado Mesa,11416
320340,39,1778224,Tanner Rempel,DH,Fr,26,18,2017,12560,Colorado Mesa,11416
320341,10,1771107,Greg Reynolds,3B,Sr,27,17,2017,12560,Colorado Mesa,11416
320342,18,1884422,Trevin Reynolds,DH,Fr,21,8,2017,12560,Colorado Mesa,11416
320343,29,1771625,Mike Roberts,P,Fr,0,0,2017,12560,Colorado Mesa,11416
320344,37,1653134,Tyler Sandoval,P,Jr,10,9,2017,12560,Colorado Mesa,11416
320345,5,1540717,Kyle Serrano,C,Sr,57,56,2017,12560,Colorado Mesa,11416
320346,18,1782180,Josh Shapiro,PR,Fr,18,6,2017,12560,Colorado Mesa,11416
320347,17,1894514,Ryan Teixeira,3B,Fr,1,1,2017,12560,Colorado Mesa,11416
320348,9,1884411,Eli Thornquist,P,Sr,20,0,2017,12560,Colorado Mesa,11416
320349,97,1653135,Trent Walker,P,Jr,0,0,2017,12560,Colorado Mesa,11416
320350,37,1884423,Jett Wodiuk,P,Jr,18,0,2017,12560,Colorado Mesa,11416
320351,4,1653138,Connor Woods,INF,Jr,0,0,2017,12560,Colorado Mesa,11416
320738,27,1890851,Dan Beebe,P,Fr,1,0,2017,12560,Rutgers-Camden,588
320739,10,1779394,Andrew Biggs,P,Sr,1,0,2017,12560,Rutgers-Camden,588
320740,6,1779392,Steven Bloyed,P,So,14,0,2017,12560,Rutgers-Camden,588
320741,23,1551988,Doug Carter Jr.,OF,Sr,33,32,2017,12560,Rutgers-Camden,588
320742,34,1659232,Frank Cerami Iv,1B,Sr,30,29,2017,12560,Rutgers-Camden,588
320743,32,1552011,Brandon Cornelius,OF,Sr,29,24,2017,12560,Rutgers-Camden,588
320744,45,1890865,Nelson Coronado,3B,Sr,1,0,2017,12560,Rutgers-Camden,588
320745,21,1890848,Gianni D'Antonio,P,Fr,7,6,2017,12560,Rutgers-Camden,588
320746,30,1890852,John Desantis,1B,Fr,12,6,2017,12560,Rutgers-Camden,588
320747,19,1890846,Tommy Dolaghan,P,Jr,6,0,2017,12560,Rutgers-Camden,588
320748,22,1890849,Alfonso Duran,3B,Fr,5,0,2017,12560,Rutgers-Camden,588
320749,28,1552009,Zach Ellin,OF,Sr,32,28,2017,12560,Rutgers-Camden,588
320750,25,1890850,Peter Farlow,OF,So,14,13,2017,12560,Rutgers-Camden,588
320751,14,1659223,Carter Fichter,P,Jr,15,1,2017,12560,Rutgers-Camden,588
320752,5,1779406,Robbie Florich,P,So,6,0,2017,12560,Rutgers-Camden,588
320753,16,1779399,Justin Geri,P,Sr,2,0,2017,12560,Rutgers-Camden,588
320754,7,1890840,Nolan Gerold,SS,Fr,38,38,2017,12560,Rutgers-Camden,588
320755,42,1779408,Skyler Glover,1B,So,0,0,2017,12560,Rutgers-Camden,588
320756,37,1890857,Thomas Gosse,C,So,4,0,2017,12560,Rutgers-Camden,588
320757,36,1890856,John Guccione,INF,Fr,7,1,2017,12560,Rutgers-Camden,588
320758,26,1890863,Peter Han,P,Jr,6,0,2017,12560,Rutgers-Camden,588
320759,39,1890862,Clinton Hart,P,Jr,5,0,2017,12560,Rutgers-Camden,588
320760,17,1659225,Paul Haynes,P,Sr,5,2,2017,12560,Rutgers-Camden,588
320761,12,1890842,Wayne Jackson,OF,Fr,7,1,2017,12560,Rutgers-Camden,588
320762,24,1779398,Chris Jones,SS,So,38,38,2017,12560,Rutgers-Camden,588
320763,8,1890841,Jesse Kirk,P,Fr,3,0,2017,12560,Rutgers-Camden,588
320764,33,1890854,Dom Kratky,P,Fr,1,0,2017,12560,Rutgers-Camden,588
320765,35,1890855,Brett Kuchera,3B,Jr,30,26,2017,12560,Rutgers-Camden,588
320766,20,1890847,Mike Lavenia,C,Fr,1,0,2017,12560,Rutgers-Camden,588
320767,44,1890864,Alex Matt,C,Fr,2,0,2017,12560,Rutgers-Camden,588
320768,4,1890839,Jaylen Paula,P,Fr,7,7,2017,12560,Rutgers-Camden,588
320769,38,1779407,Danny Reese,P,Sr,1,0,2017,12560,Rutgers-Camden,588
320770,2,1890838,Moises Roque,INF,Jr,8,2,2017,12560,Rutgers-Camden,588
320771,15,1890844,Dawry Rosado,P,Fr,0,0,2017,12560,Rutgers-Camden,588
320772,18,1890845,Ian Scheidemann,P,So,11,10,2017,12560,Rutgers-Camden,588
320773,13,1890843,Matthew Stoots,P,Fr,31,30,2017,12560,Rutgers-Camden,588
320774,9,1779393,Vincent Sturtevant,P,So,4,0,2017,12560,Rutgers-Camden,588
320775,48,1890867,John Tedeschi,OF,Fr,17,13,2017,12560,Rutgers-Camden,588
320776,11,1551987,Jon Theckston,C,Sr,34,33,2017,12560,Rutgers-Camden,588
320777,10,1890868,Tyler Travis,C,Fr,21,15,2017,12560,Rutgers-Camden,588
320778,40,1552014,Zach Welsher,P,Sr,12,9,2017,12560,Rutgers-Camden,588
