App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,score,Pitches,player_id,division
1,,8.0,,6,3,2,1,5,0,33,30,1,0,0,0,0,0,0,0,0,1,1,,9,10,0,1,0,1,0,06/16/2014,home,11620,703,Texas,9,True,1,4,-3,loss,608969,367,1437657,2014,,1 - 4,105.0,1437657.0,1.0
1,,1.2,,1,0,0,1,2,0,6,5,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,5,1,02/16/2014,away,11620,782,Wichita St.,9,True,2,21,-19,loss,587348,660,1418878,2014,,2 - 21,20.0,1418878.0,1.0
1,,0.1,,1,2,2,3,1,0,5,2,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,2,1,02/21/2014,away,11620,472,New Mexico St.,12,True,4,3,1,win,587837,660,1418878,2014,,4 - 3,0.0,1418878.0,1.0
1,,2.0,,3,0,0,1,1,0,10,9,0,0,0,0,0,0,0,0,0,0,0,,3,2,0,0,0,4,1,04/01/2014,away,11620,219,Evansville,9,True,7,15,-8,loss,597043,660,1418878,2014,,7 - 15,32.0,1418878.0,1.0
1,,4.0,,4,2,2,2,5,0,18,14,2,0,0,0,0,1,0,0,0,1,0,,3,3,0,0,0,1,0,04/09/2014,home,11620,72,Bradley,9,True,6,5,1,win,599665,660,1418878,2014,,6 - 5,0.0,1418878.0,1.0
1,,3.2,,3,1,1,3,2,0,20,14,1,0,0,0,0,2,0,2,1,0,1,,3,7,0,0,0,2,0,04/19/2014,away,11620,202,Eastern Ky.,9,True,3,8,-5,loss,602523,660,1418878,2014,,3 - 8,73.0,1418878.0,1.0
1,,7.0,,5,2,2,3,2,0,28,25,1,0,1,0,0,0,0,0,0,0,0,,9,9,0,0,0,1,0,04/26/2014,home,11620,444,Morehead St.,9,True,7,8,-1,loss,604834,660,1418878,2014,,7 - 8,87.0,1418878.0,1.0
1,,1.1,,3,5,5,2,1,0,11,6,0,0,0,0,0,3,0,0,0,0,0,,0,2,0,0,0,1,0,05/04/2014,away,11620,695,UT Martin,9,True,13,8,5,win,606608,660,1418878,2014,,13 - 8,45.0,1418878.0,1.0
1,,1.0,,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,4,0,02/23/2014,home,11620,83,Bucknell,9,True,5,9,-4,loss,588660,310,1426715,2014,,5 - 9,0.0,1426715.0,1.0
1,,0.0,,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,4,0,03/11/2014,away,11620,603,St. John's (NY),9,True,2,7,-5,loss,591772,310,1426715,2014,,2 - 7,0.0,1426715.0,1.0
1,,1.0,,1,3,3,4,1,0,8,3,1,0,0,0,0,0,0,0,0,0,1,,1,1,0,0,0,1,0,04/02/2014,home,11620,587,Rutgers,9,True,6,4,2,win,597355,310,1426715,2014,,6 - 4,35.0,1426715.0,1.0
1,,2.0,,4,2,2,1,1,0,11,10,1,0,0,2,0,0,0,0,0,0,0,,2,3,0,0,0,1,0,04/09/2014,home,11620,361,LIU,9,True,4,7,-3,loss,599419,310,1426715,2014,,4 - 7,33.0,1426715.0,1.0
1,,1.1,,3,2,2,2,0,0,8,5,0,0,0,0,0,0,0,0,0,1,0,,2,1,0,0,0,1,0,05/06/2014,home,11620,477,New York Tech,9,True,8,7,1,win,606907,310,1426715,2014,,8 - 7,0.0,1426715.0,1.0
1,,2.1,,1,2,0,1,1,0,12,10,0,0,0,0,0,1,0,1,0,0,0,,4,2,1,0,0,2,1,02/22/2014,away,11620,178,Delaware St.,9,True,6,5,1,win,588031,310,1426701,2014,,6 - 5,0.0,1426701.0,1.0
1,,2.0,,1,1,0,1,3,0,9,8,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,2,0,03/07/2014,home,11620,127,Central Conn. St.,11,True,1,2,-1,loss,590440,310,1426701,2014,,1 - 2,0.0,1426701.0,1.0
1,,3.2,,7,5,2,1,1,0,20,18,0,0,0,0,0,1,0,0,0,0,0,,3,6,0,1,0,1,0,03/11/2014,away,11620,603,St. John's (NY),9,True,2,7,-5,loss,591772,310,1426701,2014,,2 - 7,0.0,1426701.0,1.0
1,,1.0,,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,03/16/2014,away,11620,786,William & Mary,9,True,0,2,-2,loss,593225,310,1426701,2014,,0 - 2,11.0,1426701.0,1.0
1,,1.0,,5,4,4,0,1,0,8,7,0,1,0,0,0,0,0,0,0,1,0,,2,0,0,1,0,5,1,03/22/2014,home,11620,220,Fairfield,9,True,8,10,-2,loss,594547,310,1426701,2014,,8 - 10,24.0,1426701.0,1.0
1,,4.0,,8,7,7,0,3,0,21,19,4,0,0,0,0,2,0,0,0,0,0,,4,3,0,0,0,1,0,03/27/2014,away,11620,352,Lehigh,9,True,10,7,3,win,595754,310,1426701,2014,,10 - 7,0.0,1426701.0,1.0
1,,5.0,,7,1,1,1,0,0,21,18,0,0,0,0,0,0,0,2,1,2,0,,8,5,0,0,0,2,0,04/02/2014,home,11620,587,Rutgers,9,True,6,4,2,win,597355,310,1426701,2014,,6 - 4,48.0,1426701.0,1.0
1,,1.2,,1,1,1,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,2,0,04/06/2014,away,11620,381,Manhattan,9,True,10,6,4,win,598619,310,1426701,2014,,10 - 6,17.0,1426701.0,1.0
1,,2.0,,0,0,0,0,0,0,6,5,0,0,0,0,0,1,0,1,0,0,0,,3,2,0,0,0,5,0,04/09/2014,home,11620,361,LIU,9,True,4,7,-3,loss,599419,310,1426701,2014,,4 - 7,13.0,1426701.0,1.0
1,,2.2,,2,0,0,0,0,0,9,9,0,0,0,0,0,0,0,2,1,0,0,,2,5,0,0,0,2,0,04/13/2014,home,11620,562,Quinnipiac,9,True,0,6,-6,loss,600993,310,1426701,2014,,0 - 6,19.0,1426701.0,1.0
1,,1.0,,0,0,0,2,0,0,5,2,0,0,0,0,0,0,1,0,0,1,0,,1,2,0,0,0,3,0,04/19/2014,away,11620,639,Siena,9,True,4,5,-1,loss,602481,310,1426701,2014,,4 - 5,0.0,1426701.0,1.0
1,,1.1,,1,1,1,1,1,0,6,3,0,0,0,0,0,0,0,2,0,2,0,,2,1,0,0,0,2,0,04/23/2014,away,11620,222,Fairleigh Dickinson,9,True,3,4,-1,loss,603819,310,1426701,2014,,3 - 4,17.0,1426701.0,1.0
1,,4.1,,1,0,0,0,4,0,15,13,0,0,0,0,0,2,0,3,3,0,0,,2,6,1,0,0,2,1,04/27/2014,home,11620,482,Niagara,9,True,12,6,6,win,604997,310,1426701,2014,,12 - 6,54.0,1426701.0,1.0
1,,4.2,,4,3,3,1,6,0,19,18,3,0,0,0,1,0,0,0,0,0,0,,3,5,0,0,0,2,2,05/03/2014,away,11620,617,Saint Peter's,9,True,3,11,-8,loss,606192,310,1426701,2014,,3 - 11,0.0,1426701.0,1.0
1,,1.2,,4,0,0,0,2,0,8,8,0,0,0,1,0,0,0,0,0,0,0,,2,0,0,0,0,3,1,05/06/2014,home,11620,477,New York Tech,9,True,8,7,1,win,606907,310,1426701,2014,,8 - 7,0.0,1426701.0,1.0
1,,3.1,,3,0,0,0,1,0,14,13,0,0,0,0,0,1,0,1,0,0,0,,5,4,0,0,0,2,0,05/11/2014,away,11620,439,Monmouth,9,True,0,6,-6,loss,607639,310,1426701,2014,,0 - 6,36.0,1426701.0,1.0
1,,4.2,,4,4,2,0,4,0,20,16,0,1,0,0,0,2,0,1,1,0,2,,4,5,0,0,0,2,2,05/17/2014,home,11620,576,Rider,9,True,2,8,-6,loss,608274,310,1426701,2014,,2 - 8,53.0,1426701.0,1.0
1,,1.0,,4,5,5,1,0,0,8,6,0,0,1,0,0,0,0,0,0,1,0,,1,2,0,0,0,5,0,02/14/2014,home,11620,521,Oklahoma St.,9,True,5,10,-5,loss,586966,2743,1543827,2014,,5 - 10,27.0,1543827.0,1.0
1,,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,4,0,02/20/2014,home,11620,260,Gonzaga,9,True,1,6,-5,loss,587754,2743,1543827,2014,,1 - 6,7.0,1543827.0,1.0
1,,1.0,,4,3,3,0,0,0,7,7,0,0,0,0,0,0,0,2,1,0,0,,1,1,0,0,0,3,0,02/22/2014,home,11620,513,Notre Dame,9,True,2,8,-6,loss,588382,2743,1543827,2014,,2 - 8,23.0,1543827.0,1.0
1,,1.1,,1,0,0,2,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,02/28/2014,home,11620,361,LIU,9,True,3,5,-2,loss,589175,2743,1543827,2014,,3 - 5,23.0,1543827.0,1.0
1,,0.1,,1,2,2,2,0,0,4,1,1,0,0,0,0,0,0,3,3,0,1,,0,1,0,0,0,2,0,03/04/2014,away,11620,706,UTSA,9,True,4,10,-6,loss,590023,2743,1543827,2014,,4 - 10,19.0,1543827.0,1.0
1,,0.2,,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,,0,2,0,0,0,3,0,03/07/2014,home,11620,283,Hofstra,9,True,3,9,-6,loss,590397,2743,1543827,2014,,3 - 9,9.0,1543827.0,1.0
1,,0.1,,3,3,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,4,0,03/15/2014,home,11620,129,Central Mich.,9,True,1,12,-11,loss,593182,2743,1543827,2014,,1 - 12,14.0,1543827.0,1.0
1,,0.1,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,,0,1,0,0,0,3,0,04/23/2014,home,11620,553,Prairie View,9,True,10,4,6,win,603652,2743,1543827,2014,,10 - 4,2.0,1543827.0,1.0
1,,1.0,,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,3,1,0,1,,1,1,0,0,0,4,0,04/29/2014,home,11620,536,UTRGV,9,True,6,2,4,win,605524,2743,1543827,2014,,6 - 2,11.0,1543827.0,1.0
1,,1.0,,5,2,2,0,0,0,7,7,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,3,0,02/22/2014,home,11620,1356,Seattle U,9,True,14,4,10,win,588417,101,1423651,2014,,14 - 4,0.0,1423651.0,1.0
1,,0.2,,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,3,0,02/14/2014,home,11620,331,Kent St.,9,True,13,1,12,win,586873,29,1320103,2014,,13 - 1,11.0,1320103.0,1.0
1,,0.2,,0,0,0,0,1,0,3,2,0,0,0,0,0,1,0,1,0,0,0,,0,1,0,0,0,6,0,02/18/2014,home,11620,30024,Utah Valley,14,True,8,7,1,win,587615,29,1320103,2014,,8 - 7,11.0,1320103.0,1.0
1,,2.0,,3,2,2,0,1,0,9,9,1,0,0,0,0,0,0,1,0,0,0,,1,4,0,1,0,3,0,02/19/2014,home,11620,30024,Utah Valley,10,True,2,5,-3,loss,587696,29,1320103,2014,,2 - 5,39.0,1320103.0,1.0
1,,1.0,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,3,0,02/23/2014,home,11620,17,Alcorn,9,True,11,1,10,win,588642,29,1320103,2014,,11 - 1,14.0,1320103.0,1.0
1,,1.0,,1,1,1,0,2,0,4,4,0,0,0,0,0,0,0,2,1,0,0,,1,0,0,0,0,2,0,02/28/2014,home,11620,635,Seton Hall,9,True,1,9,-8,loss,589021,29,1320103,2014,,1 - 9,15.0,1320103.0,1.0
1,,1.1,,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,1,1,0,0,,1,3,0,0,0,3,0,03/01/2014,home,11620,635,Seton Hall,9,True,2,4,-2,loss,589225,29,1320103,2014,,2 - 4,20.0,1320103.0,1.0
1,,0.2,,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,3,2,0,1,,0,2,0,0,0,5,0,03/02/2014,home,11620,635,Seton Hall,9,True,2,11,-9,loss,589735,29,1320103,2014,,2 - 11,13.0,1320103.0,1.0
1,,1.1,,3,1,1,0,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,3,0,03/04/2014,home,11620,99,Long Beach St.,9,True,2,3,-1,loss,589987,29,1320103,2014,,2 - 3,33.0,1320103.0,1.0
1,,1.0,,0,0,0,2,1,0,5,3,0,0,0,1,0,0,0,2,2,0,0,,1,1,0,0,0,2,0,03/07/2014,home,11620,430,Mississippi St.,9,True,12,3,9,win,590311,29,1320103,2014,,12 - 3,21.0,1320103.0,1.0
1,,0.0,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,,0,0,0,0,0,3,0,03/08/2014,home,11620,104,UC Santa Barbara,9,True,10,5,5,win,590554,29,1320103,2014,,10 - 5,1.0,1320103.0,1.0
1,,1.0,,2,0,0,0,1,0,5,4,1,0,0,0,0,0,0,2,2,0,1,,1,1,0,0,0,2,1,03/09/2014,away,11620,430,Mississippi St.,9,True,4,6,-2,loss,591102,29,1320103,2014,,4 - 6,18.0,1320103.0,1.0
1,,1.0,,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,2,1,03/11/2014,home,11620,721,Air Force,9,True,14,2,12,win,591710,29,1320103,2014,,14 - 2,18.0,1320103.0,1.0
1,,0.1,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,3,0,03/16/2014,home,11620,754,Washington St.,9,True,2,3,-1,loss,593264,29,1320103,2014,,2 - 3,8.0,1320103.0,1.0
1,,0.1,,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,2,0,03/18/2014,home,11620,1104,Grand Canyon,9,True,1,3,-2,loss,593566,29,1320103,2014,,1 - 3,10.0,1320103.0,1.0
1,,3.0,,2,0,0,0,2,0,10,10,1,0,0,0,0,0,0,2,2,0,0,,3,3,0,0,0,3,1,03/21/2014,away,11620,756,Washington,9,True,7,8,-1,loss,594021,29,1320103,2014,,7 - 8,0.0,1320103.0,1.0
1,,3.0,,1,0,0,2,7,0,12,10,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,3,1,03/23/2014,away,11620,756,Washington,9,True,0,8,-8,loss,595013,29,1320103,2014,,0 - 8,0.0,1320103.0,1.0
1,,0.1,,4,7,6,1,0,0,8,5,0,0,0,0,0,1,1,2,2,0,1,,0,1,0,0,0,4,0,03/26/2014,away,11620,28,Arizona St.,9,True,6,14,-8,loss,595575,29,1320103,2014,,6 - 14,0.0,1320103.0,1.0
1,,0.0,,2,1,1,2,0,0,4,2,0,0,0,0,0,0,0,3,3,0,0,,0,0,0,0,0,3,0,03/28/2014,home,11620,528,Oregon St.,9,True,2,11,-9,loss,595895,29,1320103,2014,,2 - 11,19.0,1320103.0,1.0
1,,1.0,,1,0,0,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,6,0,03/30/2014,home,11620,528,Oregon St.,9,True,0,11,-11,loss,596537,29,1320103,2014,,0 - 11,25.0,1320103.0,1.0
1,,0.2,,1,1,1,0,1,0,4,4,1,0,0,1,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,04/04/2014,away,11620,732,Utah,9,True,3,7,-4,loss,597601,29,1320103,2014,,3 - 7,14.0,1320103.0,1.0
1,,1.0,,1,2,2,0,1,0,5,4,0,0,0,1,0,1,0,1,0,0,0,,0,2,0,0,0,3,0,04/09/2014,away,11620,28,Arizona St.,9,True,10,9,1,win,599381,29,1320103,2014,,10 - 9,0.0,1320103.0,1.0
1,,0.2,,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,0,,1,1,0,0,0,3,0,04/11/2014,home,11620,110,UCLA,9,True,0,8,-8,loss,599794,29,1320103,2014,,0 - 8,11.0,1320103.0,1.0
1,,3.1,,1,0,0,1,0,0,13,11,1,0,0,1,0,1,0,3,0,0,0,,4,6,0,0,0,3,0,04/26/2014,home,11620,28,Arizona St.,9,True,0,7,-7,loss,604268,29,1320103,2014,,0 - 7,46.0,1320103.0,1.0
1,,0.1,,2,1,1,1,0,0,4,3,1,0,1,0,1,0,0,1,1,0,0,,1,0,0,0,0,3,0,05/02/2014,away,11620,529,Oregon,9,True,1,6,-5,loss,605696,29,1320103,2014,,1 - 6,0.0,1320103.0,1.0
1,,0.1,,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,3,1,0,0,,1,0,0,0,0,5,0,05/10/2014,home,11620,674,Stanford,9,True,6,10,-4,loss,607421,29,1320103,2014,,6 - 10,12.0,1320103.0,1.0
1,,2.2,,1,0,0,1,1,0,11,9,0,0,0,0,0,1,0,1,0,0,0,,3,4,0,0,0,2,0,05/18/2014,away,11620,107,California,9,True,4,6,-2,loss,608405,29,1320103,2014,,4 - 6,0.0,1320103.0,1.0
1,,0.2,,0,0,0,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,,0,2,0,0,0,2,0,05/25/2014,home,11620,2,Abilene Christian,9,True,14,1,13,win,608796,29,1320103,2014,,14 - 1,12.0,1320103.0,1.0
1,,2.0,,3,1,1,1,1,0,10,9,1,0,0,0,0,0,0,0,0,0,0,,0,5,0,0,0,3,0,02/22/2014,home,11620,509,Northwestern,9,True,5,8,-3,loss,588420,464,1428710,2014,,5 - 8,40.0,1428710.0,1.0
1,,3.2,,0,0,0,1,3,0,13,11,0,0,0,0,0,1,0,3,0,0,0,,4,4,1,0,0,2,1,02/28/2014,home,11620,739,Villanova,9,True,2,1,1,win,589170,464,1428710,2014,,2 - 1,44.0,1428710.0,1.0
1,,1.1,,2,1,0,1,1,0,8,7,0,0,0,0,0,0,0,2,2,0,0,,2,1,0,0,0,2,0,03/08/2014,away,11620,1104,Grand Canyon,9,True,2,9,-7,loss,590739,464,1428710,2014,,2 - 9,0.0,1428710.0,1.0
1,,2.0,,2,0,0,0,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,,1,4,0,0,0,2,1,03/15/2014,home,11620,721,Air Force,9,True,9,3,6,win,592712,464,1428710,2014,,9 - 3,25.0,1428710.0,1.0
1,,0.2,,4,1,1,1,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,2,0,04/01/2014,home,11620,327,Kansas St.,10,True,6,5,1,win,597294,464,1428710,2014,,6 - 5,0.0,1428710.0,1.0
1,,0.2,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,0,04/06/2014,home,11620,771,Western Ill.,9,True,0,2,-2,loss,599061,464,1428710,2014,,0 - 2,0.0,1428710.0,1.0
1,,1.0,,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,7,0,04/16/2014,away,11620,463,Nebraska,9,True,6,17,-11,loss,601479,464,1428710,2014,,6 - 17,12.0,1428710.0,1.0
1,,2.0,,1,0,0,1,2,0,7,5,0,0,0,0,0,0,0,0,0,1,0,,2,1,1,0,0,3,1,04/20/2014,away,11620,72,Bradley,9,True,11,6,5,win,603092,464,1428710,2014,,11 - 6,29.0,1428710.0,1.0
1,,2.0,,1,0,0,0,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,,2,3,0,0,0,2,0,04/25/2014,home,11620,493,North Dakota St.,9,True,7,2,5,win,604171,464,1428710,2014,,7 - 2,0.0,1428710.0,1.0
1,,0.2,,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,04/30/2014,home,11620,463,Nebraska,9,True,1,4,-3,loss,605618,464,1428710,2014,,1 - 4,0.0,1428710.0,1.0
1,,2.2,,1,0,0,1,0,0,11,8,0,0,0,0,0,1,0,0,0,1,0,,3,5,0,0,0,2,0,05/03/2014,away,11620,649,South Dakota St.,9,True,0,3,-3,loss,606508,464,1428710,2014,,0 - 3,0.0,1428710.0,1.0
1,,2.0,,0,1,0,4,3,0,12,5,0,0,0,0,0,1,0,1,1,2,0,,2,1,0,0,0,2,2,05/09/2014,home,11620,308,Purdue Fort Wayne,9,True,6,3,3,win,607273,464,1428710,2014,,6 - 3,50.0,1428710.0,1.0
1,,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,4,0,05/13/2014,home,11620,676,SFA,9,True,10,4,6,win,607828,464,1428710,2014,,10 - 4,13.0,1428710.0,1.0
1,,3.1,,2,0,0,1,1,0,13,12,0,0,0,0,0,0,0,0,0,0,0,,3,6,0,0,1,2,0,05/16/2014,away,11620,771,Western Ill.,9,True,7,1,6,win,608207,464,1428710,2014,,7 - 1,0.0,1428710.0,1.0
1,,2.1,,4,3,2,1,0,0,13,12,1,0,0,0,0,0,0,1,1,0,0,,2,4,0,0,0,2,0,02/15/2014,away,11620,625,Samford,9,True,11,8,3,win,587061,735,1440453,2014,,11 - 8,0.0,1440453.0,1.0
1,,1.0,,6,4,3,1,2,0,10,8,0,0,0,0,0,0,0,2,1,0,1,,0,1,0,0,0,2,0,03/01/2014,away,11620,402,McNeese,9,True,0,8,-8,loss,589231,735,1440453,2014,,0 - 8,26.0,1440453.0,1.0
1,,7.0,,4,2,1,3,5,0,28,24,0,0,0,2,0,0,0,0,0,1,0,,5,9,0,0,0,1,2,03/05/2014,away,11620,670,Texas St.,10,True,3,2,1,win,590125,735,1440453,2014,,3 - 2,99.0,1440453.0,1.0
1,,6.0,,3,1,1,0,3,0,20,20,0,0,0,1,0,0,0,0,0,0,0,,8,5,1,0,0,2,2,03/18/2014,away,11620,136,Chicago St.,9,True,7,1,6,win,593550,735,1440453,2014,,7 - 1,70.0,1440453.0,1.0
1,,7.0,,9,4,4,0,0,0,30,25,1,0,0,0,0,2,0,0,0,2,1,,10,9,0,1,0,1,0,03/26/2014,away,11620,513,Notre Dame,9,True,1,4,-3,loss,595649,735,1440453,2014,,1 - 4,79.0,1440453.0,1.0
1,,5.0,,10,8,7,1,0,0,27,26,2,1,0,0,0,0,0,0,0,0,0,,7,8,0,1,0,1,0,04/01/2014,away,11620,513,Notre Dame,9,True,1,11,-10,loss,597059,735,1440453,2014,,1 - 11,85.0,1440453.0,1.0
1,,2.2,,10,7,5,1,1,0,19,18,1,0,0,0,0,0,0,0,0,0,0,,5,1,0,1,0,1,1,04/08/2014,away,11620,509,Northwestern,9,True,5,12,-7,loss,599203,735,1440453,2014,,5 - 12,69.0,1440453.0,1.0
1,,2.0,,5,3,3,1,1,0,11,10,3,1,0,0,0,0,0,0,0,0,0,,0,4,0,1,0,1,0,04/12/2014,home,11620,817,Youngstown St.,10,True,4,12,-8,loss,600762,735,1440453,2014,,4 - 12,47.0,1440453.0,1.0
1,,6.0,,10,5,5,1,1,0,27,26,1,0,0,0,0,0,0,0,0,0,0,,13,2,0,1,0,1,0,04/19/2014,away,11620,797,Milwaukee,9,True,0,5,-5,loss,602531,735,1440453,2014,,0 - 5,85.0,1440453.0,1.0
1,,5.0,,9,4,4,1,4,0,24,22,2,1,0,0,0,0,0,0,0,1,0,,1,9,0,1,0,1,1,04/27/2014,home,11620,302,UIC,9,True,3,6,-3,loss,604965,735,1440453,2014,,3 - 6,89.0,1440453.0,1.0
1,,7.0,,8,4,3,1,4,0,30,27,0,1,0,0,0,0,0,0,0,2,0,,11,5,1,0,0,1,1,05/04/2014,home,11620,514,Oakland,9,True,8,4,4,win,606586,735,1440453,2014,,8 - 4,96.0,1440453.0,1.0
1,,9.0,,6,0,0,1,11,0,32,30,0,0,0,0,0,1,0,0,0,0,0,,8,5,0,0,0,1,3,05/11/2014,away,11620,810,Wright St.,12,True,0,1,-1,loss,607694,735,1440453,2014,,0 - 1,117.0,1440453.0,1.0
1,,4.0,,3,1,1,2,4,0,16,14,1,0,0,0,0,0,0,0,0,0,0,,3,3,1,0,0,1,1,05/17/2014,away,11620,817,Youngstown St.,9,True,9,1,8,win,608403,735,1440453,2014,,9 - 1,63.0,1440453.0,1.0
1,,8.0,,4,0,0,1,5,0,31,25,0,0,0,0,0,3,0,0,0,2,0,,11,7,1,0,0,1,0,05/23/2014,home,11620,302,UIC,9,True,1,0,1,win,608686,735,1440453,2014,,1 - 0,98.0,1440453.0,1.0
1,,1.1,,3,1,1,1,1,0,8,7,1,1,0,0,0,0,0,3,3,0,0,,0,3,0,0,0,4,0,02/15/2014,away,11620,706,UTSA,9,True,3,15,-12,loss,587043,617,1549305,2014,,3 - 15,0.0,1549305.0,1.0
