date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season,GS,pitches,CG,pickoffs,division
04/05/2024,away,16580,430,Mississippi St.,9,True,1,6,-5,loss,,4535081,257,1,2.2,0,0,0,0,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,2,3,1987634,2024,0.0,42.0,0.0,0.0,1.0
04/07/2024,away,16580,430,Mississippi St.,9,True,8,9,-1,loss,,4535850,257,1,1.2,1,2,0,2,2,0,9,6,0,0,0,0,0,0,0,2,0,0,1,,1,2,0,1,0,7,1,1987634,2024,0.0,29.0,0.0,0.0,1.0
04/11/2024,home,16580,434,Missouri,9,True,15,10,5,win,,4536566,257,1,0.2,1,0,0,1,2,0,4,3,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,3,0,1987634,2024,0.0,20.0,0.0,0.0,1.0
04/13/2024,home,16580,434,Missouri,9,True,10,7,3,win,,4536917,257,1,1.0,4,2,2,1,1,0,8,6,1,0,0,1,0,0,0,3,3,0,1,,1,1,0,0,0,2,0,1987634,2024,0.0,26.0,0.0,0.0,1.0
04/20/2024,home,16580,433,Ole Miss,9,True,7,2,5,win,,4538414,257,1,2.0,2,2,2,2,1,0,10,7,1,0,0,0,0,0,0,2,0,1,0,,3,2,0,0,0,2,0,1987634,2024,0.0,36.0,0.0,0.0,1.0
04/23/2024,home,16580,147,Clemson,15,True,4,3,1,win,,4539161,257,1,1.1,2,1,1,0,2,0,7,6,0,1,0,1,0,1,0,2,2,0,0,,0,2,0,0,0,2,1,1987634,2024,0.0,24.0,0.0,0.0,1.0
04/26/2024,away,16580,697,Texas A&M,9,True,2,5,-3,loss,,4539561,257,1,2.0,1,1,1,1,2,0,8,7,0,0,0,1,0,0,0,0,0,0,0,,3,1,0,0,0,3,1,1987634,2024,0.0,43.0,0.0,0.0,1.0
02/18/2024,neutral,16580,107,California,9,True,12,10,2,win,,4526146,67,1,4.0,2,0,0,3,7,0,16,13,0,0,0,0,0,0,0,0,0,0,0,,3,1,0,0,0,1,1,2004094,2024,1.0,65.0,0.0,0.0,1.0
02/25/2024,away,16580,702,UT Arlington,9,True,17,8,9,win,,4527236,67,1,4.2,4,3,3,1,3,0,18,16,1,0,0,0,2,0,0,0,0,0,1,,6,4,0,0,0,1,0,2004094,2024,1.0,66.0,0.0,0.0,1.0
03/02/2024,away,16580,786,William & Mary,9,True,9,7,2,win,,4528399,67,1,3.0,2,0,0,0,5,0,11,11,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,1,3,1,2004094,2024,0.0,38.0,0.0,0.0,1.0
03/08/2024,away,16580,490,NC State,9,True,1,9,-8,loss,,4529878,67,1,0.1,5,7,4,1,0,0,8,7,2,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,2,0,2004094,2024,0.0,28.0,0.0,0.0,1.0
03/15/2024,away,16580,545,Pittsburgh,9,True,5,12,-7,loss,,4530999,67,1,1.2,5,4,4,2,3,0,11,9,2,0,0,1,0,0,0,0,0,0,0,,0,1,0,1,0,2,1,2004094,2024,0.0,41.0,0.0,0.0,1.0
03/17/2024,away,16580,545,Pittsburgh,9,True,7,3,4,win,,4531752,67,1,1.2,1,0,0,0,1,0,6,6,0,0,0,0,0,0,0,2,0,0,0,,4,0,0,0,1,3,0,2004094,2024,0.0,24.0,0.0,0.0,1.0
03/24/2024,home,16580,742,Virginia Tech,9,True,6,12,-6,loss,,4533036,67,1,3.2,5,3,3,1,1,0,19,15,0,0,0,1,0,2,0,0,0,0,1,,3,7,0,0,0,1,0,2004094,2024,1.0,60.0,0.0,0.0,1.0
03/28/2024,away,16580,255,Georgia Tech,9,True,10,3,7,win,,4533688,67,1,4.0,2,0,0,1,4,0,16,15,0,0,0,0,0,0,0,0,0,0,0,,5,3,0,0,0,1,2,2004094,2024,1.0,62.0,0.0,0.0,1.0
04/19/2024,away,16580,513,Notre Dame,9,True,3,14,-11,loss,,4538191,67,1,1.0,8,8,8,1,1,0,12,11,3,0,0,2,0,0,0,0,0,0,0,,2,0,0,1,0,1,0,2004094,2024,1.0,41.0,0.0,0.0,1.0
02/24/2024,away,16580,785,Willamette,9,True,7,8,-1,loss,,4543819,526,1,1.2,3,2,2,1,0,0,8,7,0,0,0,1,0,0,0,0,0,0,0,,3,1,0,1,0,3,0,2004587,2024,0.0,24.0,0.0,0.0,3.0
03/11/2024,neutral,16580,27892,Farmingdale St.,9,True,20,10,10,win,,4530276,526,1,2.0,2,1,1,1,3,0,9,8,0,1,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,4,1,2004587,2024,0.0,38.0,0.0,0.0,3.0
03/14/2024,neutral,16580,1468,Mt. St. Mary (NY),9,True,11,3,8,win,,4530708,526,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,5,1,2004587,2024,0.0,10.0,0.0,0.0,3.0
03/25/2024,home,16580,168,Cortland,9,True,1,4,-3,loss,,4532766,526,1,3.0,1,0,0,1,1,0,11,10,0,0,0,0,0,0,0,0,0,0,0,,4,4,0,0,0,2,1,2004587,2024,0.0,39.0,0.0,0.0,3.0
03/26/2024,home,16580,168,Cortland,9,True,5,6,-1,loss,,4532417,526,1,3.0,0,0,0,0,1,0,10,8,0,0,0,0,0,1,0,0,0,0,1,,5,3,0,0,0,4,0,2004587,2024,0.0,24.0,0.0,0.0,3.0
03/29/2024,home,16580,530,Oswego St.,9,True,10,13,-3,loss,,5256097,526,1,1.1,1,0,0,1,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,10,1,2004587,2024,0.0,23.0,0.0,0.0,3.0
03/30/2024,home,16580,530,Oswego St.,9,True,9,6,3,win,,4534408,526,1,3.1,5,1,1,0,1,0,16,15,2,0,0,0,0,1,0,0,0,0,0,,2,7,0,0,1,2,0,2004587,2024,0.0,51.0,0.0,0.0,3.0
04/07/2024,away,16580,242,Fredonia,9,True,7,8,-1,loss,,4535512,526,1,2.0,3,3,3,0,1,0,11,9,1,0,0,1,1,1,0,0,0,1,0,,4,1,0,0,0,2,1,2004587,2024,0.0,23.0,0.0,0.0,3.0
04/12/2024,home,16580,475,SUNY New Paltz,9,True,6,3,3,win,,4537136,526,1,3.0,3,1,1,2,2,0,14,10,1,0,0,0,0,0,0,0,0,1,1,,3,4,0,0,1,2,0,2004587,2024,0.0,44.0,0.0,0.0,3.0
04/13/2024,home,16580,475,SUNY New Paltz,9,True,7,14,-7,loss,,4536763,526,1,0.1,4,4,3,1,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,2,0,2004587,2024,0.0,18.0,0.0,0.0,3.0
04/17/2024,home,16580,733,Utica,9,True,12,5,7,win,,4538025,526,1,1.0,0,0,0,0,1,0,3,2,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,7,1,2004587,2024,0.0,11.0,0.0,0.0,3.0
04/19/2024,away,16580,547,Plattsburgh St.,11,True,7,6,1,win,,4538084,526,1,2.1,4,0,0,1,3,0,11,9,1,0,0,0,0,0,0,0,0,1,0,,1,2,1,0,0,3,2,2004587,2024,0.0,47.0,0.0,0.0,3.0
02/21/2024,neutral,16580,521,Oklahoma St.,9,True,4,8,-4,loss,,4526430,2,1,2.0,0,0,0,2,2,0,8,6,0,0,0,0,0,0,0,0,0,0,0,,3,1,0,0,0,5,0,2111460,2024,0.0,36.0,0.0,0.0,1.0
02/28/2024,away,16580,51,Baylor,9,True,6,4,2,win,,4527694,2,1,0.2,2,1,1,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,5,0,2111460,2024,0.0,19.0,0.0,0.0,1.0
03/05/2024,away,16580,698,TCU,9,True,0,4,-4,loss,,4528967,2,1,2.0,0,0,0,0,5,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,3,2,2111460,2024,0.0,27.0,0.0,0.0,1.0
03/12/2024,away,16580,706,UTSA,9,True,4,3,1,win,,4530329,2,1,1.2,0,0,0,0,4,0,6,5,0,0,0,0,0,1,0,2,0,0,0,,0,1,0,0,0,3,3,2111460,2024,0.0,21.0,0.0,0.0,1.0
03/15/2024,home,16580,702,UT Arlington,9,True,11,12,-1,loss,,4531092,2,1,2.1,1,1,1,0,4,0,8,8,0,0,0,1,0,0,0,2,0,0,0,,3,0,0,1,0,5,1,2111460,2024,0.0,25.0,0.0,0.0,1.0
03/17/2024,home,16580,702,UT Arlington,9,True,7,3,4,win,,4531786,2,1,0.2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,2,0,2111460,2024,0.0,12.0,0.0,0.0,1.0
03/28/2024,home,16580,30024,Utah Valley,9,True,3,7,-4,loss,,4533803,2,1,1.2,1,3,3,2,4,0,8,6,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,2,1,2111460,2024,0.0,43.0,0.0,0.0,1.0
03/30/2024,home,16580,30024,Utah Valley,9,True,5,4,1,win,,4534465,2,1,2.0,2,1,1,0,3,0,8,8,1,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,2,1,2111460,2024,0.0,29.0,0.0,0.0,1.0
04/05/2024,away,16580,676,SFA,9,True,1,2,-1,loss,,4535392,2,1,1.1,1,2,2,2,4,0,7,5,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,2,2,2111460,2024,0.0,24.0,0.0,0.0,1.0
04/14/2024,home,16580,108,UC Davis,9,True,5,6,-1,loss,,4537551,2,1,2.0,2,1,1,1,2,0,8,7,1,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,3,2,2111460,2024,0.0,25.0,0.0,0.0,1.0
04/16/2024,home,16580,698,TCU,9,True,8,3,5,win,,4537907,2,1,2.0,1,0,0,1,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,,2,3,1,0,0,1,1,2111460,2024,1.0,32.0,0.0,0.0,1.0
04/19/2024,home,16580,30135,California Baptist,9,True,4,12,-8,loss,,5283387,2,1,1.1,4,2,2,0,4,0,8,8,1,0,0,0,3,0,0,1,1,0,0,,0,0,0,0,0,2,0,2111460,2024,0.0,32.0,0.0,0.0,1.0
04/28/2024,away,16580,30095,Utah Tech,9,True,9,7,2,win,,4540470,2,1,3.0,3,1,0,0,4,0,12,12,0,0,0,0,0,0,0,0,0,0,0,,4,1,1,0,0,3,2,2111460,2024,0.0,47.0,0.0,0.0,1.0
02/02/2024,home,16580,9223,North Greenville,9,True,1,5,-4,loss,,4524981,49,1,5.0,4,1,1,2,4,0,21,18,0,0,0,0,2,0,1,0,0,1,0,,4,6,0,0,0,1,1,2111829,2024,1.0,81.0,0.0,0.0,2.0
02/10/2024,home,16580,1072,Erskine,14,True,4,10,-6,loss,,4525328,49,1,6.0,4,3,3,0,6,0,22,21,0,0,0,2,0,0,0,0,0,1,0,,6,6,0,0,0,1,2,2111829,2024,1.0,78.0,0.0,0.0,2.0
02/17/2024,home,16580,243,Frostburg St.,9,True,14,7,7,win,,4525943,49,1,4.0,1,1,1,2,5,0,16,13,0,0,0,0,0,1,0,0,0,0,0,,2,4,0,0,0,1,2,2111829,2024,1.0,68.0,0.0,0.0,2.0
02/24/2024,home,16580,233,Fla. Southern,9,True,6,5,1,win,,4527062,49,1,5.0,3,2,2,0,4,0,20,18,0,1,0,1,0,1,0,0,0,0,1,,3,8,0,0,0,1,1,2111829,2024,1.0,76.0,0.0,0.0,2.0
03/02/2024,away,16580,608,Saint Leo,9,True,2,17,-15,loss,,4543632,49,1,2.0,6,5,5,1,1,0,11,10,1,1,0,1,0,0,0,0,0,0,0,,2,1,0,1,0,1,1,2111829,2024,1.0,44.0,0.0,0.0,2.0
03/09/2024,home,16580,1318,Post,9,True,8,1,7,win,,4529813,49,1,4.2,4,0,0,3,4,0,19,16,2,0,0,0,0,0,0,0,0,0,0,,3,5,0,0,0,1,1,2111829,2024,1.0,71.0,0.0,1.0,2.0
03/16/2024,home,16580,208,Eckerd,9,True,6,4,2,win,,4531399,49,1,4.2,5,2,2,2,6,0,21,19,1,0,0,1,0,0,0,0,0,0,0,,5,3,1,0,0,1,3,2111829,2024,1.0,88.0,0.0,0.0,2.0
03/24/2024,away,16580,20794,Lynn,9,True,4,2,2,win,,5255320,49,1,5.0,1,0,0,5,4,0,20,14,0,0,0,0,0,0,0,0,0,1,0,,4,6,0,0,0,1,2,2111829,2024,1.0,81.0,0.0,0.0,2.0
04/13/2024,home,16580,30045,Palm Beach Atl.,9,True,15,0,15,win,,4537220,49,1,5.0,2,0,0,3,9,0,21,18,0,0,0,0,1,0,0,0,0,0,0,,3,3,1,0,0,1,2,2111829,2024,1.0,87.0,0.0,0.0,2.0
04/20/2024,away,16580,230,Florida Tech,9,True,8,4,4,win,,4538489,49,1,1.1,1,2,2,2,2,0,8,4,1,0,0,0,0,1,0,0,0,0,1,,1,1,0,0,0,1,2,2111829,2024,1.0,42.0,0.0,0.0,2.0
02/01/2024,home,16580,1462,Wingate,9,True,0,5,-5,loss,,4524916,49,1,0.2,2,0,0,1,0,0,4,3,0,0,0,0,0,0,0,2,2,0,0,,1,0,0,0,0,3,0,2111846,2024,0.0,14.0,0.0,0.0,2.0
02/02/2024,home,16580,9223,North Greenville,9,True,1,5,-4,loss,,4524981,49,1,1.2,3,2,2,0,1,0,8,8,1,0,0,1,0,0,0,3,0,0,0,,1,3,0,0,0,4,0,2111846,2024,0.0,29.0,0.0,0.0,2.0
02/09/2024,home,16580,1245,Mount Olive,9,True,3,8,-5,loss,,4525232,49,1,1.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,1,0,0,,1,1,0,0,0,3,1,2111846,2024,0.0,16.0,0.0,0.0,2.0
02/10/2024,home,16580,1072,Erskine,14,True,4,10,-6,loss,,4525328,49,1,0.1,2,1,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,4,0,2111846,2024,0.0,13.0,0.0,0.0,2.0
02/17/2024,home,16580,243,Frostburg St.,9,True,14,7,7,win,,4525943,49,1,3.0,2,0,0,0,4,0,11,11,0,0,0,0,0,0,0,0,0,0,0,,0,4,0,0,1,4,1,2111846,2024,0.0,35.0,0.0,0.0,2.0
02/20/2024,away,16580,30045,Palm Beach Atl.,9,True,15,10,5,win,,4526390,49,1,1.0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,7,1,2111846,2024,0.0,20.0,0.0,0.0,2.0
02/24/2024,home,16580,233,Fla. Southern,9,True,6,5,1,win,,4527062,49,1,1.1,1,0,0,1,2,0,6,5,0,1,0,0,0,0,0,1,0,0,0,,0,2,0,0,0,3,0,2111846,2024,0.0,17.0,0.0,0.0,2.0
02/27/2024,home,16580,24639,Nova Southeastern,9,True,8,5,3,win,,4527623,49,1,1.2,1,0,0,1,3,0,7,6,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,3,1,2111846,2024,0.0,28.0,0.0,0.0,2.0
03/02/2024,away,16580,608,Saint Leo,9,True,2,17,-15,loss,,4543632,49,1,0.1,2,5,0,1,0,0,6,3,0,0,0,0,1,1,0,0,0,0,1,,0,1,0,0,0,2,0,2111846,2024,0.0,19.0,0.0,0.0,2.0
03/06/2024,home,16580,1460,Wilmington (DE),9,True,4,5,-1,loss,,4529133,49,1,2.0,0,0,0,2,0,0,8,5,0,0,0,0,0,0,0,0,0,1,0,,4,1,0,0,0,3,0,2111846,2024,0.0,24.0,0.0,0.0,2.0
03/13/2024,neutral,16580,995,Caldwell,9,True,14,6,8,win,,5021927,49,1,4.0,3,1,1,0,6,0,15,14,1,0,0,0,0,0,0,0,0,1,0,,3,2,1,0,0,3,3,2111846,2024,0.0,57.0,0.0,0.0,2.0
03/16/2024,home,16580,208,Eckerd,9,True,6,4,2,win,,4531399,49,1,1.0,1,0,0,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,3,0,2111846,2024,0.0,15.0,0.0,0.0,2.0
03/16/2024,home,16580,208,Eckerd,9,True,4,7,-3,loss,,4544613,49,1,1.0,1,0,0,1,0,0,4,3,0,0,0,0,0,0,1,2,2,0,0,,1,1,0,0,0,3,0,2111846,2024,0.0,10.0,0.0,0.0,2.0
03/19/2024,home,16580,30045,Palm Beach Atl.,9,True,4,3,1,win,,4532016,49,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,,0,0,1,0,0,4,1,2111846,2024,0.0,6.0,0.0,0.0,2.0
03/24/2024,away,16580,20794,Lynn,9,True,6,7,-1,loss,,5255456,49,1,3.2,2,0,0,2,2,0,15,13,0,0,0,0,0,0,0,0,0,0,0,,6,2,0,0,0,3,0,2111846,2024,0.0,34.0,0.0,0.0,2.0
03/28/2024,home,16580,584,Rollins,9,True,4,9,-5,loss,,4533768,49,1,1.0,2,1,1,0,0,0,5,4,0,0,0,0,0,0,0,2,2,1,0,,3,0,0,0,0,3,0,2111846,2024,0.0,10.0,0.0,0.0,2.0
04/13/2024,home,16580,30045,Palm Beach Atl.,9,True,2,5,-3,loss,,4545920,49,1,0.2,4,2,2,1,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,2,1,2111846,2024,0.0,26.0,0.0,0.0,2.0
04/16/2024,away,16580,24639,Nova Southeastern,9,True,2,9,-7,loss,,4537878,49,1,0.1,3,4,4,0,0,0,5,4,0,0,0,0,1,1,0,0,0,0,0,,0,1,0,0,0,3,0,2111846,2024,0.0,21.0,0.0,0.0,2.0
04/20/2024,away,16580,230,Florida Tech,9,True,6,1,5,win,,4545222,49,1,1.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,2111846,2024,0.0,14.0,0.0,0.0,2.0
02/16/2024,neutral,16580,306,Indiana,9,True,6,3,3,win,,4492094,193,1,2.2,1,0,0,0,5,0,9,9,1,0,0,0,0,0,0,2,0,0,0,,1,2,0,0,1,3,0,2112246,2024,0.0,38.0,0.0,0.0,1.0
02/18/2024,away,16580,149,Coastal Carolina,9,True,5,3,2,win,,4526043,193,1,2.1,0,0,0,0,2,0,7,7,0,0,0,0,0,0,0,2,0,0,0,,2,3,0,0,1,6,0,2112246,2024,0.0,27.0,0.0,0.0,1.0
02/21/2024,home,16580,355,Liberty,9,True,4,2,2,win,,4526411,193,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,1,5,1,2112246,2024,0.0,12.0,0.0,0.0,1.0
02/23/2024,home,16580,509,Northwestern,9,True,2,0,2,win,,4492537,193,1,1.0,1,0,0,0,3,0,4,4,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,1,3,1,2112246,2024,0.0,15.0,0.0,0.0,1.0
03/03/2024,home,16580,5,Akron,9,True,7,2,5,win,,4528460,193,1,3.0,2,0,0,0,6,0,11,11,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,1,4,0,2112246,2024,0.0,42.0,0.0,0.0,1.0
03/08/2024,away,16580,749,Wake Forest,9,True,8,5,3,win,,4529209,193,1,3.0,2,0,0,2,2,0,13,11,0,0,0,0,0,0,0,1,0,0,0,,1,6,0,0,1,4,0,2112246,2024,0.0,54.0,0.0,0.0,1.0
03/10/2024,away,16580,749,Wake Forest,9,True,10,8,2,win,,4529917,193,1,1.0,1,0,0,1,3,0,5,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,0,2112246,2024,0.0,19.0,0.0,0.0,1.0
03/15/2024,home,16580,147,Clemson,9,True,5,2,3,win,,4530822,193,1,2.2,1,0,0,3,4,0,12,9,0,0,0,0,0,0,0,2,0,0,0,,1,3,0,0,1,3,1,2112246,2024,0.0,57.0,0.0,0.0,1.0
03/17/2024,home,16580,147,Clemson,10,True,6,8,-2,loss,,4531550,193,1,1.2,5,4,4,0,4,0,10,10,2,0,0,2,0,0,0,1,1,0,0,,1,0,0,1,0,5,1,2112246,2024,0.0,40.0,0.0,0.0,1.0
03/23/2024,away,16580,490,NC State,9,True,8,9,-1,loss,,4532934,193,1,1.2,5,7,4,1,1,0,13,11,0,0,0,3,0,1,0,0,0,0,0,,2,2,0,1,0,5,0,2112246,2024,0.0,44.0,0.0,0.0,1.0
03/30/2024,home,16580,746,Virginia,9,True,7,4,3,win,,4534196,193,1,2.0,2,1,1,1,1,0,10,8,0,0,0,0,1,0,0,0,0,0,0,,3,2,0,0,0,7,0,2112246,2024,0.0,35.0,0.0,0.0,1.0
04/02/2024,away,16580,355,Liberty,9,True,9,4,5,win,,4534736,193,1,1.2,1,0,0,0,2,0,7,6,0,0,0,0,0,1,0,2,0,0,0,,2,1,0,0,0,9,0,2112246,2024,0.0,30.0,0.0,0.0,1.0
04/05/2024,home,16580,415,Miami (FL),9,True,4,3,1,win,,4535129,193,1,2.0,1,0,0,0,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,4,1,2112246,2024,0.0,21.0,0.0,0.0,1.0
04/06/2024,home,16580,415,Miami (FL),9,True,5,4,1,win,,4535436,193,1,2.1,2,0,0,0,2,0,9,9,0,0,0,0,0,0,0,1,0,0,0,,2,3,1,0,0,5,0,2112246,2024,0.0,25.0,0.0,0.0,1.0
04/07/2024,home,16580,415,Miami (FL),11,True,11,10,1,win,,4535888,193,1,2.0,1,0,0,0,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,9,0,2112246,2024,0.0,27.0,0.0,0.0,1.0
04/13/2024,away,16580,545,Pittsburgh,9,True,4,3,1,win,,5282403,193,1,2.0,0,0,0,1,4,0,7,6,0,0,0,0,0,0,0,0,0,0,0,,2,0,1,0,0,5,1,2112246,2024,0.0,39.0,0.0,0.0,1.0
04/14/2024,away,16580,545,Pittsburgh,9,True,10,11,-1,loss,,4537601,193,1,0.2,3,0,0,0,2,0,5,5,0,0,0,0,0,0,0,2,2,0,0,,0,0,0,0,0,5,0,2112246,2024,0.0,18.0,0.0,0.0,1.0
04/16/2024,home,16580,1092,Gardner-Webb,9,True,2,1,1,win,,4537701,193,1,1.2,0,0,0,1,3,0,7,6,0,0,0,0,0,0,0,2,0,0,0,,2,0,1,0,0,4,0,2112246,2024,0.0,30.0,0.0,0.0,1.0
04/19/2024,away,16580,742,Virginia Tech,11,True,9,8,1,win,,4538164,193,1,4.0,1,0,0,2,5,0,15,13,1,0,0,0,0,0,1,0,0,0,0,,4,3,1,0,0,5,1,2112246,2024,0.0,51.0,0.0,0.0,1.0
04/21/2024,away,16580,742,Virginia Tech,9,True,13,10,3,win,,4538909,193,1,1.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,13,0,2112246,2024,0.0,12.0,0.0,0.0,1.0
04/27/2024,home,16580,234,Florida St.,9,True,6,7,-1,loss,,4539893,193,1,0.1,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,6,0,2112246,2024,0.0,10.0,0.0,0.0,1.0
04/28/2024,home,16580,234,Florida St.,9,True,16,4,12,win,,4540335,193,1,2.0,0,0,0,0,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,3,0,2112246,2024,0.0,11.0,0.0,0.0,1.0
02/17/2024,neutral,16580,125,Centenary (LA),9,True,3,2,1,win,,4525998,755,1,4.1,4,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,1,0,,8,4,1,0,0,2,0,2112308,2024,0.0,59.0,0.0,0.0,3.0
02/25/2024,home,16580,150,Coe,9,True,6,3,3,win,,4527336,755,1,3.0,6,2,2,1,2,0,15,12,2,0,0,1,0,2,0,0,0,0,0,,1,3,1,0,0,2,0,2112308,2024,0.0,55.0,0.0,2.0,3.0
03/02/2024,home,16580,300,Ill. Wesleyan,9,True,0,7,-7,loss,,4543288,755,1,3.2,6,3,3,2,3,0,19,17,1,0,0,0,1,0,0,0,0,0,0,,3,5,0,0,0,2,0,2112308,2024,0.0,82.0,0.0,0.0,3.0
03/09/2024,home,16580,137,UChicago,9,True,11,1,10,win,,4543861,755,1,5.0,4,1,1,2,9,0,21,19,0,0,0,0,0,0,0,0,0,0,0,,4,2,1,0,0,1,4,2112308,2024,1.0,82.0,0.0,0.0,3.0
03/13/2024,away,16580,573,Rhodes,9,True,9,10,-1,loss,,4530643,755,1,2.2,3,2,1,1,1,0,12,10,1,1,0,0,0,0,0,0,0,0,1,,3,3,0,1,0,4,0,2112308,2024,0.0,32.0,0.0,0.0,3.0
