date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season,GS,pitches,CG,pickoffs,division
03/24/2012,away,10942,627,San Diego,9,True,5,6,-1,loss,5 - 6,764908,631,1,6.0,5,5,4,4,3,0,27,22,1,0,0,1,0,0,0,0,0,1,0,0.0,4,10,0,0,0,1,1,1316516,2012,,,,,
03/30/2012,home,10942,551,Portland,9,True,1,3,-2,loss,1 - 3,766768,631,1,9.0,8,3,3,1,4,0,38,36,1,0,1,1,0,1,0,0,0,0,0,112.0,18,6,0,1,0,1,2,1316516,2012,,,,,
04/06/2012,away,10942,94,CSU Bakersfield,9,True,0,4,-4,loss,0 - 4,769194,631,1,5.1,8,4,3,4,2,0,29,23,0,1,0,0,0,1,0,0,0,1,0,101.0,7,6,0,1,0,1,1,1316516,2012,,,,,
04/13/2012,away,10942,260,Gonzaga,9,True,2,4,-2,loss,2 - 4,771414,631,1,7.1,5,2,2,2,3,0,30,26,0,0,2,0,0,1,0,0,0,1,0,100.0,12,8,0,0,0,1,0,1316516,2012,,,,,
04/20/2012,home,10942,541,Pepperdine,9,True,6,2,4,win,6 - 2,773843,631,1,9.0,8,2,2,4,3,0,37,31,1,0,0,0,0,1,0,0,0,0,1,109.0,11,10,1,0,0,1,2,1316516,2012,,,,,
04/27/2012,home,10942,610,Saint Mary's (CA),9,True,6,11,-5,loss,6 - 11,776110,631,1,6.2,10,7,4,0,3,0,32,31,1,0,0,2,0,0,0,0,0,1,0,111.0,10,7,0,1,0,1,2,1316516,2012,,,,,
05/02/2012,away,10942,1356,Seattle U,11,True,3,2,1,win,3 - 2,777645,631,1,2.0,1,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,20.0,5,1,0,0,0,1,0,1316516,2012,,,,,
05/11/2012,away,10942,629,San Francisco,9,True,2,8,-6,loss,2 - 8,779212,631,1,5.0,15,8,7,1,4,0,31,29,6,0,1,0,0,1,0,0,0,0,0,0.0,8,2,0,1,0,1,2,1316516,2012,,,,,
05/17/2012,away,10942,77,BYU,9,True,6,8,-2,loss,6 - 8,779914,631,1,7.0,10,4,3,0,2,0,27,26,0,0,1,0,1,0,0,0,0,1,0,101.0,9,6,0,0,0,1,0,1316516,2012,,,,,
05/22/2012,home,10942,674,Stanford,9,True,5,10,-5,loss,5 - 10,780454,631,1,1.0,1,1,1,0,2,0,4,4,0,0,1,0,0,0,0,0,0,0,0,12.0,1,0,0,1,0,1,0,1316516,2012,,,,,
05/25/2012,home,10942,370,LMU (CA),9,True,3,6,-3,loss,3 - 6,780612,631,1,4.1,8,6,6,3,2,0,25,18,0,0,0,0,0,2,0,0,0,2,0,100.0,8,2,0,1,0,1,1,1316516,2012,,,,,
02/24/2012,home,10942,302,UIC,9,True,9,3,6,win,9 - 3,756641,631,1,1.0,2,1,1,0,1,0,5,5,1,0,0,0,0,0,0,0,0,0,0,19.0,1,1,0,0,0,3,0,1316517,2012,,,,,
04/03/2012,home,10942,96,Fresno St.,9,True,9,5,4,win,9 - 5,768301,631,1,0.2,2,2,0,0,0,0,5,5,1,0,0,0,0,0,0,1,1,0,0,21.0,1,1,0,0,0,3,0,1316517,2012,,,,,
02/21/2012,away,10942,90,Cal Poly,9,True,5,2,3,win,5 - 2,756386,631,1,0.2,1,0,0,1,2,0,4,3,1,0,0,1,0,0,0,0,0,0,0,20.0,0,0,0,0,0,3,0,1316519,2012,,,,,
02/24/2012,home,10942,302,UIC,9,True,9,3,6,win,9 - 3,756641,631,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1,0,0,0,2,0,1316519,2012,,,,,
02/25/2012,home,10942,302,UIC,9,True,1,12,-11,loss,1 - 12,757212,631,1,0.2,1,2,0,2,1,0,4,2,0,0,0,0,0,0,0,1,1,0,0,32.0,0,0,0,0,0,2,0,1316519,2012,,,,,
02/28/2012,home,10942,466,Nevada,9,True,8,4,4,win,8 - 4,757779,631,1,0.0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,12.0,0,0,0,0,0,4,0,1316519,2012,,,,,
03/26/2012,away,10942,627,San Diego,9,True,4,12,-8,loss,4 - 12,765981,631,1,2.0,2,1,1,3,1,0,10,6,2,0,0,1,0,0,0,0,0,0,1,0.0,2,2,0,0,0,4,0,1316519,2012,,,,,
03/27/2012,home,10942,80,Brown,12,True,2,1,1,win,2 - 1,953379,631,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10.0,0,2,1,0,0,5,0,1316519,2012,,,,,
04/06/2012,away,10942,94,CSU Bakersfield,9,True,0,4,-4,loss,0 - 4,769194,631,1,1.2,0,0,0,1,0,0,5,4,0,0,0,1,0,0,0,3,0,0,0,24.0,1,3,0,0,0,2,0,1316519,2012,,,,,
04/14/2012,away,10942,260,Gonzaga,9,True,3,8,-5,loss,3 - 8,771835,631,1,3.1,4,2,2,1,3,0,15,14,1,0,1,0,0,0,0,3,0,0,0,46.0,5,2,0,0,0,3,1,1316519,2012,,,,,
04/21/2012,home,10942,541,Pepperdine,9,True,5,6,-1,loss,5 - 6,774338,631,1,1.0,1,0,0,1,1,0,6,3,0,0,0,0,0,1,0,0,0,1,0,16.0,1,1,0,0,0,5,0,1316519,2012,,,,,
04/22/2012,home,10942,541,Pepperdine,9,True,6,9,-3,loss,6 - 9,775126,631,1,0.1,1,2,2,1,0,0,3,2,0,0,0,0,1,0,0,1,0,0,0,19.0,1,0,0,0,0,2,0,1316519,2012,,,,,
05/02/2012,away,10942,1356,Seattle U,11,True,3,2,1,win,3 - 2,777645,631,1,1.0,2,1,0,1,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,20.0,3,0,0,0,0,4,0,1316519,2012,,,,,
05/08/2012,home,10942,628,San Fran. St.,10,True,7,5,2,win,7 - 5,778959,631,1,1.1,2,0,0,1,2,0,7,6,0,0,0,0,0,0,0,2,0,0,0,24.0,1,1,0,0,0,2,1,1316519,2012,,,,,
05/15/2012,away,10942,534,Pacific,9,True,8,5,3,win,8 - 5,779775,631,1,2.0,1,0,0,1,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,31.0,3,1,0,0,0,2,0,1316519,2012,,,,,
05/18/2012,away,10942,77,BYU,9,True,3,7,-4,loss,3 - 7,780092,631,1,0.1,1,2,2,1,0,0,4,2,0,0,1,0,0,1,0,3,0,0,0,11.0,1,0,0,0,0,2,0,1316519,2012,,,,,
05/26/2012,home,10942,370,LMU (CA),9,True,7,6,1,win,7 - 6,780692,631,1,0.0,1,0,0,1,0,0,3,1,0,0,0,0,0,1,0,1,1,0,0,9.0,0,0,0,0,0,2,0,1316519,2012,,,,,
02/18/2012,away,10942,670,Texas St.,13,True,5,4,1,win,5 - 4,755825,631,1,3.0,1,0,0,1,3,0,11,10,1,0,0,0,0,0,1,3,0,0,0,0.0,2,4,1,0,0,3,0,1316520,2012,,,,,
02/19/2012,home,10942,671,Louisiana,9,True,8,5,3,win,8 - 5,756312,631,1,1.0,2,3,2,1,2,0,7,5,0,0,0,0,0,0,0,0,0,1,0,0.0,1,0,1,0,0,3,1,1316520,2012,,,,,
02/25/2012,home,10942,302,UIC,9,True,6,7,-1,loss,6 - 7,757127,631,1,2.1,2,2,0,0,3,0,9,8,0,0,0,0,0,0,0,2,1,1,0,30.0,2,1,0,1,0,3,1,1316520,2012,,,,,
02/26/2012,home,10942,302,UIC,9,True,12,7,5,win,12 - 7,757407,631,1,1.0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,16.0,1,2,0,0,1,3,0,1316520,2012,,,,,
02/28/2012,home,10942,466,Nevada,9,True,8,4,4,win,8 - 4,757779,631,1,1.0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,3,1,0,1,11.0,0,2,0,0,1,5,0,1316520,2012,,,,,
03/02/2012,home,10942,630,San Jose St.,9,True,3,1,2,win,3 - 1,758123,631,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12.0,2,0,0,0,1,2,1,1316520,2012,,,,,
03/03/2012,away,10942,630,San Jose St.,9,True,12,13,-1,loss,12 - 13,758372,631,1,0.0,3,3,3,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0.0,0,0,0,0,0,4,0,1316520,2012,,,,,
03/06/2012,home,10942,90,Cal Poly,9,True,11,6,5,win,11 - 6,759437,631,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10.0,1,1,0,0,0,3,0,1316520,2012,,,,,
03/08/2012,home,10942,732,Utah,9,True,4,1,3,win,4 - 1,759911,631,1,1.0,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,21.0,1,0,0,0,1,2,1,1316520,2012,,,,,
03/09/2012,home,10942,352,Lehigh,9,True,5,3,2,win,5 - 3,760094,631,1,1.0,1,0,0,1,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,23.0,1,0,0,0,1,3,1,1316520,2012,,,,,
03/10/2012,away,10942,158,Columbia,9,True,3,0,3,win,3 - 0,760578,631,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,16.0,1,1,0,0,1,2,0,1316520,2012,,,,,
03/11/2012,away,10942,630,San Jose St.,9,True,5,6,-1,loss,5 - 6,761126,631,1,0.1,2,2,2,2,0,0,6,3,1,0,0,0,0,1,1,0,0,0,0,19.0,1,0,0,1,0,2,0,1316520,2012,,,,,
03/27/2012,home,10942,80,Brown,12,True,2,1,1,win,2 - 1,953379,631,1,4.0,3,0,0,1,3,0,16,15,0,0,0,0,0,0,0,0,0,0,0,57.0,4,5,0,0,0,1,0,1316520,2012,,,,,
03/31/2012,home,10942,551,Portland,9,True,0,2,-2,loss,0 - 2,767066,631,1,1.0,1,0,0,1,1,0,6,3,0,0,0,0,0,1,1,0,0,1,0,17.0,1,1,0,0,0,4,0,1316520,2012,,,,,
04/01/2012,home,10942,551,Portland,9,True,5,4,1,win,5 - 4,767816,631,1,2.1,2,0,0,0,1,0,10,9,0,0,0,0,0,1,0,3,0,0,0,34.0,1,5,1,0,0,3,1,1316520,2012,,,,,
04/13/2012,away,10942,260,Gonzaga,9,True,2,4,-2,loss,2 - 4,771414,631,1,0.1,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,2,0,0,10.0,0,1,0,0,0,3,0,1316520,2012,,,,,
04/14/2012,away,10942,260,Gonzaga,9,True,3,8,-5,loss,3 - 8,771835,631,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13.0,2,1,0,0,0,4,0,1316520,2012,,,,,
04/17/2012,away,10942,107,California,9,True,0,4,-4,loss,0 - 4,773274,631,1,4.0,5,2,1,0,2,0,18,17,2,0,0,0,0,1,0,0,0,0,0,0.0,3,7,0,1,0,1,0,1316520,2012,,,,,
04/21/2012,home,10942,541,Pepperdine,9,True,5,6,-1,loss,5 - 6,774338,631,1,1.2,4,3,3,0,1,0,9,7,0,0,0,0,0,0,0,2,1,1,1,26.0,1,3,0,1,0,3,1,1316520,2012,,,,,
04/22/2012,home,10942,541,Pepperdine,9,True,6,9,-3,loss,6 - 9,775126,631,1,0.2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,8.0,2,0,0,0,0,6,0,1316520,2012,,,,,
04/28/2012,home,10942,610,Saint Mary's (CA),9,True,2,5,-3,loss,2 - 5,776453,631,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,4.0,1,0,0,0,0,3,0,1316520,2012,,,,,
04/29/2012,home,10942,610,Saint Mary's (CA),9,True,9,4,5,win,9 - 4,777118,631,1,3.0,4,1,1,1,3,0,14,13,1,0,0,0,0,0,0,0,0,0,0,49.0,1,5,0,0,1,2,2,1316520,2012,,,,,
05/01/2012,away,10942,1356,Seattle U,9,True,8,4,4,win,8 - 4,777526,631,1,1.0,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,16.0,0,1,0,0,0,3,1,1316520,2012,,,,,
05/02/2012,away,10942,1356,Seattle U,11,True,3,2,1,win,3 - 2,777645,631,1,4.0,0,0,0,0,4,0,11,10,0,0,0,0,0,0,0,1,0,1,0,38.0,3,4,1,0,0,7,0,1316520,2012,,,,,
05/08/2012,home,10942,628,San Fran. St.,10,True,7,5,2,win,7 - 5,778959,631,1,2.0,3,0,0,0,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,26.0,2,2,1,0,0,4,0,1316520,2012,,,,,
05/12/2012,away,10942,629,San Francisco,9,True,5,6,-1,loss,5 - 6,779428,631,1,1.1,2,1,0,1,1,0,9,7,2,0,0,0,0,1,1,1,1,0,0,0.0,2,1,0,1,0,2,0,1316520,2012,,,,,
05/13/2012,away,10942,629,San Francisco,9,True,3,12,-9,loss,3 - 12,779663,631,1,1.1,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0.0,1,1,0,0,0,4,0,1316520,2012,,,,,
05/15/2012,away,10942,534,Pacific,9,True,8,5,3,win,8 - 5,779775,631,1,0.2,1,0,0,0,2,0,3,3,1,0,0,0,0,0,0,1,1,0,0,11.0,0,0,0,0,0,5,0,1316520,2012,,,,,
05/17/2012,away,10942,77,BYU,9,True,6,8,-2,loss,6 - 8,779914,631,1,1.0,3,4,4,1,0,0,7,6,0,0,1,0,0,0,0,1,0,0,0,25.0,1,2,0,1,0,3,0,1316520,2012,,,,,
05/19/2012,away,10942,77,BYU,9,True,14,10,4,win,14 - 10,780307,631,1,3.1,2,1,1,2,1,0,13,10,0,0,0,1,0,0,1,2,1,0,1,43.0,5,3,1,0,0,3,1,1316520,2012,,,,,
05/22/2012,home,10942,674,Stanford,9,True,5,10,-5,loss,5 - 10,780454,631,1,1.0,2,3,3,0,0,0,6,5,0,0,1,0,0,1,0,1,1,0,0,19.0,0,3,0,0,0,4,0,1316520,2012,,,,,
05/26/2012,home,10942,370,LMU (CA),9,True,7,6,1,win,7 - 6,780692,631,1,2.0,2,0,0,2,1,0,9,6,0,0,0,0,0,0,1,0,0,1,0,31.0,3,1,0,0,1,4,0,1316520,2012,,,,,
05/27/2012,home,10942,370,LMU (CA),9,True,2,4,-2,loss,2 - 4,780760,631,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,4,1,1316520,2012,,,,,
02/25/2012,home,10942,302,UIC,9,True,1,12,-11,loss,1 - 12,757212,631,1,0.1,3,5,2,1,0,0,6,4,1,1,0,0,0,1,0,0,0,0,0,18.0,0,1,0,0,0,3,0,1316521,2012,,,,,
04/03/2012,home,10942,96,Fresno St.,9,True,9,5,4,win,9 - 5,768301,631,1,0.0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,2,0,1316522,2012,,,,,
05/15/2012,away,10942,534,Pacific,9,True,8,5,3,win,8 - 5,779775,631,1,0.0,1,2,2,2,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,11.0,0,0,0,0,0,3,0,1316522,2012,,,,,
02/25/2012,home,10942,352,Lehigh,9,True,7,8,-1,loss,7 - 8,757301,222,1,1.0,1,1,1,3,0,0,6,3,0,0,0,1,0,0,0,1,1,0,0,0.0,2,0,0,0,0,2,0,1316627,2012,,,,,
03/07/2012,home,10942,683,Stony Brook,9,True,5,17,-12,loss,5 - 17,759753,222,1,3.0,2,4,4,4,1,0,16,9,0,0,0,2,0,2,0,0,0,0,1,0.0,0,7,0,1,0,1,1,1316627,2012,,,,,
03/14/2012,away,10942,603,St. John's (NY),9,True,7,15,-8,loss,7 - 15,761919,222,1,3.1,3,7,7,9,0,0,21,11,1,0,0,1,0,0,0,0,0,0,1,0.0,1,8,0,1,0,1,0,1316627,2012,,,,,
03/21/2012,away,10942,272,Hartford,9,True,4,8,-4,loss,4 - 8,764079,222,1,0.1,1,3,3,3,0,0,6,1,1,0,0,0,0,1,0,0,0,0,1,0.0,0,1,0,1,0,1,0,1316627,2012,,,,,
04/04/2012,away,10942,683,Stony Brook,9,True,0,9,-9,loss,0 - 9,768675,222,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1,0,0,0,4,0,1316627,2012,,,,,
04/21/2012,home,10942,127,Central Conn. St.,9,True,4,12,-8,loss,4 - 12,774859,222,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.0,1,0,0,0,0,5,0,1316627,2012,,,,,
05/04/2012,home,10942,450,Mount St. Mary's,9,True,4,7,-3,loss,4 - 7,777860,222,1,1.0,1,0,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,16.0,1,1,0,0,0,4,0,1316627,2012,,,,,
05/13/2012,away,10942,361,LIU,9,True,0,14,-14,loss,0 - 14,779616,222,1,1.1,1,0,0,0,3,0,5,5,1,0,0,1,0,0,0,2,0,0,0,22.0,1,0,0,0,0,4,1,1316627,2012,,,,,
03/16/2012,away,10942,439,Monmouth,9,True,1,3,-2,loss,1 - 3,762340,222,1,1.0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,15.0,1,2,0,0,0,2,0,1316632,2012,,,,,
03/17/2012,away,10942,439,Monmouth,9,True,0,9,-9,loss,0 - 9,762972,222,1,1.1,4,3,3,0,0,0,8,6,2,0,0,0,0,0,0,3,1,0,2,24.0,2,2,0,0,0,3,0,1316632,2012,,,,,
03/21/2012,away,10942,272,Hartford,9,True,4,8,-4,loss,4 - 8,764079,222,1,3.0,2,0,0,1,2,0,12,11,0,0,0,0,1,0,0,2,1,0,0,0.0,2,5,0,0,0,3,1,1316632,2012,,,,,
03/23/2012,away,10942,562,Quinnipiac,9,True,4,11,-7,loss,4 - 11,764700,222,1,0.1,0,3,3,3,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,1316632,2012,,,,,
03/31/2012,home,10942,590,Sacred Heart,9,True,2,0,2,win,2 - 0,767351,222,1,7.0,3,0,0,2,3,1,24,21,1,0,0,0,0,0,0,0,0,1,0,75.0,8,8,1,0,0,1,2,1316632,2012,,,,,
04/06/2012,home,10942,748,Wagner,9,True,4,0,4,win,4 - 0,769447,222,1,7.0,1,0,0,5,3,1,27,21,0,0,0,0,0,1,0,0,0,0,0,105.0,9,8,1,0,0,1,3,1316632,2012,,,,,
04/14/2012,away,10942,563,Radford,9,True,4,13,-9,loss,4 - 13,771683,222,1,4.0,6,3,3,1,2,0,19,16,0,0,1,0,0,1,0,0,0,1,0,55.0,5,4,0,1,0,1,2,1316632,2012,,,,,
04/20/2012,home,10942,127,Central Conn. St.,9,True,8,7,1,win,8 - 7,774101,222,1,4.1,5,4,1,4,2,0,26,19,1,0,0,0,0,2,1,0,0,1,0,97.0,5,6,0,0,0,1,1,1316632,2012,,,,,
04/28/2012,away,10942,81,Bryant,9,True,3,1,2,win,3 - 1,776725,222,1,6.0,6,1,1,2,2,0,28,26,0,0,0,1,0,0,0,0,0,0,0,100.0,2,15,1,0,0,1,1,1316632,2012,,,,,
05/05/2012,home,10942,450,Mount St. Mary's,9,True,5,9,-4,loss,5 - 9,778377,222,1,4.2,8,7,7,3,5,0,26,21,1,0,2,0,1,1,0,0,0,0,1,93.0,3,5,0,1,0,1,4,1316632,2012,,,,,
05/12/2012,away,10942,361,LIU,9,True,5,14,-9,loss,5 - 14,779492,222,1,3.2,7,6,6,1,2,0,19,17,2,1,1,1,0,0,0,0,0,0,1,67.0,3,6,0,1,0,1,1,1316632,2012,,,,,
05/17/2012,home,10942,439,Monmouth,9,True,1,7,-6,loss,1 - 7,780002,222,1,6.2,6,5,5,4,2,0,28,24,0,0,0,0,0,0,0,0,0,0,0,99.0,5,11,0,1,0,1,0,1316632,2012,,,,,
02/26/2012,away,10942,173,Davidson,9,True,3,7,-4,loss,3 - 7,757398,222,1,1.0,1,1,1,1,0,0,5,3,1,0,0,0,0,0,0,1,1,1,0,0.0,2,1,0,0,0,4,0,1316634,2012,,,,,
02/26/2012,home,10942,352,Lehigh,9,True,6,3,3,win,6 - 3,757637,222,1,1.0,2,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,1,4,1,1316634,2012,,,,,
03/06/2012,home,10942,477,New York Tech,11,True,3,6,-3,loss,3 - 6,759478,222,1,0.2,3,3,3,1,1,0,6,4,2,0,1,0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,3,1,1316634,2012,,,,,
03/13/2012,home,10942,617,Saint Peter's,9,True,7,4,3,win,7 - 4,761643,222,1,1.1,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,2,1,0,0,0.0,4,0,0,0,1,4,0,1316634,2012,,,,,
03/21/2012,away,10942,272,Hartford,9,True,4,8,-4,loss,4 - 8,764079,222,1,1.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,7,1,1316634,2012,,,,,
03/23/2012,away,10942,562,Quinnipiac,9,True,8,4,4,win,8 - 4,764646,222,1,0.2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0.0,1,1,0,0,1,4,0,1316634,2012,,,,,
03/24/2012,away,10942,562,Quinnipiac,9,True,5,3,2,win,5 - 3,765146,222,1,1.2,0,0,0,0,1,0,5,5,0,0,0,0,0,0,0,2,0,0,0,0.0,0,4,0,0,1,4,1,1316634,2012,,,,,
03/27/2012,home,10942,381,Manhattan,9,True,7,4,3,win,7 - 4,766105,222,1,0.1,1,2,2,3,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,5,0,1316634,2012,,,,,
03/30/2012,home,10942,590,Sacred Heart,9,True,8,6,2,win,8 - 6,766774,222,1,0.2,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,2,0,0,13.0,0,2,0,0,1,4,0,1316634,2012,,,,,
04/06/2012,home,10942,748,Wagner,9,True,5,3,2,win,5 - 3,769554,222,1,1.0,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,18.0,2,1,0,0,1,2,0,1316634,2012,,,,,
04/11/2012,away,10942,725,Army West Point,9,True,6,4,2,win,6 - 4,770981,222,1,1.0,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,5,1,1316634,2012,,,,,
04/15/2012,away,10942,563,Radford,9,True,1,11,-10,loss,1 - 11,772606,222,1,1.0,1,1,1,2,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,24.0,0,3,0,0,0,3,0,1316634,2012,,,,,
04/18/2012,away,10942,639,Siena,10,True,9,8,1,win,9 - 8,773452,222,1,2.2,2,0,0,1,1,0,11,8,0,0,0,0,0,0,0,3,1,1,1,38.0,3,4,1,0,0,5,0,1316634,2012,,,,,
04/20/2012,home,10942,127,Central Conn. St.,9,True,8,7,1,win,8 - 7,774101,222,1,2.0,2,3,3,2,1,0,10,8,1,0,1,0,0,0,0,0,0,0,0,42.0,4,1,1,0,0,4,0,1316634,2012,,,,,
04/21/2012,home,10942,127,Central Conn. St.,9,True,5,3,2,win,5 - 3,774679,222,1,1.0,1,0,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,15.0,2,0,0,0,1,2,0,1316634,2012,,,,,
04/24/2012,home,10942,471,NJIT,9,True,5,12,-7,loss,5 - 12,775471,222,1,0.2,2,4,4,2,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,34.0,1,1,0,0,0,4,0,1316634,2012,,,,,
04/28/2012,away,10942,81,Bryant,9,True,3,1,2,win,3 - 1,776725,222,1,1.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,8.0,1,1,0,0,1,2,0,1316634,2012,,,,,
04/28/2012,away,10942,81,Bryant,9,True,5,3,2,win,5 - 3,776859,222,1,0.2,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,7.0,0,2,0,0,1,2,0,1316634,2012,,,,,
05/05/2012,home,10942,450,Mount St. Mary's,9,True,9,6,3,win,9 - 6,778469,222,1,1.0,1,0,0,0,2,0,4,4,1,0,0,0,0,0,0,0,0,0,0,11.0,0,1,0,0,1,3,2,1316634,2012,,,,,
05/11/2012,away,10942,361,LIU,9,True,5,3,2,win,5 - 3,779161,222,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13.0,3,0,0,0,1,4,0,1316634,2012,,,,,
05/19/2012,home,10942,439,Monmouth,11,True,3,5,-2,loss,3 - 5,780387,222,1,3.0,4,2,2,1,0,0,15,11,1,0,0,0,0,1,0,0,0,1,1,44.0,4,5,0,1,0,4,0,1316634,2012,,,,,
