date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season,GS,pitches,CG,pickoffs,division
03/03/2024,neutral,16580,804,Wis.-Superior,9,True,7,9,-2,loss,,4528640,38,1,1.0,2,1,1,0,1,0,4,4,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,3,0,2520117,2024,0.0,9.0,0.0,1.0,3.0
03/11/2024,neutral,16580,764,Wesleyan (CT),9,True,2,10,-8,loss,,5249244,38,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,4,0,2520117,2024,0.0,6.0,0.0,0.0,3.0
04/06/2024,away,16580,618,St. Scholastica,9,True,2,12,-10,loss,,4535824,38,1,0.2,2,3,2,0,0,0,6,5,0,0,0,0,0,1,0,0,0,0,0,,2,0,0,0,0,3,0,2520117,2024,0.0,19.0,0.0,0.0,3.0
02/25/2024,neutral,16580,775,Western New Eng.,9,True,14,2,12,win,,4527344,623,1,3.2,5,2,2,4,2,0,20,16,4,0,0,0,1,0,0,0,0,0,0,,8,1,0,0,0,1,1,2520121,2024,1.0,71.0,0.0,0.0,3.0
03/03/2024,home,16580,662,Southern Me.,9,True,4,3,1,win,,4528217,623,1,6.0,7,3,3,2,6,0,27,24,1,0,0,0,0,1,0,0,0,0,0,,10,1,0,0,0,1,1,2520121,2024,1.0,105.0,0.0,0.0,3.0
03/20/2024,home,16580,30042,Mitchell,9,True,27,2,25,win,,4532211,623,1,3.0,2,1,1,1,3,0,12,11,0,0,0,1,0,0,0,0,0,0,0,,5,1,1,0,0,1,2,2520121,2024,1.0,52.0,0.0,0.0,3.0
03/26/2024,away,16580,673,Springfield,9,True,1,0,1,win,,4533459,623,1,4.0,0,0,0,1,3,0,15,13,0,0,0,0,0,1,0,0,0,0,0,,4,5,0,0,0,1,2,2520121,2024,1.0,54.0,0.0,0.0,3.0
04/06/2024,away,16580,722,Coast Guard,9,True,6,5,1,win,,4545042,623,1,6.0,9,3,3,1,3,0,27,25,1,0,0,0,0,1,0,0,0,0,0,,10,3,0,0,0,1,0,2520121,2024,1.0,85.0,0.0,0.0,3.0
03/01/2024,neutral,16580,685,Susquehanna,10,True,5,6,-1,loss,,4527860,200,1,0.2,2,2,2,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,2,0,2520122,2024,0.0,16.0,0.0,0.0,3.0
03/12/2024,away,16580,1112,Guilford,9,True,14,11,3,win,,4530335,200,1,1.0,2,2,1,1,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,6,0,2520122,2024,0.0,18.0,0.0,0.0,3.0
03/17/2024,neutral,16580,806,Wittenberg,9,True,18,7,11,win,,4531638,200,1,1.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,2,1,2520122,2024,0.0,9.0,0.0,0.0,3.0
03/29/2024,away,16580,808,WPI,9,True,7,3,4,win,,4533756,200,1,1.0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,3,1,2520122,2024,0.0,16.0,0.0,0.0,3.0
04/23/2024,away,16580,330,Keene St.,9,True,5,4,1,win,,4539160,200,1,1.0,1,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,2,2520122,2024,0.0,17.0,0.0,0.0,3.0
02/25/2024,neutral,16580,775,Western New Eng.,9,True,14,2,12,win,,4527344,623,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,5,1,2520123,2024,0.0,11.0,0.0,0.0,3.0
03/03/2024,away,16580,179,Delaware Valley,9,True,10,9,1,win,,4544781,730,1,0.2,5,6,6,1,2,0,9,8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,2520300,2024,0.0,30.0,0.0,0.0,3.0
04/14/2024,home,16580,239,Franklin & Marshall,9,True,9,24,-15,loss,,4536795,730,1,0.1,1,5,3,2,0,0,6,3,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,3,0,2520300,2024,0.0,29.0,0.0,0.0,3.0
03/03/2024,away,16580,179,Delaware Valley,9,True,10,9,1,win,,4544781,730,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,0,2520317,2024,0.0,6.0,0.0,0.0,3.0
03/08/2024,neutral,16580,211,Elizabethtown,9,True,0,12,-12,loss,,4529366,730,1,2.0,4,2,2,0,2,0,11,10,0,1,0,0,0,1,0,0,0,0,0,,1,3,0,0,0,3,1,2520317,2024,0.0,20.0,0.0,0.0,3.0
03/19/2024,away,16580,783,Widener,9,True,12,5,7,win,,4531998,730,1,2.0,0,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,3,2,0,0,0,3,1,2520317,2024,0.0,20.0,0.0,0.0,3.0
03/26/2024,away,16580,12399,Gwynedd Mercy,9,True,8,5,3,win,,4533445,730,1,1.0,1,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,,0,2,0,0,1,3,1,2520317,2024,0.0,15.0,0.0,0.0,3.0
03/30/2024,home,16580,258,Gettysburg,9,True,15,12,3,win,,4543240,730,1,2.1,4,4,1,1,2,0,14,13,2,0,0,1,0,0,0,0,0,0,0,,0,5,1,0,0,3,1,2520317,2024,0.0,46.0,0.0,0.0,3.0
04/09/2024,away,16580,239,Franklin & Marshall,9,True,6,9,-3,loss,,4536318,730,1,1.0,1,2,2,2,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,2,0,2520317,2024,0.0,23.0,0.0,0.0,3.0
04/15/2024,home,16580,20,DeSales,9,True,12,16,-4,loss,,4536136,730,1,1.1,6,7,7,1,0,0,12,10,1,0,0,1,0,1,0,0,0,0,0,,0,4,0,1,0,4,0,2520317,2024,0.0,25.0,0.0,0.0,3.0
03/07/2024,home,16580,351,Lebanon Valley,9,True,3,9,-6,loss,,4529187,730,1,1.0,2,1,1,0,0,0,6,5,0,0,0,0,1,1,0,0,0,0,0,,1,2,0,0,0,3,0,2520318,2024,0.0,29.0,0.0,0.0,3.0
03/16/2024,home,16580,622,Salisbury,9,True,3,12,-9,loss,,5250507,730,1,1.1,3,0,0,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,3,0,2520318,2024,0.0,15.0,0.0,0.0,3.0
03/19/2024,away,16580,783,Widener,9,True,12,5,7,win,,4531998,730,1,2.1,2,0,0,1,3,0,9,8,1,0,0,0,0,0,0,0,0,0,0,,1,2,1,0,0,2,2,2520318,2024,0.0,45.0,0.0,0.0,3.0
03/30/2024,home,16580,258,Gettysburg,9,True,15,12,3,win,,4543240,730,1,1.2,2,1,1,2,1,0,8,6,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,2,0,2520318,2024,0.0,35.0,0.0,0.0,3.0
04/09/2024,away,16580,239,Franklin & Marshall,9,True,6,9,-3,loss,,4536318,730,1,2.0,2,2,1,2,0,0,11,9,1,0,0,0,1,0,0,0,0,0,0,,2,4,0,0,0,4,0,2520318,2024,0.0,39.0,0.0,0.0,3.0
04/15/2024,home,16580,20,DeSales,9,True,12,16,-4,loss,,4536136,730,1,4.0,4,3,3,2,2,0,18,15,2,0,0,0,1,1,0,0,0,0,0,,5,4,0,0,0,3,0,2520318,2024,0.0,49.0,0.0,0.0,3.0
03/12/2024,away,16580,780,Whitman,9,True,8,19,-11,loss,,4530443,737,1,2.0,2,0,0,1,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,5,0,2520354,2024,0.0,20.0,0.0,0.0,3.0
04/10/2024,home,16580,479,NYU,9,True,11,7,4,win,,4536419,737,1,2.0,6,3,3,0,1,0,12,10,1,0,0,0,0,0,0,0,0,0,2,,1,4,0,0,0,1,0,2520354,2024,1.0,39.0,0.0,0.0,3.0
03/08/2024,away,16580,1094,George Fox,10,True,2,3,-1,loss,,4529299,737,1,5.0,5,1,1,2,2,0,21,17,1,0,0,0,0,0,0,0,0,2,0,,5,6,0,0,0,1,0,2520363,2024,1.0,82.0,0.0,0.0,3.0
03/15/2024,away,16580,22235,Lewis & Clark,9,True,1,12,-11,loss,,4530892,737,1,4.2,10,12,9,3,3,0,28,24,1,0,1,1,0,0,0,0,0,0,1,,8,3,0,1,0,1,0,2520363,2024,1.0,103.0,0.0,0.0,3.0
03/29/2024,away,16580,727,Union (NY),9,True,9,11,-2,loss,,4534093,737,1,3.0,4,4,3,3,2,0,18,13,2,0,0,0,1,1,0,0,0,0,1,,5,2,0,0,0,1,1,2520363,2024,1.0,81.0,0.0,0.0,3.0
04/05/2024,home,16580,642,Skidmore,9,True,3,4,-1,loss,,4535082,737,1,7.0,6,3,1,2,0,0,29,24,2,0,0,0,0,1,0,0,0,1,1,,5,14,0,0,0,1,0,2520363,2024,1.0,81.0,0.0,0.0,3.0
04/12/2024,neutral,16580,313,Ithaca,9,True,16,9,7,win,,5282243,737,1,4.2,9,7,7,1,3,0,25,23,0,1,0,0,1,1,0,0,0,0,0,,4,7,0,0,0,1,2,2520363,2024,1.0,89.0,0.0,0.0,3.0
04/16/2024,away,16580,547,Plattsburgh St.,9,True,14,5,9,win,,4537657,420,1,1.0,2,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,4,0,2520364,2024,0.0,17.0,0.0,0.0,3.0
03/12/2024,away,16580,780,Whitman,9,True,8,19,-11,loss,,4530443,737,1,1.1,0,2,2,3,0,0,9,4,0,0,0,0,0,2,0,0,0,0,0,,1,3,0,0,0,3,0,2520366,2024,0.0,32.0,0.0,0.0,3.0
03/30/2024,home,16580,727,Union (NY),9,True,5,15,-10,loss,,4542891,737,1,3.0,1,0,0,2,1,0,11,9,1,0,0,0,1,0,0,1,1,0,0,,3,4,0,0,0,3,0,2520366,2024,0.0,48.0,0.0,0.0,3.0
04/05/2024,home,16580,642,Skidmore,9,True,3,4,-1,loss,,4535082,737,1,2.0,1,1,1,2,0,0,10,5,0,0,0,0,1,1,0,0,0,1,1,,3,3,0,1,0,2,0,2520366,2024,0.0,33.0,0.0,0.0,3.0
04/17/2024,home,16580,1468,Mt. St. Mary (NY),9,True,6,13,-7,loss,,4537916,737,1,0.2,1,3,3,1,2,0,6,3,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,4,0,2520366,2024,0.0,30.0,0.0,0.0,3.0
03/29/2024,away,16580,267,Hamilton,9,True,3,4,-1,loss,,4534097,420,1,1.1,1,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,2,1,2520369,2024,0.0,21.0,0.0,0.0,3.0
04/16/2024,away,16580,547,Plattsburgh St.,9,True,14,5,9,win,,4537657,420,1,0.2,1,3,3,3,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,1,0,2520369,2024,1.0,29.0,0.0,0.0,3.0
02/03/2024,away,16580,1096,Georgia College,9,True,0,11,-11,loss,,4544912,720,1,2.0,2,0,0,1,2,0,9,8,1,0,0,0,0,0,0,1,1,0,0,,1,3,0,0,0,3,0,2962082,2024,0.0,34.0,0.0,0.0,2.0
02/09/2024,away,16580,9754,UC-Colo. Springs,9,True,14,4,10,win,,4525284,27854,1,3.2,4,4,4,0,2,0,18,16,0,0,0,1,0,2,0,0,0,0,0,,3,6,0,0,0,2,1,2520374,2024,0.0,44.0,0.0,0.0,2.0
02/22/2024,neutral,16580,1433,Wayne St. (NE),9,True,2,0,2,win,,4526451,27854,1,7.0,3,0,0,0,10,1,23,22,0,0,0,0,0,1,0,0,0,0,0,,3,6,1,0,0,1,3,2520374,2024,1.0,80.0,1.0,0.0,2.0
03/23/2024,neutral,16580,9081,Concordia-St. Paul,9,True,6,5,1,win,,4532896,27854,1,7.0,9,5,4,1,6,0,32,29,1,0,0,1,2,0,0,0,0,0,2,,5,10,1,0,0,1,1,2520374,2024,1.0,95.0,1.0,0.0,2.0
03/30/2024,home,16580,41,Augustana (SD),9,True,9,5,4,win,,4544495,27854,1,4.0,4,2,2,0,4,0,16,16,0,0,0,1,0,0,0,0,0,0,0,,2,6,1,0,0,2,1,2520374,2024,0.0,55.0,0.0,0.0,2.0
04/21/2024,away,16580,383,Minnesota St.,9,True,5,8,-3,loss,,4539019,27854,1,6.0,3,0,0,1,2,0,21,20,1,0,0,0,0,0,0,0,0,0,0,,5,10,0,0,0,1,0,2520374,2024,1.0,71.0,0.0,0.0,2.0
02/19/2024,away,16580,435,Missouri S&T,9,True,2,6,-4,loss,,4526187,790,1,2.0,0,0,0,0,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,3,2,2520416,2024,0.0,22.0,0.0,0.0,2.0
03/03/2024,neutral,16580,510,Northwood,12,True,8,13,-5,loss,,4528537,790,1,2.0,3,0,0,0,2,0,8,7,0,0,0,0,0,0,0,0,0,1,0,,1,2,0,0,0,6,1,2520416,2024,0.0,30.0,0.0,0.0,2.0
03/29/2024,away,16580,30075,Mary,9,True,8,1,7,win,,4533952,790,1,7.0,4,1,1,2,4,0,27,25,1,0,0,0,1,0,0,0,0,0,0,,4,11,1,0,0,1,1,2520416,2024,1.0,87.0,1.0,0.0,2.0
04/13/2024,home,16580,41,Augustana (SD),9,True,6,13,-7,loss,,4537027,790,1,3.1,10,8,7,2,4,0,23,20,4,0,0,0,0,1,0,0,0,0,0,,3,3,0,1,0,1,2,2520416,2024,1.0,71.0,0.0,0.0,2.0
04/18/2024,home,16580,9081,Concordia-St. Paul,9,True,4,3,1,win,,4545970,790,1,1.0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,5,1,2520416,2024,0.0,17.0,0.0,0.0,2.0
04/20/2024,away,16580,8736,Southwest Minn. St.,9,True,1,2,-1,loss,,4538778,790,1,6.0,7,2,1,3,4,0,27,24,0,0,0,0,0,0,0,0,0,0,0,,6,6,0,1,0,1,2,2520416,2024,1.0,99.0,1.0,1.0,2.0
02/24/2024,away,16580,610,Saint Mary's (CA),9,True,8,11,-3,loss,,4526989,30024,1,1.1,2,2,1,1,1,0,8,6,1,0,0,0,0,1,0,0,0,0,0,,1,2,0,0,0,1,0,2520417,2024,1.0,43.0,0.0,0.0,1.0
03/02/2024,home,16580,551,Portland,10,True,6,8,-2,loss,,4528648,30024,1,3.0,3,0,0,1,2,0,11,10,0,0,0,0,0,0,0,0,0,0,0,,4,1,0,0,0,1,0,2520417,2024,1.0,29.0,0.0,0.0,1.0
03/09/2024,away,16580,102,Sacramento St.,9,True,5,2,3,win,,4529909,30024,1,3.2,0,0,0,1,4,0,12,11,0,0,0,0,0,0,0,2,0,0,0,,3,4,1,0,0,2,2,2520417,2024,0.0,39.0,0.0,0.0,1.0
03/16/2024,home,16580,676,SFA,9,True,7,5,2,win,,4531481,30024,1,4.0,2,0,0,2,4,0,16,14,2,0,0,0,0,0,0,0,0,0,0,,4,4,0,0,1,2,2,2520417,2024,0.0,55.0,0.0,0.0,1.0
03/22/2024,home,16580,0,Bushnell,9,True,11,9,2,win,,4532377,30024,1,5.0,6,3,3,0,3,0,19,18,1,0,0,0,0,0,0,2,2,1,0,,8,2,1,0,0,2,0,2520417,2024,0.0,65.0,0.0,0.0,1.0
03/29/2024,away,16580,2,Abilene Christian,9,True,6,8,-2,loss,,4534153,30024,1,5.1,3,1,1,2,6,0,22,19,1,0,0,0,1,1,0,2,2,0,0,,5,4,0,0,0,2,3,2520417,2024,0.0,85.0,0.0,0.0,1.0
04/05/2024,home,16580,30095,Utah Tech,9,True,6,0,6,win,,4535811,30024,1,7.0,4,0,0,1,4,0,25,23,1,0,1,0,0,1,0,0,0,0,0,,13,2,1,0,0,1,3,2520417,2024,1.0,97.0,0.0,0.0,1.0
04/13/2024,away,16580,536,UTRGV,10,True,8,6,2,win,,4537349,30024,1,6.1,6,2,2,1,5,0,29,26,0,0,0,1,1,2,0,0,0,0,0,,3,11,0,0,0,1,2,2520417,2024,1.0,100.0,0.0,0.0,1.0
04/20/2024,home,16580,702,UT Arlington,9,True,4,9,-5,loss,,4538817,30024,1,5.0,7,5,5,3,5,0,24,20,1,0,0,0,2,0,0,0,0,1,0,,5,4,0,1,0,1,2,2520417,2024,1.0,83.0,0.0,0.0,1.0
04/27/2024,away,16580,30135,California Baptist,9,True,15,9,6,win,,4540288,30024,1,6.0,5,3,3,2,8,0,27,23,2,0,0,2,0,2,0,0,0,0,0,,4,6,1,0,0,1,1,2520417,2024,1.0,98.0,0.0,0.0,1.0
02/25/2024,away,16580,633,Scranton,9,True,13,14,-1,loss,,4526846,580,1,4.0,4,9,5,4,6,0,25,16,2,0,0,0,1,3,0,0,0,2,0,,2,4,0,0,0,1,2,2520562,2024,1.0,95.0,0.0,0.0,3.0
03/03/2024,away,16580,787,Wm. Paterson,9,True,13,12,1,win,,4528131,580,1,4.1,7,8,6,2,7,0,23,21,2,0,0,1,0,0,0,0,0,0,0,,2,4,0,0,0,1,3,2520562,2024,1.0,94.0,0.0,0.0,3.0
02/24/2024,neutral,16580,396,Maryville (TN),9,True,9,7,2,win,,4526921,578,1,1.0,2,3,0,0,1,0,8,6,0,0,0,0,0,2,0,0,0,0,0,,1,1,0,0,0,3,0,2520756,2024,0.0,19.0,0.0,0.0,3.0
03/07/2024,home,16580,12884,Centenary (NJ),9,True,17,3,14,win,,4529199,578,1,7.0,5,3,3,2,2,0,30,22,1,0,0,0,1,4,0,0,0,1,1,,10,7,1,0,0,1,1,2520756,2024,1.0,104.0,1.0,0.0,3.0
03/16/2024,away,16580,374,Lynchburg,9,True,6,8,-2,loss,,5253803,578,1,1.0,2,1,1,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,3,0,2520756,2024,0.0,4.0,0.0,0.0,3.0
03/19/2024,away,16580,542,Pfeiffer,9,True,2,3,-1,loss,,4532006,578,1,7.0,7,3,1,0,5,0,29,28,1,0,0,0,0,1,0,0,0,0,0,,9,6,0,0,0,1,2,2520756,2024,1.0,96.0,0.0,0.0,3.0
03/27/2024,home,16580,263,Greensboro,9,True,6,4,2,win,,4533614,578,1,6.0,4,1,0,0,3,0,23,22,1,0,0,0,0,1,0,0,0,0,0,,6,8,1,0,0,1,1,2520756,2024,1.0,72.0,0.0,0.0,3.0
04/02/2024,home,16580,412,Methodist,9,True,12,4,8,win,,4534871,578,1,6.2,8,4,4,3,5,0,31,27,1,0,0,0,1,0,0,0,0,0,1,,9,5,1,0,0,1,2,2520756,2024,1.0,116.0,0.0,0.0,3.0
04/09/2024,away,16580,44,Averett,9,True,2,4,-2,loss,,4536306,578,1,2.0,3,2,2,0,1,0,10,10,1,1,0,0,0,0,0,0,0,0,0,,2,3,0,0,0,1,1,2520756,2024,1.0,33.0,0.0,0.0,3.0
04/17/2024,away,16580,225,Ferrum,9,True,3,13,-10,loss,,4538038,578,1,3.1,5,6,6,1,0,0,18,17,1,0,0,0,0,0,0,0,0,0,0,,6,4,0,1,0,1,0,2520756,2024,1.0,55.0,0.0,0.0,3.0
03/06/2024,home,16580,50,Bates,9,True,7,1,6,win,,4528998,8981,1,1.0,1,0,0,1,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,1,2520835,2024,0.0,24.0,0.0,0.0,3.0
03/09/2024,home,16580,151,Colby,9,True,2,0,2,win,,4543188,8981,1,2.0,1,0,0,2,4,0,9,7,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,3,1,2520835,2024,0.0,40.0,0.0,0.0,3.0
03/18/2024,neutral,16580,322,Johns Hopkins,9,True,14,8,6,win,,4531806,8981,1,0.1,2,4,4,2,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,1,2520835,2024,0.0,30.0,0.0,0.0,3.0
04/07/2024,home,16580,484,Nichols,9,True,8,3,5,win,,4544358,8981,1,0.2,2,1,1,1,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,3,0,2520835,2024,0.0,14.0,0.0,0.0,3.0
04/13/2024,away,16580,583,Roger Williams,9,True,8,15,-7,loss,,4545317,8981,1,4.0,3,0,0,0,3,0,15,15,0,0,0,0,0,0,0,0,0,0,0,,4,5,0,0,0,4,1,2520835,2024,0.0,53.0,0.0,0.0,3.0
03/03/2024,home,16580,621,Salem St.,9,True,11,3,8,win,,4544274,8981,1,5.0,4,3,3,2,6,0,21,18,1,0,0,0,2,1,0,0,0,0,0,,5,3,0,0,0,1,0,2520843,2024,1.0,78.0,0.0,0.0,3.0
03/12/2024,home,16580,238,Framingham St.,9,True,18,6,12,win,,5253367,8981,1,1.0,2,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,2,0,2520843,2024,0.0,18.0,0.0,0.0,3.0
03/19/2024,neutral,16580,802,Wis.-Stevens Point,9,True,4,8,-4,loss,,4531928,8981,1,5.1,7,3,2,1,3,0,24,23,2,0,0,0,0,0,0,0,0,0,0,,7,5,0,1,0,1,0,2520843,2024,1.0,75.0,0.0,0.0,3.0
03/25/2024,home,16580,775,Western New Eng.,9,True,11,3,8,win,,5255284,8981,1,1.2,1,1,1,3,3,0,9,6,0,0,0,1,1,0,0,0,0,0,0,,0,2,0,0,0,3,0,2520843,2024,0.0,41.0,0.0,0.0,3.0
03/27/2024,home,16580,662,Southern Me.,9,True,10,3,7,win,,4533526,8981,1,6.0,1,0,0,4,7,0,24,18,0,0,0,0,0,2,0,0,0,0,0,,7,3,1,0,0,1,2,2520843,2024,1.0,101.0,0.0,0.0,3.0
04/10/2024,home,16580,73,Brandeis,9,True,2,0,2,win,,4527689,8981,1,8.0,2,0,0,0,4,0,26,26,1,0,0,0,0,0,0,0,0,0,0,,12,8,1,0,0,1,1,2520843,2024,1.0,91.0,0.0,0.0,3.0
04/16/2024,away,16580,684,Suffolk,9,True,12,0,12,win,,4537839,8981,1,5.0,3,0,0,0,5,0,22,18,0,0,0,0,1,4,0,0,0,0,0,,7,4,1,0,0,1,1,2520843,2024,1.0,95.0,0.0,0.0,3.0
03/26/2024,home,16580,684,Suffolk,9,True,23,2,21,win,,4533271,8981,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,3,0,2520850,2024,0.0,12.0,0.0,0.0,3.0
03/02/2024,away,16580,401,UMass Boston,9,True,5,1,4,win,,4528042,8981,1,6.0,6,1,1,3,11,0,26,23,1,0,0,0,1,0,0,0,0,0,0,,4,2,1,0,0,1,1,2520857,2024,1.0,103.0,0.0,0.0,3.0
03/09/2024,home,16580,151,Colby,9,True,4,1,3,win,,4529593,8981,1,5.1,5,0,0,2,5,0,24,22,1,0,0,0,0,0,0,0,0,0,0,,5,6,1,0,0,1,3,2520857,2024,1.0,96.0,0.0,0.0,3.0
03/16/2024,neutral,16580,759,Webster,9,True,12,2,10,win,,4531262,8981,1,6.0,3,2,1,1,7,0,22,21,2,0,0,0,0,0,0,0,0,0,0,,4,5,1,0,0,1,1,2520857,2024,1.0,90.0,0.0,0.0,3.0
03/30/2024,home,16580,170,Curry,9,True,11,2,9,win,,4534269,8981,1,7.0,4,2,2,1,9,0,27,25,1,0,0,2,0,1,0,0,0,0,0,,10,2,1,0,0,1,2,2520857,2024,1.0,100.0,0.0,0.0,3.0
04/07/2024,home,16580,484,Nichols,9,True,6,2,4,win,,4535493,8981,1,7.0,3,1,1,3,8,0,27,24,0,0,0,0,1,0,0,0,0,0,0,,8,5,1,0,0,1,2,2520857,2024,1.0,122.0,0.0,0.0,3.0
04/13/2024,away,16580,583,Roger Williams,9,True,4,3,1,win,,4537028,8981,1,6.2,6,3,3,2,7,0,27,25,2,1,0,0,0,0,0,0,0,0,0,,8,4,1,0,0,1,3,2520857,2024,1.0,96.0,0.0,0.0,3.0
03/29/2024,away,16580,546,Pitt.-Johnstown,11,True,9,7,2,win,,4534001,246,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,1,8,0,2520976,2024,0.0,15.0,0.0,0.0,2.0
04/05/2024,away,16580,106,California (PA),9,True,7,3,4,win,,4535216,246,1,1.0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,4,0,2520976,2024,0.0,10.0,0.0,0.0,2.0
