jersey,stats_player_seq,name,position,class_year,games_played,games_started,season,season_id,school,school_id,height
34,1308140,David Thomas,INF,Fr,51,47,2012,10942,Air Force,721,
7,1217024,Matt Thorne,INF,Jr,26,22,2012,10942,Air Force,721,
28,1217031,Cameron White,P,So,14,14,2012,10942,Air Force,721,
39,1308142,Jake Wong,OF,Fr,0,0,2012,10942,Air Force,721,
25,1308137,Ben Yokley,P,Fr,16,0,2012,10942,Air Force,721,
16,1090696,Matt Zettler,P,Jr,13,0,2012,10942,Air Force,721,
3,1090703,Alex Baker,P,Sr,15,7,2013,11320,Air Force,721,
2,1313624,David Baska,P,Jr,53,52,2013,11320,Air Force,721,
20,1090695,Alex Bast,C,Sr,44,37,2013,11320,Air Force,721,
24,1090705,Ben Bertelson,P,Sr,17,13,2013,11320,Air Force,721,
15,1422364,Chris Cecil,P,Fr,1,0,2013,11320,Air Force,721,
36,1308141,Andrew Chaves,INF,So,1,0,2013,11320,Air Force,721,
4,1090694,Garrett Custons,OF,Sr,53,53,2013,11320,Air Force,721,
27,1090704,Todd Del Toro,P,Sr,14,1,2013,11320,Air Force,721,
25,1422367,Spencer Draws,INF,Fr,49,31,2013,11320,Air Force,721,
22,1308136,Dillon Freeman,P,So,16,0,2013,11320,Air Force,721,
1,1422359,Jonny Graham,INF,Fr,3,0,2013,11320,Air Force,721,
9,1090709,Jack Hourin,P,Sr,31,0,2013,11320,Air Force,721,
31,1422371,Peter Johnson,INF,Fr,50,42,2013,11320,Air Force,721,
6,1422361,Kenny Katzman,OF,Fr,1,0,2013,11320,Air Force,721,
35,1217055,Seth Kline,1B,N/A,52,50,2013,11320,Air Force,721,
10,1422362,Mariano Long,OF,Fr,29,16,2013,11320,Air Force,721,
23,1422366,Trent Monaghan,P,Fr,9,3,2013,11320,Air Force,721,
11,1308135,Noah Pierce,INF,So,11,10,2013,11320,Air Force,721,
39,1422373,Coleman Poje,P,Fr,23,13,2013,11320,Air Force,721,
5,1422360,Zach Reks,INF,Fr,37,21,2013,11320,Air Force,721,
14,1090697,Matthew Roberts,INF,Sr,54,51,2013,11320,Air Force,721,
18,1308133,Tyler Saleck,INF,So,38,34,2013,11320,Air Force,721,
29,1308138,Jake Schomaker,OF,Jr,11,2,2013,11320,Air Force,721,
19,1308134,Brian Sicher,C,So,31,26,2013,11320,Air Force,721,
34,1308140,David Thomas,OF,So,31,9,2013,11320,Air Force,721,
7,1217024,Matt Thorne,INF,Sr,47,39,2013,11320,Air Force,721,
30,1422370,Steven Trojan,P,Fr,15,15,2013,11320,Air Force,721,
32,1422372,Brady Weaver,P,Fr,5,0,2013,11320,Air Force,721,
28,1217031,Cameron White,P,Jr,15,15,2013,11320,Air Force,721,
12,1422363,Bo Wilson,P,Fr,21,0,2013,11320,Air Force,721,
21,1308137,Ben Yokley,P,So,27,0,2013,11320,Air Force,721,
16,1090696,Matt Zettler,P,Sr,0,0,2013,11320,Air Force,721,
5,1527630,Adam Blankenship,OF,So,30,16,2014,11620,Air Force,721,
16,1527633,Jacob Devries,P,Fr,9,1,2014,11620,Air Force,721,
4,1527629,Anthony Denkinger,INF,Fr,19,0,2014,11620,Air Force,721,
25,1422367,Spencer Draws,INF,So,54,51,2014,11620,Air Force,721,
1,1527627,Adam Groesbeck,INF,Fr,38,24,2014,11620,Air Force,721,
26,1527637,Jordan Hanlin,C,Fr,14,0,2014,11620,Air Force,721,
33,1527639,Bradley Haslam,INF,Fr,35,23,2014,11620,Air Force,721,
22,1527636,Griffin Jax,INF,Fr,29,25,2014,11620,Air Force,721,
15,1527632,Everett Joiner,P,Fr,1,0,2014,11620,Air Force,721,
2,1527628,Tyler Jones,INF,Fr,54,54,2014,11620,Air Force,721,
35,1217055,Seth Kline,1B,Fr,54,52,2014,11620,Air Force,721,
23,1422366,Trent Monaghan,P,So,19,2,2014,11620,Air Force,721,
20,1527635,Travis Neubeck,C,Fr,42,30,2014,11620,Air Force,721,
11,1308135,Noah Pierce,INF,Jr,52,49,2014,11620,Air Force,721,
39,1422373,Coleman Poje,P,So,31,18,2014,11620,Air Force,721,
18,1308133,Tyler Saleck,INF,Jr,25,19,2014,11620,Air Force,721,
29,1308138,Jake Schomaker,OF,Sr,39,12,2014,11620,Air Force,721,
19,1308134,Brian Sicher,C,Jr,38,27,2014,11620,Air Force,721,
27,1527638,Nathan Stanford,P,Fr,27,0,2014,11620,Air Force,721,
24,1308140,David Thomas,OF,Jr,51,44,2014,11620,Air Force,721,
30,1422370,Steven Trojan,P,So,16,13,2014,11620,Air Force,721,
32,1422372,Brady Weaver,P,So,2,0,2014,11620,Air Force,721,
28,1217031,Cameron White,P,Sr,18,16,2014,11620,Air Force,721,
17,1527634,Russell Williams,INF,Fr,53,53,2014,11620,Air Force,721,
12,1422363,Bo Wilson,P,So,26,7,2014,11620,Air Force,721,
21,1308137,Ben Yokley,P,Jr,25,1,2014,11620,Air Force,721,
31,1653237,Nick Biancalana,P,Fr,12,2,2015,12080,Air Force,721,
42,1653245,Jacob Booker,INF,Fr,0,0,2015,12080,Air Force,721,
16,1527633,Jacob Devries,P,So,17,13,2015,12080,Air Force,721,
4,1527629,Anthony Denkinger,INF,So,2,0,2015,12080,Air Force,721,
25,1422367,Spencer Draws,OF,Jr,51,51,2015,12080,Air Force,721,
37,1653242,Justin Graham,OF,Fr,12,1,2015,12080,Air Force,721,
1,1527627,Adam Groesbeck,OF,So,52,52,2015,12080,Air Force,721,
26,1527637,Jordan Hanlin,C,So,21,4,2015,12080,Air Force,721,
33,1527639,Bradley Haslam,INF,So,37,34,2015,12080,Air Force,721,
3,1653228,Benn Hawkins,C,Fr,4,0,2015,12080,Air Force,721,
29,1653236,Ryan Holloway,P,Fr,10,2,2015,12080,Air Force,721,
7,1653230,Tucker Jacobs,C,Fr,9,1,2015,12080,Air Force,721,
22,1527636,Griffin Jax,P,So,16,15,2015,12080,Air Force,721,
2,1527628,Tyler Jones,OF,So,52,52,2015,12080,Air Force,721,
34,1653239,Joe Kincart,P,Fr,7,0,2015,12080,Air Force,721,
32,1653238,Sam Lohnes,P,Fr,1,0,2015,12080,Air Force,721,
12,1653232,Shaun Mize,INF,Fr,48,48,2015,12080,Air Force,721,
23,1422366,Trent Monaghan,P,Jr,20,11,2015,12080,Air Force,721,
11,1308135,Noah Pierce,INF,Sr,52,52,2015,12080,Air Force,721,
38,1653243,Michael Rieker,P,Fr,14,0,2015,12080,Air Force,721,
36,1653241,Ryan Robb,INF,Fr,9,0,2015,12080,Air Force,721,
18,1308133,Tyler Saleck,INF,Sr,52,52,2015,12080,Air Force,721,
19,1308134,Brian Sicher,C,Sr,0,0,2015,12080,Air Force,721,
27,1527638,Nathan Stanford,P,So,9,0,2015,12080,Air Force,721,
24,1308140,David Thomas,OF,Sr,25,3,2015,12080,Air Force,721,
30,1422370,Steven Trojan,P,Jr,21,8,2015,12080,Air Force,721,
35,1653240,Dominic Vicino,P,Fr,1,0,2015,12080,Air Force,721,
20,1653235,Travis Wilkie,C,Fr,52,52,2015,12080,Air Force,721,
17,1527634,Russell Williams,OF,So,34,15,2015,12080,Air Force,721,
21,1308137,Ben Yokley,P,Sr,27,0,2015,12080,Air Force,721,
9,1653231,Tyler Zabojnik,INF,Fr,52,52,2015,12080,Air Force,721,
31,1653237,Nick Biancalana,P,So,19,9,2016,12360,Air Force,721,
42,1653245,Jacob Booker,INF,So,14,1,2016,12360,Air Force,721,
9,1769404,Rob Dau,C,Fr,33,20,2016,12360,Air Force,721,
16,1527633,Jacob Devries,P,Jr,14,13,2016,12360,Air Force,721,
25,1422367,Spencer Draws,INF,Sr,57,57,2016,12360,Air Force,721,
28,1769411,Lance Fry,P,So,11,0,2016,12360,Air Force,721,
45,1769416,Jake Gilbert,P,Fr,6,0,2016,12360,Air Force,721,
37,1653242,Justin Graham,OF,So,21,0,2016,12360,Air Force,721,
1,1527627,Adam Groesbeck,OF,Jr,57,56,2016,12360,Air Force,721,
26,1527637,Jordan Hanlin,C,Jr,2,0,2016,12360,Air Force,721,
24,1769410,Matt Hargreaves,P,Fr,24,3,2016,12360,Air Force,721,
3,1527639,Bradley Haslam,INF,Jr,57,57,2016,12360,Air Force,721,
29,1653236,Ryan Holloway,P,So,12,1,2016,12360,Air Force,721,
7,1653230,Tucker Jacobs,P,So,7,0,2016,12360,Air Force,721,
22,1527636,Griffin Jax,P,Jr,15,15,2016,12360,Air Force,721,
2,1527628,Tyler Jones,OF,Jr,57,57,2016,12360,Air Force,721,
13,1769407,Daniel Jones,OF,Fr,6,0,2016,12360,Air Force,721,
10,1769405,Gabe Martinez,C,Fr,5,0,2016,12360,Air Force,721,
14,1769408,Austin Mcdaniel,P,Jr,22,0,2016,12360,Air Force,721,
12,1653232,Shaun Mize,INF,Jr,57,55,2016,12360,Air Force,721,
23,1422366,Trent Monaghan,P,Sr,10,10,2016,12360,Air Force,721,
40,1769415,Tyler Mortenson,P,Fr,20,2,2016,12360,Air Force,721,
11,1769406,Ethan Nichols,P,Fr,9,4,2016,12360,Air Force,721,
34,1769414,Riley Nix,OF,So,4,0,2016,12360,Air Force,721,
33,1769413,Steven Plaskett,P,Fr,10,0,2016,12360,Air Force,721,
5,1769403,Nic Ready,INF,Fr,57,57,2016,12360,Air Force,721,
32,1769412,Sam Rexroad,P,Fr,10,0,2016,12360,Air Force,721,
38,1653243,Michael Rieker,P,So,4,0,2016,12360,Air Force,721,
36,1653241,Ryan Robb,INF,So,10,3,2016,12360,Air Force,721,
27,1527638,Nathan Stanford,P,Jr,9,0,2016,12360,Air Force,721,
20,1653235,Travis Wilkie,C,So,44,37,2016,12360,Air Force,721,
17,1527634,Russell Williams,INF,Jr,57,56,2016,12360,Air Force,721,
19,1769409,Drew Wiss,OF,Fr,25,1,2016,12360,Air Force,721,
21,1653231,Tyler Zabojnik,INF,So,56,56,2016,12360,Air Force,721,
31,1653237,Nick Biancalana,P,Jr,18,9,2017,12560,Air Force,721,
18,1653245,Jacob Booker,INF,Jr,3,0,2017,12560,Air Force,721,
15,1879031,Karter Cook,P,So,0,0,2017,12560,Air Force,721,
9,1769404,Rob Dau,C,So,53,53,2017,12560,Air Force,721,
16,1527633,Jacob Devries,P,Sr,14,11,2017,12560,Air Force,721,
23,1879033,Ashton Easley,OF,Fr,42,23,2017,12560,Air Force,721,
32,1879036,Evan Floyd,P,Fr,16,8,2017,12560,Air Force,721,
35,1879037,Jeff Gerlica,P,Fr,7,0,2017,12560,Air Force,721,
45,1769416,Jake Gilbert,P,So,24,0,2017,12560,Air Force,721,
14,1653242,Justin Graham,OF,Jr,21,2,2017,12560,Air Force,721,
1,1527627,Adam Groesbeck,OF,Sr,50,50,2017,12560,Air Force,721,
24,1769410,Matt Hargreaves,P,So,16,13,2017,12560,Air Force,721,
28,1879040,Morgan Harrison,P,Fr,2,0,2017,12560,Air Force,721,
3,1527639,Bradley Haslam,INF,Sr,49,49,2017,12560,Air Force,721,
29,1653236,Ryan Holloway,P,Jr,24,0,2017,12560,Air Force,721,
7,1653230,Tucker Jacobs,P,Jr,6,0,2017,12560,Air Force,721,
2,1527628,Tyler Jones,OF,Sr,43,43,2017,12560,Air Force,721,
30,1879035,Will Jones,P,Fr,7,1,2017,12560,Air Force,721,
13,1769407,Daniel Jones,OF,So,30,14,2017,12560,Air Force,721,
42,1879039,Shawn Kelley,C,Fr,19,0,2017,12560,Air Force,721,
22,1653239,Joe Kincart,P,Jr,11,0,2017,12560,Air Force,721,
37,1879038,Josh Leaser,P,Fr,6,0,2017,12560,Air Force,721,
10,1769405,Gabe Martinez,C,So,12,0,2017,12560,Air Force,721,
12,1653232,Shaun Mize,INF,Sr,37,31,2017,12560,Air Force,721,
40,1769415,Tyler Mortenson,P,So,16,1,2017,12560,Air Force,721,
11,1769406,Ethan Nichols,P,So,18,11,2017,12560,Air Force,721,
33,1769413,Steven Plaskett,P,So,2,0,2017,12560,Air Force,721,
5,1769403,Nic Ready,INF,So,53,53,2017,12560,Air Force,721,
38,1653243,Michael Rieker,P,Jr,8,0,2017,12560,Air Force,721,
25,1653241,Ryan Robb,INF,Jr,32,16,2017,12560,Air Force,721,
27,1527638,Nathan Stanford,P,Sr,5,0,2017,12560,Air Force,721,
17,1527634,Russell Williams,INF,Sr,47,45,2017,12560,Air Force,721,
19,1769409,Drew Wiss,OF,So,48,44,2017,12560,Air Force,721,
21,1653231,Tyler Zabojnik,INF,Jr,53,53,2017,12560,Air Force,721,
31,1653237,Nick Biancalana,P,Sr,11,3,2018,12973,Air Force,721,
2,1996949,Cole Blatchford,INF,Fr,15,1,2018,12973,Air Force,721,
18,1653245,Jacob Booker,INF,Sr,45,38,2018,12973,Air Force,721,
4,1996952,Colby Brown,INF,Jr,44,42,2018,12973,Air Force,721,
27,1996956,John Byrnes,P,Fr,12,4,2018,12973,Air Force,721,
17,1996955,Luke Chilcutt,P,Fr,17,0,2018,12973,Air Force,721,
15,1879031,Karter Cook,P,Jr,1,0,2018,12973,Air Force,721,
9,1769404,Rob Dau,C,Jr,54,53,2018,12973,Air Force,721,
23,1879033,Ashton Easley,OF,So,53,48,2018,12973,Air Force,721,
1,1996947,Christian Gambale,INF,Fr,14,2,2018,12973,Air Force,721,
35,1879037,Jeff Gerlica,P,So,8,1,2018,12973,Air Force,721,
45,1769416,Jake Gilbert,P,Jr,24,1,2018,12973,Air Force,721,
24,1769410,Matt Hargreaves,P,Jr,14,14,2018,12973,Air Force,721,
28,1879040,Morgan Harrison,P,So,0,0,2018,12973,Air Force,721,
14,1996931,Ben Hauser,OF,Fr,0,0,2018,12973,Air Force,721,
29,1653236,Ryan Holloway,P,Sr,14,8,2018,12973,Air Force,721,
3,1996950,Jonathan Imperial,OF,Fr,6,1,2018,12973,Air Force,721,
7,1653230,Tucker Jacobs,P,Sr,7,0,2018,12973,Air Force,721,
13,1769407,Daniel Jones,OF,Jr,52,50,2018,12973,Air Force,721,
30,1879035,Will Jones,P,So,0,0,2018,12973,Air Force,721,
42,1879039,Shawn Kelley,C,So,22,0,2018,12973,Air Force,721,
22,1653239,Joe Kincart,P,Sr,15,6,2018,12973,Air Force,721,
12,1996953,Michael Kolesar,OF,Fr,16,5,2018,12973,Air Force,721,
37,1879038,Josh Leaser,P,So,17,0,2018,12973,Air Force,721,
10,1769405,Gabe Martinez,C,Jr,14,6,2018,12973,Air Force,721,
40,1769415,Tyler Mortenson,P,Jr,14,13,2018,12973,Air Force,721,
11,1769406,Ethan Nichols,P,Jr,13,4,2018,12973,Air Force,721,
33,1769413,Steven Plaskett,P,Jr,4,0,2018,12973,Air Force,721,
5,1769403,Nic Ready,INF,Jr,54,54,2018,12973,Air Force,721,
16,1996954,Ethan Richards,P,Fr,1,0,2018,12973,Air Force,721,
25,1653241,Ryan Robb,INF,Sr,53,52,2018,12973,Air Force,721,
28,1996932,Nate Styles,P,Fr,1,0,2018,12973,Air Force,721,
32,1996957,Tyler Ward,INF,Fr,20,13,2018,12973,Air Force,721,
20,1653235,Travis Wilkie,C,Sr,23,13,2018,12973,Air Force,721,
19,1769409,Drew Wiss,OF,Jr,54,54,2018,12973,Air Force,721,
21,1653231,Tyler Zabojnik,INF,Sr,54,54,2018,12973,Air Force,721,
18,2127268,Braydon Altorfer,C,Fr,17,9,2019,14781,Air Force,721,-
31,2127310,Zach Argo,P,Fr,12,8,2019,14781,Air Force,721,-
7,1996949,Cole Blatchford,INF,So,22,11,2019,14781,Air Force,721,-
4,1996952,Colby Brown,INF,Sr,52,52,2019,14781,Air Force,721,-
27,1996956,John Byrnes,P,So,2,1,2019,14781,Air Force,721,-
17,1996955,Luke Chilcutt,P,So,18,1,2019,14781,Air Force,721,-
9,1769404,Rob Dau,C,Sr,49,49,2019,14781,Air Force,721,-
22,2127311,Cj Dornak,P,Fr,3,0,2019,14781,Air Force,721,-
28,2127306,Brayden Dragoo,P,Fr,1,0,2019,14781,Air Force,721,-
23,1879033,Ashton Easley,OF,Jr,51,50,2019,14781,Air Force,721,-
29,2127305,Stevan Fairburn Jr.,P,Fr,11,5,2019,14781,Air Force,721,-
1,1996947,Christian Gambale,INF,So,36,31,2019,14781,Air Force,721,-
16,2127267,Gabriel Garcia,UT,Fr,16,2,2019,14781,Air Force,721,-
35,1879037,Jeff Gerlica,P,Jr,7,1,2019,14781,Air Force,721,-
45,1769416,Jake Gilbert,P,Sr,15,10,2019,14781,Air Force,721,-
6,2127263,Tommy Gillman,INF,Jr,51,48,2019,14781,Air Force,721,-
24,1769410,Matt Hargreaves,P,Sr,13,10,2019,14781,Air Force,721,-
14,1996931,Ben Hauser,UT,So,11,1,2019,14781,Air Force,721,-
3,1996950,Jonathan Imperial,OF,So,28,4,2019,14781,Air Force,721,-
13,1769407,Daniel Jones,OF,Sr,25,12,2019,14781,Air Force,721,-
12,1879039,Shawn Kelley,P,Jr,13,0,2019,14781,Air Force,721,-
37,1879038,Josh Leaser,P,Jr,3,0,2019,14781,Air Force,721,-
36,2127273,Robert Martin,P,Fr,2,0,2019,14781,Air Force,721,-
10,1769405,Gabe Martinez,C,Sr,51,50,2019,14781,Air Force,721,-
25,2127275,Joe Martinez Iii,P,So,12,0,2019,14781,Air Force,721,-
40,1769415,Tyler Mortenson,P,Sr,10,5,2019,14781,Air Force,721,-
11,1769406,Ethan Nichols,P,Sr,12,10,2019,14781,Air Force,721,-
33,1769413,Steven Plaskett,P,Sr,6,1,2019,14781,Air Force,721,-
38,2127274,Nathan Price,P,Fr,22,0,2019,14781,Air Force,721,-
21,2127269,Alexander Pup,INF,Fr,49,46,2019,14781,Air Force,721,-
5,1769403,Nic Ready,INF,Sr,52,52,2019,14781,Air Force,721,-
2,2127287,South Sanders,INF,Fr,1,0,2019,14781,Air Force,721,-
19,1769409,Drew Wiss,OF,Sr,51,51,2019,14781,Air Force,721,-
15,2127348,Cayden Zimmerman,UT,Fr,6,0,2019,14781,Air Force,721,-
30,2127307,Nick Zuppas,P,Fr,0,0,2019,14781,Air Force,721,-
18,2127268,Braydon Altorfer,C,So,17,16,2020,15204,Air Force,721,
31,2127310,Zach Argo,P,So,0,0,2020,15204,Air Force,721,
7,1996949,Cole Blatchford,INF,Jr,19,19,2020,15204,Air Force,721,
21,2312335,Connor Bright,P,So,2,0,2020,15204,Air Force,721,
27,1996956,John Byrnes,P,Jr,4,2,2020,15204,Air Force,721,
17,1996955,Luke Chilcutt,P,Jr,4,4,2020,15204,Air Force,721,
3,2312307,Blake Covin,OF,So,19,18,2020,15204,Air Force,721,
11,2127311,Cj Dornak,P,So,3,0,2020,15204,Air Force,721,
25,2312343,Nick Duran,C,Fr,6,3,2020,15204,Air Force,721,
23,1879033,Ashton Easley,OF,Sr,19,19,2020,15204,Air Force,721,
28,2127305,Stevan Fairburn Jr.,P,So,4,4,2020,15204,Air Force,721,
1,1996947,Christian Gambale,UT,Jr,19,19,2020,15204,Air Force,721,
16,2127267,Gabriel Garcia,UT,So,18,16,2020,15204,Air Force,721,
35,1879037,Jeff Gerlica,P,Sr,6,2,2020,15204,Air Force,721,
4,2127263,Tommy Gillman,INF,Sr,19,19,2020,15204,Air Force,721,
30,2312347,Max Graves,P,Fr,2,0,2020,15204,Air Force,721,
5,2312309,Noah Guyette,INF,Fr,7,0,2020,15204,Air Force,721,
14,1996931,Ben Hauser,UT,Jr,8,0,2020,15204,Air Force,721,
12,1879039,Shawn Kelley,P,Sr,6,0,2020,15204,Air Force,721,
37,1879038,Josh Leaser,P,Sr,7,0,2020,15204,Air Force,721,
36,2127273,Robert Martin,P,So,0,0,2020,15204,Air Force,721,
13,2127275,Joe Martinez Iii,P,Jr,4,0,2020,15204,Air Force,721,
39,2312351,Cade Moulton,P,Fr,4,1,2020,15204,Air Force,721,
38,2127274,Nathan Price,P,So,7,0,2020,15204,Air Force,721,
9,2127269,Alexander Pup,INF,So,18,18,2020,15204,Air Force,721,
24,2312342,Clay Randall,UT,Fr,6,3,2020,15204,Air Force,721,
19,1996954,Ethan Richards,P,Jr,0,0,2020,15204,Air Force,721,
29,2312345,Jason Shuger,P,Fr,5,2,2020,15204,Air Force,721,
44,2312354,Ryan Stohr,UT,Fr,18,12,2020,15204,Air Force,721,
2,2312300,Trayden Tamiya,INF,Fr,0,0,2020,15204,Air Force,721,
10,2312311,Matt Thompson,UT,Fr,4,0,2020,15204,Air Force,721,
22,2312338,Zach Wall,UT,Fr,9,1,2020,15204,Air Force,721,
42,1996957,Tyler Ward,UT,Jr,7,0,2020,15204,Air Force,721,
33,2312349,Mitchell Woelfle,P,Fr,1,0,2020,15204,Air Force,721,
15,2127348,Cayden Zimmerman,UT,So,15,12,2020,15204,Air Force,721,
18,2127268,Braydon Altorfer,C,Jr,48,47,2021,15580,Air Force,721,
31,2127310,Zach Argo,P,Jr,18,5,2021,15580,Air Force,721,
19,2477949,Duke Benge,UT,So,5,0,2021,15580,Air Force,721,
7,1996949,Cole Blatchford,INF,Sr,48,48,2021,15580,Air Force,721,
21,2312335,Connor Bright,P,Jr,7,0,2021,15580,Air Force,721,
24,2477951,Perry Burkett,P,Fr,0,0,2021,15580,Air Force,721,
27,1996956,John Byrnes,P,Sr,14,14,2021,15580,Air Force,721,
17,1996955,Luke Chilcutt,P,Sr,7,0,2021,15580,Air Force,721,
3,2312307,Blake Covin,OF,So,45,43,2021,15580,Air Force,721,
11,2127311,Cj Dornak,P,Jr,15,1,2021,15580,Air Force,721,
28,2127305,Stevan Fairburn Jr.,P,Jr,15,15,2021,15580,Air Force,721,
1,1996947,Christian Gambale,UT,Sr,36,35,2021,15580,Air Force,721,
16,2127267,Gabriel Garcia,UT,Jr,48,48,2021,15580,Air Force,721,
30,2477955,Doyle Gehring,P,Fr,16,3,2021,15580,Air Force,721,
20,2127263,Tommy Gillman,INF,Sr,45,44,2021,15580,Air Force,721,
14,1996931,Ben Hauser,UT,Sr,14,0,2021,15580,Air Force,721,
37,2477956,Jimmy Hebenstreit,P,Fr,0,0,2021,15580,Air Force,721,
12,2477958,Aerik Joe,INF,Fr,7,0,2021,15580,Air Force,721,
5,2477959,Sam Kulasingam,INF,Fr,31,19,2021,15580,Air Force,721,
36,2127273,Robert Martin,P,Jr,16,2,2021,15580,Air Force,721,
13,2127275,Joe Martinez Iii,P,Sr,16,0,2021,15580,Air Force,721,
32,2477964,Kyle Moats,P,Fr,1,0,2021,15580,Air Force,721,
25,2477965,Bryce Parsons,OF,Fr,4,2,2021,15580,Air Force,721,
41,2477967,Jordan Peel,C,Fr,0,0,2021,15580,Air Force,721,
38,2127274,Nathan Price,P,Jr,11,0,2021,15580,Air Force,721,
9,2127269,Alexander Pup,INF,Jr,48,48,2021,15580,Air Force,721,
35,2477970,Jake Sansing,P,So,5,1,2021,15580,Air Force,721,
40,2477971,Seungmin Shim,P,Fr,0,0,2021,15580,Air Force,721,
29,2312345,Jason Shuger,P,So,14,7,2021,15580,Air Force,721,
23,2477974,Paul Skenes,UT,Fr,48,48,2021,15580,Air Force,721,
00,2477976,Chris Stallings,OF,Fr,0,0,2021,15580,Air Force,721,
44,2312354,Ryan Stohr,UT,So,7,0,2021,15580,Air Force,721,
2,2312300,Trayden Tamiya,INF,So,35,9,2021,15580,Air Force,721,
34,2477978,Jay Thomason,INF,Fr,21,4,2021,15580,Air Force,721,
10,2312311,Matt Thompson,UT,So,9,0,2021,15580,Air Force,721,
22,2312338,Zach Wall,UT,So,3,0,2021,15580,Air Force,721,
33,2312349,Mitchell Woelfle,P,So,1,0,2021,15580,Air Force,721,
15,2127348,Cayden Zimmerman,UT,Jr,43,37,2021,15580,Air Force,721,
18,2127268,Braydon Altorfer,C,Sr,57,55,2022,15860,Air Force,721,-
25,2127310,Zach Argo,P,Sr,22,1,2022,15860,Air Force,721,-
19,2477949,Duke Benge,UT,Jr,27,0,2022,15860,Air Force,721,-
13,2679395,Jason Booker,OF,Fr,31,8,2022,15860,Air Force,721,-
24,2477951,Perry Burkett,P,So,0,0,2022,15860,Air Force,721,-
3,2312307,Blake Covin,OF,Jr,53,53,2022,15860,Air Force,721,-
11,2127311,Cj Dornak,P,Sr,16,0,2022,15860,Air Force,721,-
28,2127305,Stevan Fairburn Jr.,P,Sr,14,2,2022,15860,Air Force,721,-
16,2127267,Gabriel Garcia,UT,Sr,61,61,2022,15860,Air Force,721,-
30,2477955,Doyle Gehring,P,So,23,6,2022,15860,Air Force,721,-
7,2679355,Jake Greiving,P,So,57,48,2022,15860,Air Force,721,-
34,2679414,Preston Havenor,C,Fr,4,1,2022,15860,Air Force,721,-
26,2679366,Sawyer Hawks,P,Fr,8,4,2022,15860,Air Force,721,-
37,2477956,Jimmy Hebenstreit,P,So,3,0,2022,15860,Air Force,721,-
12,2477958,Aerik Joe,INF,So,61,61,2022,15860,Air Force,721,-
8,2679394,Mick Kazlausky,INF,Fr,1,0,2022,15860,Air Force,721,-
5,2477959,Sam Kulasingam,INF,So,61,61,2022,15860,Air Force,721,-
20,2127273,Robert Martin,P,Sr,20,6,2022,15860,Air Force,721,-
32,2477964,Kyle Moats,P,So,18,3,2022,15860,Air Force,721,-
31,2679412,Brewster Mott,1B,Fr,1,0,2022,15860,Air Force,721,-
4,2679354,Zach Peters,INF,Fr,3,0,2022,15860,Air Force,721,-
38,2127274,Nathan Price,P,Sr,8,0,2022,15860,Air Force,721,-
9,2127269,Alexander Pup,INF,Sr,0,0,2022,15860,Air Force,721,-
17,2679397,Aaron Reyes,C,Fr,13,3,2022,15860,Air Force,721,-
