season,season_id,school_id,G,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,OPP DP,GDP,PA,BA,OBP,SLG,OPS,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2022,15860,29,1856,1994,553,887,368,101,22,63,335,241,57,23,10,507,0.0,24,7,2,10,49.0,37.0,2268,0.2773319959879639,0.3752204585537919,0.5381143430290872,0.913334801582879,0.33863165169315823,0.3870558375634518,0.027777777777777776,0.22354497354497355,0.10626102292768959,0.11728395061728396,0.47534516765285995
2022,15860,30,1568,1618,397,588,231,64,5,39,211,209,40,21,24,417,0.0,14,5,1,4,44.0,39.0,1872,0.2453646477132262,0.3450854700854701,0.43016069221260816,0.7752461622980782,0.3026204564666103,0.3163097199341021,0.020833333333333332,0.22275641025641027,0.11164529914529915,0.11111111111111112,0.5011990407673861
2022,15860,31,2010,1465,390,686,341,83,6,67,275,232,51,12,16,358,0.0,43,5,2,10,25.0,21.0,1725,0.26621160409556316,0.39014492753623187,0.5747440273037543,0.9648889548399862,0.3070342205323194,0.4521452145214521,0.03884057971014493,0.20753623188405798,0.1344927536231884,0.07304347826086957,0.6480446927374302
2022,15860,32,1428,1546,433,643,252,91,10,33,226,151,55,17,13,386,0.0,67,23,5,3,23.0,18.0,1727,0.28007761966364814,0.370005790387956,0.5025873221216042,0.8725931125095602,0.34965034965034963,0.3613861386138614,0.01910828025477707,0.2235089751013318,0.08743485813549508,0.1360741169658367,0.3911917098445596
2022,15860,37,2080,1791,486,739,347,98,10,45,319,204,66,30,16,436,0.0,47,13,2,4,23.0,19.0,2041,0.271356783919598,0.370406663400294,0.4980457844779453,0.8684524478782393,0.3291044776119403,0.4247538677918425,0.022048015678588925,0.21362077413032826,0.09995100440960314,0.11366976972072512,0.46788990825688076
2022,15860,43,1680,1538,428,630,297,98,1,34,244,189,47,14,18,369,0.0,48,11,5,8,42.0,35.0,1759,0.27828348504551365,0.37748720864127344,0.4960988296488947,0.8735860382901681,0.3429068755439513,0.4174603174603175,0.019329164297896533,0.20977828311540647,0.10744741330301308,0.1023308698123934,0.5121951219512195
2022,15860,47,1947,1918,566,931,423,102,28,69,385,239,69,24,18,365,0.0,49,20,4,11,32.0,12.0,2199,0.29509906152241916,0.3974533879035925,0.5891553701772679,0.9866087580808605,0.3295755968169761,0.43975155279503103,0.03137789904502047,0.16598453842655753,0.10868576625738972,0.0572987721691678,0.6547945205479452
2022,15860,48,1890,1627,461,701,349,95,5,45,317,230,87,35,22,333,0.0,66,21,5,4,32.0,23.0,1914,0.2833435771358328,0.406478578892372,0.5199754148740012,0.9264539937663732,0.32398753894080995,0.4147339699863574,0.023510971786833857,0.17398119122257052,0.12016718913270637,0.05381400208986416,0.6906906906906907
2022,15860,51,1674,1755,473,693,322,89,13,35,292,230,59,20,26,381,0.0,41,15,3,7,30.0,26.0,2031,0.2695156695156695,0.37518463810930575,0.47293447293447294,0.8481191110437787,0.32229580573951433,0.3947730398899587,0.017232890201871,0.18759231905465287,0.11324470704086657,0.0743476120137863,0.6036745406824147
2022,15860,52,1836,1863,494,748,280,93,4,51,253,204,43,16,12,455,0.0,50,13,8,9,51.0,45.0,2095,0.26516371443907677,0.35369928400954653,0.4809447128287708,0.8346439968383174,0.32265112891478515,0.3318840579710145,0.0243436754176611,0.2171837708830549,0.0973747016706444,0.11980906921241051,0.44835164835164837
2022,15860,61,1888,1928,467,656,301,91,10,26,248,265,72,23,38,517,0.0,85,28,11,2,31.0,14.0,2254,0.24221991701244813,0.3566992014196983,0.40612033195020747,0.7628195333699057,0.3132102272727273,0.35347043701799485,0.011535048802129548,0.22937000887311446,0.11756876663708962,0.11180124223602483,0.5125725338491296
2022,15860,62,1612,1697,474,687,278,89,5,38,247,200,38,17,25,370,0.0,36,12,5,2,38.0,28.0,1939,0.27931644077784323,0.3671995874161939,0.4826163818503241,0.849815969266518,0.333843797856049,0.3560830860534125,0.019597730789066528,0.19082001031459514,0.10314595152140278,0.08767405879319236,0.5405405405405406
2022,15860,67,1908,1822,461,777,312,94,9,68,284,204,79,15,23,507,0.0,29,9,7,1,31.0,25.0,2064,0.2530186608122942,0.36046511627906974,0.5203073545554336,0.8807724708345034,0.3114104595879556,0.3609467455621302,0.03294573643410853,0.24563953488372092,0.09883720930232558,0.14680232558139533,0.40236686390532544
2022,15860,71,1664,1513,430,665,283,83,16,40,261,165,55,14,29,384,0.0,87,18,9,1,16.0,6.0,1721,0.28420356906807664,0.3776873910517141,0.5313945803040317,0.9090819713557459,0.3535811423390752,0.3983606557377049,0.023242300987797792,0.2231260894828588,0.09587449157466589,0.1272515979081929,0.4296875
2022,15860,72,1519,1649,454,739,313,93,9,58,295,206,58,18,32,470,0.0,33,14,0,8,36.0,27.0,1905,0.27531837477258947,0.37690288713910763,0.5451788963007883,0.922081783439896,0.3476733977172959,0.38636363636363635,0.030446194225721784,0.24671916010498687,0.10813648293963254,0.13858267716535433,0.43829787234042555
2022,15860,77,1512,1446,390,620,260,80,9,44,242,156,46,20,10,366,0.0,21,5,2,1,32.0,21.0,1632,0.2697095435684647,0.3627450980392157,0.520746887966805,0.8834919860060206,0.32765151515151514,0.39416058394160586,0.02696078431372549,0.22426470588235295,0.09558823529411764,0.1286764705882353,0.4262295081967213
2022,15860,80,900,1196,292,437,183,41,7,30,157,148,40,12,8,385,0.0,46,22,9,3,20.0,15.0,1364,0.24414715719063546,0.3519061583577713,0.4306020066889632,0.7825081650467345,0.33039092055485497,0.34,0.021994134897360705,0.28225806451612906,0.10850439882697947,0.17375366568914957,0.38441558441558443
2022,15860,81,1653,1549,410,639,288,82,15,39,254,180,73,13,13,406,0.0,67,16,1,2,39.0,33.0,1755,0.26468689477081986,0.37777777777777777,0.500322788896062,0.8781005666738397,0.3321396598030439,0.39903846153846156,0.022222222222222223,0.23133903133903133,0.10256410256410256,0.12877492877492877,0.4433497536945813
2022,15860,83,1632,1512,429,596,277,85,14,18,249,194,45,15,11,342,0.0,36,7,8,1,27.0,16.0,1732,0.2837301587301587,0.3856812933025404,0.47156084656084657,0.8572421398633869,0.35218508997429304,0.3984615384615385,0.010392609699769052,0.197459584295612,0.11200923787528869,0.08545034642032331,0.5672514619883041
2022,15860,87,2145,1625,387,572,239,69,7,34,225,177,68,12,20,450,0.0,49,17,9,1,20.0,16.0,1834,0.23815384615384616,0.3446019629225736,0.4196923076923077,0.7642942706148813,0.3061578490893322,0.342809364548495,0.018538713195201745,0.24536532170119957,0.0965103598691385,0.14885496183206107,0.3933333333333333
2022,15860,90,1624,1635,487,709,304,108,6,34,279,213,37,26,13,316,0.0,8,8,3,27,34.0,27.0,1887,0.2978593272171254,0.39056703762586115,0.5241590214067279,0.914726059032589,0.34553775743707094,0.3840682788051209,0.018018018018018018,0.1674615792262851,0.11287758346581876,0.05458399576046634,0.6740506329113924
2022,15860,94,1664,1556,389,534,218,72,5,21,194,188,36,15,22,358,0.0,20,22,8,6,51.0,45.0,1781,0.25,0.34418865805727117,0.40616966580976865,0.7503583238670398,0.3087248322147651,0.3327702702702703,0.011791128579449747,0.20101066816395283,0.10555867490174059,0.09545199326221224,0.5251396648044693
2022,15860,96,1485,1975,604,944,360,112,12,68,338,203,49,15,33,443,0.0,37,12,4,8,52.0,31.0,2226,0.3058227848101266,0.38454627133872415,0.5751898734177215,0.9597361447564456,0.36240703177822853,0.37055837563451777,0.030548068283917342,0.19901168014375561,0.09119496855345911,0.1078167115902965,0.4582392776523702
2022,15860,97,1998,1878,520,739,273,86,14,35,248,180,45,16,25,439,0.0,36,14,6,10,45.0,38.0,2099,0.27689030883919064,0.3549309194854693,0.4653887113951012,0.8203196308805705,0.3415492957746479,0.3352112676056338,0.016674606955693186,0.20914721295855168,0.0857551214864221,0.12339209147212958,0.41002277904328016
2022,15860,99,1904,1919,508,727,292,92,8,37,262,187,63,7,29,476,0.0,33,18,1,8,43.0,18.0,2142,0.26472120896300155,0.353874883286648,0.45023449713392394,0.8041093804205719,0.3333333333333333,0.3536754507628294,0.01727357609710551,0.2222222222222222,0.0873015873015873,0.1349206349206349,0.39285714285714285
2022,15860,101,1674,1593,422,626,269,79,10,35,231,188,76,19,30,299,0.0,47,23,12,9,34.0,19.0,1830,0.26490897677338354,0.37486338797814206,0.4708097928436911,0.8456731808218332,0.3028169014084507,0.35944700460829493,0.01912568306010929,0.1633879781420765,0.10273224043715846,0.06065573770491804,0.6287625418060201
2022,15860,102,1566,1786,489,778,323,104,10,55,282,228,50,38,13,442,0.0,24,9,1,6,38.0,27.0,2065,0.27379619260918253,0.37142857142857144,0.5302351623740201,0.9016637338025916,0.32705350414468726,0.37640449438202245,0.026634382566585957,0.21404358353510897,0.11041162227602906,0.1036319612590799,0.5158371040723982
2022,15860,104,2088,2006,570,962,427,117,22,77,397,281,87,24,19,491,0.0,88,28,10,10,32.0,23.0,2330,0.28414755732801594,0.4025751072961373,0.5872382851445663,0.9898133924407037,0.3372093023255814,0.4065040650406504,0.03304721030042918,0.21072961373390559,0.12060085836909872,0.09012875536480687,0.5723014256619144
2022,15860,107,1904,1981,570,941,397,120,13,75,362,257,41,28,13,451,0.0,39,16,7,11,30.0,11.0,2279,0.2877334679454821,0.3808688021061869,0.5800100959111559,0.9608788980173428,0.3337828725556305,0.4060529634300126,0.03290917068889864,0.19789381307591047,0.11276875822729267,0.0851250548486178,0.5698447893569845
2022,15860,108,1148,1397,336,465,169,64,7,17,144,147,35,13,2,433,0.0,17,12,3,4,28.0,21.0,1559,0.24051539012168932,0.33226427196921104,0.39584824624194703,0.7281125182111581,0.33229166666666665,0.3033932135728543,0.010904425914047467,0.2777421423989737,0.09429121231558692,0.1834509300833868,0.3394919168591224
2022,15860,109,1568,1723,446,659,300,83,17,32,272,217,94,21,44,410,0.0,45,17,5,17,28.0,22.0,2005,0.2588508415554266,0.37755610972568576,0.4590829947765525,0.8366391045022383,0.31797235023041476,0.3696551724137931,0.01596009975062344,0.20448877805486285,0.10822942643391521,0.09625935162094763,0.5292682926829269
2022,15860,110,1984,2222,619,909,409,125,12,47,380,318,106,33,30,550,0.0,74,13,10,10,43.0,37.0,2603,0.2785778577857786,0.4006915097963888,0.4918991899189919,0.8925906997153807,0.34499396863691195,0.3634538152610442,0.018056089127929314,0.21129466000768343,0.12216673069535151,0.08912792931233192,0.5781818181818181
2022,15860,111,1664,1697,385,503,187,76,9,8,175,154,61,12,16,432,0.0,33,19,7,4,37.0,26.0,1879,0.22687094873305833,0.31931878658861096,0.3512080141426046,0.6705268007312155,0.2970843183609141,0.30236486486486486,0.004257583821181479,0.22990952634379988,0.08195848855774349,0.1479510377860564,0.35648148148148145
2022,15860,112,2128,1920,514,818,327,106,18,54,303,253,73,20,19,510,0.0,33,20,4,6,42.0,34.0,2212,0.2677083333333333,0.379746835443038,0.51875,0.898496835443038,0.33430232558139533,0.3473282442748092,0.024412296564195298,0.23056057866184448,0.11437613019891502,0.11618444846292947,0.49607843137254903
2022,15860,115,2220,2084,624,1142,523,130,17,118,473,289,121,27,26,479,0.0,132,34,9,10,36.0,25.0,2426,0.29942418426103645,0.42621599340478156,0.6751439539347409,1.1013599473395224,0.3342140026420079,0.4421397379912664,0.048639736191261336,0.19744435284418796,0.11912613355317395,0.07831821929101401,0.6033402922755741
2022,15860,116,1620,1893,556,830,380,85,18,51,349,254,81,21,10,472,0.0,69,11,10,4,33.0,27.0,2178,0.2937136819862652,0.4090909090909091,0.5198098256735341,0.9289007347644431,0.36304816678648455,0.39166666666666666,0.023415977961432508,0.21671258034894397,0.11662075298438934,0.10009182736455463,0.538135593220339
2022,15860,127,1316,1652,483,720,341,91,7,44,307,240,39,17,15,319,0.0,29,9,1,5,26.0,20.0,1924,0.2923728813559322,0.39604989604989604,0.5217917675544794,0.9178416636043755,0.33614088820826954,0.4136490250696379,0.02286902286902287,0.1658004158004158,0.12474012474012475,0.04106029106029105,0.7523510971786834
2022,15860,128,1980,1956,568,916,404,97,16,73,364,242,76,23,32,510,0.0,103,23,10,7,37.0,27.0,2253,0.2903885480572597,0.3932534398579672,0.5633946830265849,0.956648122884552,0.3545845272206304,0.4071340713407134,0.032401242787394584,0.22636484687083888,0.10741233910341766,0.11895250776742122,0.4745098039215686
2022,15860,129,1891,1762,499,749,386,106,12,40,364,291,74,27,34,441,0.0,75,14,7,8,32.0,21.0,2114,0.2832009080590238,0.4087038789025544,0.514755959137344,0.9234598380398984,0.35091743119266056,0.4199029126213592,0.01892147587511826,0.20860927152317882,0.13765373699148534,0.07095553453169348,0.6598639455782312
2022,15860,140,1430,1301,356,657,274,76,12,67,243,174,21,17,15,400,0.0,62,24,5,2,23.0,18.0,1507,0.2736356648731745,0.36562707365627073,0.6241352805534205,0.9897623542096912,0.3396004700352526,0.42768595041322316,0.04445919044459191,0.26542800265428,0.1154611811546118,0.14996682149966822,0.435
2022,15860,141,1995,1796,464,667,332,92,9,31,284,237,48,18,46,393,0.0,54,17,11,10,26.0,15.0,2097,0.2583518930957684,0.35717691940867907,0.4448775055679287,0.8020544249766077,0.31151079136690646,0.4192200557103064,0.014783023366714354,0.18741058655221746,0.11301859799713877,0.07439198855507868,0.6030534351145038
2022,15860,147,1798,1552,426,766,335,77,4,85,326,242,45,17,8,453,0.0,21,5,2,9,32.0,29.0,1819,0.27448453608247425,0.3919736118746564,0.6005154639175257,0.9924890757921822,0.33074684772065954,0.3980891719745223,0.04672897196261682,0.24903793293018142,0.13304013194062672,0.1159978009895547,0.5342163355408388
2022,15860,149,1829,1346,390,676,317,84,5,64,291,227,59,25,34,320,0.0,36,22,6,8,33.0,22.0,1632,0.2897473997028232,0.41421568627450983,0.6158989598811293,1.0301146461556392,0.3302938196555218,0.4133986928104575,0.0392156862745098,0.19607843137254902,0.13909313725490197,0.05698529411764705,0.709375
2022,15860,158,1650,1762,530,871,402,117,16,64,359,219,52,30,8,404,0.0,73,19,7,4,25.0,19.0,2019,0.300794551645857,0.3967310549777117,0.6061293984108967,1.0028604533886085,0.35196374622356497,0.45861601085481685,0.0316988608221892,0.20009905894006935,0.10846953937592868,0.09162951956414067,0.5420792079207921
2022,15860,164,1782,1542,435,725,342,108,13,52,320,209,72,24,16,349,0.0,39,15,7,3,29.0,23.0,1791,0.2821011673151751,0.39977666108319376,0.582360570687419,0.9821372317706127,0.32875536480686696,0.4367469879518072,0.029034059184812954,0.19486320491345616,0.11669458403126745,0.0781686208821887,0.5988538681948424
2022,15860,165,1674,1711,483,711,368,90,24,30,314,275,72,23,28,357,0.0,119,26,12,1,34.0,23.0,2037,0.2822910578609001,0.4074619538537064,0.49970777323202803,0.9071697270857344,0.3363028953229399,0.4225,0.014727540500736377,0.17525773195876287,0.13500245459008345,0.040255277368679426,0.7703081232492998
2022,15860,167,1080,1244,309,505,213,67,15,33,185,159,30,14,7,409,0.0,49,11,4,1,22.0,19.0,1424,0.24839228295819935,0.3497191011235955,0.4983922829581994,0.8481113840817949,0.3382352941176471,0.3870967741935484,0.023174157303370788,0.2872191011235955,0.11165730337078651,0.175561797752809,0.38875305623471884
2022,15860,169,1470,1569,428,654,301,105,11,33,271,228,81,25,19,408,0.0,45,20,5,12,22.0,12.0,1841,0.27278521351179097,0.40032590983161326,0.5117909496494583,0.9121168594810716,0.3425845620121422,0.3806818181818182,0.017925040738728953,0.2216186854970125,0.12384573601303639,0.09777294948397611,0.5588235294117647
2022,15860,172,1247,1527,446,694,308,95,24,35,282,168,39,23,17,270,0.0,48,10,3,2,37.0,31.0,1735,0.2920759659462999,0.37636887608069164,0.5553372626064178,0.9317061386871095,0.3301204819277108,0.441747572815534,0.020172910662824207,0.15561959654178675,0.0968299711815562,0.05878962536023055,0.6222222222222222
2022,15860,173,1960,1953,592,1026,483,144,16,86,448,331,102,23,23,494,0.0,70,11,3,5,27.0,23.0,2330,0.30312339989759346,0.43991416309012876,0.6513056835637481,1.091219846653877,0.3624641833810888,0.422790202342918,0.03690987124463519,0.21201716738197424,0.14206008583690988,0.06995708154506436,0.6700404858299596
2022,15860,175,1700,1404,347,527,227,64,4,36,211,175,70,11,11,400,0.0,56,23,11,6,20.0,9.0,1601,0.24715099715099714,0.3697688944409744,0.4494301994301994,0.8191990938711737,0.3176710929519918,0.3435251798561151,0.022485946283572766,0.24984384759525297,0.10930668332292318,0.1405371642723298,0.4375
2022,15860,178,1248,1443,391,592,293,82,10,33,261,262,56,21,12,343,0.0,65,13,8,7,32.0,22.0,1738,0.27096327096327094,0.4079401611047181,0.4968814968814969,0.9048216579862149,0.3290441176470588,0.38461538461538464,0.0189873417721519,0.19735327963176064,0.15074798619102417,0.04660529344073647,0.7638483965014577
2022,15860,180,1326,1166,322,525,208,69,10,38,200,135,17,13,9,213,0.0,23,9,0,1,23.0,19.0,1323,0.27615780445969124,0.35827664399092973,0.5506003430531733,0.908876987044103,0.30603448275862066,0.38990825688073394,0.02872260015117158,0.16099773242630386,0.10204081632653061,0.05895691609977324,0.6338028169014085
2022,15860,193,1836,1732,447,757,295,100,3,68,275,218,77,17,10,433,0.0,54,6,10,5,39.0,33.0,1977,0.25808314087759815,0.3753161355589277,0.535796766743649,0.9111129023025766,0.3036858974358974,0.3367952522255193,0.0343955488113303,0.2190187152250885,0.11026808295397066,0.10875063227111785,0.5034642032332564
2022,15860,196,2278,2260,643,1008,440,108,13,77,392,266,48,39,48,497,0.0,53,18,10,4,48.0,34.0,2613,0.2845132743362832,0.36624569460390355,0.5336283185840708,0.8998740131879743,0.32811594202898553,0.4125,0.029468044393417527,0.19020283199387678,0.10179869881362419,0.08840413318025259,0.5352112676056338
2022,15860,198,1632,1621,479,805,338,113,9,65,324,172,33,20,19,349,0.0,14,7,3,6,41.0,33.0,1832,0.29549660703269587,0.37336244541484714,0.6119679210363973,0.9853303664512445,0.3374083129584352,0.4410339256865913,0.035480349344978165,0.19050218340611352,0.09388646288209607,0.09661572052401746,0.49283667621776506
2022,15860,201,1872,1798,522,774,373,84,9,50,328,251,52,21,35,371,0.0,71,15,3,5,37.0,25.0,2105,0.2903225806451613,0.3919239904988123,0.5100111234705228,0.9019351139693351,0.3376251788268956,0.4167741935483871,0.023752969121140142,0.17624703087885984,0.11923990498812352,0.057007125890736324,0.6765498652291105
2022,15860,202,2088,1983,535,861,376,103,8,69,346,294,61,29,6,564,0.0,43,13,6,12,34.0,31.0,2312,0.2697932425617751,0.38494809688581316,0.5249621785173979,0.9099102754032111,0.33792603335750543,0.37393422655298414,0.029844290657439446,0.24394463667820068,0.12716262975778547,0.11678200692041521,0.5212765957446809
2022,15860,204,1760,1227,310,500,224,45,5,45,201,142,53,16,14,265,0.0,35,12,2,2,32.0,8.0,1399,0.2526487367563162,0.36097212294496067,0.4849225753871231,0.8458946983320837,0.2840300107181136,0.38913043478260867,0.032165832737669764,0.18942101501072195,0.10150107219442459,0.08791994281629736,0.5358490566037736
2022,15860,219,1568,1759,494,829,370,106,5,73,354,226,65,19,7,391,0.0,43,11,6,9,19.0,12.0,2011,0.2808413871517908,0.3903530581800099,0.5758953951108584,0.9662484532908684,0.3203957382039574,0.41713483146067415,0.036300348085529587,0.19443063152660367,0.11238189955246146,0.08204873197414221,0.578005115089514
2022,15860,220,1716,1835,526,888,390,111,13,75,350,235,66,20,16,398,0.0,41,26,6,4,31.0,21.0,2106,0.28664850136239783,0.392687559354226,0.5923705722070844,0.9850581315613105,0.3263386396526773,0.41888297872340424,0.03561253561253561,0.1889838556505223,0.11158594491927826,0.07739791073124405,0.5904522613065326
2022,15860,222,1998,1863,525,801,349,99,12,51,322,216,95,19,16,432,0.0,104,35,7,2,39.0,24.0,2114,0.28180354267310787,0.3954588457899716,0.5169082125603864,0.912367058350358,0.3388134381701215,0.3796178343949045,0.024124881740775782,0.2043519394512772,0.1021759697256386,0.1021759697256386,0.5
2022,15860,228,1770,1823,484,685,328,78,9,35,275,238,60,19,18,509,0.0,39,17,6,2,44.0,32.0,2098,0.2654964344487109,0.37273593898951385,0.4426769061985738,0.8154128451880877,0.3459167950693374,0.392235609103079,0.016682554814108675,0.24261201143946615,0.11344137273593899,0.12917063870352716,0.4675834970530452
2022,15860,229,1856,1895,549,921,393,108,6,84,363,282,72,20,13,434,0.0,50,15,1,7,37.0,33.0,2210,0.28970976253298153,0.4085972850678733,0.5905013192612137,0.999098604329087,0.33285612025769507,0.3772893772893773,0.03800904977375565,0.19638009049773755,0.12760180995475112,0.06877828054298643,0.6497695852534562
2022,15860,231,1750,1463,352,480,198,49,2,25,164,160,47,13,18,414,0.0,53,24,11,3,28.0,10.0,1654,0.24060150375939848,0.33796856106408707,0.380041011619959,0.7180095726840461,0.3153326904532305,0.32397003745318353,0.015114873035066506,0.2503022974607013,0.09673518742442563,0.15356711003627568,0.3864734299516908
2022,15860,234,1888,1468,388,584,242,79,6,35,213,179,66,12,11,423,0.0,32,15,4,6,27.0,19.0,1670,0.26430517711171664,0.3790419161676647,0.47956403269754766,0.8586059488652124,0.34540117416829746,0.34615384615384615,0.020958083832335328,0.25329341317365267,0.10718562874251497,0.1461077844311377,0.4231678486997636
2022,15860,235,2112,2120,577,1034,418,91,12,114,382,285,60,33,19,524,0.0,55,21,6,8,48.0,40.0,2457,0.27216981132075474,0.37525437525437527,0.5900943396226415,0.9653487148770168,0.3056105610561056,0.37623762376237624,0.0463980463980464,0.21326821326821327,0.115995115995116,0.09727309727309727,0.5438931297709924
2022,15860,236,1768,1647,410,564,269,82,3,22,228,199,73,21,26,366,0.0,63,24,12,2,34.0,20.0,1893,0.24893746205221615,0.36027469624933967,0.4074074074074074,0.767682103656747,0.303125,0.37424242424242427,0.01162176439513999,0.19334389857369255,0.10512414157422081,0.08821975699947174,0.5437158469945356
2022,15860,248,1960,1878,514,741,330,97,11,36,295,218,80,20,38,376,0.0,102,34,11,5,40.0,26.0,2154,0.2736954206602769,0.37697307335190344,0.4712460063897764,0.8482190797416798,0.32166890982503366,0.3788659793814433,0.016713091922005572,0.1745589600742804,0.10120705663881151,0.0733519034354689,0.5797872340425532
2022,15860,249,1456,1704,480,697,287,91,6,38,246,181,52,14,16,368,0.0,34,19,3,2,36.0,19.0,1915,0.28169014084507044,0.3723237597911227,0.48826291079812206,0.8605866705892448,0.33689024390243905,0.3688888888888889,0.019843342036553524,0.19216710182767624,0.09451697127937336,0.09765013054830288,0.49184782608695654
2022,15860,251,1904,1480,396,703,305,78,5,73,273,222,47,18,18,419,0.0,43,13,3,3,19.0,14.0,1738,0.26756756756756755,0.38262370540851554,0.5804054054054054,0.963029110813921,0.3210735586481113,0.3918918918918919,0.04200230149597238,0.24108170310701957,0.1277330264672037,0.11334867663981588,0.5298329355608592
2022,15860,253,2074,2079,615,938,441,111,13,62,405,263,92,23,59,473,0.0,48,9,8,11,48.0,36.0,2424,0.2958152958152958,0.40016501650165015,0.5406445406445406,0.9408095571461907,0.35290363752393106,0.41740088105726875,0.02557755775577558,0.19513201320132012,0.10849834983498349,0.08663366336633663,0.5560253699788583
2022,15860,254,1848,1700,478,765,309,93,4,62,271,201,49,19,25,458,0.0,69,20,14,7,31.0,24.0,1945,0.2811764705882353,0.374293059125964,0.5435294117647059,0.9178224708906699,0.3469557964970809,0.3708708708708709,0.031876606683804626,0.23547557840616967,0.10334190231362468,0.132133676092545,0.4388646288209607
2022,15860,255,2160,2025,660,1088,500,107,18,95,465,267,60,31,6,423,0.0,64,11,6,11,39.0,34.0,2329,0.32592592592592595,0.42378703306139975,0.6459259259259259,1.0697129589873255,0.3673602080624187,0.45403587443946186,0.040790038643194505,0.18162301416917132,0.11464147702876772,0.0669815371404036,0.6312056737588653
2022,15860,257,2183,1995,568,915,410,84,13,79,376,275,49,25,17,529,0.0,19,4,1,13,33.0,29.0,2312,0.2847117794486215,0.38581314878892736,0.5468671679197995,0.9326803167087269,0.34631728045325777,0.4071340713407134,0.034169550173010384,0.22880622837370243,0.1189446366782007,0.10986159169550173,0.5198487712665406
2022,15860,260,1792,1778,493,717,308,94,11,36,285,182,60,21,20,357,0.0,38,17,3,3,36.0,19.0,2001,0.27727784026996627,0.36731634182908546,0.48256467941507314,0.8498810212441585,0.32503556187766713,0.38912732474964234,0.017991004497751123,0.17841079460269865,0.09095452273863068,0.08745627186406797,0.5098039215686274
