season,season_id,school_id,division,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,IBB,TB,GDP,HBP,SH,SF,DP,Picked,OPP DP,RC,PA,BA,OBP,SLG,OPS,OPS+,ISO,BAbip,XR,XRR,XRB,RS%,HR%,K%,BB%,K-BB%,BB/K
2018,12973,30,1.0,1820,1792,291,453,93,13,41,259,25,10,229,473,10,695,0.0,74,30,14,27.0,0,7.0,268.9743618513324,2065,0.25279017857142855,0.36610169491525424,0.46986607142857145,0.8359677663438256,99.0,0.074,0.3188854489164087,516.7660000000001,489.86799999999994,506.6360000000001,0.34965034965034963,0.019854721549636804,0.22905569007263923,0.1108958837772397,0.11815980629539953,0.48414376321353064
2018,12973,31,1.0,2829,2347,482,695,115,5,98,452,39,12,324,511,7,1114,0.0,69,21,42,44.0,0,0.0,466.1806635747413,2734,0.29612270984235195,0.39795171909290417,0.5675330208777163,0.9654847399706205,135.0,0.055,0.33539325842696627,849.7620000000001,808.2939999999999,831.1080000000001,0.3878787878787879,0.03584491587417703,0.1869056327724945,0.1185076810534016,0.0683979517190929,0.6340508806262231
2018,12973,32,1.0,1792,1880,277,483,90,13,43,252,67,32,165,464,5,728,0.0,68,21,12,53.0,0,0.0,250.95597390493944,2078,0.2569148936170213,0.34456207892204044,0.4648936170212766,0.809455695943317,95.0,0.069,0.3176895306859206,532.988,509.334,540.5680000000001,0.3476968796433878,0.020692974013474495,0.22329162656400384,0.07940327237728585,0.14388835418671797,0.35560344827586204
2018,12973,37,1.0,2046,2178,453,615,122,4,73,413,48,25,303,495,3,964,0.0,78,17,26,36.0,0,7.0,396.43397386625674,2524,0.28236914600550966,0.39461172741679873,0.5339761248852158,0.9285878523020146,124.0,0.062,0.3312958435207824,726.98,695.946,725.4920000000001,0.41170097508125675,0.028922345483359747,0.19611727416798733,0.12004754358161648,0.07606973058637084,0.6121212121212121
2018,12973,43,1.0,1767,1853,392,519,119,8,64,339,65,28,280,484,3,846,0.0,52,31,23,20.0,0,8.0,342.4382760160786,2187,0.2800863464651916,0.3891175125743027,0.5596330275229358,0.9487505400972385,132.0,0.077,0.34262048192771083,641.308,614.008,643.5760000000001,0.4167725540025413,0.029263831732967534,0.22130772748056698,0.12802926383173296,0.09327846364883402,0.5785123966942148
2018,12973,47,1.0,1798,1983,338,524,88,17,44,305,55,24,236,476,4,778,0.0,93,30,25,54.0,0,0.0,302.09957752429233,2274,0.2642460917801311,0.3751099384344767,0.46747352496217853,0.8425834633966552,99.0,0.07,0.3225806451612903,582.4520000000001,553.0680000000001,580.056,0.36341161928306553,0.019349164467897976,0.20932277924362358,0.10378188214599825,0.10554089709762533,0.4957983193277311
2018,12973,48,1.0,1890,1819,184,423,63,11,25,173,28,15,182,408,1,583,0.0,26,22,13,46.0,0,1.0,190.2589136760427,2036,0.2325453545904343,0.3099214145383104,0.3749312809235844,0.6848526954618948,61.0,0.053,0.28448892065761255,388.97600000000006,368.702,387.18399999999997,0.2623762376237624,0.012278978388998035,0.20039292730844793,0.0893909626719057,0.11100196463654223,0.44607843137254904
2018,12973,51,1.0,1798,1993,374,570,118,14,54,343,34,17,248,369,3,878,0.0,51,37,22,44.0,0,4.0,346.0970991067631,2300,0.286001003512293,0.37782608695652176,0.5338685398896137,0.9116946268461354,122.0,0.08,0.3241206030150754,659.1879999999999,630.0759999999998,653.0920000000001,0.39263803680981596,0.023478260869565216,0.16043478260869565,0.10782608695652174,0.05260869565217391,0.6720867208672087
2018,12973,61,1.0,2030,1944,300,539,77,15,29,268,54,15,223,412,4,733,0.0,55,33,20,45.0,0,0.0,283.5411516483517,2220,0.2772633744855967,0.36801801801801803,0.43930041152263377,0.8073184295406518,89.0,0.063,0.334865397242285,536.4740000000002,509.5700000000001,529.86,0.34390862944162437,0.013063063063063063,0.18558558558558558,0.10045045045045045,0.08513513513513513,0.5412621359223301
2018,12973,62,1.0,1470,1564,201,384,84,8,17,175,39,17,185,324,0,535,0.0,33,21,16,33.0,0,0.0,190.30913688840022,1786,0.24552429667519182,0.3370660694288914,0.4117647058823529,0.7488307753112443,76.0,0.069,0.29620661824051653,377.94800000000004,358.66,377.58000000000004,0.3145299145299145,0.009518477043673012,0.18141097424412095,0.10358342665173573,0.07782754759238522,0.5709876543209876
2018,12973,67,1.0,1715,1676,241,407,78,7,14,213,92,24,211,396,4,541,0.0,50,33,18,30.0,0,0.0,196.93684104627766,1938,0.24284009546539378,0.3446852425180599,0.3818615751789976,0.7265468176970575,67.0,0.059,0.3060747663551402,389.882,366.64799999999997,390.45599999999996,0.3470948012232416,0.007223942208462332,0.2043343653250774,0.10887512899896801,0.09545923632610939,0.5328282828282829
2018,12973,71,1.0,1647,1697,202,432,70,5,14,180,26,16,179,417,1,554,0.0,24,31,10,36.0,0,0.0,193.44189592993305,1917,0.2545668827342369,0.33124673969744395,0.37890394814378314,0.7101506878412271,65.0,0.05,0.3275862068965517,376.184,358.09000000000003,376.64,0.3027375201288245,0.007303077725612937,0.21752738654147105,0.09337506520605113,0.12415232133541992,0.4292565947242206
2018,12973,72,1.0,1377,1483,299,433,89,11,38,272,44,12,200,353,3,658,0.0,53,33,18,21.0,0,0.0,272.7204252937885,1734,0.29197572488199597,0.3956170703575548,0.5367498314227916,0.9323669017803464,125.0,0.082,0.35585585585585583,504.98599999999993,482.54999999999995,499.44,0.4027777777777778,0.02191464821222607,0.2035755478662053,0.11534025374855825,0.08823529411764705,0.56657223796034
2018,12973,77,1.0,1450,1593,232,440,99,10,20,205,23,9,159,324,3,619,0.0,26,17,17,34.0,0,1.0,226.53573951434882,1786,0.27620841180163214,0.34994400895856664,0.46955430006277465,0.8194983090213412,97.0,0.081,0.33175355450236965,453.41799999999995,431.5959999999999,446.11199999999997,0.3504132231404959,0.011198208286674132,0.18141097424412095,0.08902575587905935,0.0923852183650616,0.49074074074074076
2018,12973,80,1.0,1073,1290,171,315,49,9,23,157,39,9,112,315,0,451,0.0,38,13,10,16.0,0,0.0,152.74930963773068,1425,0.2441860465116279,0.3263157894736842,0.4124031007751938,0.738718890248878,75.0,0.059,0.30353430353430355,319.60999999999996,305.21999999999997,317.81999999999994,0.334841628959276,0.016140350877192983,0.22105263157894736,0.07859649122807018,0.14245614035087717,0.35555555555555557
2018,12973,81,1.0,1847,1932,376,585,106,18,45,334,49,15,219,337,8,862,0.0,78,28,31,40.0,0,0.0,355.1383479020979,2210,0.3027950310559006,0.3990950226244344,0.5336438923395446,0.932738914963979,124.0,0.083,0.3415559772296015,669.3440000000003,634.5540000000001,656.248,0.3954599761051374,0.020361990950226245,0.15248868778280544,0.09909502262443438,0.05339366515837106,0.6498516320474778
2018,12973,83,1.0,1529,1386,213,349,74,16,14,197,40,13,212,344,1,497,0.0,28,24,26,44.0,0,0.0,192.19059665871123,1648,0.2518037518037518,0.3574029126213592,0.43362193362193363,0.7910248462432928,86.0,0.088,0.3178368121442125,361.208,339.244,354.88800000000003,0.34608695652173915,0.00849514563106796,0.2087378640776699,0.12864077669902912,0.08009708737864077,0.6162790697674418
2018,12973,87,1.0,1836,1864,324,506,106,20,20,279,46,16,237,404,5,712,0.0,54,28,29,35.0,0,0.0,277.6675949367089,2158,0.27145922746781115,0.36932344763670066,0.46030042918454933,0.82962387682125,96.0,0.089,0.33083730428863173,531.868,501.776,522.392,0.3912483912483912,0.009267840593141797,0.1872103799814643,0.1098239110287303,0.077386468952734,0.5866336633663366
2018,12973,90,1.0,1995,1989,320,577,104,16,27,285,28,13,209,385,3,794,0.0,55,37,15,55.0,0,0.0,309.6146117136659,2250,0.29009552538964306,0.37377777777777776,0.47310206133735544,0.8468798391151332,101.0,0.076,0.3454773869346734,587.0799999999999,561.574,581.2079999999999,0.35995085995085996,0.012,0.1711111111111111,0.09288888888888888,0.07822222222222222,0.5428571428571428
2018,12973,94,1.0,1881,1904,261,507,72,14,15,227,45,25,165,344,0,652,0.0,52,21,22,57.0,0,0.0,228.84997227356746,2112,0.266281512605042,0.3428030303030303,0.3954831932773109,0.7382862235803411,72.0,0.06,0.31397574984045945,461.458,437.01400000000007,462.84800000000007,0.3469675599435825,0.007102272727272727,0.16287878787878787,0.078125,0.08475378787878787,0.4796511627906977
2018,12973,96,1.0,1836,1872,315,559,116,14,51,290,38,14,161,436,2,856,0.0,45,45,14,42.0,0,6.0,319.48501637810006,2092,0.2986111111111111,0.365678776290631,0.5539529914529915,0.9196317677436225,127.0,0.084,0.3631165117941387,646.222,622.0360000000001,642.6320000000001,0.3697478991596639,0.024378585086042064,0.2084130019120459,0.07695984703632887,0.13145315487571702,0.36926605504587157
2018,12973,97,1.0,2074,2082,293,559,94,21,14,262,46,26,179,393,9,737,0.0,64,62,23,41.0,0,0.0,256.9261244813278,2346,0.26849183477425553,0.34185848252344414,0.4159462055715658,0.75780468809501,78.0,0.075,0.3209658421672556,537.5659999999999,504.2159999999999,531.912,0.35406091370558374,0.005967604433077579,0.16751918158567775,0.0763000852514919,0.09121909633418585,0.455470737913486
2018,12973,99,1.0,1653,1847,248,458,68,15,8,212,55,25,195,342,5,580,0.0,56,67,13,31.0,0,4.0,202.26760330578514,2122,0.24796968056307525,0.3341187558906692,0.36329182458040066,0.6974105804710699,60.0,0.061,0.2980132450331126,405.91399999999993,380.738,405.8759999999999,0.34236804564907275,0.003770028275212064,0.16116870876531575,0.09189443920829406,0.06927426955702169,0.5701754385964912
2018,12973,101,1.0,1856,2049,329,559,102,12,65,308,30,23,173,445,8,880,0.0,85,30,30,25.0,0,13.0,317.01596958174906,2282,0.27281600780868714,0.35801928133216476,0.5168374816983895,0.8748567630305543,114.0,0.067,0.3148502230720204,664.5200000000001,629.49,656.84,0.35106382978723405,0.02848378615249781,0.19500438212094653,0.07581069237510955,0.11919368974583698,0.3887640449438202
2018,12973,102,1.0,1860,2034,332,526,101,14,51,292,68,23,242,520,6,808,0.0,55,22,26,37.0,0,0.0,297.1787810004203,2324,0.2586037364798427,0.3541308089500861,0.47885939036381514,0.8329901993139013,101.0,0.07,0.31900604432505036,596.1800000000001,565.606,591.9720000000001,0.3639896373056995,0.021944922547332185,0.22375215146299485,0.10413080895008606,0.11962134251290879,0.4653846153846154
2018,12973,104,1.0,1845,1896,293,502,95,15,35,260,54,22,199,379,1,732,0.0,60,34,19,34.0,0,7.0,267.47090579710147,2148,0.26476793248945146,0.3542830540037244,0.46255274261603374,0.8168357966197581,95.0,0.074,0.3111259160559627,537.848,512.8280000000001,537.616,0.35537190082644626,0.016294227188081937,0.17644320297951582,0.09264432029795158,0.08379888268156424,0.525065963060686
2018,12973,107,1.0,1890,1880,353,540,86,5,57,318,55,25,233,398,18,807,0.0,64,17,26,46.0,0,0.0,321.72857657657653,2156,0.2872340425531915,0.38821892393320967,0.5079787234042553,0.896197647337465,114.0,0.054,0.3328738800827016,614.376,577.21,604.6,0.37948717948717947,0.026437847866419294,0.18460111317254174,0.10807050092764378,0.07653061224489796,0.585427135678392
2018,12973,108,1.0,1802,1841,260,512,102,9,25,240,37,30,160,394,3,707,0.0,63,24,15,49.0,0,0.0,256.2056680932002,2040,0.2781097229766431,0.3602941176470588,0.4579033134166214,0.8181974310636801,95.0,0.07,0.33890048712595683,519.178,495.718,525.2760000000001,0.33098591549295775,0.012254901960784314,0.1931372549019608,0.0784313725490196,0.11470588235294119,0.40609137055837563
2018,12973,109,1.0,1960,1901,288,533,86,11,30,266,19,25,192,410,9,731,0.0,71,51,34,41.0,0,0.0,273.2645264562027,2178,0.280378748027354,0.3654729109274564,0.4513413992635455,0.8168143101910019,93.0,0.063,0.33645484949832777,544.6899999999999,509.076,535.832,0.3368146214099217,0.013774104683195593,0.18824609733700642,0.0881542699724518,0.10009182736455463,0.4682926829268293
2018,12973,110,1.0,2006,2005,409,574,129,14,43,372,62,21,292,449,10,860,0.0,89,45,41,33.0,0,2.0,361.4120550161812,2383,0.286284289276808,0.4007553503986572,0.5216957605985038,0.9224511109971609,120.0,0.085,0.3416988416988417,673.948,633.732,659.524,0.40131578947368424,0.0180444817456987,0.18841796055392362,0.12253462022660512,0.0658833403273185,0.6503340757238307
2018,12973,111,1.0,1820,1836,233,478,96,10,36,219,23,19,144,469,6,702,0.0,26,19,17,39.0,0,1.0,229.38748285994123,2016,0.26034858387799564,0.32142857142857145,0.4596949891067538,0.7811235605353253,90.0,0.069,0.327893175074184,500.55799999999994,475.57599999999985,497.732,0.32189542483660133,0.017857142857142856,0.2326388888888889,0.07142857142857142,0.16121031746031747,0.3070362473347548
2018,12973,115,1.0,2138,2028,360,517,96,12,53,319,96,22,215,461,7,796,0.0,115,49,21,13.0,0,10.0,299.0402883031301,2313,0.25493096646942803,0.36619109381755294,0.4718934911242604,0.8380845849418133,100.0,0.065,0.3022801302931596,610.582,579.212,605.424,0.3866498740554156,0.02291396454820579,0.19930825767401644,0.09295287505404237,0.10635538261997407,0.46637744034707157
2018,12973,116,1.0,2052,1511,289,414,74,13,22,248,66,15,201,384,1,580,0.0,72,29,17,35.0,0,0.0,238.9847431693989,1758,0.2739907346128392,0.39078498293515357,0.4559894109861019,0.8467743939212555,98.0,0.075,0.3493761140819964,440.47800000000007,420.21400000000006,438.5279999999999,0.40150375939849625,0.012514220705346985,0.21843003412969283,0.11433447098976109,0.10409556313993175,0.5234375
2018,12973,127,1.0,1610,1494,211,405,55,7,22,194,38,12,179,346,6,540,0.0,30,18,15,37.0,0,8.0,205.5820737327189,1706,0.2710843373493976,0.35990621336459555,0.41767068273092367,0.7775768960955192,81.0,0.051,0.33567046450482035,386.892,365.438,380.996,0.31925675675675674,0.012895662368112544,0.20281359906213364,0.10492379835873387,0.09788980070339977,0.5173410404624278
2018,12973,128,1.0,1792,1889,321,499,77,6,42,288,109,26,266,512,9,714,0.0,67,25,25,33.0,0,2.0,283.21484154929584,2205,0.2641609317098994,0.37732426303854877,0.44415034409740606,0.8214746071359549,92.0,0.05,0.3360294117647059,534.8639999999999,504.47,531.7,0.3531645569620253,0.01904761904761905,0.23219954648526078,0.12063492063492064,0.11156462585034015,0.51953125
2018,12973,129,1.0,1500,1479,254,401,51,10,11,225,49,23,222,300,2,505,0.0,73,41,17,42.0,0,0.0,213.53153930131006,1759,0.2711291413116971,0.39567936327458786,0.3901284651791751,0.785807828453763,76.0,0.055,0.3291139240506329,371.13,350.01599999999996,372.672,0.35474452554744523,0.0062535531552018195,0.17055144968732233,0.12620807276861853,0.0443433769187038,0.74
2018,12973,140,1.0,1736,1834,303,469,86,13,51,277,81,27,233,483,5,734,0.0,73,32,26,31.0,0,0.0,276.45257506824385,2125,0.25572519083969464,0.36470588235294116,0.4820065430752454,0.8467124254281866,103.0,0.068,0.3152337858220211,550.8360000000001,521.8600000000001,549.94,0.34806629834254144,0.024,0.2272941176470588,0.10964705882352942,0.1176470588235294,0.4824016563146998
2018,12973,141,1.0,1855,1779,237,474,73,11,18,211,61,28,173,386,6,623,0.0,44,33,22,36.0,0,0.0,219.15236470014628,2007,0.26644182124789206,0.34429496761335326,0.40753232152894886,0.7518272891423021,76.0,0.06,0.3264137437365784,448.18199999999996,421.15999999999997,448.3600000000001,0.32540861812778604,0.008968609865470852,0.19232685600398605,0.08619830592924764,0.10612855007473841,0.4481865284974093
2018,12973,147,1.0,2142,2066,406,539,95,2,98,375,52,18,350,540,14,932,0.0,58,27,22,66.0,0,0.0,380.9144986127626,2465,0.26089060987415297,0.3841784989858012,0.5454985479186835,0.9296770469044846,126.0,0.049,0.3041379310344828,697.0300000000001,661.7539999999999,686.2280000000001,0.3627797408716137,0.03975659229208925,0.21906693711967545,0.14198782961460446,0.07707910750507099,0.6481481481481481
2018,12973,149,1.0,1860,2116,499,614,145,12,81,449,84,28,359,506,11,1026,0.0,62,41,24,20.0,0,15.0,438.35729438893156,2540,0.29017013232514177,0.4074803149606299,0.5973534971644613,1.0048338121250913,146.0,0.086,0.3432066967160335,794.3820000000001,758.5239999999999,790.3280000000001,0.4381551362683438,0.03188976377952756,0.19921259842519684,0.14133858267716534,0.0578740157480315,0.7094861660079052
2018,12973,158,1.0,1850,1744,253,458,77,14,27,224,28,9,187,375,6,644,0.0,49,22,18,46.0,0,0.0,238.68235643564353,1971,0.2626146788990826,0.35210553018772195,0.4369266055045872,0.7890321356923091,87.0,0.068,0.31691176470588234,467.99999999999994,442.7019999999999,457.96399999999994,0.33883058470764615,0.0136986301369863,0.1902587519025875,0.09487569761542364,0.09538305428716387,0.49866666666666665
2018,12973,164,1.0,2035,2071,330,586,104,10,38,296,77,31,193,429,5,824,0.0,61,29,26,36.0,0,7.0,302.12575630252104,2319,0.2829550941574119,0.36222509702457956,0.4712699179140512,0.8334950149386308,99.0,0.065,0.3361963190184049,614.488,583.46,615.1200000000001,0.3640897755610973,0.016386373436826217,0.18499353169469598,0.08322552824493316,0.10176800344976282,0.44988344988344986
2018,12973,165,1.0,1620,1451,262,407,76,15,7,226,75,25,218,311,4,534,0.0,47,28,23,15.0,0,18.0,220.4125297113752,1720,0.28049620951068227,0.39069767441860465,0.4355616815988973,0.826259356017502,91.0,0.083,0.3460207612456747,402.482,378.81800000000004,402.71600000000007,0.38345864661654133,0.004069767441860465,0.1808139534883721,0.12674418604651164,0.054069767441860456,0.7009646302250804
2018,12973,167,1.0,1106,1267,198,316,66,8,18,182,47,14,168,302,1,452,0.0,41,5,14,22.0,0,1.0,173.00414715719063,1454,0.2494080505130229,0.3610729023383769,0.4293606945540647,0.7904335968924416,85.0,0.071,0.3100936524453694,329.32399999999996,313.23199999999986,329.024,0.35502958579881655,0.012379642365887207,0.2077028885832187,0.1155433287482806,0.09215955983493809,0.5562913907284768
2018,12973,169,1.0,1500,1378,263,363,84,12,31,234,62,16,183,337,2,564,0.0,44,18,19,20.0,0,0.0,217.64097442143725,1598,0.26342525399129174,0.3692115143929912,0.5014513788098693,0.8706628932028606,110.0,0.087,0.3226433430515063,426.74399999999997,406.31000000000006,424.66,0.4150268336314848,0.01939924906132666,0.21088861076345433,0.11451814768460576,0.09637046307884857,0.543026706231454
2018,12973,172,1.0,1360,1413,232,385,65,4,26,199,27,9,158,283,2,536,0.0,27,15,20,41.0,0,0.0,200.50252296387018,1606,0.2724699221514508,0.3549190535491905,0.4465675866949752,0.8014866402441657,90.0,0.054,0.3193950177935943,388.696,367.92600000000004,381.372,0.3786764705882353,0.0161892901618929,0.17621419676214198,0.09838107098381071,0.07783312577833126,0.558303886925795
2018,12973,173,1.0,1782,1839,335,502,84,11,60,309,49,14,252,484,5,788,0.0,73,17,25,31.0,0,0.0,321.09379873073436,2133,0.27297444263186516,0.38771683075480545,0.512778684067428,0.9004955148222334,116.0,0.064,0.33484848484848484,595.078,566.7640000000001,587.008,0.35853976531942633,0.02812939521800281,0.22691045475855603,0.11814345991561181,0.10876699484294422,0.5206611570247934
2018,12973,175,1.0,1820,1725,268,442,72,7,36,234,81,37,169,413,0,636,0.0,78,20,26,27.0,0,6.0,226.26832507433102,1940,0.25623188405797104,0.35515463917525775,0.4353623188405797,0.7905169580158374,86.0,0.054,0.3118279569892473,469.10599999999994,444.5859999999999,477.972,0.3552833078101072,0.018556701030927835,0.21288659793814432,0.08711340206185567,0.12577319587628866,0.4092009685230024
2018,12973,178,1.0,1100,1418,182,348,62,9,11,159,32,13,161,302,3,461,0.0,49,17,13,27.0,0,0.0,169.2455609167672,1609,0.2454160789844852,0.3467992541951523,0.3829337094499295,0.7297329636450818,68.0,0.063,0.30143112701252234,327.38399999999996,308.87999999999994,324.44000000000005,0.3126142595978062,0.006836544437538844,0.18769422001243008,0.10006215040397763,0.08763206960845245,0.5331125827814569
2018,12973,180,1.0,1856,1908,248,476,80,18,28,225,62,25,222,452,1,676,0.0,50,25,17,40.0,0,3.0,242.90938793879388,2172,0.24947589098532494,0.3443830570902394,0.42033542976939203,0.7647184868596315,80.0,0.07,0.31003460207612454,480.024,457.044,483.168,0.3055555555555556,0.01289134438305709,0.20810313075506445,0.10220994475138122,0.10589318600368323,0.4911504424778761
2018,12973,193,1.0,2457,2162,416,606,119,22,57,378,89,19,270,506,7,940,0.0,112,21,31,36.0,0,0.0,387.2923035439137,2484,0.2802960222016651,0.3977455716586151,0.5263644773358002,0.9241100489944153,122.0,0.086,0.33680981595092024,733.6120000000001,698.252,724.044,0.38560687432867885,0.022946859903381644,0.2037037037037037,0.10869565217391304,0.09500805152979065,0.5335968379446641
2018,12973,196,1.0,2108,2063,393,595,104,7,58,356,84,26,265,400,6,887,0.0,63,38,42,59.0,0,0.0,352.4164791582355,2408,0.2884149297140087,0.38330564784053156,0.5118759088705769,0.8951815567111084,115.0,0.061,0.32604735883424407,678.2599999999999,639.6159999999999,668.692,0.3872832369942196,0.02408637873754153,0.16611295681063123,0.11004983388704319,0.056063122923588046,0.6625
2018,12973,198,1.0,1431,1839,339,527,111,8,53,310,44,19,208,454,5,813,0.0,62,30,23,25.0,0,0.0,317.37679925994445,2100,0.2865687873844481,0.37952380952380954,0.5356171832517672,0.9151409927755767,123.0,0.073,0.34981549815498153,618.348,590.0739999999998,613.608,0.3844086021505376,0.025238095238095237,0.21619047619047618,0.09904761904761905,0.11714285714285713,0.4581497797356828
2018,12973,201,1.0,1566,1841,326,499,97,6,63,315,33,9,245,389,3,797,0.0,40,40,21,43.0,0,0.0,308.4347873799726,2147,0.2710483432916893,0.36516068933395435,0.5230852797392721,0.8882459690732265,117.0,0.062,0.30921985815602837,591.1880000000002,564.0540000000002,580.8680000000002,0.3647711511789182,0.02934326967862133,0.18118304611085234,0.11411271541686073,0.06707033069399161,0.6298200514138818
2018,12973,202,1.0,2013,2169,445,643,121,14,69,397,102,20,262,441,5,999,0.0,49,30,28,40.0,0,3.0,396.94966115051216,2489,0.29644997694790226,0.38328646042587383,0.5546334716459198,0.9379199320717937,129.0,0.075,0.34024896265560167,764.4620000000001,730.792,757.124,0.4248587570621469,0.027721976697468863,0.17717959019686622,0.10526315789473684,0.07191643230212938,0.5941043083900227
2018,12973,204,1.0,1624,1902,279,498,89,6,23,241,92,44,214,464,3,668,0.0,54,47,17,42.0,0,0.0,238.19289167412708,2180,0.2618296529968454,0.3513761467889908,0.41324921135646686,0.7646253581454576,79.0,0.056,0.33170391061452514,480.268,455.58799999999997,493.77600000000007,0.3445491251682369,0.01055045871559633,0.21284403669724772,0.0981651376146789,0.11467889908256881,0.46120689655172414
2018,12973,219,1.0,1530,1710,234,441,81,9,33,214,54,17,172,394,2,639,0.0,44,34,12,43.0,0,0.0,225.46734279918863,1928,0.2578947368421053,0.3407676348547718,0.4456140350877193,0.786381669942491,88.0,0.063,0.3150579150579151,461.818,441.008,461.25600000000014,0.32211538461538464,0.01711618257261411,0.20435684647302904,0.08921161825726141,0.11514522821576763,0.4365482233502538
2018,12973,220,1.0,1734,1692,263,462,79,7,23,231,41,13,205,336,0,624,0.0,40,16,24,48.0,0,0.0,241.42939807789583,1937,0.2730496453900709,0.36499741868869384,0.43321513002364065,0.7982125487123345,87.0,0.059,0.3235077376565954,453.392,430.08,447.49999999999994,0.3508771929824561,0.011874032008260196,0.1734641197728446,0.10583376355188436,0.06763035622096024,0.6101190476190477
2018,12973,222,1.0,1410,1468,178,366,80,12,24,161,52,18,135,401,1,542,0.0,33,14,11,33.0,0,0.0,181.88847682119203,1628,0.24931880108991825,0.32800982800982803,0.4482288828337875,0.7762387108436155,87.0,0.079,0.32447817836812143,389.57200000000006,372.994,392.46799999999996,0.30196078431372547,0.014742014742014743,0.2463144963144963,0.08292383292383293,0.16339066339066338,0.33665835411471323
