season,season_id,school_id,division,date,game_id,field,opponent_id,opponent_name,runs_scored,runs_allowed,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HBP,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,PF,W-L%,ERA,ERA-,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2024,16580,7,1.0,03/02/2024,4528321,home,393,UMES,17,5,1,0,0,0.0,0,7.0,8,5,2,2,0,0,4,0,8,0,1,0,33,28,2,1,1,0,8,4,4,0.0,100.9657594381036,1.0,2.571428571428571,45.0,2.491584350208524,1.7142857142857142,10.285714285714285,0.0,5.142857142857142,10.285714285714285,2.0,6.428571428571429
2024,16580,7,1.0,03/02/2024,4543636,home,393,UMES,7,5,1,0,1,0.0,0,9.0,7,5,5,2,1,1,3,0,8,1,0,0,35,29,0,0,2,0,8,8,4,0.0,100.9657594381036,1.0,5.0,87.0,4.063012921637096,1.1111111111111112,7.0,1.0,3.0,8.0,2.6666666666666665,5.0
2024,16580,7,1.0,03/03/2024,4528581,home,393,UMES,11,1,1,0,0,0.0,0,6.0,5,1,1,1,0,0,3,0,4,2,0,2,27,22,1,0,0,0,5,8,2,0.0,100.9657594381036,1.0,1.5,26.0,4.229679588303762,1.3333333333333333,7.5,0.0,4.5,6.0,1.3333333333333333,1.5
2024,16580,8,1.0,02/17/2024,4525782,home,381,Manhattan,15,0,1,0,0,0.0,0,7.0,1,0,0,0,0,0,1,0,10,1,0,0,23,21,0,0,0,0,6,4,4,0.0,98.17484662576688,1.0,0.0,0.0,1.0630129216370956,0.2857142857142857,1.2857142857142856,0.0,1.2857142857142856,12.857142857142858,10.0,0.0
2024,16580,8,1.0,02/18/2024,4526120,home,381,Manhattan,11,8,1,0,1,0.0,0,7.333333333333333,8,7,3,2,0,0,3,0,10,0,0,0,33,28,2,0,1,1,4,7,4,0.0,98.17484662576688,1.0,3.681818181818182,66.0,1.5630129216370956,1.5,9.81818181818182,0.0,3.681818181818182,12.272727272727273,3.3333333333333335,8.590909090909092
2024,16580,8,1.0,02/20/2024,4526308,home,419,Middle Tenn.,6,1,1,0,1,0.0,0,9.0,6,1,1,0,0,0,2,0,12,0,0,0,31,29,1,0,0,0,6,5,3,0.0,98.17484662576688,1.0,1.0,18.0,1.0630129216370956,0.8888888888888888,6.0,0.0,2.0,12.0,6.0,1.0
2024,16580,8,1.0,02/21/2024,4526436,home,7,Alabama St.,12,0,1,0,0,0.0,0,6.0,4,0,0,1,0,0,2,0,5,0,0,1,24,22,0,0,0,0,5,7,1,0.0,98.17484662576688,1.0,0.0,0.0,2.396346254970429,1.0,6.0,0.0,3.0,7.5,2.5,0.0
2024,16580,8,1.0,02/23/2024,4526567,home,735,Valparaiso,14,2,1,0,0,0.0,0,4.0,4,2,2,2,0,0,1,0,5,0,0,0,17,16,0,0,0,0,2,5,3,0.0,98.17484662576688,1.0,4.5,81.0,1.3130129216370956,1.25,9.0,0.0,2.25,11.25,5.0,4.5
2024,16580,8,1.0,02/24/2024,4526856,home,735,Valparaiso,13,3,1,0,0,0.0,0,6.0,3,3,2,2,0,1,2,0,6,1,0,1,24,20,0,0,0,1,7,5,1,0.0,98.17484662576688,1.0,3.0,54.0,4.729679588303762,0.8333333333333334,4.5,1.5,3.0,9.0,3.0,4.5
2024,16580,8,1.0,02/25/2024,4527269,home,735,Valparaiso,11,1,1,0,0,0.0,0,7.0,5,1,1,1,0,0,3,0,10,1,0,0,30,26,0,0,0,0,3,8,2,0.0,98.17484662576688,1.0,1.2857142857142856,23.0,1.9201557787799528,1.1428571428571428,6.428571428571429,0.0,3.8571428571428568,12.857142857142858,3.3333333333333335,1.2857142857142856
2024,16580,8,1.0,02/27/2024,4527535,away,9,UAB,9,7,1,0,0,0.0,0,6.333333333333333,10,7,4,1,0,1,3,0,7,1,0,2,33,28,4,1,1,0,7,3,2,0.0,98.17484662576688,1.0,5.68421052631579,102.0,4.799855026900254,2.0526315789473686,14.210526315789474,1.4210526315789476,4.2631578947368425,9.947368421052632,2.3333333333333335,9.947368421052632
2024,16580,8,1.0,03/01/2024,4492102,neutral,306,Indiana,12,0,1,0,1,0.0,0,7.0,1,0,0,0,0,0,1,0,13,0,0,0,24,23,0,0,0,0,4,4,2,0.0,98.17484662576688,1.0,0.0,0.0,-0.22270136407719,0.2857142857142857,1.2857142857142856,0.0,1.2857142857142856,16.714285714285715,13.0,0.0
2024,16580,8,1.0,03/02/2024,4528175,neutral,29,Arizona,7,6,1,0,1,0.0,0,6.666666666666666,7,4,4,3,0,2,3,0,9,3,0,1,32,24,3,2,1,1,4,6,2,0.0,98.17484662576688,1.0,5.4,97.0,6.963012921637096,1.5000000000000002,9.450000000000001,2.7,4.050000000000001,12.15,3.0,5.4
2024,16580,8,1.0,03/03/2024,4528540,neutral,1045,DBU,5,7,0,1,0,0.0,0,10.0,10,4,4,1,0,2,3,0,14,1,0,1,43,39,4,1,0,0,5,10,0,1.0,98.17484662576688,0.0,3.6,65.0,4.063012921637096,1.3,9.0,1.8,2.6999999999999997,12.6,4.666666666666667,3.6
2024,16580,9,1.0,02/16/2024,4525512,home,1157,Kennesaw St.,7,12,0,0,0,0.0,0,9.0,5,7,6,0,0,3,7,0,9,0,0,3,40,31,4,4,0,2,2,15,3,0.0,95.42175360710321,,6.0,110.0,7.729679588303762,1.3333333333333333,5.0,3.0,7.0,9.0,1.2857142857142858,7.0
2024,16580,9,1.0,02/17/2024,4525741,home,1157,Kennesaw St.,12,4,1,0,0,0.0,0,9.0,5,4,4,1,0,1,5,0,11,0,0,2,37,32,0,0,0,0,9,6,4,0.0,95.42175360710321,1.0,4.0,74.0,3.729679588303762,1.1111111111111112,5.0,1.0,5.0,11.0,2.2,4.0
2024,16580,9,1.0,02/18/2024,4526068,home,1157,Kennesaw St.,3,0,1,0,1,0.0,0,9.0,4,0,0,0,0,0,1,0,5,0,0,0,31,30,0,0,0,0,15,6,0,0.0,95.42175360710321,1.0,0.0,0.0,2.285235143859318,0.5555555555555556,4.0,0.0,1.0,5.0,5.0,0.0
2024,16580,9,1.0,02/20/2024,4526304,away,37,Auburn,2,7,0,1,0,0.0,0,8.0,3,7,5,1,0,1,10,0,9,4,0,2,41,26,6,3,1,0,8,6,3,0.0,95.42175360710321,0.0,5.625,104.0,7.688012921637096,1.625,3.375,1.125,11.25,10.125,0.9,7.875
2024,16580,9,1.0,02/24/2024,4526814,home,655,Southeastern La.,3,6,0,1,0,0.0,0,9.0,7,6,4,1,0,0,5,0,10,2,0,3,41,33,6,3,0,1,6,9,3,1.0,95.42175360710321,0.0,4.0,74.0,3.1741240327482068,1.3333333333333333,7.0,0.0,5.0,10.0,2.0,6.0
2024,16580,9,1.0,02/27/2024,4527535,home,8,Alabama,7,9,0,1,0,0.0,0,10.0,14,9,8,2,0,2,1,0,8,4,0,2,48,43,5,1,0,0,10,10,1,0.0,95.42175360710321,0.0,7.2,133.0,5.563012921637096,1.5,12.6,1.8,0.9,7.2,8.0,8.1
2024,16580,17,1.0,02/16/2024,4524891,neutral,665,Southern U.,4,10,0,1,0,0.0,0,8.0,10,10,8,4,0,0,5,0,9,1,0,2,39,30,0,0,1,2,6,8,2,0.0,,0.0,9.0,,3.0630129216370956,1.875,11.25,0.0,5.625,10.125,1.8,11.25
2024,16580,17,1.0,02/23/2024,4526542,away,2743,UIW,4,14,0,1,0,0.0,0,5.0,6,7,1,1,2,1,4,0,1,1,0,0,27,22,0,0,0,0,6,8,0,0.0,,0.0,1.8,,8.263012921637095,2.0,10.799999999999999,1.8,7.2,1.8,0.25,12.6
2024,16580,17,1.0,02/24/2024,4526834,away,2743,UIW,0,15,0,0,0,0.0,0,2.333333333333333,3,3,3,0,1,0,2,0,2,1,0,1,12,9,3,3,0,0,2,2,2,0.0,,,11.571428571428573,,5.205870064494238,2.1428571428571432,11.571428571428573,0.0,7.714285714285715,7.714285714285715,1.0,11.571428571428573
2024,16580,17,1.0,02/25/2024,4527244,away,2743,UIW,1,18,0,0,0,0.0,0,3.0,8,11,8,1,1,1,3,0,3,2,0,0,22,16,0,0,0,1,5,1,0,0.0,,,24.0,,10.396346254970428,3.6666666666666665,24.0,3.0,9.0,9.0,1.0,33.0
2024,16580,17,1.0,03/02/2024,4528378,away,314,Jackson St.,9,12,0,0,0,0.0,0,3.0,3,4,4,0,0,0,4,0,2,1,0,0,16,11,1,1,0,0,6,1,0,0.0,,,12.0,,6.729679588303762,2.3333333333333335,9.0,0.0,12.0,6.0,0.5,12.0
2024,16580,28,1.0,02/16/2024,4525544,home,631,Santa Clara,11,6,1,0,0,0.0,0,9.0,5,6,5,1,0,2,2,0,13,3,1,1,36,31,0,0,0,0,6,7,2,0.0,141.63221019911438,1.0,5.0,51.0,4.729679588303762,0.7777777777777778,5.0,2.0,2.0,13.0,6.5,6.0
2024,16580,28,1.0,02/17/2024,4525769,home,631,Santa Clara,14,13,1,0,1,0.0,0,9.0,17,13,12,8,0,1,2,0,8,1,0,1,48,44,0,0,1,0,12,7,2,0.0,141.63221019911438,1.0,12.0,123.0,3.729679588303762,2.111111111111111,17.0,1.0,2.0,8.0,4.0,13.0
2024,16580,28,1.0,02/18/2024,4526097,home,631,Santa Clara,13,14,0,1,0,0.0,0,9.0,15,14,13,1,0,4,5,0,14,2,0,4,49,41,0,0,1,0,7,6,3,0.0,141.63221019911438,0.0,13.0,134.0,8.063012921637096,2.2222222222222223,15.0,4.0,5.0,14.0,2.8,14.0
2024,16580,28,1.0,02/20/2024,4526337,home,327,Kansas St.,9,6,0,0,1,0.0,0,5.666666666666667,7,4,4,0,0,2,6,0,5,0,0,0,27,20,5,1,0,1,7,3,2,1.0,141.63221019911438,,6.352941176470588,65.0,9.063012921637096,2.2941176470588234,11.117647058823527,3.176470588235294,9.529411764705882,7.9411764705882355,0.8333333333333334,6.352941176470588
2024,16580,28,1.0,02/22/2024,4493117,home,518,Ohio St.,4,11,0,1,0,0.0,0,8.0,9,8,8,2,1,3,2,0,11,2,0,0,36,32,0,0,0,0,6,6,6,0.0,141.63221019911438,0.0,9.0,92.0,6.688012921637096,1.375,10.125,3.375,2.25,12.375,5.5,9.0
2024,16580,28,1.0,02/23/2024,4493118,home,518,Ohio St.,14,4,0,0,0,0.0,0,6.333333333333333,4,2,2,0,0,2,3,0,12,0,0,1,25,22,0,0,0,0,3,3,6,0.0,141.63221019911438,,2.842105263157895,29.0,4.799855026900254,1.105263157894737,5.68421052631579,2.842105263157895,4.2631578947368425,17.05263157894737,4.0,2.842105263157895
2024,16580,28,1.0,02/24/2024,4493119,home,518,Ohio St.,4,13,0,1,0,0.0,0,6.333333333333333,11,6,6,1,0,3,3,0,8,1,0,0,33,29,4,1,0,0,5,5,1,0.0,141.63221019911438,0.0,8.526315789473685,88.0,8.58932871111078,2.210526315789474,15.631578947368421,4.2631578947368425,4.2631578947368425,11.36842105263158,2.6666666666666665,8.526315789473685
2024,16580,28,1.0,02/25/2024,4493120,home,518,Ohio St.,10,8,1,0,1,0.0,0,8.0,12,8,4,3,0,1,5,0,6,2,0,0,42,34,3,1,1,0,7,9,1,0.0,141.63221019911438,1.0,4.5,46.0,5.813012921637096,2.125,13.5,1.125,5.625,6.75,1.2,9.0
2024,16580,28,1.0,03/02/2024,4528409,neutral,698,TCU,9,11,0,1,0,0.0,0,9.0,13,11,7,2,1,0,6,0,4,1,1,0,47,36,5,5,2,2,11,10,2,0.0,141.63221019911438,0.0,7.0,72.0,4.50745736608154,2.111111111111111,13.0,0.0,6.0,4.0,0.6666666666666666,11.0
2024,16580,28,1.0,03/03/2024,4528525,neutral,697,Texas A&M,5,10,0,1,0,0.0,0,7.0,4,6,6,1,0,0,7,0,9,0,0,0,31,24,3,0,0,0,5,6,2,0.0,141.63221019911438,0.0,7.7142857142857135,79.0,3.491584350208524,1.5714285714285714,5.142857142857142,0.0,9.0,11.571428571428573,1.2857142857142858,7.7142857142857135
2024,16580,29,1.0,02/16/2024,4525702,home,500,Northeastern,6,1,1,0,1,0.0,0,9.0,4,1,1,2,0,0,1,0,12,1,1,0,32,29,0,0,0,1,4,9,3,0.0,133.44644271010065,1.0,1.0,12.0,1.0630129216370956,0.5555555555555556,4.0,0.0,1.0,12.0,12.0,1.0
2024,16580,29,1.0,02/17/2024,4526000,home,500,Northeastern,7,8,0,1,0,0.0,0,52.33333333333333,90,60,59,28,0,1,28,0,33,28,0,0,302,245,4,0,0,0,61,61,0,1.0,133.44644271010065,0.0,10.146496815286627,119.0,5.260465150936459,2.2547770700636947,15.477707006369428,0.17197452229299365,4.815286624203822,5.67515923566879,1.1785714285714286,10.31847133757962
2024,16580,29,1.0,02/18/2024,4526255,home,500,Northeastern,9,3,1,0,0,0.0,0,9.0,9,3,3,3,0,0,3,0,7,0,0,0,39,36,0,0,0,0,8,11,4,0.0,133.44644271010065,1.0,3.0,35.0,2.50745736608154,1.3333333333333333,9.0,0.0,3.0,7.0,2.3333333333333335,3.0
2024,16580,29,1.0,02/20/2024,4526354,home,30095,Utah Tech,24,4,1,0,0,0.0,0,4.0,1,0,0,0,0,0,1,0,7,0,0,0,14,12,0,0,1,0,2,3,3,0.0,133.44644271010065,1.0,0.0,0.0,0.3130129216370956,0.5,2.25,0.0,2.25,15.75,7.0,0.0
2024,16580,29,1.0,02/23/2024,4526560,away,627,San Diego,8,10,0,1,0,0.0,0,8.0,13,10,7,7,0,0,3,0,7,1,0,0,42,35,3,3,3,0,10,6,1,0.0,133.44644271010065,0.0,7.875,92.0,2.8130129216370956,2.0,14.625,0.0,3.375,7.875,2.3333333333333335,11.25
2024,16580,29,1.0,02/24/2024,4526850,away,627,San Diego,4,6,0,1,0,0.0,0,7.333333333333333,7,5,5,0,0,1,4,0,10,1,0,1,33,27,2,1,0,1,3,8,4,0.0,133.44644271010065,0.0,6.136363636363637,72.0,4.153922012546187,1.5,8.590909090909092,1.2272727272727275,4.90909090909091,12.272727272727273,2.5,6.136363636363637
2024,16580,29,1.0,02/25/2024,4527264,away,627,San Diego,10,9,1,0,1,0.0,0,9.0,14,9,8,1,0,2,4,0,9,0,0,0,46,41,7,4,0,1,5,13,5,0.0,133.44644271010065,1.0,8.0,94.0,5.2852351438593175,2.0,14.0,2.0,4.0,9.0,2.25,9.0
2024,16580,29,1.0,02/28/2024,4527699,away,698,TCU,1,6,0,1,0,0.0,0,8.0,9,5,5,4,0,0,4,0,4,0,0,0,36,31,2,1,0,1,9,10,2,0.0,133.44644271010065,0.0,5.625,66.0,3.5630129216370956,1.625,10.125,0.0,4.5,4.5,1.0,5.625
2024,16580,29,1.0,03/01/2024,4527847,neutral,1045,DBU,3,4,0,1,0,0.0,0,8.333333333333332,13,4,4,3,0,2,3,0,12,0,0,4,41,38,3,2,0,0,6,7,4,0.0,133.44644271010065,0.0,4.320000000000001,51.0,4.383012921637096,1.9200000000000004,14.040000000000003,2.1600000000000006,3.24,12.96,4.0,4.320000000000001
2024,16580,29,1.0,03/02/2024,4528175,neutral,8,Alabama,6,7,0,0,0,0.0,0,8.0,9,5,4,2,0,2,1,0,7,1,0,1,32,30,0,0,0,0,7,6,3,0.0,133.44644271010065,,4.5,53.0,5.313012921637096,1.25,10.125,2.25,1.125,7.875,7.0,5.625
2024,16580,29,1.0,03/03/2024,4492104,neutral,306,Indiana,12,1,1,0,0,0.0,0,7.0,5,1,1,0,0,0,1,0,3,0,0,0,28,27,0,0,0,0,6,12,1,0.0,133.44644271010065,1.0,1.2857142857142856,15.0,2.634441493065667,0.8571428571428571,6.428571428571429,0.0,1.2857142857142856,3.8571428571428568,3.0,1.2857142857142856
2024,16580,30,1.0,02/16/2024,4525520,home,464,Omaha,14,4,1,0,0,0.0,0,9.0,6,4,3,2,0,1,6,0,6,3,0,1,43,34,6,0,0,0,12,7,1,0.0,73.99674852400103,1.0,3.0,67.0,6.174124032748207,1.3333333333333333,6.0,1.0,6.0,6.0,1.0,4.0
2024,16580,30,1.0,02/17/2024,4525749,home,464,Omaha,7,5,1,0,1,0.0,0,9.0,5,5,5,1,0,0,4,0,7,2,0,0,38,31,3,1,1,0,6,14,1,0.0,73.99674852400103,1.0,5.0,111.0,3.50745736608154,1.0,5.0,0.0,4.0,7.0,1.75,5.0
2024,16580,30,1.0,02/18/2024,4526075,home,464,Omaha,12,0,1,0,0,0.0,0,9.0,5,0,0,0,0,0,0,0,7,1,0,0,35,34,2,0,0,0,8,12,3,0.0,73.99674852400103,1.0,0.0,0.0,1.8407906994148733,0.5555555555555556,5.0,0.0,0.0,7.0,inf,0.0
2024,16580,30,1.0,02/20/2024,4526324,home,2678,Ark.-Pine Bluff,10,0,0,0,1,0.0,0,4.0,0,0,0,0,0,0,2,0,6,0,0,1,13,11,0,0,0,0,5,0,1,0.0,73.99674852400103,,0.0,0.0,1.5630129216370956,0.5,0.0,0.0,4.5,13.5,3.0,0.0
2024,16580,30,1.0,02/23/2024,4526523,home,30136,Lindenwood,4,3,1,0,1,0.0,0,9.0,7,3,2,0,0,1,2,0,8,1,0,1,35,31,0,0,1,0,9,8,1,0.0,73.99674852400103,1.0,2.0,44.0,3.729679588303762,1.0,7.0,1.0,2.0,8.0,4.0,3.0
