PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,player_id_x,player_id_y,division
0,0,0.0,0,0,0,1,0,0,0,02/18/2023,away,16340,108,UC Davis,9,True,7,1,6,win,2407902,30024,2826975,2023,2826975.0,2826975.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/20/2023,away,16340,483,Nicholls,9,True,2,9,-7,loss,2391075,30136,2799988,2023,2799988.0,2799988.0,1.0
0,1,1.0,0,0,0,1,0,0,0,02/17/2023,home,16340,1395,Tarleton St.,9,True,3,2,1,win,2390451,706,2495878,2023,2495878.0,2495878.0,1.0
0,0,1.0,1,0,0,2,0,0,0,02/18/2023,away,16340,657,Southern California,9,True,4,17,-13,loss,2390530,386,2528453,2023,2528453.0,2528453.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,home,16340,202,Eastern Ky.,9,True,26,6,20,win,2408386,646,2459255,2023,2459255.0,2459255.0,1.0
5,0,5.0,0,0,0,0,0,0,0,02/19/2023,home,16340,9,UAB,9,True,7,6,1,win,2391055,646,2459255,2023,2459255.0,2459255.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/18/2023,away,16340,90,Cal Poly,9,True,15,4,11,win,2390791,669,2802814,2023,2802814.0,2802814.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,neutral,16340,698,TCU,9,True,4,11,-7,loss,2390396,736,2656860,2023,2656860.0,2656860.0,1.0
11,0,11.0,0,0,0,0,0,0,0,02/17/2023,home,16340,30024,Utah Valley,9,True,1,8,-7,loss,2390380,108,2679673,2023,2679673.0,2679673.0,1.0
12,1,13.0,0,0,0,0,1,0,0,02/19/2023,home,16340,30024,Utah Valley,9,True,20,4,16,win,2391044,108,2679673,2023,2679673.0,2679673.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,235,Florida,9,True,0,8,-8,loss,2390813,48,2829475,2023,2829475.0,2829475.0,1.0
1,0,1.0,0,0,0,3,0,0,0,02/18/2023,away,16340,460,UNCW,9,True,0,8,-8,loss,2391052,726,2459269,2023,2459269.0,2459269.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/18/2023,neutral,16340,553,Prairie View,9,True,8,4,4,win,2390587,699,2829461,2023,2829461.0,2829461.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/21/2023,home,16340,0,Wiley,9,True,13,1,12,win,2391118,699,2829461,2023,2829461.0,2829461.0,1.0
1,1,2.0,0,0,0,0,0,0,0,02/21/2023,home,16340,0,Wiley,9,True,10,0,10,win,2421016,699,2829461,2023,2829461.0,2829461.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/17/2023,neutral,16340,432,Mississippi Val.,9,True,5,7,-2,loss,2390316,699,2829460,2023,2829460.0,2829460.0,1.0
1,0,2.0,1,0,0,0,0,0,0,02/19/2023,neutral,16340,665,Southern U.,9,True,1,11,-10,loss,2391064,699,2829460,2023,2829460.0,2829460.0,1.0
11,0,11.0,0,0,1,0,0,0,0,02/18/2023,away,16340,487,North Ala.,9,True,5,0,5,win,2390414,797,1974551,2023,1974551.0,1974551.0,1.0
11,2,13.0,0,0,2,0,0,0,0,02/18/2023,away,16340,487,North Ala.,9,True,6,4,2,win,2390741,797,1974551,2023,1974551.0,1974551.0,1.0
1,3,4.0,0,0,0,0,0,0,0,02/19/2023,home,16340,711,Towson,9,True,10,2,8,win,2390854,10411,2137020,2023,2137020.0,2137020.0,1.0
0,0,0.0,0,0,0,2,0,0,0,02/18/2023,home,16340,464,Omaha,9,True,23,0,23,win,2390738,110,2673439,2023,2673439.0,2673439.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/19/2023,home,16340,534,Pacific,9,True,31,6,25,win,2390816,465,2802197,2023,2802197.0,2802197.0,1.0
4,0,4.0,0,0,0,0,0,0,0,02/17/2023,home,16340,30024,Utah Valley,9,True,1,8,-7,loss,2390380,108,2679672,2023,2679672.0,2679672.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/18/2023,home,16340,30024,Utah Valley,9,True,4,2,2,win,2390653,108,2679672,2023,2679672.0,2679672.0,1.0
4,0,4.0,0,0,0,0,0,0,0,02/18/2023,home,16340,30024,Utah Valley,9,True,1,7,-6,loss,2407902,108,2679672,2023,2679672.0,2679672.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/19/2023,home,16340,30024,Utah Valley,9,True,20,4,16,win,2391044,108,2679672,2023,2679672.0,2679672.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,746,Virginia,9,True,5,24,-19,loss,2390348,726,2459268,2023,2459268.0,2459268.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/18/2023,away,16340,460,UNCW,9,True,0,8,-8,loss,2391052,726,2459268,2023,2459268.0,2459268.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/19/2023,neutral,16340,519,Ohio,9,True,9,27,-18,loss,2390624,726,2459268,2023,2459268.0,2459268.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,235,Florida,9,True,0,8,-8,loss,2390813,48,2829474,2023,2829474.0,2829474.0,1.0
0,0,1.0,1,0,0,0,0,0,0,02/17/2023,away,16340,316,Jacksonville,9,True,5,6,-1,loss,2390281,331,2479190,2023,2479190.0,2479190.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,away,16340,316,Jacksonville,16,True,10,6,4,win,2390521,331,2479190,2023,2479190.0,2479190.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,316,Jacksonville,9,True,18,6,12,win,2390840,331,2479190,2023,2479190.0,2479190.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,neutral,16340,519,Ohio,9,True,9,27,-18,loss,2390624,726,2660492,2023,2660492.0,2660492.0,1.0
1,5,7.0,1,0,0,0,0,0,0,02/18/2023,away,16340,14927,Belmont,9,True,7,3,4,win,2408867,695,2804257,2023,2804257.0,2804257.0,1.0
0,1,2.0,1,0,0,0,0,0,0,02/19/2023,away,16340,14927,Belmont,9,True,2,4,-2,loss,2390824,695,2804257,2023,2804257.0,2804257.0,1.0
3,4,8.0,1,0,0,0,0,1,0,02/21/2023,away,16340,454,Murray St.,9,True,5,2,3,win,2391107,695,2804257,2023,2804257.0,2804257.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/21/2023,home,16340,129,Central Mich.,9,True,8,14,-6,loss,2391201,536,2512916,2023,2512916.0,2512916.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,30095,Utah Tech,9,True,17,3,14,win,2390473,551,2488182,2023,2488182.0,2488182.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,away,16340,30095,Utah Tech,9,True,6,4,2,win,2390774,551,2488182,2023,2488182.0,2488182.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,30095,Utah Tech,9,True,1,11,-10,loss,2390964,551,2488182,2023,2488182.0,2488182.0,1.0
0,2,2.0,0,0,0,0,0,0,0,02/17/2023,neutral,16340,112,UC San Diego,9,True,12,4,8,win,2390322,1104,2117327,2023,2117327.0,2117327.0,1.0
1,1,2.0,0,0,0,0,0,0,0,02/18/2023,home,16340,694,Tennessee,9,True,4,3,1,win,2390812,1104,2117327,2023,2117327.0,2117327.0,1.0
3,1,4.0,0,0,0,0,0,0,0,02/19/2023,neutral,16340,418,Michigan,9,True,4,6,-2,loss,2390884,1104,2117327,2023,2117327.0,2117327.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/20/2023,home,16340,416,Michigan St.,9,True,1,7,-6,loss,2391067,1104,2117327,2023,2117327.0,2117327.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/19/2023,away,16340,14927,Belmont,9,True,4,11,-7,loss,2390259,695,2804243,2023,2804243.0,2804243.0,1.0
1,0,1.0,0,0,0,0,0,1,0,02/19/2023,home,16340,414,Miami (OH),9,True,16,8,8,win,2390832,255,2140257,2023,2140257.0,2140257.0,1.0
0,2,2.0,0,0,0,0,0,0,0,02/17/2023,home,16340,635,Seton Hall,9,True,8,10,-2,loss,2390418,457,2483941,2023,2483941.0,2483941.0,1.0
0,2,2.0,0,0,0,0,0,1,0,02/18/2023,home,16340,635,Seton Hall,9,True,11,2,9,win,2390749,457,2483941,2023,2483941.0,2483941.0,1.0
0,2,2.0,0,0,0,0,0,0,0,02/19/2023,home,16340,635,Seton Hall,9,True,4,2,2,win,2391008,457,2483941,2023,2483941.0,2483941.0,1.0
0,0,1.0,1,0,0,0,0,0,0,02/21/2023,home,16340,563,Radford,9,True,14,2,12,win,2391168,457,2483941,2023,2483941.0,2483941.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/18/2023,home,16340,797,Milwaukee,9,True,0,5,-5,loss,2390414,487,2459283,2023,2459283.0,2459283.0,1.0
1,5,7.0,1,0,0,0,0,2,0,02/18/2023,home,16340,683,Stony Brook,9,True,14,4,10,win,2390740,101,2798467,2023,2798467.0,2798467.0,1.0
1,4,5.0,0,0,0,0,0,1,0,02/19/2023,home,16340,683,Stony Brook,9,True,8,2,6,win,2390994,101,2798467,2023,2798467.0,2798467.0,1.0
1,2,3.0,0,0,0,0,0,0,0,02/18/2023,home,16340,202,Eastern Ky.,9,True,0,2,-2,loss,2390794,646,2679699,2023,2679699.0,2679699.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/18/2023,home,16340,202,Eastern Ky.,9,True,26,6,20,win,2408386,646,2679699,2023,2679699.0,2679699.0,1.0
3,1,4.0,0,0,0,0,0,0,0,02/19/2023,home,16340,9,UAB,9,True,7,6,1,win,2391055,646,2679699,2023,2679699.0,2679699.0,1.0
3,3,6.0,0,0,0,0,0,1,0,02/17/2023,home,16340,428,Minnesota,9,True,9,7,2,win,2390428,104,2827129,2023,2827129.0,2827129.0,1.0
1,3,4.0,0,0,0,0,0,0,0,02/18/2023,neutral,16340,473,New Mexico,9,True,1,3,-2,loss,2390597,104,2827129,2023,2827129.0,2827129.0,1.0
1,1,2.0,0,0,0,0,0,0,0,02/19/2023,neutral,16340,428,Minnesota,9,True,13,2,11,win,2391059,104,2827129,2023,2827129.0,2827129.0,1.0
0,3,3.0,0,0,0,0,0,0,0,02/20/2023,neutral,16340,528,Oregon St.,9,True,0,11,-11,loss,2391074,104,2827129,2023,2827129.0,2827129.0,1.0
1,1,2.0,0,0,0,0,0,1,0,02/18/2023,home,16340,62,Binghamton,9,True,3,2,1,win,2390726,147,2650948,2023,2650948.0,2650948.0,1.0
4,1,6.0,1,0,0,0,0,1,0,02/17/2023,away,16340,28755,FGCU,9,True,0,13,-13,loss,2390479,283,2300436,2023,2300436.0,2300436.0,1.0
3,3,6.0,0,0,0,0,0,1,0,02/18/2023,away,16340,28755,FGCU,9,True,2,7,-5,loss,2390612,283,2300436,2023,2300436.0,2300436.0,1.0
0,2,2.0,0,0,0,0,0,0,0,02/18/2023,away,16340,28755,FGCU,9,True,7,10,-3,loss,2408937,283,2300436,2023,2300436.0,2300436.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/19/2023,away,16340,28755,FGCU,9,True,4,7,-3,loss,2390932,283,2300436,2023,2300436.0,2300436.0,1.0
1,2,3.0,0,0,0,0,0,0,0,02/18/2023,away,16340,631,Santa Clara,9,True,10,5,5,win,2390535,756,2319167,2023,2319167.0,2319167.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,631,Santa Clara,9,True,7,13,-6,loss,2420282,756,2319167,2023,2319167.0,2319167.0,1.0
2,2,4.0,0,0,0,0,0,1,0,02/20/2023,away,16340,631,Santa Clara,9,True,10,7,3,win,2391070,756,2319167,2023,2319167.0,2319167.0,1.0
0,4,4.0,0,0,0,0,0,0,0,02/19/2023,away,16340,14927,Belmont,9,True,2,4,-2,loss,2390824,695,2310143,2023,2310143.0,2310143.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/17/2023,away,16340,692,Tennessee Tech,9,True,0,1,-1,loss,2390394,71,2346305,2023,2346305.0,2346305.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/18/2023,away,16340,692,Tennessee Tech,9,True,9,11,-2,loss,2390760,71,2346305,2023,2346305.0,2346305.0,1.0
4,0,4.0,0,0,0,0,0,0,0,02/19/2023,away,16340,692,Tennessee Tech,9,True,10,4,6,win,2391032,71,2346305,2023,2346305.0,2346305.0,1.0
1,3,4.0,0,0,0,0,0,0,0,02/17/2023,away,16340,610,Saint Mary's (CA),9,True,10,8,2,win,2390324,302,2810791,2023,2810791.0,2810791.0,1.0
0,5,5.0,0,0,0,0,0,0,0,02/17/2023,away,16340,610,Saint Mary's (CA),9,True,6,5,1,win,2408378,302,2810791,2023,2810791.0,2810791.0,1.0
0,1,1.0,0,0,0,0,0,1,0,02/18/2023,away,16340,610,Saint Mary's (CA),10,True,7,3,4,win,2390682,302,2810791,2023,2810791.0,2810791.0,1.0
0,2,2.0,0,0,0,0,0,0,0,02/19/2023,away,16340,610,Saint Mary's (CA),9,True,1,8,-7,loss,2390895,302,2810791,2023,2810791.0,2810791.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,away,16340,483,Nicholls,9,True,3,2,1,win,2390806,30136,2130217,2023,2130217.0,2130217.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,483,Nicholls,9,True,3,8,-5,loss,2391062,30136,2130217,2023,2130217.0,2130217.0,1.0
0,0,1.0,1,0,0,2,0,0,0,02/17/2023,neutral,16340,1104,Grand Canyon,9,True,4,12,-8,loss,2390322,112,2490524,2023,2490524.0,2490524.0,1.0
0,1,1.0,0,0,0,2,0,0,0,02/18/2023,home,16340,503,NIU,10,True,3,2,1,win,2408283,527,2673175,2023,2673175.0,2673175.0,1.0
0,1,1.0,0,0,0,1,0,0,0,02/18/2023,home,16340,444,Morehead St.,9,True,6,7,-1,loss,2390671,485,2677307,2023,2677307.0,2677307.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,253,Ga. Southern,9,True,13,4,9,win,2390975,768,2673161,2023,2673161.0,2673161.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,28,Arizona St.,9,True,5,6,-1,loss,2390292,626,2305214,2023,2305214.0,2305214.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/19/2023,away,16340,28,Arizona St.,9,True,0,1,-1,loss,2390850,626,2305214,2023,2305214.0,2305214.0,1.0
10,2,12.0,0,0,0,3,1,0,0,02/17/2023,home,16340,741,VMI,9,True,11,2,9,win,2390246,430,2123519,2023,2123519.0,2123519.0,1.0
12,0,12.0,0,0,1,11,0,0,0,02/18/2023,home,16340,741,VMI,9,True,13,14,-1,loss,2390494,430,2123519,2023,2123519.0,2123519.0,1.0
9,1,10.0,0,0,0,0,0,0,0,02/19/2023,home,16340,741,VMI,9,True,9,3,6,win,2390814,430,2123519,2023,2123519.0,2123519.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/18/2023,home,16340,414,Miami (OH),9,True,5,4,1,win,2390515,255,2661203,2023,2661203.0,2661203.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/17/2023,away,16340,655,Southeastern La.,9,True,4,15,-11,loss,2390441,342,2660690,2023,2660690.0,2660690.0,1.0
1,0,3.0,2,0,0,0,0,0,0,02/18/2023,away,16340,655,Southeastern La.,9,True,0,20,-20,loss,2390763,342,2660690,2023,2660690.0,2660690.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/18/2023,away,16340,655,Southeastern La.,9,True,5,7,-2,loss,2408282,342,2660690,2023,2660690.0,2660690.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,655,Southeastern La.,9,True,4,11,-7,loss,2390970,342,2660690,2023,2660690.0,2660690.0,1.0
0,0,1.0,1,0,0,0,0,0,0,02/18/2023,away,16340,670,Texas St.,9,True,5,20,-15,loss,2390775,509,2306912,2023,2306912.0,2306912.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,670,Texas St.,9,True,9,24,-15,loss,2390914,509,2306912,2023,2306912.0,2306912.0,1.0
0,2,2.0,0,0,0,0,0,0,0,02/17/2023,away,16340,102,Sacramento St.,9,True,3,5,-2,loss,2390255,493,2140055,2023,2140055.0,2140055.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,away,16340,102,Sacramento St.,9,True,6,8,-2,loss,2390506,493,2140055,2023,2140055.0,2140055.0,1.0
2,2,4.0,0,0,0,0,0,1,0,02/19/2023,away,16340,102,Sacramento St.,9,True,2,3,-1,loss,2390871,493,2140055,2023,2140055.0,2140055.0,1.0
2,4,6.0,0,0,0,0,0,2,0,02/19/2023,away,16340,102,Sacramento St.,9,True,13,4,9,win,2408511,493,2140055,2023,2140055.0,2140055.0,1.0
0,1,1.0,0,0,0,1,0,0,0,02/19/2023,neutral,16340,202,Eastern Ky.,9,True,1,11,-10,loss,2390961,508,2480086,2023,2480086.0,2480086.0,1.0
3,1,4.0,0,0,0,0,0,0,0,02/18/2023,home,16340,287,Houston Christian,9,True,10,6,4,win,2390808,536,2474661,2023,2474661.0,2474661.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/21/2023,home,16340,129,Central Mich.,9,True,8,14,-6,loss,2391201,536,2474661,2023,2474661.0,2474661.0,1.0
3,1,4.0,0,0,0,0,1,0,0,02/19/2023,home,16340,514,Oakland,9,True,5,4,1,win,2391002,346,2475386,2023,2475386.0,2475386.0,1.0
3,1,4.0,0,0,0,1,1,0,0,02/17/2023,away,16340,610,Saint Mary's (CA),9,True,6,5,1,win,2408378,302,2810829,2023,2810829.0,2810829.0,1.0
4,1,5.0,0,0,0,0,0,0,0,02/17/2023,away,16340,254,Georgia St.,9,True,2,12,-10,loss,2390375,140,2656295,2023,2656295.0,2656295.0,1.0
1,1,2.0,0,0,0,0,0,0,0,02/18/2023,away,16340,254,Georgia St.,9,True,9,4,5,win,2390699,140,2656295,2023,2656295.0,2656295.0,1.0
2,2,4.0,0,0,0,0,0,2,0,02/18/2023,away,16340,254,Georgia St.,9,True,2,3,-1,loss,2408010,140,2656295,2023,2656295.0,2656295.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/18/2023,home,16340,381,Manhattan,9,True,9,1,8,win,2390523,678,2661439,2023,2661439.0,2661439.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,home,16340,381,Manhattan,9,True,8,6,2,win,2390842,678,2661439,2023,2661439.0,2661439.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,away,16340,651,South Fla.,9,True,8,1,7,win,2390734,392,2654496,2023,2654496.0,2654496.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/19/2023,away,16340,651,South Fla.,9,True,9,5,4,win,2390985,392,2654496,2023,2654496.0,2654496.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,home,16340,659,Southern Ill.,9,True,8,7,1,win,2390724,2915,2815945,2023,2815945.0,2815945.0,1.0
2,1,3.0,0,0,0,0,0,0,0,02/17/2023,away,16340,288,Houston,9,True,7,0,7,win,2390277,107,2660055,2023,2660055.0,2660055.0,1.0
1,3,4.0,0,0,0,0,0,1,0,02/18/2023,away,16340,288,Houston,9,True,5,3,2,win,2390519,107,2660055,2023,2660055.0,2660055.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/19/2023,away,16340,288,Houston,9,True,6,8,-2,loss,2390838,107,2660055,2023,2660055.0,2660055.0,1.0
0,0,0.0,0,0,0,2,0,0,0,02/19/2023,away,16340,288,Houston,9,True,6,8,-2,loss,2390838,107,2660069,2023,2660069.0,2660069.0,1.0
9,1,10.0,0,0,0,0,1,0,0,02/17/2023,away,16340,1014,Col. of Charleston,9,True,2,5,-3,loss,2390260,742,2485920,2023,2485920.0,2485920.0,1.0
13,0,13.0,0,0,0,0,0,0,0,02/18/2023,away,16340,1014,Col. of Charleston,9,True,12,3,9,win,2390508,742,2485920,2023,2485920.0,2485920.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/17/2023,away,16340,234,Florida St.,9,True,7,12,-5,loss,2390432,317,2486597,2023,2486597.0,2486597.0,1.0
0,0,0.0,0,0,0,3,0,0,0,02/18/2023,neutral,16340,87,Butler,9,True,7,16,-9,loss,2407998,222,2827908,2023,2827908.0,2827908.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/17/2023,away,16340,7,Alabama St.,9,True,0,13,-13,loss,2390466,308,2813475,2023,2813475.0,2813475.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/18/2023,away,16340,7,Alabama St.,9,True,4,3,1,win,2390768,308,2813475,2023,2813475.0,2813475.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,away,16340,7,Alabama St.,9,True,4,18,-14,loss,2408287,308,2813475,2023,2813475.0,2813475.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/17/2023,away,16340,28,Arizona St.,9,True,5,6,-1,loss,2390292,626,2654680,2023,2654680.0,2654680.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/17/2023,away,16340,30,Arkansas St.,9,True,2,12,-10,loss,2390275,2678,2473293,2023,2473293.0,2473293.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,30,Arkansas St.,9,True,8,12,-4,loss,2390836,2678,2473293,2023,2473293.0,2473293.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,457,North Carolina,9,True,10,8,2,win,2390418,635,2310547,2023,2310547.0,2310547.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/18/2023,away,16340,457,North Carolina,9,True,2,11,-9,loss,2390749,635,2310547,2023,2310547.0,2310547.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/19/2023,away,16340,457,North Carolina,9,True,2,4,-2,loss,2391008,635,2310547,2023,2310547.0,2310547.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/21/2023,away,16340,314,Jackson St.,9,True,19,0,19,win,2391115,655,2494408,2023,2494408.0,2494408.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/18/2023,away,16340,102,Sacramento St.,9,True,6,8,-2,loss,2390506,493,2486018,2023,2486018.0,2486018.0,1.0
9,0,9.0,0,0,0,0,0,2,0,02/19/2023,away,16340,102,Sacramento St.,9,True,13,4,9,win,2408511,493,2486018,2023,2486018.0,2486018.0,1.0
10,0,10.0,0,0,1,0,0,0,0,02/18/2023,home,16340,30024,Utah Valley,9,True,4,2,2,win,2390653,108,2827505,2023,2827505.0,2827505.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/19/2023,neutral,16340,559,Purdue,9,True,2,12,-10,loss,2390890,285,2826169,2023,2826169.0,2826169.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,253,Ga. Southern,9,True,3,4,-1,loss,2390474,768,2673217,2023,2673217.0,2673217.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/18/2023,home,16340,342,Lafayette,9,True,7,5,2,win,2408282,655,2500527,2023,2500527.0,2500527.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,173,Davidson,9,True,14,6,8,win,2390841,471,2812541,2023,2812541.0,2812541.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/18/2023,home,16340,742,Virginia Tech,9,True,3,12,-9,loss,2390508,1014,2821835,2023,2821835.0,2821835.0,1.0
1,1,4.0,2,0,0,0,0,0,0,02/19/2023,home,16340,742,Virginia Tech,9,True,2,15,-13,loss,2390825,1014,2821835,2023,2821835.0,2821835.0,1.0
4,0,4.0,0,0,0,0,0,0,0,02/17/2023,away,16340,253,Ga. Southern,9,True,3,4,-1,loss,2390474,768,2475147,2023,2475147.0,2475147.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/18/2023,away,16340,253,Ga. Southern,9,True,2,6,-4,loss,2390727,768,2475147,2023,2475147.0,2475147.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,253,Ga. Southern,9,True,13,4,9,win,2390975,768,2475147,2023,2475147.0,2475147.0,1.0
5,0,5.0,0,0,0,0,0,0,0,02/17/2023,away,16340,102,Sacramento St.,9,True,3,5,-2,loss,2390255,493,2805983,2023,2805983.0,2805983.0,1.0
4,0,4.0,0,0,0,0,0,0,0,02/19/2023,away,16340,102,Sacramento St.,9,True,2,3,-1,loss,2390871,493,2805983,2023,2805983.0,2805983.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/19/2023,away,16340,102,Sacramento St.,9,True,13,4,9,win,2408511,493,2805983,2023,2805983.0,2805983.0,1.0
0,3,3.0,0,0,0,0,0,0,0,02/18/2023,neutral,16340,736,Vanderbilt,9,True,9,11,-2,loss,2390577,521,2660280,2023,2660280.0,2660280.0,1.0
2,2,4.0,0,0,0,0,0,0,0,02/21/2023,home,16340,30135,California Baptist,9,True,2,0,2,win,2391166,521,2660280,2023,2660280.0,2660280.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/17/2023,home,16340,392,Maryland,9,True,8,7,1,win,2390476,651,2478477,2023,2478477.0,2478477.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/19/2023,home,16340,392,Maryland,9,True,5,9,-4,loss,2390985,651,2478477,2023,2478477.0,2478477.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/21/2023,home,16340,235,Florida,9,True,1,6,-5,loss,2391082,651,2478477,2023,2478477.0,2478477.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/18/2023,home,16340,248,George Mason,9,True,3,2,1,win,2390800,231,2802020,2023,2802020.0,2802020.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/21/2023,home,16340,229,Fla. Atlantic,9,True,3,13,-10,loss,2391191,128,2113753,2023,2113753.0,2113753.0,1.0
2,4,6.0,0,0,0,0,0,0,0,02/17/2023,home,16340,711,Towson,9,True,7,1,6,win,2390295,10411,2680406,2023,2680406.0,2680406.0,1.0
0,2,2.0,0,0,0,0,0,0,0,02/18/2023,home,16340,711,Towson,9,True,9,2,7,win,2390532,10411,2680406,2023,2680406.0,2680406.0,1.0
0,2,2.0,0,0,0,0,0,0,0,02/18/2023,home,16340,249,George Washington,9,True,11,3,8,win,2390731,196,2799143,2023,2799143.0,2799143.0,1.0
0,2,2.0,0,0,0,0,0,0,0,02/19/2023,home,16340,249,George Washington,9,True,23,5,18,win,2390984,196,2799143,2023,2799143.0,2799143.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/17/2023,home,16340,342,Lafayette,9,True,15,4,11,win,2390441,655,2798513,2023,2798513.0,2798513.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,678,Stetson,9,True,0,18,-18,loss,2390285,381,2474265,2023,2474265.0,2474265.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,away,16340,678,Stetson,9,True,1,9,-8,loss,2390523,381,2474265,2023,2474265.0,2474265.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,away,16340,1068,Elon,9,True,5,1,4,win,2390531,334,2654135,2023,2654135.0,2654135.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/21/2023,home,16340,219,Evansville,9,True,6,3,3,win,2391083,334,2654135,2023,2654135.0,2654135.0,1.0
0,1,1.0,0,0,0,1,0,0,0,02/21/2023,home,16340,109,UC Irvine,9,True,7,8,-1,loss,2391105,657,2680416,2023,2680416.0,2680416.0,1.0
1,3,5.0,1,0,0,0,0,0,0,02/19/2023,home,16340,248,George Mason,9,True,2,5,-3,loss,2390998,231,2678385,2023,2678385.0,2678385.0,1.0
