season,season_id,school_id,division,App,GS,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HBP,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,W-L%,ERA,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2018,12973,81,1.0,190,42.0,26,19,13,1.0,1,391.6666666666667,401,250,198,75,5,18,207,1,331,47,7,44,1800,1502,84,40,25,19,386,380,81,0.0,0.5777777777777777,4.549787234042554,106.0,3.801090390972351,1.5523404255319149,9.214468085106382,0.4136170212765958,4.75659574468085,7.60595744680851,1.5990338164251208,5.744680851063829
2018,12973,83,1.0,144,45.0,17,27,7,8.0,2,367.0,354,257,217,74,9,18,233,0,343,65,6,55,1738,1376,102,55,35,28,331,372,102,0.0,0.38636363636363635,5.321525885558582,91.0,4.1526841065500655,1.5994550408719346,8.681198910081743,0.44141689373297005,5.713896457765668,8.411444141689374,1.4721030042918455,6.302452316076295
2018,12973,87,1.0,204,54.0,32,17,13,2.0,2,467.0,434,225,188,55,6,27,200,0,438,38,4,53,2050,1759,85,19,30,21,426,477,96,0.0,0.6530612244897959,3.6231263383297643,134.0,3.35303535429642,1.3576017130620985,8.364025695931478,0.5203426124197003,3.8543897216274092,8.441113490364025,2.19,4.3361884368308345
2018,12973,90,1.0,223,57.0,30,27,12,1.0,1,502.0,550,306,260,90,11,30,213,2,398,34,4,32,2269,1955,165,59,36,28,521,499,105,0.0,0.5263157894736842,4.661354581673306,104.0,3.6156551108163786,1.5199203187250996,9.860557768924302,0.5378486055776892,3.818725099601594,7.135458167330677,1.8685446009389672,5.486055776892431
2018,12973,94,1.0,190,57.0,21,36,12,1.0,0,491.3333333333333,595,395,303,108,16,51,227,3,377,78,10,82,2345,1976,121,58,40,24,452,548,104,0.0,0.3684210526315789,5.550203527815468,87.0,4.625393632982801,1.672998643147897,10.898914518317504,0.9341926729986432,4.158073270013569,6.9056987788331075,1.6607929515418502,7.235413839891453
2018,12973,96,1.0,212,54.0,30,24,12,2.0,1,471.0,487,296,252,77,9,37,209,5,452,70,6,73,2153,1826,96,39,26,20,478,407,124,0.0,0.5555555555555556,4.8152866242038215,101.0,3.8273053252452875,1.4777070063694266,9.305732484076433,0.7070063694267515,3.993630573248408,8.636942675159236,2.1626794258373208,5.656050955414012
2018,12973,97,1.0,163,55.0,32,20,11,4.0,3,464.0,451,214,177,86,13,27,132,2,418,36,4,36,2001,1783,33,11,36,13,491,437,109,0.0,0.6153846153846154,3.433189655172414,141.0,2.989272709387611,1.2564655172413792,8.747844827586206,0.5237068965517241,2.560344827586207,8.107758620689655,3.1666666666666665,4.150862068965517
2018,12973,99,1.0,151,54.0,25,27,14,1.0,1,433.3333333333333,423,215,174,83,11,26,130,7,411,47,2,35,1865,1647,51,11,29,12,412,407,117,0.0,0.4807692307692308,3.613846153846154,134.0,3.0567859719870807,1.2761538461538462,8.785384615384615,0.54,2.6999999999999997,8.536153846153846,3.1615384615384614,4.4653846153846155
2018,12973,101,1.0,196,42.0,20,21,7,3.0,1,408.3333333333333,447,228,205,75,7,31,129,8,309,44,4,20,1786,1572,114,42,29,12,464,380,85,0.0,0.4878048780487805,4.518367346938776,107.0,3.6928142294439095,1.4106122448979592,9.852244897959183,0.6832653061224491,2.843265306122449,6.81061224489796,2.395348837209302,5.0253061224489795
2018,12973,102,1.0,230,60.0,35,25,14,3.0,1,531.0,511,250,215,108,9,34,139,3,456,62,4,47,2268,2013,50,17,34,20,481,583,114,0.0,0.5833333333333334,3.6440677966101696,133.0,3.198795243318386,1.2241054613935969,8.661016949152543,0.576271186440678,2.3559322033898304,7.728813559322034,3.2805755395683454,4.23728813559322
2018,12973,104,1.0,180,56.0,25,25,6,1.0,1,461.0,484,256,215,79,8,30,151,9,363,35,4,33,2031,1794,41,18,34,17,493,463,91,0.0,0.5,4.197396963123644,115.0,3.4298862556513554,1.3774403470715835,9.449023861171366,0.5856832971800433,2.947939262472885,7.086767895878525,2.403973509933775,4.997830802603037
2018,12973,107,1.0,181,54.0,32,22,14,3.0,1,484.6666666666667,495,272,226,94,5,35,179,2,410,52,6,43,2148,1871,75,30,32,14,491,479,139,0.0,0.5925925925925926,4.196698762035763,115.0,3.6250782161940425,1.3906464924346629,9.191884456671252,0.6499312242090783,3.323933975240715,7.6134800550206325,2.2905027932960893,5.05089408528198
2018,12973,108,1.0,164,53.0,18,35,8,1.0,0,442.0,551,288,248,97,8,32,147,3,272,34,6,61,2020,1766,56,20,41,30,481,499,78,0.0,0.33962264150943394,5.049773755656108,96.0,3.8872384606748636,1.579185520361991,11.219457013574662,0.6515837104072398,2.993212669683258,5.538461538461538,1.8503401360544218,5.864253393665159
2018,12973,109,1.0,214,56.0,32,24,14,2.0,0,502.6666666666667,494,255,210,109,14,22,192,9,416,48,1,39,2193,1898,77,23,34,21,492,508,119,0.0,0.5714285714285714,3.759946949602122,129.0,3.2944782796793883,1.3647214854111405,8.844827586206897,0.39389920424403185,3.4376657824933683,7.448275862068965,2.1666666666666665,4.565649867374005
2018,12973,110,1.0,248,58.0,38,21,10,3.0,0,524.6666666666666,451,219,178,83,10,45,178,0,411,41,1,46,2207,1935,148,31,36,17,539,556,105,0.0,0.6440677966101694,3.0533672172808135,159.0,3.7488326927377402,1.1988564167725542,7.736340533672173,0.7719186785260483,3.0533672172808135,7.050190597204575,2.308988764044944,3.756670902160102
2018,12973,111,1.0,160,48.0,16,27,6,0.0,0,396.0,472,268,237,88,14,16,147,5,280,44,2,43,1830,1585,74,31,35,19,387,463,77,0.0,0.37209302325581395,5.386363636363637,90.0,3.50640524160635,1.5631313131313131,10.727272727272727,0.36363636363636365,3.340909090909091,6.363636363636363,1.9047619047619047,6.090909090909091
2018,12973,115,1.0,261,59.0,34,25,14,2.0,1,514.6666666666666,474,322,273,77,15,32,297,4,516,58,9,71,2333,1935,164,63,19,24,468,480,161,0.0,0.576271186440678,4.773963730569948,101.0,3.8207337599504125,1.498056994818653,8.288860103626943,0.5595854922279794,5.193652849740933,9.023316062176166,1.7373737373737375,5.630829015544041
2018,12973,116,1.0,179,57.0,34,20,14,1.0,1,479.6666666666667,447,270,230,77,15,32,206,1,423,53,1,54,2131,1831,80,35,26,15,419,538,117,0.0,0.6296296296296297,4.315496872828353,112.0,3.671743474526237,1.3613620569840166,8.387074357192494,0.6004169562195969,3.865184155663655,7.936761640027797,2.0533980582524274,5.066018068102849
2018,12973,127,1.0,153,44.0,18,27,9,1.0,0,375.3333333333333,427,251,222,84,11,27,162,9,265,38,6,29,1712,1459,70,30,23,30,342,436,76,0.0,0.4,5.323268206039077,91.0,4.069994060523766,1.569271758436945,10.238898756660747,0.6474245115452931,3.8845470692717585,6.354351687388988,1.6358024691358024,6.018650088809947
2018,12973,128,1.0,221,56.0,35,21,13,1.0,0,509.0,407,238,188,59,12,33,212,4,556,56,3,33,2183,1871,74,20,21,21,455,445,149,0.0,0.625,3.324165029469548,146.0,3.186045455136544,1.2161100196463654,7.196463654223969,0.5834970530451866,3.7485265225933206,9.831041257367387,2.6226415094339623,4.208251473477406
2018,12973,129,1.0,184,59.0,28,30,7,3.0,0,499.0,476,309,246,74,25,29,256,6,494,59,6,46,2250,1877,113,49,34,22,461,450,138,0.0,0.4827586206896552,4.43687374749499,109.0,3.6176631108802515,1.4669338677354709,8.585170340681362,0.5230460921843687,4.617234468937875,8.909819639278558,1.9296875,5.57314629258517
2018,12973,140,1.0,142,53.0,22,25,12,1.0,1,425.0,415,254,205,85,11,49,176,6,366,43,2,34,1862,1600,57,20,25,17,432,387,92,0.0,0.46808510638297873,4.341176470588235,112.0,4.270677374702013,1.3905882352941177,8.788235294117646,1.0376470588235294,3.7270588235294118,7.750588235294118,2.0795454545454546,5.378823529411765
2018,12973,141,1.0,211,53.0,19,34,9,2.0,0,467.6666666666667,544,367,304,103,16,48,237,13,406,60,8,57,2209,1858,139,68,31,23,419,493,91,0.0,0.3584905660377358,5.8503207412687095,83.0,4.451531846212641,1.6699928724162507,10.468995010691375,0.923734853884533,4.560940841054882,7.813257305773343,1.7130801687763713,7.062722736992159
2018,12973,147,1.0,245,63.0,47,16,21,0.0,0,571.6666666666666,509,258,229,87,7,55,233,1,520,41,5,55,2468,2143,165,51,26,23,533,593,160,0.0,0.746031746031746,3.6052478134110792,134.0,3.817712188627583,1.2979591836734694,8.013411078717201,0.8658892128279884,3.668221574344024,8.1865889212828,2.2317596566523603,4.061807580174928
2018,12973,149,1.0,187,44.0,33,17,14,1.0,1,465.6666666666667,397,238,201,71,11,47,234,4,466,74,2,31,2051,1699,118,37,26,18,405,443,147,0.0,0.66,3.8847530422333567,125.0,4.243242114269995,1.3550465282748747,7.672870436649964,0.9083750894774516,4.522548317823908,9.006442376521116,1.9914529914529915,4.599856836077308
2018,12973,158,1.0,204,50.0,20,30,10,0.0,0,438.0,529,334,293,128,25,33,192,2,339,50,7,38,2035,1746,102,46,25,21,424,465,90,0.0,0.4,6.02054794520548,80.0,4.037365529415953,1.6461187214611872,10.86986301369863,0.6780821917808219,3.9452054794520546,6.965753424657534,1.765625,6.863013698630137
2018,12973,164,1.0,217,60.0,37,22,20,1.0,0,525.6666666666666,516,283,239,85,11,43,241,9,534,51,4,63,2344,1997,124,34,33,19,455,502,149,0.0,0.6271186440677966,4.091946734305644,118.0,3.6464854988394295,1.4400760938490806,8.834495878249841,0.7362079898541535,4.126188966391884,9.142675967026,2.215767634854772,4.845275840202917
2018,12973,165,1.0,98,36.0,21,18,10,4.0,1,310.0,330,224,175,66,20,16,163,1,243,36,8,38,1448,1211,60,26,15,23,267,371,77,0.0,0.5384615384615384,5.080645161290323,95.0,3.9773566915900584,1.5903225806451613,9.580645161290322,0.4645161290322581,4.732258064516128,7.054838709677419,1.49079754601227,6.503225806451613
2018,12973,167,1.0,105,26.0,10,17,4,0.0,0,232.33333333333331,257,161,129,47,10,17,109,0,160,36,2,34,1086,914,55,17,14,13,256,241,56,0.0,0.37037037037037035,4.99713055954089,97.0,4.394522424917221,1.57532281205165,9.955523672883787,0.6585365853658538,4.222381635581062,6.197991391678623,1.4678899082568808,6.236728837876615
2018,12973,169,1.0,216,50.0,34,16,16,2.0,1,441.3333333333333,436,232,199,80,7,25,181,3,367,35,8,27,1954,1685,144,55,36,16,433,476,101,0.0,0.68,4.058157099697885,119.0,3.489865219024032,1.398036253776435,8.891238670694865,0.5098187311178248,3.6910876132930515,7.484138972809667,2.027624309392265,4.731117824773414
2018,12973,172,1.0,139,40.0,17,22,7,1.0,0,350.3333333333333,433,259,228,69,16,35,105,0,253,47,2,35,1601,1410,71,43,19,20,349,388,71,0.0,0.4358974358974359,5.8572787821122745,83.0,4.104366298416123,1.5356803044719316,11.123691722169363,0.8991436726926736,2.6974310180780208,6.499524262607041,2.4095238095238094,6.653663177925785
2018,12973,173,1.0,147,40.0,27,16,3,3.0,1,363.6666666666667,373,193,149,67,5,25,141,3,285,32,7,44,1622,1407,72,21,21,21,337,412,85,0.0,0.627906976744186,3.6874427131072407,131.0,3.7017616470910784,1.4133822181484876,9.230980751604033,0.618698441796517,3.4894592117323553,7.053162236480293,2.021276595744681,4.77635197066911
2018,12973,175,1.0,195,43.0,19,22,10,4.0,2,357.6666666666667,446,288,251,71,13,36,162,2,290,66,5,55,1709,1431,147,50,19,29,326,389,102,0.0,0.4634146341463415,6.315936626281454,77.0,4.547578860366176,1.699906803355079,11.222739981360672,0.9058713886300093,4.076421248835041,7.2972972972972965,1.7901234567901234,7.246971109040074
2018,12973,178,1.0,125,44.0,9,34,2,6.0,1,353.6666666666667,435,317,243,94,19,16,180,1,304,56,17,39,1712,1426,74,32,29,21,333,345,85,0.0,0.20930232558139536,6.183788878416587,78.0,3.8192009650995287,1.7389255419415646,11.069745523091422,0.4071630537229029,4.580584354382657,7.736098020735155,1.6888888888888889,8.066918001885014
2018,12973,180,1.0,178,57.0,26,25,9,1.0,1,466.3333333333333,451,270,213,79,15,30,198,23,417,69,5,43,2087,1783,80,34,17,19,456,452,104,0.0,0.5098039215686274,4.110793423874195,118.0,3.7138712526820825,1.391708363116512,8.704074338813438,0.5789849892780558,3.821300929235168,8.047891350964976,2.106060606060606,5.210864903502502
2018,12973,193,1.0,241,63.0,45,18,16,0.0,0,567.6666666666666,523,277,247,87,12,38,218,2,575,59,3,45,2434,2105,111,55,33,19,553,481,160,0.0,0.7142857142857143,3.9160305343511452,124.0,3.2566039402783313,1.3053435114503817,8.291837933059307,0.6024662360540224,3.4562536699941284,9.116265413975338,2.6376146788990824,4.391661773341163
2018,12973,196,1.0,269,62.0,44,18,17,1.0,0,549.0,514,240,208,93,2,34,168,3,481,54,7,52,2333,2066,196,69,29,15,634,446,130,0.0,0.7096774193548387,3.4098360655737707,142.0,3.2142625027423,1.2422586520947176,8.426229508196721,0.5573770491803279,2.7540983606557377,7.885245901639344,2.863095238095238,3.9344262295081966
2018,12973,198,1.0,167,44.0,25,23,15,1.0,0,431.3333333333333,494,301,250,68,19,47,180,0,371,29,6,37,1978,1722,95,38,27,18,427,439,97,0.0,0.5208333333333334,5.216383307573416,93.0,4.098247153772837,1.562596599690881,10.30757341576507,0.9806800618238022,3.7557959814528594,7.741112828438949,2.061111111111111,6.280525502318393
2018,12973,201,1.0,153,32.0,15,15,12,0.0,0,307.3333333333333,351,244,194,73,4,37,180,6,323,30,4,50,1471,1232,110,45,14,15,256,303,92,0.0,0.5,5.681127982646421,85.0,4.461339617907321,1.7277657266811282,10.278741865509762,1.0835140997830803,5.271149674620391,9.458785249457701,1.7944444444444445,7.145336225596529
2018,12973,202,1.0,238,56.0,30,30,12,1.0,0,491.0,555,387,324,110,17,59,243,3,462,54,2,50,2295,1956,166,80,20,22,436,496,109,0.0,0.5,5.938900203665988,82.0,4.443232783831041,1.625254582484725,10.173116089613035,1.0814663951120163,4.454175152749491,8.468431771894092,1.9012345679012346,7.093686354378819
2018,12973,204,1.0,192,56.0,22,34,11,0.0,0,496.3333333333333,564,323,277,109,13,36,219,3,338,55,3,58,2271,1924,73,28,47,25,505,553,82,0.0,0.39285714285714285,5.022834116856951,96.0,4.185396293834474,1.577568838146407,10.226997985224983,0.6527871054398926,3.9711215580926797,6.128945601074547,1.54337899543379,5.856950973807925
2018,12973,219,1.0,234,51.0,12,38,2,0.0,0,436.6666666666667,454,344,292,105,14,34,272,2,391,84,3,49,2104,1671,209,92,38,37,411,446,113,0.0,0.24,6.018320610687023,80.0,4.615500006044626,1.6625954198473283,9.357251908396947,0.7007633587786259,5.6061068702290076,8.058778625954197,1.4375,7.090076335877862
2018,12973,220,1.0,159,51.0,22,29,5,5.0,1,426.6666666666667,456,251,213,74,10,27,173,11,355,41,3,33,1923,1661,65,28,21,27,424,430,107,0.0,0.43137254901960786,4.49296875,108.0,3.611605683525542,1.47421875,9.618749999999999,0.5695312499999999,3.6492187499999997,7.48828125,2.052023121387283,5.2945312499999995
2018,12973,222,1.0,145,47.0,10,35,5,5.0,1,370.0,521,357,316,107,19,49,221,1,285,52,10,47,1870,1558,79,36,21,18,367,385,86,0.0,0.2222222222222222,7.686486486486487,63.0,5.342919028120137,2.0054054054054054,12.672972972972973,1.191891891891892,5.375675675675676,6.9324324324324325,1.2895927601809956,8.683783783783785
2018,12973,228,1.0,178,33.0,20,20,10,2.0,1,348.3333333333333,391,270,203,70,6,32,181,4,277,48,3,42,1644,1388,145,59,12,15,312,376,81,0.0,0.5,5.244976076555025,92.0,4.524400988549465,1.6421052631578947,10.102392344497607,0.8267942583732057,4.676555023923445,7.156937799043062,1.5303867403314917,6.976076555023924
2018,12973,229,1.0,223,61.0,34,18,6,1.0,0,499.3333333333333,535,276,235,84,7,48,176,5,457,47,9,35,2241,1990,112,51,12,16,416,566,145,0.0,0.6538461538461539,4.235647530040054,114.0,3.707336449546904,1.4238985313751669,9.642857142857142,0.8651535380507344,3.172229639519359,8.2369826435247,2.596590909090909,4.974632843791722
2018,12973,231,1.0,211,54.0,26,26,12,2.0,1,473.3333333333333,455,294,234,88,7,35,220,10,502,58,7,77,2115,1796,157,66,19,19,434,399,153,0.0,0.5,4.449295774647887,109.0,3.55043710958188,1.426056338028169,8.651408450704226,0.6654929577464789,4.183098591549296,9.545070422535213,2.2818181818181817,5.590140845070423
2018,12973,234,1.0,182,52.0,39,15,13,4.0,1,497.0,408,236,211,72,6,57,218,5,585,50,5,34,2135,1841,122,44,13,12,400,442,167,0.0,0.7222222222222222,3.8209255533199196,127.0,3.7028515965034092,1.2595573440643864,7.388329979879276,1.0321931589537223,3.947686116700201,10.593561368209256,2.68348623853211,4.27364185110664
2018,12973,235,1.0,166,36.0,27,15,18,0.0,0,384.3333333333333,334,173,154,47,2,35,143,3,388,32,8,27,1641,1442,102,33,18,6,351,368,112,0.0,0.6428571428571429,3.6062445793581963,134.0,3.479113678972203,1.2411101474414572,7.821335646140503,0.8196010407632264,3.3486556808326107,9.085862966175196,2.7132867132867133,4.051170858629662
2018,12973,236,1.0,204,55.0,35,19,20,4.0,1,495.0,431,211,185,64,11,23,229,3,535,58,1,45,2173,1853,72,25,23,10,454,435,173,0.0,0.6481481481481481,3.3636363636363638,144.0,3.1301426153437237,1.3333333333333333,7.836363636363636,0.4181818181818182,4.163636363636363,9.727272727272728,2.336244541484716,3.8363636363636364
2018,12973,248,1.0,180,56.0,29,27,5,5.0,2,495.0,482,274,235,80,7,29,178,4,422,55,8,41,2165,1887,90,43,29,15,493,495,137,0.0,0.5178571428571429,4.2727272727272725,113.0,3.4170113022124107,1.3333333333333333,8.763636363636364,0.5272727272727273,3.2363636363636363,7.672727272727273,2.3707865168539324,4.981818181818182
2018,12973,249,1.0,161,43.0,25,22,11,2.0,2,399.6666666666667,384,225,180,77,12,21,182,11,295,27,3,49,1765,1522,117,44,24,10,412,426,83,0.0,0.5319148936170213,4.053377814845705,120.0,3.7239708055021894,1.4161801501251041,8.64720600500417,0.4728940783986655,4.098415346121768,6.643035863219349,1.620879120879121,5.066722268557131
2018,12973,251,1.0,179,55.0,25,30,16,1.0,0,467.6666666666667,504,338,283,97,25,39,243,5,409,59,5,79,2187,1822,73,29,34,29,439,489,114,0.0,0.45454545454545453,5.446186742694227,89.0,4.220598132741507,1.5972915181753384,9.699215965787598,0.7505345687811832,4.676407697790449,7.870990734141126,1.683127572016461,6.50463292943692
2018,12973,253,1.0,161,38.0,21,20,10,3.0,1,340.3333333333333,366,236,214,60,11,25,161,4,306,32,4,53,1562,1324,106,37,30,15,305,361,77,0.0,0.5121951219512195,5.659157688540647,86.0,3.8063068037508114,1.5484818805093048,9.678746327130266,0.6611165523996083,4.257590597453477,8.092066601371204,1.9006211180124224,6.240940254652301
