season,season_id,school_id,stats_player_seq,division,App,GS,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HBP,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,W-L%,ERA,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2016,12360,2,1767883,1.0,3,0.0,0,0,0,0.0,0,2.6666666666666665,5,2,0,0,0,1,1,0,2,0,0,0,14,12,4,4,0,1,5,1,0,0.0,,0.0,,7.514481491104908,2.25,16.875,3.375,3.375,6.75,2.0,6.75
2016,12360,2,1767887,1.0,7,0.0,0,0,0,0.0,0,7.0,10,8,5,2,0,0,4,0,5,1,1,0,36,30,3,1,1,0,6,9,0,0.0,,6.428571428571429,74.0,3.7287672053906227,2.0,12.857142857142858,0.0,5.142857142857142,6.428571428571429,1.25,10.285714285714285
2016,12360,2,1767888,1.0,9,0.0,0,1,0,0.0,0,7.0,5,4,4,2,0,0,8,0,3,0,0,1,33,25,0,1,0,0,7,9,2,0.0,0.0,5.142857142857142,92.0,5.58591006253348,1.8571428571428572,6.428571428571429,0.0,10.285714285714285,3.8571428571428568,0.375,5.142857142857142
2016,12360,2,1767891,1.0,20,0.0,1,1,0,0.0,0,16.666666666666668,21,14,9,6,2,0,9,0,17,2,1,1,81,67,15,3,1,1,12,17,7,0.0,0.5,4.859999999999999,97.0,2.954481491104908,1.7999999999999998,11.34,0.0,4.859999999999999,9.18,1.8888888888888888,7.56
2016,12360,6,1322592,1.0,19,2.0,1,2,0,0.0,0,28.666666666666668,44,52,41,6,2,5,33,0,23,16,3,2,178,127,14,11,0,2,27,29,11,0.0,0.3333333333333333,12.872093023255813,37.0,8.805179165523512,2.686046511627907,13.813953488372091,1.5697674418604652,10.36046511627907,7.220930232558139,0.696969696969697,16.325581395348838
2016,12360,6,1440361,1.0,8,6.0,1,4,0,1.0,0,34.333333333333336,57,49,30,16,6,6,26,0,30,5,1,5,188,155,2,2,2,0,39,21,9,0.0,0.2,7.864077669902912,60.0,6.247491199842772,2.4174757281553396,14.941747572815533,1.5728155339805823,6.815533980582524,7.864077669902912,1.1538461538461537,12.844660194174756
2016,12360,6,1548782,1.0,2,0.0,0,0,0,0.0,0,1.0,1,3,1,0,0,0,2,0,1,2,0,0,7,2,2,1,0,1,0,1,0,0.0,,9.0,53.0,13.014481491104908,3.0,9.0,0.0,18.0,9.0,0.5,27.0
2016,12360,6,1661669,1.0,29,7.0,0,4,0,1.0,0,77.66666666666667,123,101,81,23,6,8,44,0,68,25,3,9,421,341,27,20,0,11,58,91,27,0.0,0.0,9.3862660944206,50.0,5.26770037522508,2.150214592274678,14.25321888412017,0.927038626609442,5.098712446351931,7.879828326180257,1.5454545454545454,11.703862660944205
2016,12360,6,1661670,1.0,21,13.0,4,9,1,5.0,0,94.66666666666667,99,65,54,16,1,6,48,0,86,12,1,13,438,365,2,0,10,3,94,86,27,0.0,0.3076923076923077,5.133802816901409,92.0,3.9229321953302603,1.5528169014084505,9.411971830985916,0.5704225352112676,4.563380281690141,8.176056338028168,1.7916666666666667,6.179577464788732
2016,12360,6,1661679,1.0,16,7.0,1,4,0,0.0,0,41.333333333333336,51,40,30,9,2,8,32,0,13,2,2,0,208,169,11,7,2,3,31,70,4,0.0,0.2,6.532258064516128,73.0,7.369320200782328,2.008064516129032,11.10483870967742,1.7419354838709677,6.967741935483871,2.8306451612903225,0.40625,8.709677419354838
2016,12360,6,1773872,1.0,6,2.0,0,2,0,0.0,0,3.333333333333333,11,22,19,3,0,1,16,0,3,2,1,2,40,21,1,0,0,1,3,4,0,0.0,0.0,51.300000000000004,9.0,21.31448149110491,8.100000000000001,29.700000000000003,2.7,43.2,8.100000000000001,0.1875,59.400000000000006
2016,12360,6,1773873,1.0,1,0.0,0,0,0,0.0,0,0.6666666666666666,1,5,4,1,0,0,3,0,0,1,0,0,7,2,0,0,0,1,0,2,0,0.0,,54.0,9.0,21.01448149110491,6.0,13.5,0.0,40.5,0.0,0.0,67.5
2016,12360,6,1773877,1.0,2,0.0,0,0,0,0.0,0,1.0,2,2,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,0,0.0,,0.0,,3.0144814911049083,2.0,18.0,0.0,0.0,0.0,,18.0
2016,12360,6,1773880,1.0,1,0.0,0,0,0,0.0,0,0.3333333333333333,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0.0,,0.0,,6.014481491104908,3.0,0.0,0.0,27.0,27.0,1.0,0.0
2016,12360,6,1773881,1.0,7,4.0,0,2,0,0.0,0,22.666666666666668,25,23,18,2,1,1,13,0,20,3,0,9,109,92,3,1,0,1,26,18,6,0.0,0.0,7.147058823529411,66.0,3.940952079340202,1.676470588235294,9.926470588235293,0.39705882352941174,5.161764705882352,7.9411764705882355,1.5384615384615385,9.132352941176471
2016,12360,6,1773882,1.0,28,12.0,4,12,3,3.0,0,98.66666666666666,119,95,85,24,7,9,67,1,89,15,0,12,479,380,10,3,9,8,87,93,33,0.0,0.25,7.75337837837838,61.0,4.889481491104909,1.8851351351351353,10.85472972972973,0.820945945945946,6.111486486486488,8.118243243243244,1.328358208955224,8.665540540540542
2016,12360,6,1773883,1.0,19,1.0,1,0,0,0.0,0,25.666666666666668,33,37,34,6,1,2,18,0,19,19,0,9,143,106,12,7,0,0,26,25,5,0.0,1.0,11.922077922077921,40.0,6.8716243482477655,1.987012987012987,11.57142857142857,0.7012987012987013,6.311688311688312,6.662337662337661,1.0555555555555556,12.974025974025974
2016,12360,6,1773884,1.0,13,3.0,0,4,0,0.0,0,31.666666666666664,46,48,36,8,1,4,24,0,18,6,1,4,174,139,13,9,2,3,27,45,10,0.0,0.0,10.23157894736842,46.0,6.36184991215754,2.210526315789474,13.073684210526316,1.1368421052631579,6.821052631578947,5.11578947368421,0.75,13.642105263157895
2016,12360,7,1316333,1.0,16,0.0,1,1,0,0.0,0,16.0,21,13,12,0,0,2,7,0,14,3,0,2,78,68,12,6,0,0,20,12,5,0.0,0.5,6.75,70.0,4.764481491104908,1.75,11.8125,1.125,3.9375,7.875,2.0,7.3125
2016,12360,7,1430238,1.0,15,13.0,10,1,1,3.0,2,84.33333333333333,75,33,22,6,4,0,23,0,82,13,2,2,353,312,2,0,4,1,86,66,24,0.0,0.9090909090909091,2.3478260869565215,202.0,2.3504498705515484,1.1620553359683796,8.003952569169961,0.0,2.454545454545455,8.75098814229249,3.5652173913043477,3.5217391304347827
2016,12360,7,1430239,1.0,15,12.0,10,3,0,2.0,2,80.0,64,24,15,17,0,5,15,0,82,10,0,5,334,305,0,0,4,0,78,73,25,0.0,0.7692307692307693,1.6875,281.0,2.7144814911049084,0.9875,7.2,0.5625,1.6875,9.225,5.466666666666667,2.6999999999999997
2016,12360,7,1430240,1.0,15,12.0,7,2,0,0.0,0,69.0,67,33,26,13,0,5,28,0,82,3,0,6,308,272,6,1,3,2,65,53,24,0.0,0.7777777777777778,3.391304347826087,140.0,2.927524969365778,1.3768115942028984,8.73913043478261,0.6521739130434783,3.6521739130434785,10.695652173913043,2.9285714285714284,4.304347826086957
2016,12360,7,1430243,1.0,5,1.0,0,0,0,0.0,0,4.0,7,8,7,0,0,2,5,0,4,1,0,2,26,20,3,0,0,0,6,2,2,0.0,,15.75,30.0,12.014481491104908,3.0,15.75,4.5,11.25,9.0,0.8,18.0
2016,12360,7,1536243,1.0,12,3.0,3,1,0,0.0,0,40.666666666666664,43,22,17,4,1,2,15,0,31,0,0,3,175,157,17,7,0,3,23,61,7,0.0,0.75,3.7622950819672134,126.0,3.2357929665147442,1.4262295081967213,9.51639344262295,0.4426229508196722,3.319672131147541,6.860655737704919,2.066666666666667,4.868852459016394
2016,12360,7,1536244,1.0,11,3.0,0,2,0,0.0,0,17.0,23,18,15,5,2,0,8,1,10,2,1,2,85,72,4,1,1,2,13,27,2,0.0,0.0,7.9411764705882355,60.0,3.6027167852225555,1.8235294117647058,12.176470588235295,0.0,4.235294117647059,5.294117647058823,1.25,9.529411764705882
2016,12360,7,1661681,1.0,2,0.0,0,0,0,0.0,0,0.0,0,2,2,0,0,0,3,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,,0.0,
2016,12360,7,1661688,1.0,14,5.0,1,3,2,0.0,0,27.0,29,20,13,4,0,1,13,0,32,5,0,3,127,108,7,3,0,1,19,22,9,0.0,0.25,4.333333333333333,109.0,3.1255926022160194,1.5555555555555556,9.666666666666668,0.3333333333333333,4.333333333333333,10.666666666666666,2.4615384615384617,6.666666666666666
2016,12360,7,1661692,1.0,9,0.0,0,0,0,0.0,0,6.0,4,4,3,2,1,0,4,0,7,2,0,0,28,22,11,3,0,0,7,4,2,0.0,,4.5,105.0,3.681148157771575,1.3333333333333333,6.0,0.0,6.0,10.5,1.75,6.0
2016,12360,7,1661694,1.0,12,0.0,0,0,1,0.0,0,11.666666666666666,14,9,6,5,1,1,8,0,7,0,0,2,56,48,10,7,0,0,18,7,1,0.0,,4.628571428571429,102.0,4.985910062533479,1.885714285714286,10.799999999999999,0.7714285714285715,6.171428571428572,5.3999999999999995,0.875,6.942857142857143
2016,12360,7,1761906,1.0,22,2.0,2,2,2,0.0,0,42.333333333333336,48,33,26,9,0,2,17,0,46,4,2,5,196,174,14,1,1,0,48,28,20,0.0,0.5,5.52755905511811,86.0,2.943615349372625,1.5354330708661417,10.204724409448819,0.4251968503937008,3.6141732283464565,9.779527559055117,2.7058823529411766,7.015748031496063
2016,12360,7,1761910,1.0,17,3.0,2,0,2,0.0,0,36.666666666666664,29,7,6,7,1,1,15,0,51,6,1,2,158,134,14,5,1,2,22,34,8,0.0,1.0,1.4727272727272727,322.0,2.3053905820139993,1.2000000000000002,7.118181818181819,0.24545454545454548,3.681818181818182,12.51818181818182,3.4,1.7181818181818183
2016,12360,7,1761911,1.0,2,0.0,0,0,0,0.0,0,0.6666666666666666,1,1,1,1,0,0,0,0,0,0,0,1,3,3,2,1,0,0,1,1,0,0.0,,13.5,35.0,3.0144814911049083,1.5,13.5,0.0,0.0,0.0,,13.5
2016,12360,7,1761912,1.0,12,0.0,1,1,0,0.0,0,10.666666666666666,8,9,9,0,1,1,11,0,13,0,0,1,51,39,9,3,0,1,11,6,6,0.0,0.5,7.59375,62.0,4.889481491104908,1.78125,6.75,0.84375,9.28125,10.96875,1.1818181818181819,7.59375
2016,12360,7,1761913,1.0,6,0.0,0,0,0,0.0,0,4.333333333333333,10,5,5,2,0,0,3,0,6,1,0,4,27,22,5,5,0,1,3,3,1,0.0,,10.384615384615385,46.0,3.0144814911049083,3.0,20.76923076923077,0.0,6.230769230769232,12.461538461538463,2.0,10.384615384615385
2016,12360,7,1761916,1.0,11,1.0,0,1,1,0.0,0,11.0,14,19,11,5,0,1,11,0,12,3,0,3,61,45,7,4,1,1,8,10,2,0.0,0.0,9.0,53.0,5.832663309286726,2.272727272727273,11.454545454545455,0.8181818181818182,9.0,9.818181818181817,1.0909090909090908,15.545454545454545
2016,12360,7,1761917,1.0,3,0.0,0,0,0,0.0,0,2.333333333333333,3,3,3,0,0,0,1,0,2,0,0,1,11,10,1,1,0,0,2,2,0,0.0,,11.571428571428573,41.0,2.58591006253348,1.7142857142857144,11.571428571428573,0.0,3.8571428571428577,7.714285714285715,2.0,11.571428571428573
2016,12360,8,1314568,1.0,3,2.0,1,0,0,0.0,0,8.0,6,5,1,1,0,0,6,0,6,2,0,0,37,28,0,0,1,0,8,8,2,0.0,1.0,1.125,421.0,4.514481491104908,1.5,6.75,0.0,6.75,6.75,1.0,5.625
2016,12360,8,1314579,1.0,15,4.0,2,1,1,0.0,0,33.0,43,22,19,8,1,4,12,2,24,2,0,2,145,128,7,3,3,0,40,23,8,0.0,0.6666666666666666,5.1818181818181825,91.0,4.408420885044302,1.6666666666666667,11.727272727272727,1.0909090909090908,3.272727272727273,6.545454545454546,2.0,6.0
2016,12360,8,1416287,1.0,7,0.0,1,0,0,0.0,0,9.666666666666666,4,0,0,0,0,0,3,0,18,0,0,0,36,33,0,0,0,0,2,9,4,0.0,1.0,0.0,,0.22137804282904616,0.7241379310344828,3.724137931034483,0.0,2.793103448275862,16.758620689655174,6.0,0.0
2016,12360,8,1416289,1.0,10,2.0,0,2,0,0.0,0,17.666666666666668,16,11,11,2,0,1,10,1,13,2,0,4,77,64,5,4,1,0,22,14,5,0.0,0.0,5.60377358490566,85.0,4.316368283557738,1.471698113207547,8.150943396226415,0.5094339622641509,5.09433962264151,6.6226415094339615,1.3,5.60377358490566
2016,12360,8,1422109,1.0,7,3.0,2,2,0,0.0,0,18.333333333333332,23,15,13,4,0,0,5,0,17,1,0,1,80,72,0,0,1,1,23,10,5,0.0,0.5,6.381818181818182,74.0,2.1417542183776357,1.5272727272727273,11.290909090909091,0.0,2.454545454545455,8.345454545454546,3.4,7.363636363636364
2016,12360,8,1527435,1.0,15,15.0,5,4,0,0.0,0,90.33333333333333,75,35,30,15,1,5,31,0,74,8,2,9,377,332,0,0,3,3,89,93,21,0.0,0.5555555555555556,2.988929889298893,159.0,3.390865254942547,1.1734317343173433,7.472324723247233,0.4981549815498155,3.088560885608856,7.372693726937269,2.3870967741935485,3.4870848708487086
2016,12360,8,1527438,1.0,12,12.0,4,3,0,0.0,0,66.66666666666667,57,27,17,10,0,3,22,0,38,2,0,6,281,251,0,0,3,3,90,63,9,0.0,0.5714285714285714,2.295,206.0,3.539481491104908,1.1849999999999998,7.695,0.40499999999999997,2.9699999999999998,5.13,1.7272727272727273,3.6449999999999996
2016,12360,8,1527447,1.0,21,0.0,2,1,12,0.0,0,28.333333333333332,19,6,3,3,0,1,9,0,41,1,0,0,119,106,10,6,2,1,22,22,13,0.0,0.6666666666666666,0.9529411764705882,497.0,1.6380109028696141,0.9882352941176471,6.03529411764706,0.3176470588235294,2.858823529411765,13.023529411764706,4.555555555555555,1.9058823529411764
2016,12360,8,1527448,1.0,6,0.0,0,0,0,0.0,0,4.333333333333333,6,3,3,1,0,0,1,0,4,0,0,2,21,20,5,4,0,0,5,4,1,0.0,,6.230769230769232,76.0,1.8606353372587543,1.6153846153846154,12.461538461538463,0.0,2.076923076923077,8.307692307692308,4.0,6.230769230769232
2016,12360,8,1655480,1.0,2,0.0,0,0,0,0.0,0,1.3333333333333333,1,2,2,1,0,0,2,0,1,2,0,4,9,5,2,2,0,0,3,0,0,0.0,,13.5,35.0,10.514481491104908,2.25,6.75,0.0,13.5,6.75,0.5,13.5
2016,12360,8,1655481,1.0,6,0.0,0,0,0,0.0,0,9.0,9,5,4,2,0,0,4,0,3,0,0,0,39,35,4,4,0,0,15,7,1,0.0,,4.0,118.0,3.681148157771575,1.4444444444444444,9.0,0.0,4.0,3.0,0.75,5.0
2016,12360,8,1655483,1.0,15,15.0,5,4,0,0.0,0,84.33333333333333,79,32,25,10,1,4,35,0,84,5,1,7,367,320,0,0,6,1,90,63,28,0.0,0.5555555555555556,2.6679841897233203,178.0,3.061912321144434,1.3517786561264822,8.430830039525691,0.42687747035573126,3.7351778656126484,8.964426877470355,2.4,3.41501976284585
2016,12360,8,1772294,1.0,21,0.0,2,3,3,0.0,0,28.333333333333332,35,13,13,8,0,2,6,0,17,4,0,2,122,109,18,8,2,1,28,30,5,0.0,0.4,4.129411764705883,115.0,3.7909520793402023,1.4470588235294117,11.117647058823529,0.6352941176470588,1.9058823529411764,5.3999999999999995,2.8333333333333335,4.129411764705883
2016,12360,8,1774383,1.0,13,1.0,2,2,0,0.0,0,24.666666666666668,24,23,21,3,1,0,14,0,16,3,0,1,116,96,8,4,2,1,30,26,6,0.0,0.5,7.662162162162161,62.0,3.7847517613751784,1.5405405405405406,8.756756756756756,0.0,5.108108108108108,5.837837837837837,1.1428571428571428,8.391891891891891
2016,12360,8,1774386,1.0,16,0.0,1,1,0,0.0,0,20.333333333333336,26,13,12,1,1,2,4,1,14,1,0,0,92,84,9,2,3,0,24,22,7,0.0,0.5,5.311475409836064,89.0,3.6538257533999903,1.4754098360655736,11.508196721311474,0.8852459016393441,1.7704918032786883,6.196721311475409,3.5,5.754098360655737
2016,12360,8,1774387,1.0,25,0.0,5,3,2,0.0,0,40.0,33,14,13,11,1,0,16,2,49,0,0,4,166,143,17,8,4,3,26,37,14,0.0,0.625,2.9250000000000003,162.0,1.7644814911049083,1.225,7.425,0.0,3.6,11.025,3.0625,3.15
2016,12360,8,1774391,1.0,11,4.0,0,0,0,0.0,0,30.0,28,11,11,8,0,2,8,0,33,1,0,3,122,111,3,1,2,0,18,32,12,0.0,,3.3,144.0,2.581148157771575,1.2,8.4,0.6,2.4,9.9,4.125,3.3
2016,12360,9,1313632,1.0,19,1.0,1,2,1,0.0,0,35.0,26,19,16,5,1,2,29,1,27,7,0,4,164,123,14,9,3,2,39,32,8,0.0,0.3333333333333333,4.114285714285714,115.0,5.300195776819194,1.5714285714285714,6.685714285714286,0.5142857142857142,7.457142857142857,6.942857142857143,0.9310344827586207,4.885714285714285
2016,12360,9,1428407,1.0,12,0.0,0,2,0,0.0,0,16.0,15,15,15,5,1,2,14,1,12,4,0,1,81,60,12,6,1,2,17,17,3,0.0,0.0,8.4375,56.0,6.514481491104908,1.8125,8.4375,1.125,7.875,6.75,0.8571428571428571,8.4375
2016,12360,9,1428415,1.0,22,10.0,3,4,0,0.0,0,55.33333333333333,42,20,18,9,1,2,22,1,31,7,0,1,230,190,10,2,8,3,59,64,9,0.0,0.42857142857142855,2.9277108433734944,162.0,3.93616823809286,1.1566265060240966,6.831325301204821,0.32530120481927716,3.5783132530120487,5.042168674698796,1.4090909090909092,3.2530120481927716
2016,12360,9,1533385,1.0,22,2.0,1,4,8,0.0,0,51.0,43,24,16,6,3,4,21,0,49,4,1,4,219,187,14,5,3,4,43,57,7,0.0,0.2,2.8235294117647056,168.0,3.5831089420853006,1.2549019607843137,7.588235294117647,0.7058823529411764,3.705882352941176,8.647058823529411,2.3333333333333335,4.235294117647059
2016,12360,9,1533388,1.0,9,3.0,2,1,0,0.0,0,24.666666666666664,11,6,5,2,0,2,18,0,14,3,0,3,103,76,1,1,4,2,17,39,1,0.0,0.6666666666666666,1.8243243243243243,260.0,5.4874544640778815,1.1756756756756759,4.013513513513514,0.7297297297297298,6.567567567567568,5.108108108108109,0.7777777777777778,2.1891891891891895
2016,12360,9,1643215,1.0,19,5.0,0,3,0,0.0,0,40.0,45,35,20,8,1,1,22,0,38,10,1,3,202,166,11,2,2,2,42,37,13,0.0,0.0,4.5,105.0,3.839481491104908,1.675,10.125,0.225,4.95,8.549999999999999,1.7272727272727273,7.875
2016,12360,9,1643219,1.0,17,15.0,6,4,0,0.0,0,71.0,59,39,33,8,0,1,36,2,44,13,0,5,316,261,2,1,4,2,65,93,7,0.0,0.6,4.183098591549296,113.0,4.028565998147162,1.3380281690140845,7.47887323943662,0.1267605633802817,4.563380281690141,5.577464788732394,1.2222222222222223,4.943661971830986
2016,12360,9,1769018,1.0,17,13.0,3,6,0,0.0,0,71.33333333333333,69,43,38,11,1,8,31,2,34,9,0,5,319,269,0,0,8,2,93,76,8,0.0,0.3333333333333333,4.794392523364486,99.0,5.201397378955376,1.4018691588785048,8.705607476635514,1.0093457943925235,3.9112149532710285,4.289719626168225,1.096774193548387,5.425233644859813
2016,12360,9,1769021,1.0,25,1.0,4,5,0,0.0,0,51.0,58,28,17,13,0,3,21,0,46,6,0,4,233,202,24,12,4,0,69,25,10,0.0,0.4444444444444444,3.0,158.0,3.563501098948046,1.5490196078431373,10.235294117647058,0.5294117647058824,3.705882352941176,8.117647058823529,2.1904761904761907,4.9411764705882355
2016,12360,9,1769023,1.0,4,0.0,0,0,0,0.0,0,4.0,5,5,5,1,1,0,6,0,5,1,0,1,24,17,6,3,0,0,2,5,1,0.0,,11.25,42.0,5.764481491104908,2.75,11.25,0.0,13.5,11.25,0.8333333333333334,11.25
2016,12360,9,1769025,1.0,7,0.0,0,1,0,0.0,0,8.666666666666666,6,4,4,1,0,0,5,0,3,3,0,3,38,28,7,6,0,2,5,16,0,0.0,0.0,4.153846153846154,114.0,5.091404568027985,1.2692307692307694,6.230769230769232,0.0,5.1923076923076925,3.115384615384616,0.6,4.153846153846154
2016,12360,9,1769053,1.0,16,5.0,1,2,0,0.0,0,39.0,40,26,21,7,0,1,16,1,23,9,1,7,177,145,7,3,5,2,36,50,8,0.0,0.3333333333333333,4.846153846153846,98.0,4.091404568027985,1.435897435897436,9.23076923076923,0.23076923076923075,3.692307692307692,5.3076923076923075,1.4375,6.0
2016,12360,9,1769054,1.0,5,0.0,0,0,0,0.0,0,7.0,9,8,6,1,0,1,7,0,5,2,1,1,38,28,3,2,0,1,5,9,1,0.0,,7.7142857142857135,61.0,7.300195776819194,2.2857142857142856,11.571428571428573,1.2857142857142856,9.0,6.428571428571429,0.7142857142857143,10.285714285714285
2016,12360,14,1428889,1.0,13,1.0,0,0,1,0.0,0,15.333333333333332,22,20,19,9,2,2,11,0,10,1,1,3,81,66,12,6,0,3,9,26,2,0.0,,11.15217391304348,42.0,5.753611925887517,2.1521739130434785,12.913043478260871,1.1739130434782608,6.4565217391304355,5.869565217391305,0.9090909090909091,11.73913043478261
2016,12360,14,1428890,1.0,16,0.0,0,0,0,0.0,0,15.333333333333332,22,18,10,3,2,0,12,0,9,3,0,3,86,67,18,10,1,3,13,23,3,0.0,,5.869565217391305,81.0,4.775351056322299,2.217391304347826,12.913043478260871,0.0,7.043478260869565,5.282608695652175,0.75,10.56521739130435
2016,12360,14,1428893,1.0,15,8.0,5,4,1,1.0,0,63.0,56,30,27,12,2,1,30,1,48,3,1,4,273,234,3,1,4,2,59,72,20,0.0,0.5555555555555556,3.8571428571428568,123.0,3.268449745073162,1.3650793650793651,8.0,0.14285714285714285,4.285714285714286,6.857142857142857,1.6,4.285714285714286
2016,12360,14,1428894,1.0,9,8.0,5,2,0,0.0,0,40.666666666666664,34,23,22,5,1,0,20,0,40,7,0,11,180,147,0,0,4,2,39,39,21,0.0,0.7142857142857143,4.868852459016394,97.0,3.0390716550393346,1.3278688524590165,7.524590163934427,0.0,4.426229508196721,8.852459016393443,2.0,5.09016393442623
2016,12360,14,1529837,1.0,14,12.0,3,5,0,1.0,1,64.66666666666667,69,44,39,14,0,4,41,0,88,3,0,22,308,257,0,0,4,3,55,48,26,0.0,0.375,5.427835051546391,87.0,3.138192831311094,1.7010309278350515,9.603092783505154,0.556701030927835,5.7061855670103085,12.24742268041237,2.1463414634146343,6.123711340206185
2016,12360,14,1529844,1.0,13,1.0,1,2,0,0.0,0,15.0,30,26,15,6,1,0,15,1,11,4,0,3,93,71,10,4,3,0,24,7,4,0.0,0.3333333333333333,9.0,53.0,5.347814824438242,3.0,18.0,0.0,9.0,6.6,0.7333333333333333,15.600000000000001
2016,12360,14,1771116,1.0,17,0.0,0,1,0,0.0,0,21.666666666666664,16,16,15,1,1,1,18,1,12,7,0,7,100,72,6,1,0,3,18,27,3,0.0,0.0,6.230769230769232,76.0,5.968327644951062,1.5692307692307694,6.6461538461538465,0.4153846153846154,7.476923076923077,4.984615384615385,0.6666666666666666,6.6461538461538465
2016,12360,14,1771120,1.0,11,11.0,2,4,0,0.0,0,45.666666666666664,44,30,25,8,3,3,24,0,22,6,0,8,209,175,0,0,3,1,61,42,10,0.0,0.3333333333333333,4.927007299270073,96.0,4.8757953597180475,1.4890510948905111,8.671532846715328,0.5912408759124088,4.7299270072992705,4.335766423357664,0.9166666666666666,5.912408759124088
2016,12360,14,1771123,1.0,10,5.0,1,4,0,0.0,0,24.333333333333332,29,18,11,6,1,2,15,0,22,1,1,2,119,101,4,2,0,2,17,31,5,0.0,0.2,4.068493150684931,116.0,4.247358203433675,1.808219178082192,10.726027397260275,0.7397260273972603,5.5479452054794525,8.136986301369863,1.4666666666666666,6.657534246575343
2016,12360,14,1771124,1.0,9,4.0,1,4,0,0.0,0,23.0,29,22,19,5,1,1,12,0,8,1,0,2,112,94,7,0,4,1,30,28,3,0.0,0.2,7.434782608695652,64.0,4.579698882409256,1.7826086956521738,11.347826086956522,0.3913043478260869,4.695652173913043,3.1304347826086953,0.6666666666666666,8.608695652173914
