date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season,GS,pitches,CG,pickoffs
02/14/2014,home,11620,466,Nevada,9,True,1,4,-3,loss,1 - 4,586979,67,1,6.0,5,2,2,2,2,0,24,21,2,0,0,1,0,1,0,0,0,0,0,0.0,9,5,0,1,0,1,2,1208048,2014,,,,
02/21/2014,away,11620,678,Stetson,9,True,3,5,-2,loss,3 - 5,587764,67,1,3.2,5,5,2,3,1,0,20,14,2,0,0,0,0,1,0,0,0,2,0,69.0,6,2,0,1,0,1,1,1208048,2014,,,,
03/02/2014,home,11620,774,Western Mich.,9,True,3,5,-2,loss,3 - 5,589862,67,1,2.1,4,1,1,1,1,0,11,8,0,0,0,0,0,1,0,1,0,1,0,0.0,4,0,0,0,0,4,0,1208048,2014,,,,
03/05/2014,away,11620,229,Fla. Atlantic,9,True,2,6,-4,loss,2 - 6,590094,67,1,1.1,2,2,2,1,3,0,7,6,1,0,0,0,0,0,0,0,0,0,0,32.0,0,1,0,0,0,2,0,1208048,2014,,,,
03/07/2014,away,11620,415,Miami (FL),9,True,2,6,-4,loss,2 - 6,590271,67,1,1.1,2,1,1,0,0,0,6,6,1,0,0,0,0,0,0,1,0,0,0,21.0,3,1,0,0,0,3,0,1208048,2014,,,,
03/15/2014,away,11620,746,Virginia,9,True,1,2,-1,loss,1 - 2,592978,67,1,1.2,0,1,0,2,1,0,11,7,0,0,0,1,0,1,1,1,0,1,0,0.0,1,3,0,1,0,2,0,1208048,2014,,,,
03/21/2014,home,11620,749,Wake Forest,9,True,2,6,-4,loss,2 - 6,594261,67,1,3.0,3,3,0,2,0,0,14,10,0,1,0,1,0,0,0,0,0,2,0,0.0,7,1,0,0,0,2,0,1208048,2014,,,,
03/25/2014,away,11620,500,Northeastern,9,True,0,7,-7,loss,0 - 7,595409,67,1,2.1,6,3,3,1,3,0,13,12,0,0,0,1,0,0,0,3,1,0,0,0.0,2,1,0,0,0,2,0,1208048,2014,,,,
03/29/2014,home,11620,234,Florida St.,9,True,1,10,-9,loss,1 - 10,596083,67,1,0.2,1,3,3,2,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,17.0,0,2,0,0,0,2,0,1208048,2014,,,,
04/02/2014,home,11620,400,Massachusetts,9,True,7,6,1,win,7 - 6,597328,67,1,1.2,3,5,1,1,0,0,9,7,2,0,1,0,0,0,0,2,0,1,0,21.0,3,1,0,0,0,2,0,1208048,2014,,,,
04/09/2014,away,11620,275,Harvard,9,True,5,6,-1,loss,5 - 6,599387,67,1,4.0,1,2,2,0,1,0,16,14,0,0,0,0,0,2,0,0,0,0,0,50.0,6,5,0,0,0,1,1,1208048,2014,,,,
04/16/2014,home,11620,368,UMass Lowell,10,True,7,6,1,win,7 - 6,601529,67,1,2.0,2,1,1,0,0,0,8,8,0,0,1,0,0,0,0,0,0,0,0,24.0,5,0,0,0,0,2,0,1208048,2014,,,,
04/21/2014,away,11620,500,Northeastern,9,True,3,4,-1,loss,3 - 4,603227,67,1,6.0,5,4,4,2,5,0,26,22,2,1,0,1,0,2,0,0,0,0,0,0.0,7,5,0,1,0,1,0,1208048,2014,,,,
04/29/2014,away,11620,572,Rhode Island,9,True,7,2,5,win,7 - 2,605485,67,1,6.0,4,2,1,1,2,0,24,20,1,0,0,0,0,1,0,0,0,1,1,0.0,8,8,0,0,0,1,1,1208048,2014,,,,
05/17/2014,away,11620,147,Clemson,13,True,9,10,-1,loss,9 - 10,608220,67,1,0.2,2,5,5,3,0,0,7,4,0,0,1,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,4,0,1208048,2014,,,,
02/15/2014,home,11620,62,Binghamton,9,True,5,1,4,win,5 - 1,587213,193,1,2.0,1,0,0,1,5,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,3,1,1208075,2014,,,,
02/18/2014,away,11620,459,UNC Greensboro,12,True,8,9,-1,loss,8 - 9,587567,193,1,2.0,3,0,0,1,2,0,9,7,0,0,0,1,0,0,1,0,0,1,0,0.0,1,2,0,0,0,5,1,1208075,2014,,,,
02/23/2014,home,11620,5,Akron,9,True,5,2,3,win,5 - 2,588453,193,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,0,0,1,4,0,1208075,2014,,,,
03/01/2014,home,11620,388,Marshall,9,True,5,2,3,win,5 - 2,589570,193,1,2.0,0,0,0,0,3,0,6,5,0,0,0,0,0,1,0,3,0,0,0,0.0,1,1,0,0,1,3,1,1208075,2014,,,,
03/02/2014,away,11620,149,Coastal Carolina,9,True,7,5,2,win,7 - 5,589681,193,1,1.2,4,1,1,0,3,0,9,9,1,0,0,1,0,0,0,3,3,0,0,40.0,0,2,0,0,0,3,1,1208075,2014,,,,
03/05/2014,home,11620,355,Liberty,11,True,2,8,-6,loss,2 - 8,590152,193,1,1.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,9,1,1208075,2014,,,,
03/08/2014,home,11620,746,Virginia,9,True,3,2,1,win,3 - 2,590865,193,1,1.0,1,0,0,1,2,0,5,4,0,0,0,0,0,0,0,1,0,0,0,23.0,0,1,0,0,1,2,1,1208075,2014,,,,
03/14/2014,home,11620,513,Notre Dame,10,True,4,3,1,win,4 - 3,592252,193,1,2.0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,1,0,0,3,0,1208075,2014,,,,
03/15/2014,home,11620,513,Notre Dame,9,True,4,1,3,win,4 - 1,592789,193,1,1.0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,0,0,1,2,0,1208075,2014,,,,
03/15/2014,home,11620,513,Notre Dame,9,True,1,0,1,win,1 - 0,592957,193,1,1.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,2,0,0,0,0.0,1,1,1,0,0,7,1,1208075,2014,,,,
03/19/2014,home,11620,554,Princeton,9,True,7,1,6,win,7 - 1,593761,193,1,0.2,1,1,1,1,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,8,0,1208075,2014,,,,
03/22/2014,away,11620,545,Pittsburgh,9,True,5,8,-3,loss,5 - 8,3249165,545,1,2.1,1,0,0,2,3,0,10,8,0,0,0,0,0,0,0,2,0,0,0,43.0,2,2,0,0,0,6,0,1208075,2014,,,,
03/28/2014,home,11620,457,North Carolina,9,True,3,2,1,win,3 - 2,595880,193,1,1.0,0,1,1,2,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,1,2,1,1208075,2014,,,,
03/29/2014,home,11620,457,North Carolina,12,True,9,8,1,win,9 - 8,596109,193,1,3.1,0,0,0,1,1,0,10,9,0,0,0,0,0,0,0,1,0,0,0,0.0,1,7,1,0,0,9,1,1208075,2014,,,,
04/08/2014,home,11620,489,N.C. Central,9,True,9,1,8,win,9 - 1,599173,193,1,1.0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,9,0,1208075,2014,,,,
04/11/2014,home,11620,490,NC State,9,True,2,0,2,win,2 - 0,599855,193,1,1.0,0,0,0,0,1,0,4,3,0,0,0,0,0,1,0,0,0,0,0,17.0,0,2,0,0,1,2,0,1208075,2014,,,,
04/13/2014,home,11620,490,NC State,9,True,11,10,1,win,11 - 10,600977,193,1,1.1,5,5,5,0,2,0,9,9,1,0,1,0,0,0,0,1,1,0,0,26.0,2,0,0,0,0,3,2,1208075,2014,,,,
04/16/2014,away,11620,489,N.C. Central,9,True,11,2,9,win,11 - 2,601647,193,1,1.0,1,0,0,0,2,0,4,4,1,0,0,0,0,0,0,0,0,0,0,16.0,1,0,0,0,0,7,0,1208075,2014,,,,
04/18/2014,away,11620,742,Virginia Tech,12,True,3,2,1,win,3 - 2,601924,193,1,0.2,1,1,1,3,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,28.0,0,1,0,0,0,2,0,1208075,2014,,,,
04/20/2014,away,11620,742,Virginia Tech,9,True,2,0,2,win,2 - 0,603069,193,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,4.0,0,1,0,0,1,2,0,1208075,2014,,,,
04/22/2014,home,11620,459,UNC Greensboro,9,True,2,0,2,win,2 - 0,603364,193,1,1.0,0,0,0,1,1,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0.0,2,0,0,0,1,5,0,1208075,2014,,,,
04/26/2014,away,11620,749,Wake Forest,9,True,6,5,1,win,6 - 5,604284,193,1,1.0,2,1,1,1,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,27.0,0,2,0,0,1,4,1,1208075,2014,,,,
04/27/2014,away,11620,749,Wake Forest,9,True,8,6,2,win,8 - 6,604945,193,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12.0,0,3,0,0,1,6,0,1208075,2014,,,,
05/05/2014,home,11620,363,Longwood,9,True,6,1,5,win,6 - 1,606834,193,1,1.0,2,0,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,11.0,1,0,0,0,0,3,0,1208075,2014,,,,
05/11/2014,home,11620,415,Miami (FL),9,True,3,4,-1,loss,3 - 4,607649,193,1,1.1,1,0,0,1,0,0,6,5,0,0,0,0,0,0,0,2,1,0,0,19.0,1,3,0,0,0,3,0,1208075,2014,,,,
05/13/2014,home,11620,575,Richmond,9,True,10,3,7,win,10 - 3,607799,193,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,16.0,0,2,0,0,0,5,0,1208075,2014,,,,
05/17/2014,away,11620,234,Florida St.,9,True,7,5,2,win,7 - 5,608229,193,1,1.0,2,2,2,1,0,0,6,4,0,0,0,0,0,0,0,0,0,0,1,17.0,2,1,0,0,0,2,0,1208075,2014,,,,
05/24/2014,home,11620,415,Miami (FL),12,True,5,6,-1,loss,5 - 6,608750,193,1,3.2,2,0,0,0,2,0,12,11,1,0,0,0,0,0,0,2,1,0,1,49.0,1,7,0,0,0,3,1,1208075,2014,,,,
02/16/2014,home,11620,62,Binghamton,9,True,6,7,-1,loss,6 - 7,587280,193,1,0.1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,3,0,1208076,2014,,,,
02/18/2014,away,11620,459,UNC Greensboro,12,True,8,9,-1,loss,8 - 9,587567,193,1,0.0,1,1,1,1,0,0,3,2,0,0,0,0,0,0,0,3,3,0,0,0.0,0,0,0,0,0,2,0,1208076,2014,,,,
03/05/2014,home,11620,355,Liberty,11,True,2,8,-6,loss,2 - 8,590152,193,1,0.2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,3,0,1208076,2014,,,,
03/11/2014,home,11620,562,Quinnipiac,9,True,16,5,11,win,16 - 5,591692,193,1,2.2,0,0,0,0,4,0,8,8,0,0,0,0,0,0,0,1,0,0,0,0.0,3,1,1,0,0,2,2,1208076,2014,,,,
03/15/2014,home,11620,513,Notre Dame,9,True,1,0,1,win,1 - 0,592957,193,1,3.0,3,0,0,0,2,0,13,11,0,0,0,0,0,1,0,0,0,1,0,0.0,3,4,0,0,0,2,0,1208076,2014,,,,
03/19/2014,home,11620,554,Princeton,9,True,7,1,6,win,7 - 1,593761,193,1,1.0,1,0,0,0,3,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,5,0,1208076,2014,,,,
03/22/2014,away,11620,545,Pittsburgh,9,True,5,8,-3,loss,5 - 8,3249165,545,1,2.0,5,4,4,1,2,0,11,10,0,0,0,0,0,0,0,0,0,0,0,45.0,1,2,0,0,0,2,0,1208076,2014,,,,
03/25/2014,away,11620,173,Davidson,9,True,2,3,-1,loss,2 - 3,595420,193,1,1.2,2,0,0,0,1,0,7,7,1,0,0,0,0,0,0,1,0,0,0,0.0,2,2,0,0,0,3,0,1208076,2014,,,,
03/29/2014,home,11620,457,North Carolina,12,True,9,8,1,win,9 - 8,596109,193,1,1.1,2,2,2,0,2,0,6,6,0,0,2,0,0,0,0,2,0,0,0,0.0,0,2,0,0,0,6,1,1208076,2014,,,,
03/30/2014,home,11620,457,North Carolina,9,True,6,4,2,win,6 - 4,596524,193,1,1.0,2,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,3,0,1208076,2014,,,,
04/05/2014,away,11620,255,Georgia Tech,9,True,1,5,-4,loss,1 - 5,597849,193,1,0.2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,4.0,2,0,0,0,0,3,0,1208076,2014,,,,
04/08/2014,home,11620,489,N.C. Central,9,True,9,1,8,win,9 - 1,599173,193,1,0.2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,4,0,1208076,2014,,,,
04/12/2014,home,11620,490,NC State,9,True,2,6,-4,loss,2 - 6,600152,193,1,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,2.0,0,1,0,0,0,3,0,1208076,2014,,,,
04/13/2014,home,11620,490,NC State,9,True,11,10,1,win,11 - 10,600977,193,1,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,0,4,0,1208076,2014,,,,
04/16/2014,away,11620,489,N.C. Central,9,True,11,2,9,win,11 - 2,601647,193,1,1.0,4,2,2,0,1,0,7,7,0,0,0,1,0,0,0,0,0,0,0,26.0,2,0,0,0,0,2,0,1208076,2014,,,,
04/22/2014,home,11620,459,UNC Greensboro,9,True,2,0,2,win,2 - 0,603364,193,1,1.0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,0,0,0,2,0,1208076,2014,,,,
05/09/2014,home,11620,415,Miami (FL),9,True,1,6,-5,loss,1 - 6,607173,193,1,0.1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,2,1,0,0,7.0,0,0,0,0,0,2,0,1208076,2014,,,,
05/10/2014,home,11620,415,Miami (FL),9,True,1,9,-8,loss,1 - 9,607388,193,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1,0,0,0,5,0,1208076,2014,,,,
05/13/2014,home,11620,575,Richmond,9,True,10,3,7,win,10 - 3,607799,193,1,1.0,1,0,0,0,0,0,4,4,1,0,0,0,0,0,0,1,0,0,0,13.0,2,1,0,0,0,3,0,1208076,2014,,,,
05/15/2014,away,11620,234,Florida St.,9,True,0,3,-3,loss,0 - 3,607891,193,1,0.0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,2,0,1208076,2014,,,,
02/15/2014,home,11620,62,Binghamton,9,True,7,3,4,win,7 - 3,587151,193,1,1.0,0,0,0,2,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,2,1,1208080,2014,,,,
02/18/2014,away,11620,459,UNC Greensboro,12,True,8,9,-1,loss,8 - 9,587567,193,1,3.1,5,5,5,2,3,0,18,14,1,0,0,1,0,1,0,0,0,0,1,0.0,3,4,0,0,0,1,0,1208080,2014,,,,
02/26/2014,home,11620,485,Norfolk St.,9,True,11,1,10,win,11 - 1,588889,193,1,6.0,3,1,1,1,5,0,21,20,0,0,0,0,0,0,0,0,0,0,0,0.0,6,6,1,0,0,1,2,1208080,2014,,,,
03/08/2014,home,11620,746,Virginia,9,True,2,3,-1,loss,2 - 3,590762,193,1,5.1,5,2,2,3,5,0,21,17,2,0,0,0,0,1,0,0,0,0,0,82.0,6,1,0,1,0,1,1,1208080,2014,,,,
03/14/2014,home,11620,513,Notre Dame,10,True,4,3,1,win,4 - 3,592252,193,1,6.1,5,3,3,2,7,0,29,23,1,1,0,1,0,3,0,0,0,1,0,0.0,9,4,0,0,0,1,1,1208080,2014,,,,
03/21/2014,away,11620,545,Pittsburgh,9,True,2,3,-1,loss,2 - 3,594039,193,1,5.1,6,3,2,2,5,0,25,21,1,0,0,2,0,0,0,0,0,2,0,85.0,8,4,0,1,0,1,0,1208080,2014,,,,
03/28/2014,home,11620,457,North Carolina,9,True,3,2,1,win,3 - 2,595880,193,1,8.0,5,1,1,0,12,0,27,27,1,0,0,0,0,0,0,0,0,0,0,0.0,4,6,1,0,0,1,2,1208080,2014,,,,
04/04/2014,away,11620,255,Georgia Tech,9,True,4,7,-3,loss,4 - 7,597628,193,1,5.2,5,5,5,1,5,0,24,22,0,0,1,1,0,1,0,0,0,0,0,91.0,5,7,0,1,0,1,2,1208080,2014,,,,
04/11/2014,home,11620,490,NC State,9,True,2,0,2,win,2 - 0,599855,193,1,8.0,3,0,0,1,11,0,28,27,2,0,0,1,0,0,0,0,0,0,0,110.0,5,7,1,0,0,1,3,1208080,2014,,,,
04/18/2014,away,11620,742,Virginia Tech,12,True,3,2,1,win,3 - 2,601924,193,1,7.0,2,1,1,2,3,0,23,21,0,0,0,1,0,0,0,0,0,0,0,101.0,9,7,0,0,0,1,1,1208080,2014,,,,
04/25/2014,away,11620,749,Wake Forest,9,True,5,2,3,win,5 - 2,603954,193,1,7.0,7,2,1,2,6,0,30,27,2,0,0,1,0,0,0,0,0,0,1,106.0,9,5,1,0,0,1,0,1208080,2014,,,,
05/04/2014,home,11620,363,Longwood,9,True,10,4,6,win,10 - 4,606710,193,1,4.0,3,1,1,0,7,0,14,14,2,0,0,1,0,0,0,0,0,0,0,0.0,2,2,1,0,0,1,3,1208080,2014,,,,
05/09/2014,home,11620,415,Miami (FL),9,True,1,6,-5,loss,1 - 6,607173,193,1,6.2,7,6,5,2,7,0,29,23,1,0,1,1,0,3,0,0,0,0,0,98.0,7,2,0,1,0,1,3,1208080,2014,,,,
05/16/2014,away,11620,234,Florida St.,9,True,8,9,-1,loss,8 - 9,608043,193,1,4.2,7,4,4,4,6,0,27,19,2,0,0,0,0,2,0,0,0,0,2,108.0,4,4,0,1,0,1,1,1208080,2014,,,,
05/22/2014,home,11620,255,Georgia Tech,9,True,6,0,6,win,6 - 0,608578,193,1,9.0,5,0,0,1,8,1,34,32,1,0,0,0,0,1,0,0,0,0,0,121.0,12,6,1,0,0,1,1,1208080,2014,,,,
02/19/2014,away,11620,786,William & Mary,9,True,17,2,15,win,17 - 2,587706,746,1,5.0,4,2,2,0,6,0,19,18,1,0,1,0,0,1,0,0,0,0,0,51.0,5,3,1,0,0,1,0,1208085,2014,,,,
03/20/2014,home,11620,554,Princeton,9,True,14,4,10,win,14 - 4,593927,746,1,0.0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,1208085,2014,,,,
04/02/2014,home,11620,249,George Washington,9,True,10,0,10,win,10 - 0,597319,746,1,3.0,1,0,0,0,1,0,10,10,0,0,0,0,1,0,0,0,0,0,0,0.0,7,1,1,0,0,1,0,1208085,2014,,,,
04/08/2014,away,11620,317,James Madison,9,True,9,3,6,win,9 - 3,599206,746,1,3.0,0,0,0,1,5,0,10,9,0,0,0,0,0,0,0,0,0,0,0,41.0,0,4,0,0,0,2,0,1208085,2014,,,,
04/16/2014,home,11620,786,William & Mary,9,True,11,2,9,win,11 - 2,601545,746,1,5.0,1,0,0,2,8,0,19,16,0,0,0,0,0,0,0,0,0,1,0,0.0,3,4,1,0,0,1,2,1208085,2014,,,,
04/22/2014,away,11620,740,VCU,10,True,5,4,1,win,5 - 4,603411,746,1,4.1,5,2,2,1,3,0,20,18,1,1,0,1,0,1,0,0,0,0,0,0.0,8,2,0,0,0,1,0,1208085,2014,,,,
04/29/2014,away,11620,523,Old Dominion,9,True,1,8,-7,loss,1 - 8,605438,746,1,6.0,5,4,2,0,6,0,27,25,0,1,0,0,0,1,0,0,0,1,0,94.0,6,6,0,1,0,1,3,1208085,2014,,,,
05/07/2014,home,11620,355,Liberty,9,True,8,2,6,win,8 - 2,606967,746,1,7.0,1,0,0,1,6,0,23,22,0,0,0,0,0,0,0,0,0,0,0,0.0,9,5,1,0,0,1,2,1208085,2014,,,,
05/16/2014,away,11620,749,Wake Forest,9,True,7,2,5,win,7 - 2,608157,746,1,7.0,3,0,0,2,3,0,25,22,0,0,0,0,0,1,0,0,0,0,0,103.0,4,12,1,0,0,1,2,1208085,2014,,,,
05/22/2014,home,11620,392,Maryland,9,True,6,7,-1,loss,6 - 7,608580,746,1,5.0,5,4,4,0,3,0,20,18,2,0,2,1,0,1,0,0,0,0,1,0.0,5,6,0,0,0,1,0,1208085,2014,,,,
05/30/2014,home,11620,83,Bucknell,9,True,10,1,9,win,10 - 1,608849,746,1,7.0,3,0,0,3,5,0,27,24,0,0,0,0,0,0,0,0,0,0,0,118.0,5,11,1,0,0,1,2,1208085,2014,,,,
06/08/2014,away,11620,392,Maryland,9,True,7,3,4,win,7 - 3,608959,746,1,3.1,2,2,0,0,1,0,12,12,0,0,0,0,0,0,0,2,0,0,0,38.0,4,4,0,0,1,2,0,1208085,2014,,,,
06/15/2014,home,11620,433,Ole Miss,9,True,2,1,1,win,2 - 1,608967,746,1,2.0,0,0,0,0,1,0,6,5,0,0,0,0,0,0,0,2,1,1,0,22.0,3,2,1,0,0,2,1,1208085,2014,,,,
06/17/2014,home,11620,698,TCU,15,True,3,2,1,win,3 - 2,608971,746,1,2.0,0,0,0,0,2,0,6,6,0,0,0,0,0,0,0,1,0,0,0,24.0,1,3,1,0,0,4,1,1208085,2014,,,,
06/20/2014,home,11620,433,Ole Miss,9,True,4,1,3,win,4 - 1,608975,746,1,3.0,1,0,0,1,2,0,11,10,0,0,0,0,0,0,0,0,0,0,0,36.0,4,3,0,0,0,2,1,1208085,2014,,,,
06/25/2014,home,11620,736,Vanderbilt,9,True,2,3,-1,loss,2 - 3,608979,746,1,6.0,4,1,0,2,5,0,23,21,0,0,0,0,0,0,0,0,0,0,0,97.0,5,7,0,0,0,2,1,1208085,2014,,,,
03/01/2014,home,11620,439,Monmouth,9,True,6,3,3,win,6 - 3,589212,746,1,2.0,1,0,0,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,0,0,0,2,0,1208088,2014,,,,
03/11/2014,home,11620,317,James Madison,9,True,13,2,11,win,13 - 2,591665,746,1,1.1,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,0,0,0,5,0,1208088,2014,,,,
03/14/2014,home,11620,67,Boston College,9,True,8,1,7,win,8 - 1,592186,746,1,0.2,2,0,0,0,0,0,5,4,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2,0,0,0,2,0,1208088,2014,,,,
03/19/2014,home,11620,711,Towson,9,True,5,3,2,win,5 - 3,593771,746,1,1.0,0,0,0,0,1,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0.0,2,0,0,0,0,3,0,1208088,2014,,,,
03/22/2014,away,11620,415,Miami (FL),9,True,1,7,-6,loss,1 - 7,594453,746,1,0.2,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,3,3,0,1,8.0,1,1,0,0,0,3,0,1208088,2014,,,,
03/26/2014,home,11620,363,Longwood,9,True,8,1,7,win,8 - 1,595593,746,1,1.0,3,1,1,1,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,4,0,1208088,2014,,,,
04/01/2014,home,11620,523,Old Dominion,9,True,7,1,6,win,7 - 1,597027,746,1,1.0,2,1,1,0,1,0,6,5,2,0,0,0,0,1,0,0,0,0,0,0.0,1,1,0,0,0,2,0,1208088,2014,,,,
04/02/2014,home,11620,249,George Washington,9,True,10,0,10,win,10 - 0,597319,746,1,2.0,1,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0.0,4,0,0,0,0,3,1,1208088,2014,,,,
04/08/2014,away,11620,317,James Madison,9,True,9,3,6,win,9 - 3,599206,746,1,0.1,1,0,0,0,1,0,2,2,0,1,0,0,0,0,0,1,1,0,0,12.0,0,0,0,0,0,5,0,1208088,2014,,,,
04/12/2014,home,11620,147,Clemson,9,True,1,7,-6,loss,1 - 7,600122,746,1,2.0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,4,0,1208088,2014,,,,
04/16/2014,home,11620,786,William & Mary,9,True,11,2,9,win,11 - 2,601545,746,1,1.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,4,0,1208088,2014,,,,
04/23/2014,home,11620,575,Richmond,9,True,13,0,13,win,13 - 0,603656,746,1,1.2,0,0,0,0,2,0,5,5,0,0,0,0,0,0,0,3,0,0,0,0.0,2,1,0,0,0,4,0,1208088,2014,,,,
04/26/2014,away,11620,234,Florida St.,9,True,0,7,-7,loss,0 - 7,604352,746,1,2.1,2,1,1,1,4,0,11,8,0,0,0,0,0,1,0,0,0,0,1,36.0,1,2,0,0,0,3,1,1208088,2014,,,,
05/09/2014,home,11620,255,Georgia Tech,9,True,4,3,1,win,4 - 3,607160,746,1,1.1,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0.0,0,2,1,0,0,2,0,1208088,2014,,,,
05/11/2014,home,11620,255,Georgia Tech,9,True,3,1,2,win,3 - 1,607632,746,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,2,0,1208088,2014,,,,
05/17/2014,away,11620,749,Wake Forest,9,True,3,4,-1,loss,3 - 4,608294,746,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,0,0,0,4,1,1208088,2014,,,,
05/22/2014,home,11620,392,Maryland,9,True,6,7,-1,loss,6 - 7,608580,746,1,2.0,1,0,0,0,3,0,7,6,0,0,0,1,0,1,0,1,0,0,0,0.0,0,2,0,0,0,3,1,1208088,2014,,,,
06/09/2014,home,11620,392,Maryland,9,True,11,2,9,win,11 - 2,608961,746,1,0.2,3,2,2,0,1,0,5,5,1,0,0,0,0,0,0,0,0,0,0,18.0,0,1,0,0,0,2,0,1208088,2014,,,,
06/23/2014,home,11620,736,Vanderbilt,9,True,8,9,-1,loss,8 - 9,608977,746,1,3.1,1,0,0,2,4,0,12,10,0,0,0,0,0,0,0,1,0,0,0,50.0,3,2,0,0,0,3,0,1208088,2014,,,,
02/14/2014,home,11620,204,Eastern Mich.,10,True,5,6,-1,loss,5 - 6,586866,147,1,2.1,1,0,0,0,2,0,7,7,0,0,0,0,0,0,0,1,0,0,0,0.0,4,0,0,0,0,4,1,1208111,2014,,,,
02/16/2014,home,11620,204,Eastern Mich.,9,True,9,7,2,win,9 - 7,587296,147,1,1.1,2,0,0,0,0,0,6,5,0,0,0,1,0,1,0,1,0,0,0,0.0,3,0,0,0,0,2,0,1208111,2014,,,,
02/23/2014,home,11620,380,Maine,9,True,10,2,8,win,10 - 2,588504,147,1,1.0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,2,1208111,2014,,,,
02/25/2014,home,11620,1320,Presbyterian,9,True,4,2,2,win,4 - 2,588823,147,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,3,0,1208111,2014,,,,
